Mar 25 12:52:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 25 12:52:57 ubuntu dstat.sh[66726]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 25 12:52:57 ubuntu dstat.sh[66726]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 25 12:52:57 ubuntu dstat.sh[66726]: 25-03 12:52:57|                   | 975M 1372M  164M 5114M|           |           |           |           |1.27 0.90 0.49|1.0   0    |           |           | 10    4    0   17    0
Mar 25 12:52:58 ubuntu dstat.sh[66726]: 25-03 12:52:58| 16  21  60   0   0| 976M 1370M  164M 5114M|  22k 6176B|   0  3426k|   0   236 |6167  5106 |1.27 0.90 0.49|1.0   0 387|   0     0 |           | 10    4    0   17    0
Mar 25 12:52:59 ubuntu dstat.sh[66726]: 25-03 12:52:59| 17  22  60   1   0| 969M 1377M  164M 5114M|  27k 9962B|   0  1204k|   0   141 |5784  4482 |1.25 0.90 0.49|1.0   0 363|   0     0 |           | 10    6    0   17    0
Mar 25 12:53:00 ubuntu dstat.sh[66726]: 25-03 12:53:00| 25  19  54   0   0| 974M 1371M  165M 5115M|  36k   16k|   0  2204k|   0  69.0 |5567  5854 |1.25 0.90 0.49|2.0   0 285|   0     0 |           | 10    6    0   17    0
Mar 25 12:53:01 ubuntu dstat.sh[66726]: 25-03 12:53:01| 30  13  56   0   0|1098M 1247M  165M 5237M|  40k   13k|   0  1681k|   0  48.9 |5089  6992 |1.25 0.90 0.49|1.0   0 135|   0     0 |           | 11    5    0   17    1
Mar 25 12:53:02 ubuntu dstat.sh[66726]: 25-03 12:53:02| 24   8  68   0   0|1123M 1221M  165M 5238M|  23k   13k|   0  1582k|   0  47.1 |3053  2199 |1.25 0.90 0.49|2.0   0  86|   0     0 |           | 11    7    0   17    1
Mar 25 12:53:03 ubuntu dstat.sh[66726]: 25-03 12:53:03| 33  14  50   1   0|1133M 1182M  166M 5263M| 167k 8387B|   0  3020k|   0   102 |4656  3307 |1.25 0.90 0.49|3.0   0 182|   0     0 |           | 11    6    0   19    2
Mar 25 12:53:04 ubuntu dstat.sh[66726]: 25-03 12:53:04| 43   7  49   1   0|1208M 1089M  166M 5279M|4334B 1240B|  32k 2520k|2.00  43.9 |3209  1991 |1.31 0.92 0.50|2.0   0  19|   0     0 |           | 11    6    0   19    2
Mar 25 12:53:05 ubuntu dstat.sh[66726]: 25-03 12:53:05| 44   5  49   2   0|1261M 1012M  167M 5300M|4314B 1298B|   0  6167k|   0   333 |3817  3137 |1.31 0.92 0.50|2.0   0 1.0|   0     0 |           | 11    8    0   19    2
Mar 25 12:53:06 ubuntu dstat.sh[66726]: 25-03 12:53:06| 32   8  45  13   0|1262M  982M  169M 5323M|4771B 1512B|   0    50M|   0  3627 |  16k   28k|1.31 0.92 0.50|  0 4.0  60|   0     0 |           | 11    8    0   19    2
Mar 25 12:53:07 ubuntu dstat.sh[66726]: 25-03 12:53:07| 39  10  45   4   0|1196M 1022M  170M 5346M|5057B 1620B|   0    33M|   0  2357 |9469    14k|1.31 0.92 0.50|1.0 1.0  96|   0     0 |           | 11    6    0   19    2
Mar 25 12:53:08 ubuntu dstat.sh[66726]: 25-03 12:53:08| 41   6  51   1   0|1266M  968M  170M 5329M|  11k 4415B|   0    11M|   0   696 |3952  4615 |1.31 0.92 0.50|2.0   0 3.0|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:09 ubuntu dstat.sh[66726]: 25-03 12:53:09| 41   5  53   0   0|1254M  975M  171M 5334M|  10k 3951B|   0  2727k|   0   115 |3146  1862 |1.44 0.95 0.52|2.0   0  44|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:10 ubuntu dstat.sh[66726]: 25-03 12:53:10| 41   8  49   1   0|1295M  933M  171M 5335M|8792B 2957B|   0  7154k|   0   451 |3741  3400 |1.44 0.95 0.52|1.0   0  18|   0     0 |           | 11    5    0   19    0
Mar 25 12:53:11 ubuntu dstat.sh[66726]: 25-03 12:53:11| 39  11  48   1   0|1242M  980M  171M 5340M|6767B 3404B|   0  1812k|   0   125 |9121    17k|1.44 0.95 0.52|2.0   0 158|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:12 ubuntu dstat.sh[66726]: 25-03 12:53:12| 30  26  43   0   0|1173M 1047M  171M 5341M|4337B 1662B|   0   124k|   0  11.0 |  14k   21k|1.44 0.95 0.52|2.0   0 519|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:13 ubuntu dstat.sh[66726]: 25-03 12:53:13| 40  19  40   0   0|1139M 1093M  171M 5330M|3804B 1292B|   0  4390k|   0   326 |5971  7910 |1.44 0.95 0.52|4.0   0 239|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:14 ubuntu dstat.sh[66726]: 25-03 12:53:14| 62  12  26   0   0|1213M 1019M  171M 5330M|3553B  704B|   0  4108B|   0  1.00 |4012  2132 |1.57 0.99 0.53|3.0   0 163|   0     0 |           | 11    5    0   19    0
Mar 25 12:53:15 ubuntu dstat.sh[66726]: 25-03 12:53:15| 44   7  49   0   0|1254M  978M  171M 5331M|4588B 1511B|   0   316k|   0  22.0 |2770  1303 |1.57 0.99 0.53|2.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 25 12:53:16 ubuntu dstat.sh[66726]: 25-03 12:53:16| 39  10  51   0   0|1268M  962M  171M 5333M|3667B  486B|   0    15M|   0   154 |3979  4387 |1.57 0.99 0.53|2.0   0  86|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:17 ubuntu dstat.sh[66726]: 25-03 12:53:17| 21   6  71   0   0|1336M  893M  171M 5333M|5171B 1618B|   0  3069k|   0   243 |2850  2497 |1.57 0.99 0.53|2.0   0  54|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:18 ubuntu dstat.sh[66726]: 25-03 12:53:18| 23   2  73   0   0|1367M  863M  171M 5333M|5599B 1458B|   0   400k|   0  31.0 |1936  1395 |1.57 0.99 0.53|1.0   0 1.0|   0     0 |           | 11    4    0   19    0
Mar 25 12:53:19 ubuntu dstat.sh[66726]: 25-03 12:53:19| 22   5  72   1   0|1279M  951M  171M 5333M|4330B  486B|   0  1706k|   0   246 |3928  5067 |1.52 0.99 0.53|1.0   0  33|   0     0 |           | 11    4    0   21    0
Mar 25 12:53:20 ubuntu dstat.sh[66726]: 25-03 12:53:20| 22   4  73   1   0|1302M  927M  172M 5333M|5760B 1135B| 144k 2695k|7.01   170 |2193  1931 |1.52 0.99 0.53|1.0   0  10|   0     0 |           | 11    4    0   21    0
Mar 25 12:53:21 ubuntu dstat.sh[66726]: 25-03 12:53:21| 18   3  78   0   0|1326M  903M  172M 5334M|9180B 5529B|   0  1745k|   0  74.9 |2472  2552 |1.52 0.99 0.53|2.0   0 1.0|   0     0 |           | 11   17    0   21    0
Mar 25 12:53:22 ubuntu dstat.sh[66726]: 25-03 12:53:22| 18   5  74   1   0|1325M  904M  172M 5334M|9221B 6097B| 268k   16M|66.0   428 |3204  2618 |1.52 0.99 0.53|1.0   0  45|   0     0 |           | 11   28    0   22    0
Mar 25 12:53:23 ubuntu dstat.sh[66726]: 25-03 12:53:23| 20   4  76   0   0|1396M  833M  172M 5334M|6298B 3467B|   0     0 |   0     0 |1753  1246 |1.52 0.99 0.53|  0   0   0|   0     0 |           | 11   29    0   16    0
Mar 25 12:53:24 ubuntu dstat.sh[66726]: 25-03 12:53:24| 15   7  77   0   0|1378M  850M  172M 5334M|  10k 6518B|   0  1182k|   0  8.01 |2864  2359 |1.48 0.99 0.53|4.0   0  90|   0     0 |           | 11   28    0   17    0
Mar 25 12:53:25 ubuntu dstat.sh[66726]: 25-03 12:53:25| 41  10  48   0   0|1514M  715M  172M 5334M|4915B 1618B|   0  4091B|   0  1.00 |3328  1843 |1.48 0.99 0.53|2.0   0  72|   0     0 |           | 11   28    0   17    0
Mar 25 12:53:26 ubuntu dstat.sh[66726]: 25-03 12:53:26| 29   4  65   0   0|1503M  726M  172M 5334M|  20k   17k|   0  2375k|   0  20.0 |4739  5904 |1.48 0.99 0.53|1.0   0   0|   0     0 |           | 11   30    0   17    0
Mar 25 12:53:27 ubuntu dstat.sh[66726]: 25-03 12:53:27| 49  26  24   0   0|1476M  753M  172M 5334M|9089B 4480B|   0    30M|   0   201 |6703  6972 |1.48 0.99 0.53|7.0   0 529|   0     0 |           | 11   28    0   18    0
Mar 25 12:53:28 ubuntu dstat.sh[66726]: 25-03 12:53:28| 85  14   2   0   0|1656M  573M  172M 5334M|9749B 7520B|   0   496k|   0  81.0 |5096  2868 |1.48 0.99 0.53|3.0   0  50|   0     0 |           | 11   31    0   18    0
Mar 25 12:53:29 ubuntu dstat.sh[66726]: 25-03 12:53:29| 78  11  11   0   0|1733M  495M  172M 5335M|  37k   33k|   0  3634k|   0  79.9 |8210    13k|1.76 1.06 0.56| 10   0  34|   0     0 |           | 11   33    0   19    0
Mar 25 12:53:30 ubuntu dstat.sh[66726]: 25-03 12:53:30| 49  15  35   0   0|1560M  668M  172M 5334M|  13k 9121B|   0   661k|   0  62.1 |7194    15k|1.76 1.06 0.56|2.0   0 286|   0     0 |           | 11   28    0   25    0
Mar 25 12:53:31 ubuntu dstat.sh[66726]: 25-03 12:53:31| 21   5  73   0   0|1530M  698M  172M 5334M|4387B 1454B|   0   152k|   0  7.98 |2098  1491 |1.76 1.06 0.56|2.0   0  26|   0     0 |           | 11   28    0   23    0
Mar 25 12:53:32 ubuntu dstat.sh[66726]: 25-03 12:53:32| 15   2  82   0   0|1508M  720M  172M 5334M|  11k 8578B|   0   481k|   0  23.0 |2388  2832 |1.76 1.06 0.56|1.0   0   0|   0     0 |           | 11   28    0   24    0
Mar 25 12:53:33 ubuntu dstat.sh[66726]: 25-03 12:53:33| 19   7  73   0   0|1442M  786M  172M 5334M|5702B 1459B|   0   612k|   0  39.0 |2709  2095 |1.76 1.06 0.56|2.0   0  68|   0     0 |           | 11   28    0   24    0
Mar 25 12:53:34 ubuntu dstat.sh[66726]: 25-03 12:53:34| 17   2  79   0   0|1443M  785M  172M 5334M|  11k 7460B|   0     0 |   0     0 |2356  2227 |1.70 1.06 0.56|1.0   0   0|   0     0 |           | 11   29    0   24    0
Mar 25 12:53:35 ubuntu dstat.sh[66726]: 25-03 12:53:35| 12  14  73   0   0|1356M  872M  172M 5334M|8803B 2643B|   0   152k|   0  18.0 |4398  3493 |1.70 1.06 0.56|4.0   0 192|   0     0 |           | 11   28    0   24    0
Mar 25 12:53:36 ubuntu dstat.sh[66726]: 25-03 12:53:36|  8  25  65   0   0|1350M  878M  172M 5334M|5563B  906B|   0   196k|   0  11.0 |5665  3930 |1.70 1.06 0.56|2.0   0 445|   0     0 |           | 11   28    0   24    0
Mar 25 12:53:37 ubuntu dstat.sh[66726]: 25-03 12:53:37| 68  27   5   0   0|1514M  714M  172M 5334M|5265B 1243B|   0    78M|   0   369 |5991  4392 |1.70 1.06 0.56|6.0   0 401|   0     0 |           | 11   28    0   24    0
Mar 25 12:53:38 ubuntu dstat.sh[66726]: 25-03 12:53:38| 74  10  16   0   0|1636M  592M  172M 5335M|  30k   26k|   0  1958k|   0  41.0 |6925  6975 |1.70 1.06 0.56|8.0   0 1.0|   0     0 |           | 11   33    0   24    0
Mar 25 12:53:39 ubuntu dstat.sh[66726]: 25-03 12:53:39| 76  11  12   0   0|1593M  635M  172M 5335M|  30k   26k|   0   636k|   0  87.1 |9337    14k|1.97 1.12 0.59|6.0   0 101|   0     0 |           | 11   28    0   25    0
Mar 25 12:53:40 ubuntu dstat.sh[66726]: 25-03 12:53:40| 80  20   0   0   0|1606M  621M  172M 5335M|6736B 3774B|   0  3488k|   0   193 |5647  4255 |1.97 1.12 0.59|4.0   0 209|   0     0 |           | 11   29    1   25    0
Mar 25 12:53:41 ubuntu dstat.sh[66726]: 25-03 12:53:41| 82  11   7   0   0|1727M  500M  172M 5335M|  34k   31k|   0   716k|   0  14.0 |6638  7688 |1.97 1.12 0.59|5.0   0   0|   0     0 |           | 11   34    0   25    0
Mar 25 12:53:42 ubuntu dstat.sh[66726]: 25-03 12:53:42| 68  14  16   0   0|1701M  526M  172M 5335M|  37k   31k|   0  8121k|   0   131 |9820    15k|1.97 1.12 0.59|5.0   0 217|   0     0 |           | 11   28    1   30    0
Mar 25 12:53:43 ubuntu dstat.sh[66726]: 25-03 12:53:43| 41   9  50   0   0|1532M  695M  172M 5335M|6191B 3599B|   0   112k|   0  9.03 |3193  1919 |1.97 1.12 0.59|1.0   0  80|   0     0 |           | 11   29    0   30    0
Mar 25 12:53:44 ubuntu dstat.sh[66726]: 25-03 12:53:44| 33   5  62   0   0|1512M  715M  172M 5335M|  17k   14k|   0  2574k|   0   125 |4204  4870 |1.89 1.12 0.59|2.0   0  17|   0     0 |           | 11   29    0   31    0
Mar 25 12:53:45 ubuntu dstat.sh[66726]: 25-03 12:53:45| 56  21  21   0   0|1478M  748M  172M 5335M|7789B 4956B|   0   768k|   0  47.0 |5772  5150 |1.89 1.12 0.59|3.0   0 361|   0     0 |           | 11   28    0   32    0
Mar 25 12:53:46 ubuntu dstat.sh[66726]: 25-03 12:53:46| 52   6  42   0   0|1537M  690M  172M 5335M|  19k   16k|   0   123k|   0  5.97 |4489  4169 |1.89 1.12 0.59|5.0   0   0|   0     0 |           | 11   31    0   32    0
Mar 25 12:53:47 ubuntu dstat.sh[66726]: 25-03 12:53:47| 51  18  31   0   0|1485M  742M  172M 5336M|  18k   15k|   0   477k|   0  35.1 |6759  8963 |1.89 1.12 0.59|4.0   0 259|   0     0 |           | 11   28    0   32    0
Mar 25 12:53:48 ubuntu dstat.sh[66726]: 25-03 12:53:48| 79  12   8   0   0|1558M  669M  172M 5336M|  10k 8230B|   0   180k|   0  8.01 |4666  2175 |1.89 1.12 0.59|3.0   0 1.0|   0     0 |           | 11   31    0   32    0
Mar 25 12:53:49 ubuntu dstat.sh[66726]: 25-03 12:53:49| 57   7  34   0   0|1554M  673M  172M 5336M|  33k   28k|   0   308k|   0  30.0 |7719    11k|1.90 1.13 0.60|4.0   0 5.0|   0     0 |           | 11   30    0   34    0
Mar 25 12:53:50 ubuntu dstat.sh[66726]: 25-03 12:53:50| 60  21  18   1   0|1486M  740M  172M 5336M|9812B 6685B|   0  1823k|   0   143 |5653  5290 |1.90 1.13 0.60|3.0   0 319|   0     0 |           | 11   28    0   35    0
Mar 25 12:53:51 ubuntu dstat.sh[66726]: 25-03 12:53:51| 49   6  45   0   0|1525M  701M  172M 5336M|  17k   15k|   0   223k|   0  11.0 |4728  4267 |1.90 1.13 0.60|1.0   0   0|   0     0 |           | 11   31    0   31    0
Mar 25 12:53:52 ubuntu dstat.sh[66726]: 25-03 12:53:52| 59  19  21   0   0|1411M  815M  172M 5336M|  18k   14k|   0  4601k|   0   288 |7436  9520 |1.90 1.13 0.60|3.0   0 300|   0     0 |           | 11   28    0   33    0
Mar 25 12:53:53 ubuntu dstat.sh[66726]: 25-03 12:53:53| 53   7  39   0   0|1537M  690M  172M 5336M|  14k   11k|   0   228k|   0  9.99 |3747  2579 |1.90 1.13 0.60|3.0   0   0|   0     0 |           | 11   31    0   33    0
Mar 25 12:53:54 ubuntu dstat.sh[66726]: 25-03 12:53:54| 52  17  32   0   0|1478M  748M  172M 5336M|  22k   19k|   0   300k|   0  26.0 |7136  9726 |1.99 1.16 0.61|4.0   0 237|   0     0 |           | 11   28    0   36    0
Mar 25 12:53:55 ubuntu dstat.sh[66726]: 25-03 12:53:55| 57   9  33   0   0|1571M  655M  172M 5336M|  10k 8457B|   0   199k|   0  11.0 |3606  1725 |1.99 1.16 0.61|2.0   0  50|   0     0 |           | 11   31    0   33    0
Mar 25 12:53:56 ubuntu dstat.sh[66726]: 25-03 12:53:56| 52   8  40   0   0|1528M  698M  172M 5337M|  24k   20k|   0   421k|   0  33.1 |7399  9245 |1.99 1.16 0.61|4.0   0  38|   0     0 |           | 11   28    0   35    0
Mar 25 12:53:57 ubuntu dstat.sh[66726]: 25-03 12:53:57| 62  14  24   0   0|1527M  699M  172M 5337M|5715B 1622B|   0   573k|   0  20.0 |4099  1994 |1.99 1.16 0.61|3.0   0  74|   0     0 |           | 11   28    0   35    0
Mar 25 12:53:58 ubuntu dstat.sh[66726]: 25-03 12:53:58| 42   4  52   0   0|1537M  689M  172M 5337M|  30k   26k|   0   352k|   0  27.0 |6447  8359 |1.99 1.16 0.61|2.0   0 1.0|   0     0 |           | 11   30    0   36    0
Mar 25 12:53:59 ubuntu dstat.sh[66726]: 25-03 12:53:59| 65  28   6   0   0|1496M  729M  172M 5337M|6360B 2348B|   0  1279k|   0  91.9 |6015  5683 |2.31 1.25 0.64|8.0   0 559|   0     0 |           | 11   28    0   37    0
