May 26 14:24:23 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 26 14:24:23 ubuntu dstat.sh[65339]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 26 14:24:23 ubuntu dstat.sh[65339]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 26 14:24:23 ubuntu dstat.sh[65339]: 26-05 14:24:23|                   | 978M 1336M  165M 5146M|           |           |           |           |1.42 0.91 0.48|2.0   0    |           |           | 10    5    0   19    0
May 26 14:24:24 ubuntu dstat.sh[65339]: 26-05 14:24:24| 17  22  60   0   0| 988M 1324M  165M 5146M|  47k   17k|   0  3295k|   0   118 |6721  6039 |1.48 0.93 0.48|2.5   0 534|   0     0 |           | 10    6    0   18    0
May 26 14:24:25 ubuntu dstat.sh[65339]: 26-05 14:24:25| 27  18  52   1   0| 981M 1331M  165M 5146M|  22k   14k|   0  1888k|   0  90.5 |6216  5701 |1.55 0.95 0.49|1.0   0 460|   0     0 |           | 10    6    0   17    0
May 26 14:24:26 ubuntu dstat.sh[65339]: 26-05 14:24:26| 30  14  54   0   0|1101M 1209M  166M 5269M|  42k   14k|   0  1852k|   0  56.9 |6403  8711 |1.55 0.95 0.49|2.0   0 197|   0     0 |           | 11    7    0   17    1
May 26 14:24:27 ubuntu dstat.sh[65339]: 26-05 14:24:27| 35  11  53   1   0|1117M 1172M  166M 5289M| 178k   11k|   0  2275k|   0  81.1 |4311  2880 |1.55 0.95 0.49|3.0   0 136|   0     0 |           | 11    7    0   17    1
May 26 14:24:28 ubuntu dstat.sh[65339]: 26-05 14:24:28| 40  10  48   1   0|1175M 1090M  167M 5308M|4371B 1615B|  32k 3554k|2.00  78.9 |4245  3252 |1.55 0.95 0.49|3.0   0 143|   0     0 |           | 11    6    0   19    2
May 26 14:24:29 ubuntu dstat.sh[65339]: 26-05 14:24:29| 46   5  49   0   0|1219M 1024M  167M 5328M|4558B 1619B|   0  2115k|   0  35.0 |2953  1634 |1.58 0.97 0.50|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 26 14:24:30 ubuntu dstat.sh[65339]: 26-05 14:24:30| 36   6  47  10   0|1235M  984M  169M 5347M|3379B 1192B|   0    28M|   0  1873 |9710    17k|1.58 0.97 0.50|1.0 1.0  31|   0     0 |           | 11    8    0   19    2
May 26 14:24:31 ubuntu dstat.sh[65339]: 26-05 14:24:31| 35   7  42  14   0|1242M  947M  171M 5374M|4167B 1239B|   0    60M|   0  4485 |  15k   28k|1.58 0.97 0.50|3.0   0  51|   0     0 |           | 11    6    0   19    2
May 26 14:24:32 ubuntu dstat.sh[65339]: 26-05 14:24:32| 42   9  48   1   0|1244M  955M  171M 5362M|4761B 2051B|   0  5874k|   0   179 |3887  2682 |1.58 0.97 0.50|5.0   0  94|   0     0 |           | 11    4    0   19    0
May 26 14:24:33 ubuntu dstat.sh[65339]: 26-05 14:24:33| 41   5  53   1   0|1263M  931M  171M 5367M|  11k 4617B|   0  2678k|   0   138 |2954  1851 |1.58 0.97 0.50|3.0   0  19|   0     0 |           | 11    4    0   19    0
May 26 14:24:34 ubuntu dstat.sh[65339]: 26-05 14:24:34| 45   8  45   1   0|1316M  876M  171M 5369M|4373B 1568B|   0    10M|   0   698 |  12k   21k|1.62 0.98 0.51|3.0   0  17|   0     0 |           | 11    4    0   19    0
May 26 14:24:35 ubuntu dstat.sh[65339]: 26-05 14:24:35| 44   7  46   1   0|1319M  871M  171M 5370M|4498B 1619B|   0  3139k|   0   243 |  12k   20k|1.62 0.98 0.51|3.0   0  17|   0     0 |           | 11    4    0   19    0
May 26 14:24:36 ubuntu dstat.sh[65339]: 26-05 14:24:36| 34  19  47   0   0|1152M 1046M  171M 5363M|5097B 1514B|   0   517k|   0  17.0 |5582  4397 |1.62 0.98 0.51|3.0   0 375|   0     0 |           | 11    4    0   19    0
May 26 14:24:37 ubuntu dstat.sh[65339]: 26-05 14:24:37| 31  22  45   0   0|1126M 1072M  171M 5363M|5460B 1620B|   0    44k|   0  11.0 |6951  7264 |1.62 0.98 0.51|1.0   0 458|   0     0 |           | 11    4    0   19    0
May 26 14:24:38 ubuntu dstat.sh[65339]: 26-05 14:24:38| 37  12  49   0   0|1152M 1046M  171M 5363M|4669B 1658B|   0     0 |   0     0 |4924  5093 |1.62 0.98 0.51|2.0   0 185|   0     0 |           | 11    5    0   19    0
May 26 14:24:39 ubuntu dstat.sh[65339]: 26-05 14:24:39| 46   5  49   0   0|1223M  975M  171M 5363M|4798B 1619B|   0   512k|   0  48.0 |2736  1198 |1.65 1.00 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
May 26 14:24:40 ubuntu dstat.sh[65339]: 26-05 14:24:40| 44   8  48   0   0|1253M  943M  171M 5365M|4516B 1457B|   0   908k|   0  72.0 |2899  2803 |1.65 1.00 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
May 26 14:24:41 ubuntu dstat.sh[65339]: 26-05 14:24:41| 12   8  80   0   0|1255M  941M  171M 5366M|5302B 1622B|   0  2210k|   0   113 |3077  3166 |1.65 1.00 0.52|  0   0 118|   0     0 |           | 11    4    0   20    0
May 26 14:24:42 ubuntu dstat.sh[65339]: 26-05 14:24:42| 11   4  83   0   0|1291M  904M  171M 5366M|4515B 1457B|   0    21M|   0   364 |2112  2101 |1.65 1.00 0.52|1.0   0  23|   0     0 |           | 11    4    0   20    0
May 26 14:24:43 ubuntu dstat.sh[65339]: 26-05 14:24:43| 22   3  73   0   0|1343M  853M  171M 5366M|4680B 1620B|   0     0 |   0     0 |1731  1273 |1.65 1.00 0.52|1.0   0   0|   0     0 |           | 11    4    0   20    0
May 26 14:24:44 ubuntu dstat.sh[65339]: 26-05 14:24:44| 24   3  73   1   0|1359M  837M  171M 5366M|4468B 1461B|   0  1090k|   0   121 |2901  3429 |1.60 1.00 0.52|2.0   0 1.0|   0     0 |           | 11   10    0   18    0
May 26 14:24:45 ubuntu dstat.sh[65339]: 26-05 14:24:45| 21   5  72   1   0|1283M  913M  172M 5366M|4676B 1566B|   0  2948k|   0   203 |3003  3203 |1.60 1.00 0.52|1.0   0  42|   0     0 |           | 11    4    0   20    0
May 26 14:24:46 ubuntu dstat.sh[65339]: 26-05 14:24:46| 20   2  77   0   0|1318M  877M  172M 5366M|6444B 3745B| 144k  506k|6.98  8.97 |1710  1301 |1.60 1.00 0.52|  0   0   0|   0     0 |           | 11    5    0   20    0
May 26 14:24:47 ubuntu dstat.sh[65339]: 26-05 14:24:47| 22   3  73   1   0|1329M  866M  172M 5367M|8145B 4047B| 268k   11M|66.0  87.9 |2907  2902 |1.60 1.00 0.52|1.0   0 2.0|   0     0 |           | 11   27    0   20    0
May 26 14:24:48 ubuntu dstat.sh[65339]: 26-05 14:24:48| 19   6  75   0   0|1321M  873M  172M 5367M|8863B 5229B|   0     0 |   0     0 |2483  2045 |1.60 1.00 0.52|2.0   0  44|   0     0 |           | 11   28    0   17    0
May 26 14:24:49 ubuntu dstat.sh[65339]: 26-05 14:24:49| 19   2  78   0   0|1321M  873M  172M 5367M|8047B 5119B|   0     0 |   0     0 |1627  1243 |1.47 0.98 0.52|2.0   0   0|   0     0 |           | 11   29    0   17    0
May 26 14:24:50 ubuntu dstat.sh[65339]: 26-05 14:24:50| 26  10  63   0   0|1337M  857M  172M 5367M|7045B 4525B|   0  3800k|   0   133 |3635  2893 |1.47 0.98 0.52|2.0   0 156|   0     0 |           | 11   28    0   18    0
May 26 14:24:51 ubuntu dstat.sh[65339]: 26-05 14:24:51| 38   5  58   0   0|1413M  782M  172M 5367M|  12k 9301B|   0    88k|   0  4.01 |3133  2398 |1.47 0.98 0.52|2.0   0   0|   0     0 |           | 11   30    0   18    0
May 26 14:24:52 ubuntu dstat.sh[65339]: 26-05 14:24:52| 35  10  53   0   0|1393M  802M  172M 5367M|  16k   12k|   0    35M|   0   280 |7733    10k|1.47 0.98 0.52|3.0   0 185|   0     0 |           | 11   28    0   19    0
May 26 14:24:53 ubuntu dstat.sh[65339]: 26-05 14:24:53| 75  23   2   0   0|1550M  644M  172M 5367M|5525B 1622B|   0    36k|   0  9.01 |5572  4254 |1.47 0.98 0.52|6.0   0 394|   0     0 |           | 11   28    0   19    0
May 26 14:24:54 ubuntu dstat.sh[65339]: 26-05 14:24:54| 87  10   2   0   0|1730M  465M  172M 5367M|  22k   20k|   0     0 |   0     0 |5903  4503 |1.83 1.07 0.55|4.0   0   0|   0     0 |           | 11   33    0   19    0
May 26 14:24:55 ubuntu dstat.sh[65339]: 26-05 14:24:55| 69  11  18   0   0|1734M  460M  172M 5367M|  32k   27k|   0   924k|   0  86.0 |9651    14k|1.83 1.07 0.55|4.0   0 150|   0     0 |           | 11   29    0   24    0
May 26 14:24:56 ubuntu dstat.sh[65339]: 26-05 14:24:56| 29   8  62   0   0|1510M  683M  172M 5367M|5541B 2328B|   0   196k|   0  10.0 |3301  2535 |1.83 1.07 0.55|1.0   0 160|   0     0 |           | 11   28    0   25    0
May 26 14:24:57 ubuntu dstat.sh[65339]: 26-05 14:24:57| 17   2  79   0   0|1524M  670M  172M 5367M|8977B 6620B|   0   359k|   0  9.97 |2344  2378 |1.83 1.07 0.55|  0   0   0|   0     0 |           | 11   29    0   23    0
May 26 14:24:58 ubuntu dstat.sh[65339]: 26-05 14:24:58| 19   8  73   1   0|1456M  738M  172M 5367M|5512B 1920B|   0   845k|   0  59.1 |3244  3015 |1.83 1.07 0.55|1.0   0  68|   0     0 |           | 11   28    0   24    0
May 26 14:24:59 ubuntu dstat.sh[65339]: 26-05 14:24:59| 19   2  77   0   0|1491M  703M  172M 5367M|8536B 5365B|   0   224k|   0  6.00 |1922  1559 |1.77 1.07 0.55|1.0   0   0|   0     0 |           | 11   29    0   24    0
May 26 14:25:00 ubuntu dstat.sh[65339]: 26-05 14:25:00| 12  13  75   0   0|1420M  773M  172M 5367M|7735B 4573B|   0   216k|   0  20.0 |4897  4735 |1.77 1.07 0.55|2.0   0 281|   0     0 |           | 11   28    0   25    0
May 26 14:25:01 ubuntu dstat.sh[65339]: 26-05 14:25:01| 34  30  36   0   0|1438M  756M  172M 5367M|5108B 1567B|   0   228k|   0  20.0 |6270  5363 |1.77 1.07 0.55|5.0   0 761|   0     0 |           | 11   28    0   25    0
May 26 14:25:02 ubuntu dstat.sh[65339]: 26-05 14:25:02| 83  13   4   0   0|1622M  571M  172M 5367M|  12k 9688B|   0    85M|   0   591 |5620  4339 |1.77 1.07 0.55|4.0   0 7.0|   0     0 |           | 11   31    0   25    0
May 26 14:25:03 ubuntu dstat.sh[65339]: 26-05 14:25:03| 73   8  19   0   0|1667M  526M  172M 5368M|  40k   36k|   0  2273k|   0  68.0 |8266    14k|1.77 1.07 0.55|3.0   0   0|   0     0 |           | 11   31    0   25    0
May 26 14:25:04 ubuntu dstat.sh[65339]: 26-05 14:25:04| 78  20   2   0   0|1538M  655M  172M 5368M|  12k 7268B|   0   456k|   0  49.0 |6611  7279 |2.02 1.13 0.57|6.0   0 310|   0     0 |           | 11   28    0   26    0
May 26 14:25:05 ubuntu dstat.sh[65339]: 26-05 14:25:05| 89  10   0   0   0|1719M  474M  172M 5368M|  11k 8063B|   0  2356k|   0   123 |5201  2812 |2.02 1.13 0.57|4.0   0   0|   0     0 |           | 11   31    0   26    0
May 26 14:25:06 ubuntu dstat.sh[65339]: 26-05 14:25:06| 76   9  14   0   0|1746M  447M  172M 5368M|  45k   40k|   0   148k|   0  10.0 |9244    13k|2.02 1.13 0.57|5.0   0   0|   0     0 |           | 11   33    0   27    0
May 26 14:25:07 ubuntu dstat.sh[65339]: 26-05 14:25:07| 65  15  20   0   0|1526M  667M  172M 5368M|  23k   18k|   0   450k|   0  35.9 |7815    11k|2.02 1.13 0.57|2.0   0 297|   0     0 |           | 11   28    0   31    0
May 26 14:25:08 ubuntu dstat.sh[65339]: 26-05 14:25:08| 37   5  58   0   0|1544M  649M  172M 5368M|  12k 9532B|   0   213k|   0  8.03 |3009  2249 |2.02 1.13 0.57|2.0   0   0|   0     0 |           | 11   30    0   31    0
May 26 14:25:09 ubuntu dstat.sh[65339]: 26-05 14:25:09| 36  13  51   0   0|1433M  759M  172M 5368M|  16k   12k|   0   228k|   0  26.0 |5858  7074 |1.94 1.13 0.57|4.0   0 295|   0     0 |           | 11   28    0   33    0
May 26 14:25:10 ubuntu dstat.sh[65339]: 26-05 14:25:10| 63  12  24   0   0|1535M  657M  172M 5368M|7347B 3575B|   0  1599k|   0   122 |4004  1999 |1.94 1.13 0.57|2.0   0  83|   0     0 |           | 11   29    0   33    0
May 26 14:25:11 ubuntu dstat.sh[65339]: 26-05 14:25:11| 45   6  48   0   0|1549M  643M  172M 5368M|  31k   26k|   0   321k|   0  31.1 |7551    10k|1.94 1.13 0.57|7.0   0   0|   0     0 |           | 11   29    0   34    0
May 26 14:25:12 ubuntu dstat.sh[65339]: 26-05 14:25:12| 74  18   8   0   0|1520M  672M  172M 5368M|7238B 2903B|   0  4996k|   0   339 |5646  4031 |1.94 1.13 0.57|4.0   0 259|   0     0 |           | 11   28    0   34    0
May 26 14:25:13 ubuntu dstat.sh[65339]: 26-05 14:25:13| 70   7  23   0   0|1598M  594M  172M 5369M|  24k   21k|   0   260k|   0  19.0 |5317  5036 |1.94 1.13 0.57|2.0 1.0   0|   0     0 |           | 11   32    0   33    0
May 26 14:25:14 ubuntu dstat.sh[65339]: 26-05 14:25:14| 61  16  23   0   0|1469M  723M  172M 5369M|  26k   22k|   0  1341k|   0  97.0 |9504    13k|2.11 1.18 0.59|3.0   0 324|   0     0 |           | 11   28    0   36    0
May 26 14:25:15 ubuntu dstat.sh[65339]: 26-05 14:25:15| 56   7  36   0   0|1557M  635M  172M 5369M|  10k 8347B|   0  3406k|   0   187 |3803  2341 |2.11 1.18 0.59|2.0   0   0|   0     0 |           | 11   31    0   36    0
May 26 14:25:16 ubuntu dstat.sh[65339]: 26-05 14:25:16| 52   9  38   0   0|1543M  649M  172M 5369M|  28k   23k|   0   365k|   0  32.1 |7493    11k|2.11 1.18 0.59|4.0   0 143|   0     0 |           | 11   28    0   38    0
May 26 14:25:17 ubuntu dstat.sh[65339]: 26-05 14:25:17| 64  15  21   0   0|1506M  686M  172M 5369M|4462B 1242B|   0   256k|   0  12.0 |4144  2337 |2.11 1.18 0.59|3.0   0 156|   0     0 |           | 11   28    0   34    0
May 26 14:25:18 ubuntu dstat.sh[65339]: 26-05 14:25:18| 49   4  46   0   0|1544M  648M  172M 5369M|  25k   21k|   0   587k|   0  20.0 |5854  7232 |2.11 1.18 0.59|3.0   0   0|   0     0 |           | 11   30    0   35    0
May 26 14:25:19 ubuntu dstat.sh[65339]: 26-05 14:25:19| 64  17  18   0   0|1450M  742M  172M 5369M|  13k 9285B|   0   244k|   0  15.0 |6171  5896 |2.26 1.22 0.61|3.0   0 287|   0     0 |           | 11   28    0   37    0
May 26 14:25:20 ubuntu dstat.sh[65339]: 26-05 14:25:20| 55   6  39   0   0|1512M  679M  172M 5369M|  17k   13k|   0   152k|   0  7.98 |4054  3407 |2.26 1.22 0.61|4.0   0   0|   0     0 |           | 11   31    0   37    0
May 26 14:25:21 ubuntu dstat.sh[65339]: 26-05 14:25:21| 54  11  35   0   0|1431M  761M  172M 5370M|  18k   14k|   0   288k|   0  32.0 |6538  8181 |2.26 1.22 0.61|3.0   0 112|   0     0 |           | 11   28    0   36    0
May 26 14:25:22 ubuntu dstat.sh[65339]: 26-05 14:25:22| 55   7  37   0   0|1578M  613M  172M 5370M|  15k   11k|   0   195k|   0  9.96 |3778  2385 |2.26 1.22 0.61|3.0   0 1.0|   0     0 |           | 11   31    0   36    0
May 26 14:25:23 ubuntu dstat.sh[65339]: 26-05 14:25:23| 57  17  25   0   0|1581M  610M  172M 5370M|  20k   17k|   0   820k|   0  46.2 |7821    22k|2.26 1.22 0.61|6.0   0 476|   0     0 |           | 11   28    0   39    0
May 26 14:25:24 ubuntu dstat.sh[65339]: 26-05 14:25:24| 72  27   0   0   0|1560M  631M  172M 5370M|3987B 1461B|   0   337k|   0  25.1 |5788  5416 |2.64 1.32 0.65|8.0   0 656|   0     0 |           | 11   28    0   39    0
May 26 14:25:25 ubuntu dstat.sh[65339]: 26-05 14:25:25| 82  18   0   0   0|1725M  467M  172M 5370M|  12k   11k|   0   220k|   0  10.0 |5735  4714 |2.64 1.32 0.65|7.0   0 380|   0     0 |           | 11   32    0   38    0
May 26 14:25:26 ubuntu dstat.sh[65339]: 26-05 14:25:26| 78  19   4   0   0|1753M  438M  172M 5370M|  50k   45k|   0  1347k|   0  92.9 |9163    12k|2.64 1.32 0.65|8.0   0 443|   0     0 |           | 11   32    0   38    0
May 26 14:25:27 ubuntu dstat.sh[65339]: 26-05 14:25:27| 80  19   1   0   0|1579M  612M  172M 5370M|  15k   11k|   0   428k|   0  36.0 |6854  6793 |2.64 1.32 0.65|5.0   0 356|   0     0 |           | 11   28    0   39    0
May 26 14:25:28 ubuntu dstat.sh[65339]: 26-05 14:25:28| 85  11   3   0   0|1694M  497M  172M 5370M|  15k   13k|   0   160k|   0  9.00 |5174  2839 |2.64 1.32 0.65|4.0   0   0|   0     0 |           | 11   33    0   39    0
May 26 14:25:29 ubuntu dstat.sh[65339]: 26-05 14:25:29| 67  11  21   0   0|1658M  532M  172M 5370M|  43k   38k|   0  4088B|   0  1.00 |9596    16k|2.75 1.36 0.66|6.0   0 144|   0     0 |           | 11   31    0   39    0
May 26 14:25:30 ubuntu dstat.sh[65339]: 26-05 14:25:30| 29  21  49   0   0|1459M  732M  172M 5370M|  13k 8816B|   0    20k|   0  5.01 |7279  7593 |2.75 1.36 0.66|2.0   0 596|   0     0 |           | 11   28    0   42    0
