Mar 13 07:13:10 jammy-provider-cloud-0000008094 systemd[1]: Started Devstack devstack@dstat.service.
Mar 13 07:13:10 jammy-provider-cloud-0000008094 dstat.sh[69650]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Mar 13 07:13:10 jammy-provider-cloud-0000008094 dstat.sh[69650]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 13 07:13:10 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:10|                   | 995M 1422M  163M 5039M|           |           |           |           |1.59 0.98 0.53|6.0   0    |           |   0     0 |  9    6    3   16    1
Mar 13 07:13:11 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:11| 38  22  39   1   0| 988M 1415M  163M 5051M|2209k   35k|   0  7235k|   0   176 |5209  8013 |1.59 0.98 0.53|5.0   0 601|   0     0 |   0     0 |  9    5    3   16    2
Mar 13 07:13:12 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:12| 55  21  22   1   0|1013M 1347M  164M 5091M|5848B 2846B|   0  4803k|   0   175 |4944  8883 |1.59 0.98 0.53|2.0   0 506|   0     0 |   0     0 |  9    5    3   16    2
Mar 13 07:13:13 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:13| 34  10  53   1   0|1073M 1255M  166M 5239M|  17k 3159B|   0  4785k|   0   250 |3806  6565 |1.59 0.98 0.53|  0   0  49|   0     0 |   0     0 | 10    4    4   16    2
Mar 13 07:13:14 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:14| 28   7  65   0   0|1063M 1279M  166M 5226M|  14k 4133B|   0   373k|   0  12.0 |1658  2050 |1.71 1.02 0.55|3.0   0 101|   0     0 |   0     0 | 10    4    3   16    0
Mar 13 07:13:15 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:15| 42  12  46   0   0|1086M 1254M  166M 5227M|  13k 1680B|  80k 2997k|1.00  39.0 |9980    20k|1.71 1.02 0.55|2.0   0 203|   0     0 |   0     0 | 10    4    3   18    0
Mar 13 07:13:16 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:16| 46   7  46   0   0|1119M 1219M  166M 5228M|  13k 1563B|   0  2216k|   0  16.0 |9017    18k|1.71 1.02 0.55|2.0   0  15|   0     0 |   0     0 | 10    4    3   18    0
Mar 13 07:13:17 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:17| 36   7  48   6   0|1152M 1180M  166M 5234M|6053B 1718B|   0    30M|   0  2408 |8806    20k|1.71 1.02 0.55|2.0   0  55|   0     0 |   0     0 | 10    6    3   18    0
Mar 13 07:13:18 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:18| 25   7  61   6   0|1043M 1284M  167M 5237M|  11k 1618B|   0    35M|   0  2831 |9398    21k|1.71 1.02 0.55|1.0   0 132|   0     0 |   0     0 | 10    4    3   18    0
Mar 13 07:13:19 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:19| 23   3  73   0   0|1113M 1215M  167M 5237M|9166B 1786B|   0   671k|   0  35.0 |1194  1562 |1.65 1.02 0.55|1.0   0  26|   0     0 |   0     0 | 10    4    3   18    0
Mar 13 07:13:20 jammy-provider-cloud-0000008094 dstat.sh[69650]: 13-03 07:13:20| 24   2  73   0   0|1058M 1270M  167M 5237M|  10k 1622B|   0  7209k|   0   387 |1468  2599 |1.65 1.02 0.55|1.0   0  10|   0     0 |   0     0 | 10    4    3   18    0
