"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","jammy-provider-cloud-0000007280",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","02 Jul 2024 16:41:11 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
02-07 16:41:11,,1088408,1944764,159432,4630156,,,,,,,1.540,0.910,0.470,5,0,,,,9,6,4,18,1
02-07 16:41:12,49.946,23.225,26.471,0.250,0,1059176,1972644,159508,4631416,31625.749,11669.362,0,2429.369,0,95.896,3330,5732,1.540,0.910,0.470,2,0,493.466,0,0,9,5,4,18,2
02-07 16:41:13,35.242,21.495,41.241,1.750,0,1024036,1980684,159640,4657908,1844395.299,31763.203,10737.702,4355.068,120.974,91.980,4581,7484,1.540,0.910,0.470,2,0,388.917,0,0,9,4,4,18,2
02-07 16:41:14,29.479,24.233,44.968,0,0,1034880,1967904,159640,4660828,5899.793,1618.846,1035.262,1974.592,11.991,123.912,6070,10168,1.540,0.910,0.470,2,0,323.769,0,0,10,4,4,18,2
02-07 16:41:15,32.506,17.003,50.009,0,0,1168640,1832220,159668,4786168,6978.305,1566.293,1164.218,3688.690,14.003,33.006,2409,3190,1.490,0.910,0.470,2,0,189.035,0,0,10,6,4,18,2
02-07 16:41:16,40.216,9.742,48.709,1.249,0,1197992,1774500,160348,4811120,7086.012,1510.723,311.737,4636.083,15.986,103.912,2170,3575,1.490,0.910,0.470,2,0,159.865,0,0,10,6,4,20,2
02-07 16:41:17,43.012,5.001,49.013,1.500,0,1249564,1698028,161588,4831624,6409.718,1586.425,144.039,5005.341,4.001,179.048,1533,2466,1.490,0.910,0.470,2,0,0,0,0,10,6,4,20,2
02-07 16:41:18,27.786,8.761,50.066,11.265,0,1275104,1656104,163332,4843744,11856.532,3928.146,12.016,36139.343,1.001,2571.368,10643,24306,1.490,0.910,0.470,2,0,55.072,0,0,10,6,4,20,0
02-07 16:41:19,39.222,9.243,45.218,3.997,0,1151440,1777616,163724,4845528,8513.964,1442.977,379.731,33340.362,2.998,2544.196,7205,15275,1.490,0.910,0.470,2,0,97.931,0,0,10,4,4,20,0
02-07 16:41:20,46.287,6.755,46.287,0,0,1211360,1716820,163732,4846376,6402.058,1567.238,0,1685.331,0,36.028,8302,16709,1.530,0.930,0.480,2,0,12.009,0,0,10,4,4,20,0
