May 19 01:55:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 19 01:55:38 ubuntu dstat.sh[65784]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 19 01:55:38 ubuntu dstat.sh[65784]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 19 01:55:38 ubuntu dstat.sh[65784]: 19-05 01:55:38|                   |1032M 1289M  166M 5138M|           |           |           |           |1.27 0.97 0.54|1.0   0    |           |           | 10    5    0   17    0
May 19 01:55:39 ubuntu dstat.sh[65784]: 19-05 01:55:39| 18  21  60   0   0|1027M 1293M  166M 5138M|  45k   15k|   0  3050k|   0   114 |6747  5931 |1.27 0.97 0.54|2.5   0 534|   0     0 |           | 10    6    0   17    0
May 19 01:55:40 ubuntu dstat.sh[65784]: 19-05 01:55:40| 26  18  54   1   0|1006M 1314M  166M 5139M|  30k   14k|   0  2021k|   0  89.9 |6458  6072 |1.27 0.97 0.54|1.0   0 468|   0     0 |           | 10    6    0   17    0
May 19 01:55:41 ubuntu dstat.sh[65784]: 19-05 01:55:41| 28  14  58   0   0|1120M 1198M  166M 5261M|  30k   10k|   0  1388k|   0  44.0 |6322  7988 |1.57 1.04 0.56|  0   0 188|   0     0 |           | 11    5    0   17    1
May 19 01:55:42 ubuntu dstat.sh[65784]: 19-05 01:55:42| 27   8  64   1   0|1106M 1193M  166M 5280M| 177k   11k|   0  2137k|   0  68.0 |3319  2490 |1.57 1.04 0.56|3.0   0  97|   0     0 |           | 11    7    0   17    1
May 19 01:55:43 ubuntu dstat.sh[65784]: 19-05 01:55:43| 39  12  48   1   0|1139M 1141M  167M 5295M|4387B 1159B|  16k 3764k|1.00  90.1 |4509  3493 |1.57 1.04 0.56|2.0   0 185|   0     0 |           | 11    6    0   19    2
May 19 01:55:44 ubuntu dstat.sh[65784]: 19-05 01:55:44| 45   6  49   1   0|1200M 1059M  167M 5313M|4106B 1026B|  16k 5172k|1.00   227 |3041  1710 |1.57 1.04 0.56|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 19 01:55:45 ubuntu dstat.sh[65784]: 19-05 01:55:45| 40   6  48   6   0|1221M 1011M  169M 5336M|4004B 1081B|   0    18M|   0  1190 |7486    11k|1.57 1.04 0.56|3.0 1.0  10|   0     0 |           | 11    8    0   19    2
May 19 01:55:46 ubuntu dstat.sh[65784]: 19-05 01:55:46| 35   7  43  13   0|1217M  980M  171M 5366M|3904B 1079B|   0    65M|   0  4863 |  17k   31k|1.76 1.09 0.58|4.0   0  72|   0     0 |           | 11    8    0   19    2
May 19 01:55:47 ubuntu dstat.sh[65784]: 19-05 01:55:47| 41   8  49   1   0|1174M 1033M  171M 5354M|4423B 1547B|   0  2266k|   0   155 |3633  2619 |1.76 1.09 0.58|4.0   0  82|   0     0 |           | 11    4    0   19    0
