Apr 28 22:35:23 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 28 22:35:23 ubuntu dstat.sh[64934]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 28 22:35:23 ubuntu dstat.sh[64934]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 28 22:35:23 ubuntu dstat.sh[64934]: 28-04 22:35:23|                   | 970M 1373M  163M 5120M|           |           |           |           |1.55 1.05 0.59|2.0   0    |           |           | 10    6    0   18    0
Apr 28 22:35:24 ubuntu dstat.sh[64934]: 28-04 22:35:24| 25  23  50   0   0| 986M 1357M  163M 5121M|  22k   13k|   0  2334k|   0   135 |6544    12k|1.55 1.05 0.59|2.0   0 422|   0     0 |           | 10    6    0   18    0
Apr 28 22:35:25 ubuntu dstat.sh[64934]: 28-04 22:35:25| 22  22  55   1   0|1010M 1331M  163M 5121M|  37k   11k|   0  5443k|   0   105 |6106  8177 |1.55 1.05 0.59|3.0   0 401|   0     0 |           | 10    6    0   19    0
Apr 28 22:35:26 ubuntu dstat.sh[64934]: 28-04 22:35:26| 27  20  52   0   0|1025M 1316M  163M 5122M|  20k   11k|   0  1627k|   0  46.9 |5605  5189 |1.55 1.05 0.59|1.0   0 272|   0     0 |           | 10    5    0   18    1
Apr 28 22:35:27 ubuntu dstat.sh[64934]: 28-04 22:35:27| 35  17  44   1   0|1136M 1176M  164M 5269M| 164k 4558B|   0  2506k|   0  88.2 |6463  9102 |1.58 1.06 0.59|2.0   0 137|   0     0 |           | 11    6    0   18    2
Apr 28 22:35:28 ubuntu dstat.sh[64934]: 28-04 22:35:28| 39  12  48   0   0|1154M 1140M  164M 5285M|2216B    0 |   0  1437k|   0  37.9 |4011  2412 |1.58 1.06 0.59|2.0   0 102|   0     0 |           | 11    6    0   18    2
Apr 28 22:35:29 ubuntu dstat.sh[64934]: 28-04 22:35:29| 39  11  48   1   0|1196M 1077M  165M 5303M|2523B    0 |  32k 3056k|2.00  83.1 |4352  3424 |1.58 1.06 0.59|2.0   0 170|   0     0 |           | 11    6    0   20    2
Apr 28 22:35:30 ubuntu dstat.sh[64934]: 28-04 22:35:30| 44   6  48   1   0|1252M 1004M  166M 5317M|2761B   94B|   0    15M|   0   592 |3238  2047 |1.58 1.06 0.59|3.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 28 22:35:31 ubuntu dstat.sh[64934]: 28-04 22:35:31| 38   6  47   6   1|1266M  958M  167M 5345M|2924B    0 |   0    21M|   0  1385 |7724    12k|1.58 1.06 0.59|8.0   0  10|   0     0 |           | 11    8    0   20    2
Apr 28 22:35:32 ubuntu dstat.sh[64934]: 28-04 22:35:32| 32   6  46  12   0|1284M  946M  168M 5337M|8609B 2659B|   0    32M|   0  2681 |  13k   24k|1.54 1.06 0.60|5.0 1.0  64|   0     0 |           | 11    6    0   20    0
Apr 28 22:35:33 ubuntu dstat.sh[64934]: 28-04 22:35:33| 39  11  46   2   0|1246M  984M  169M 5337M|3060B  492B|   0    24M|   0  1469 |7439    11k|1.54 1.06 0.60|5.0   0 119|   0     0 |           | 11    5    0   20    0
Apr 28 22:35:34 ubuntu dstat.sh[64934]: 28-04 22:35:34| 39   7  53   1   0|1279M  945M  169M 5342M|7806B 1791B|   0  8166k|   0   339 |3372  3297 |1.54 1.06 0.60|4.0   0 2.0|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:35 ubuntu dstat.sh[64934]: 28-04 22:35:35| 40   5  54   0   0|1239M  977M  169M 5348M|9511B 2963B|   0  2871k|   0   104 |2933  1824 |1.54 1.06 0.60|3.0 1.0  28|   0     0 |           | 11    5    0   20    0
Apr 28 22:35:36 ubuntu dstat.sh[64934]: 28-04 22:35:36| 43  10  44   1   0|1271M  946M  169M 5348M|2997B  216B|   0  5957k|   0   232 |  13k   21k|1.54 1.06 0.60|3.0   0  13|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:37 ubuntu dstat.sh[64934]: 28-04 22:35:37| 44   9  46   0   0|1259M  957M  169M 5348M|2999B   42B|   0  1380k|   0  89.0 |  11k   18k|1.57 1.08 0.60|3.0   0  28|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:38 ubuntu dstat.sh[64934]: 28-04 22:35:38| 29  24  46   0   0|1153M 1076M  169M 5337M|2413B    0 |   0   433k|   0  15.0 |5964  4435 |1.57 1.08 0.60|2.0   0 406|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:39 ubuntu dstat.sh[64934]: 28-04 22:35:39| 21  23  54   0   0|1091M 1138M  169M 5338M|2634B    0 |   0    40k|   0  9.98 |5784  4369 |1.57 1.08 0.60|4.0   0 385|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:40 ubuntu dstat.sh[64934]: 28-04 22:35:40| 27  17  55   0   0|1113M 1115M  169M 5338M|3004B    0 |   0    12M|   0  64.1 |6135  7576 |1.57 1.08 0.60|3.0   0 241|   0     0 |           | 11    4    0   20    0
Apr 28 22:35:41 ubuntu dstat.sh[64934]: 28-04 22:35:41| 44   7  48   0   0|1199M 1029M  169M 5338M|3672B    0 |   0  4091B|   0  1.00 |2812  1436 |1.57 1.08 0.60|2.0   0 5.0|   0     0 |           | 11    5    0   20    0
Apr 28 22:35:42 ubuntu dstat.sh[64934]: 28-04 22:35:42| 44   8  48   0   0|1222M 1005M  169M 5338M|3294B    0 |   0  1593k|   0  27.9 |2808  1569 |1.61 1.09 0.61|2.0   0 1.0|   0     0 |           | 11    5    0   20    0
Apr 28 22:35:43 ubuntu dstat.sh[64934]: 28-04 22:35:43| 33  12  55   0   0|1248M  977M  169M 5341M|2109B    0 |   0   329k|   0  30.1 |4174  5220 |1.61 1.09 0.61|1.0   0 109|   0     0 |           | 11    4    0   14    0
Apr 28 22:35:44 ubuntu dstat.sh[64934]: 28-04 22:35:44| 17   6  75   0   0|1310M  915M  169M 5341M|2318B    0 |   0   803k|   0  5.99 |2122  1771 |1.61 1.09 0.61|3.0   0  31|   0     0 |           | 11    4    0   14    0
Apr 28 22:35:45 ubuntu dstat.sh[64934]: 28-04 22:35:45| 22   4  72   0   0|1344M  881M  169M 5341M|2214B    0 |   0    11M|   0  78.8 |1807  1340 |1.61 1.09 0.61|2.0   0   0|   0     0 |           | 11    4    0   14    0
Apr 28 22:35:46 ubuntu dstat.sh[64934]: 28-04 22:35:46| 23   3  71   1   0|1363M  862M  169M 5341M|2362B    0 |   0  2822k|   0   235 |3568  4716 |1.61 1.09 0.61|3.0 1.0 1.0|   0     0 |           | 11   10    0   14    0
Apr 28 22:35:47 ubuntu dstat.sh[64934]: 28-04 22:35:47| 21   6  72   0   0|1317M  908M  169M 5341M|2385B    0 |   0  1621k|   0  97.8 |2401  1967 |1.56 1.09 0.61|3.0   0  42|   0     0 |           | 11    4    0   16    0
Apr 28 22:35:48 ubuntu dstat.sh[64934]: 28-04 22:35:48| 20   3  78   1   0|1320M  904M  170M 5341M|5033B 2388B| 144k 3605k|7.01  69.1 |1764  1381 |1.56 1.09 0.61|2.0   0   0|   0     0 |           | 11   11    0   16    0
Apr 28 22:35:49 ubuntu dstat.sh[64934]: 28-04 22:35:49| 21   3  74   0   0|1323M  901M  170M 5341M|6706B 3551B| 268k 1502k|66.1  32.0 |2802  2893 |1.56 1.09 0.61|2.0   0 3.0|   0     0 |           | 11   29    0   16    0
Apr 28 22:35:50 ubuntu dstat.sh[64934]: 28-04 22:35:50| 19   6  73   0   0|1341M  883M  170M 5341M|5393B 2623B|   0     0 |   0     0 |2428  1717 |1.56 1.09 0.61|2.0   0  43|   0     0 |           | 11   28    0   17    0
Apr 28 22:35:51 ubuntu dstat.sh[64934]: 28-04 22:35:51| 19   3  77   0   0|1357M  867M  170M 5341M|7155B 4587B|   0    32M|   0   190 |1974  1707 |1.56 1.09 0.61|  0   0   0|   0     0 |           | 11   29    0   17    0
Apr 28 22:35:52 ubuntu dstat.sh[64934]: 28-04 22:35:52| 25  11  63   0   0|1347M  877M  170M 5341M|5483B 2266B|   0  2271k|   0  17.0 |3630  2774 |1.52 1.09 0.62|2.0   0 157|   0     0 |           | 11   28    0   18    0
Apr 28 22:35:53 ubuntu dstat.sh[64934]: 28-04 22:35:53| 38   5  58   0   0|1406M  818M  170M 5341M|8632B 6272B|   0  4103B|   0  1.00 |2943  2053 |1.52 1.09 0.62|2.0   0   0|   0     0 |           | 11   30    0   18    0
Apr 28 22:35:54 ubuntu dstat.sh[64934]: 28-04 22:35:54| 37   4  57   0   0|1417M  806M  170M 5342M|  15k   12k|   0   312k|   0  26.0 |6129  7982 |1.52 1.09 0.62|2.0   0   0|   0     0 |           | 11   28    0   19    0
Apr 28 22:35:55 ubuntu dstat.sh[64934]: 28-04 22:35:55| 57  30  12   0   0|1454M  770M  170M 5342M|2512B    0 |   0   199k|   0  19.9 |5673  4738 |1.52 1.09 0.62|6.0   0 576|   0     0 |           | 11   28    0   17    0
Apr 28 22:35:56 ubuntu dstat.sh[64934]: 28-04 22:35:56| 84  13   2   0   0|1681M  543M  170M 5342M|  14k   11k|   0   493k|   0  9.03 |5254  3524 |1.52 1.09 0.62|7.0   0   0|   0     0 |           | 11   31    0   17    0
Apr 28 22:35:57 ubuntu dstat.sh[64934]: 28-04 22:35:57| 82   9   8   0   0|1730M  494M  170M 5342M|  34k   30k|   0   531k|   0  60.9 |8434    12k|1.71 1.14 0.63|5.0   0 1.0|   0     0 |           | 11   29    0   22    0
Apr 28 22:35:58 ubuntu dstat.sh[64934]: 28-04 22:35:58| 32  15  51   0   0|1490M  733M  170M 5342M|7456B 2569B|   0  2324k|   0   172 |4556  4729 |1.71 1.14 0.63|2.0   0 310|   0     0 |           | 11   28    0   23    0
