Apr 29 02:27:11 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 29 02:27:11 ubuntu dstat.sh[65439]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 29 02:27:11 ubuntu dstat.sh[65439]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 29 02:27:11 ubuntu dstat.sh[65439]: 29-04 02:27:11|                   |1049M 1294M  163M 5120M|           |           |           |           |1.15 0.93 0.56|2.0   0    |           |           | 10    5    0   17    0
Apr 29 02:27:12 ubuntu dstat.sh[65439]: 29-04 02:27:12| 19  22  58   1   0|1049M 1294M  163M 5120M|  46k   17k|   0  3093k|   0   114 |6047  4825 |1.15 0.93 0.56|2.0   0 388|   0     0 |           | 10    6    0   17    0
Apr 29 02:27:13 ubuntu dstat.sh[65439]: 29-04 02:27:13| 21  23  54   0   0|1028M 1314M  163M 5120M|  17k   10k|   0  1263k|   0  80.0 |5880  4486 |1.15 0.93 0.56|5.0   0 377|   0     0 |           | 10    6    0   17    0
Apr 29 02:27:14 ubuntu dstat.sh[65439]: 29-04 02:27:14| 28  19  50   0   0| 991M 1350M  164M 5121M|  42k   14k|   0  1807k|   0  59.0 |6321  7205 |1.15 0.93 0.56|2.0   0 272|   0     0 |           | 10    5    0   17    1
Apr 29 02:27:15 ubuntu dstat.sh[65439]: 29-04 02:27:15| 31  15  52   1   0|1120M 1202M  164M 5261M| 174k   11k|   0  2164k|   0  68.9 |5351  5743 |1.15 0.93 0.56|2.0   0 144|   0     0 |           | 11    7    0   17    1
Apr 29 02:27:16 ubuntu dstat.sh[65439]: 29-04 02:27:16| 38  13  48   1   0|1155M 1151M  165M 5274M|5154B 1851B|   0  5487k|   0  84.2 |4117  2474 |1.21 0.95 0.56|2.0   0  96|   0     0 |           | 11    6    0   17    2
Apr 29 02:27:17 ubuntu dstat.sh[65439]: 29-04 02:27:17| 38  12  48   0   0|1182M 1106M  165M 5289M|5051B 1618B|  32k 3360k|2.00   111 |4385  2999 |1.21 0.95 0.56|2.0 1.0 139|   0     0 |           | 11    6    0   19    2
Apr 29 02:27:18 ubuntu dstat.sh[65439]: 29-04 02:27:18| 43   7  49   2   0|1244M 1017M  166M 5312M|4706B 1510B|   0  5133k|   0   150 |3233  2224 |1.21 0.95 0.56|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 02:27:19 ubuntu dstat.sh[65439]: 29-04 02:27:19| 40   6  48   5   0|1256M  972M  168M 5340M|4437B 1570B|   0    14M|   0   916 |6215  9535 |1.21 0.95 0.56|2.0 1.0  10|   0     0 |           | 11    8    0   19    2
Apr 29 02:27:20 ubuntu dstat.sh[65439]: 29-04 02:27:20| 29   6  48  14   0|1276M  954M  169M 5336M|  10k 4347B|   0    43M|   0  3725 |  15k   28k|1.21 0.95 0.56|4.0 1.0  72|   0     0 |           | 11    6    0   19    0
Apr 29 02:27:21 ubuntu dstat.sh[65439]: 29-04 02:27:21| 44   9  44   2   0|1257M  973M  169M 5336M|3997B 1562B|   0    22M|   0  1361 |6686  9166 |1.20 0.95 0.57|2.0   0  95|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:22 ubuntu dstat.sh[65439]: 29-04 02:27:22| 40   7  53   0   0|1290M  934M  169M 5341M|9615B 3862B|   0  2236k|   0  85.0 |2963  1797 |1.20 0.95 0.57|2.0   0  17|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:23 ubuntu dstat.sh[65439]: 29-04 02:27:23| 41   5  52   1   0|1269M  954M  169M 5342M|  10k 4572B|   0  9094k|   0   602 |3868  3579 |1.20 0.95 0.57|2.0   0  28|   0     0 |           | 11    5    0   19    0
Apr 29 02:27:24 ubuntu dstat.sh[65439]: 29-04 02:27:24| 43  10  46   0   0|1245M  971M  170M 5347M|4481B 1794B|   0  1364k|   0  71.0 |  11k   19k|1.20 0.95 0.57|2.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:25 ubuntu dstat.sh[65439]: 29-04 02:27:25| 45   7  46   0   0|1236M  980M  170M 5347M|4242B 1564B|   0   168k|   0  2.00 |  12k   20k|1.20 0.95 0.57|2.0   0  20|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:26 ubuntu dstat.sh[65439]: 29-04 02:27:26| 30  24  45   0   0|1124M 1104M  170M 5336M|4298B 1514B|   0  2580k|   0  89.1 |6366  5001 |1.34 0.98 0.58|2.0   0 464|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:27 ubuntu dstat.sh[65439]: 29-04 02:27:27| 28  21  50   0   0|1107M 1121M  170M 5337M|4696B 1620B|   0    32k|   0  8.00 |7424  8624 |1.34 0.98 0.58|1.0   0 452|   0     0 |           | 11    4    0   19    0
Apr 29 02:27:28 ubuntu dstat.sh[65439]: 29-04 02:27:28| 38  11  50   0   0|1174M 1054M  170M 5337M|4728B 1615B|   0     0 |   0     0 |3904  2907 |1.34 0.98 0.58|3.0   0 131|   0     0 |           | 11    5    0   19    0
Apr 29 02:27:29 ubuntu dstat.sh[65439]: 29-04 02:27:29| 47   4  49   0   0|1238M  989M  170M 5338M|4440B 1620B|   0   260k|   0  6.00 |2711  1129 |1.34 0.98 0.58|2.0   0   0|   0     0 |           | 11    5    0   13    0
Apr 29 02:27:30 ubuntu dstat.sh[65439]: 29-04 02:27:30| 44   9  48   1   0|1264M  962M  170M 5339M|4861B 1620B|   0  2781k|   0   163 |3233  3275 |1.34 0.98 0.58|4.0   0   0|   0     0 |           | 11    5    0   13    0
Apr 29 02:27:31 ubuntu dstat.sh[65439]: 29-04 02:27:31|  9   8  82   0   0|1260M  965M  170M 5340M|4239B 1514B|   0    14M|   0   111 |3051  3170 |1.23 0.97 0.58|2.0   0 128|   0     0 |           | 10    4    0   14    0
