Apr 08 17:17:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 08 17:17:08 ubuntu dstat.sh[64653]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 08 17:17:08 ubuntu dstat.sh[64653]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 08 17:17:08 ubuntu dstat.sh[64653]: 08-04 17:17:08|                   | 956M 1452M  160M 5066M|           |           |           |           |1.05 0.77 0.47|1.0   0    |           |           | 10    4    0   15    0
Apr 08 17:17:09 ubuntu dstat.sh[64653]: 08-04 17:17:09| 14  21  64   0   0| 951M 1454M  160M 5068M|5064k   81k|   0  1268k|   0  59.0 |  10k 7989 |1.05 0.77 0.47|1.0   0 566|   0     0 |           | 10    4    0   15    0
Apr 08 17:17:10 ubuntu dstat.sh[64653]: 08-04 17:17:10| 64  23   9   0   0| 959M 1444M  160M 5072M| 144k 3845B|   0   176k|   0  39.0 |  21k   40k|1.05 0.77 0.47|7.0   0 498|   0     0 |           | 10    2    0   16    0
Apr 08 17:17:11 ubuntu dstat.sh[64653]: 08-04 17:17:11| 25  14  58   0   0|1049M 1349M  160M 5197M|8978B 3897B|   0    35M|   0  70.8 |7078  9897 |1.05 0.77 0.47|  0   0 240|   0     0 |           | 11    4    0   16    0
Apr 08 17:17:12 ubuntu dstat.sh[64653]: 08-04 17:17:12| 12  13  74   0   0|1059M 1327M  160M 5207M|  15k 2618B|   0    48k|   0  6.02 |3498  3001 |1.05 0.77 0.47|3.0   0 294|   0     0 |           | 11    4    0   17    0
Apr 08 17:17:13 ubuntu dstat.sh[64653]: 08-04 17:17:13| 32  12  55   0   0|1082M 1303M  160M 5207M|  82k 4532B|   0  1910k|   0  32.9 |4724  3503 |1.13 0.79 0.48|1.0   0 239|   0     0 |           | 11    6    0   19    0
Apr 08 17:17:14 ubuntu dstat.sh[64653]: 08-04 17:17:14| 28   5  65   1   0|1147M 1236M  161M 5208M| 360k   20k|  32k 4168k|2.00   108 |2928  2308 |1.13 0.79 0.48|1.0   0   0|   0     0 |           | 11    6    0   19    0
Apr 08 17:17:15 ubuntu dstat.sh[64653]: 08-04 17:17:15| 25   5  67   2   0|1183M 1187M  161M 5221M|6217k   74k|  36k 9892k|9.03   258 |6130  5894 |1.13 0.79 0.48|  0 1.0 5.0|   0     0 |           | 11    8    0   19    0
Apr 08 17:17:16 ubuntu dstat.sh[64653]: 08-04 17:17:16| 29   8  46  15   0|1184M 1168M  163M 5234M| 155k 3743B|   0    44M|   0  3292 |  15k   28k|1.13 0.79 0.48|6.0   0 148|   0     0 |           | 11    6    0   19    0
Apr 08 17:17:17 ubuntu dstat.sh[64653]: 08-04 17:17:17| 43  14  37   5   0|1151M 1182M  164M 5250M|5529B 1618B|  20k   33M|4.99  2128 |8881    13k|1.13 0.79 0.48|3.0   0 196|   0     0 |           | 11    4    0   19    0
