May 18 21:12:24 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 18 21:12:24 ubuntu dstat.sh[64934]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 18 21:12:24 ubuntu dstat.sh[64934]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 18 21:12:24 ubuntu dstat.sh[64934]: 18-05 21:12:24|                   |1007M 1315M  163M 5141M|           |           |           |           |1.10 0.89 0.51|2.0   0    |           |           | 10    4    0   17    0
May 18 21:12:25 ubuntu dstat.sh[64934]: 18-05 21:12:25| 14  22  63   0   0|1009M 1313M  163M 5140M|  13k 1100B|   0  1317k|   0  60.8 |6416    11k|1.10 0.89 0.51|2.5   0 388|   0     0 |           | 10    4    0   17    0
May 18 21:12:26 ubuntu dstat.sh[64934]: 18-05 21:12:26| 22  21  55   0   0| 990M 1331M  163M 5140M|  18k 9596B|   0  1307k|   0  54.5 |6666  8884 |1.09 0.89 0.51|1.0   0 423|   0     0 |           | 10    5    0   17    0
May 18 21:12:27 ubuntu dstat.sh[64934]: 18-05 21:12:27| 22  17  59   0   0| 975M 1345M  164M 5140M|  38k   11k|   0  4899k|   0  66.8 |5106  5409 |1.09 0.89 0.51|2.0   0 228|   0     0 |           | 10    6    0   17    0
May 18 21:12:28 ubuntu dstat.sh[64934]: 18-05 21:12:28| 28  12  58   1   0|1091M 1229M  164M 5262M|  16k   10k|   0  1293k|   0  38.0 |5086  6184 |1.09 0.89 0.51|1.0   0 141|   0     0 |           | 11    8    0   17    0
May 18 21:12:29 ubuntu dstat.sh[64934]: 18-05 21:12:29| 29  11  58   1   0|1117M 1203M  164M 5263M|  40k   12k|   0  2427k|   0   169 |3861  2695 |1.09 0.89 0.51|3.0   0 139|   0     0 |           | 11    7    0   17    1
May 18 21:12:30 ubuntu dstat.sh[64934]: 18-05 21:12:30| 32  11  56   1   0|1176M 1125M  164M 5280M| 175k   10k|  32k 3160k|2.00  70.2 |3725  2705 |1.08 0.90 0.51|2.0   0  76|   0     0 |           | 11    6    0   19    2
May 18 21:12:31 ubuntu dstat.sh[64934]: 18-05 21:12:31| 45   5  49   1   0|1229M 1054M  165M 5293M|2455B    0 |4087B 3461k|1.00  74.8 |2986  1800 |1.08 0.90 0.51|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 18 21:12:32 ubuntu dstat.sh[64934]: 18-05 21:12:32| 38   6  48   8   0|1237M 1022M  167M 5314M|3849B    0 |   0    36M|   0  2659 |9184    17k|1.08 0.90 0.51|3.0   0  40|   0     0 |           | 11    8    0   19    2
May 18 21:12:33 ubuntu dstat.sh[64934]: 18-05 21:12:33| 37   8  42  11   0|1193M 1037M  168M 5339M|5461B    0 |   0    54M|   0  3497 |  14k   25k|1.08 0.90 0.51|3.0   0  72|   0     0 |           | 11    6    0   19    2
