Jun 04 16:02:25 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 04 16:02:26 ubuntu dstat.sh[65333]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 04 16:02:26 ubuntu dstat.sh[65333]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 04 16:02:26 ubuntu dstat.sh[65333]: 04-06 16:02:26|                   | 970M 1352M  163M 5140M|           |           |           |           |1.81 1.03 0.53|1.0   0    |           |           | 10    6    0   17    0
Jun 04 16:02:27 ubuntu dstat.sh[65333]: 04-06 16:02:27| 21  21  55   1   0| 983M 1339M  163M 5140M|  40k   12k|   0  2553k|   0   101 |5844  4637 |1.81 1.03 0.53|1.0   0 373|   0     0 |           | 10    6    0   17    0
Jun 04 16:02:28 ubuntu dstat.sh[65333]: 04-06 16:02:28| 22  23  53   1   0|1004M 1317M  163M 5140M|  23k   13k|   0  1958k|   0  82.9 |5826  4542 |1.81 1.03 0.53|1.0 1.0 389|   0     0 |           | 10    5    0   17    1
Jun 04 16:02:29 ubuntu dstat.sh[65333]: 04-06 16:02:29| 34  18  46   1   0| 987M 1307M  164M 5165M| 167k 5988B|   0  5902k|   0   105 |6827  7748 |1.83 1.05 0.54|1.0   0 292|   0     0 |           | 10    4    0   17    2
Jun 04 16:02:30 ubuntu dstat.sh[65333]: 04-06 16:02:30| 36  14  49   0   0|1126M 1148M  164M 5304M|5220B 1620B|   0  1340k|   0  31.0 |5806  6071 |1.83 1.05 0.54|2.0   0 152|   0     0 |           | 11    6    0   17    2
Jun 04 16:02:31 ubuntu dstat.sh[65333]: 04-06 16:02:31| 37  14  47   1   0|1136M 1116M  165M 5323M|5212B 1618B|   0  1965k|   0  80.9 |4559  3051 |1.83 1.05 0.54|2.0   0 170|   0     0 |           | 11    8    0   17    2
Jun 04 16:02:32 ubuntu dstat.sh[65333]: 04-06 16:02:32| 40   9  49   1   0|1200M 1021M  166M 5350M|5635B 1513B|  32k 4384k|2.00   138 |3653  2766 |1.83 1.05 0.54|4.0   0  35|   0     0 |           | 11    6    0   19    2
Jun 04 16:02:33 ubuntu dstat.sh[65333]: 04-06 16:02:33| 45   6  49   1   0|1244M  977M  167M 5346M|6671B 2046B|   0  3705k|   0  91.0 |3218  2114 |1.83 1.05 0.54|3.0   0   0|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:34 ubuntu dstat.sh[65333]: 04-06 16:02:34| 34   8  48   8   0|1265M  950M  168M 5351M|5196B 2587B|   0    20M|   0  1798 |9560    17k|1.92 1.08 0.55|3.0   0  75|   0     0 |           | 11    7    0   19    0
Jun 04 16:02:35 ubuntu dstat.sh[65333]: 04-06 16:02:35| 36   7  48   7   0|1276M  927M  169M 5361M|  11k 3607B|   0    45M|   0  3530 |  13k   23k|1.92 1.08 0.55|3.0   0  45|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:36 ubuntu dstat.sh[65333]: 04-06 16:02:36| 42  11  43   1   0|1239M  962M  169M 5362M|4974B 1553B|   0    15M|   0   886 |  10k   20k|1.92 1.08 0.55|3.0   0  88|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:37 ubuntu dstat.sh[65333]: 04-06 16:02:37| 44   9  45   0   0|1275M  926M  169M 5362M|4260B 1024B|   0  3668k|   0   105 |8221    16k|1.92 1.08 0.55|5.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:38 ubuntu dstat.sh[65333]: 04-06 16:02:38| 43   8  48   1   0|1187M 1022M  169M 5355M|4538B 1624B|   0  7556k|   0   424 |3737  3286 |1.92 1.08 0.55|3.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:39 ubuntu dstat.sh[65333]: 04-06 16:02:39| 38   5  55   0   0|1201M 1008M  169M 5355M|4848B 1552B|   0   428k|   0  14.0 |2939  1709 |1.85 1.08 0.56|2.0   0  66|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:40 ubuntu dstat.sh[65333]: 04-06 16:02:40| 16  11  72   0   0|1162M 1048M  169M 5355M|5043B 1621B|   0    12k|   0  2.00 |4056  3025 |1.85 1.08 0.56|2.0   0 233|   0     0 |           | 11    4    0   19    0
Jun 04 16:02:41 ubuntu dstat.sh[65333]: 04-06 16:02:41| 14  23  62   0   0|1103M 1106M  169M 5355M|4915B 1451B|   0    44k|   0  10.9 |6660    15k|1.85 1.08 0.56|5.0   0 473|   0     0 |           | 11    4    0   20    0
Jun 04 16:02:42 ubuntu dstat.sh[65333]: 04-06 16:02:42| 25  16  57   0   0|1121M 1088M  169M 5356M|5305B 1572B|   0  4113B|   0  1.00 |5655  6368 |1.85 1.08 0.56|4.0   0 217|   0     0 |           | 11    4    0   20    0
Jun 04 16:02:43 ubuntu dstat.sh[65333]: 04-06 16:02:43| 44   8  47   0   0|1189M 1021M  169M 5356M|4843B 1565B|   0    88k|   0  7.00 |3095  1720 |1.85 1.08 0.56|3.0   0  44|   0     0 |           | 11    5    0   20    0
Jun 04 16:02:44 ubuntu dstat.sh[65333]: 04-06 16:02:44| 44   7  49   0   0|1222M  987M  169M 5356M|4908B 1567B|   0   816k|   0  54.0 |2809  1476 |1.86 1.09 0.56|4.0   0   0|   0     0 |           | 11    5    0   20    0
Jun 04 16:02:45 ubuntu dstat.sh[65333]: 04-06 16:02:45| 36  11  53   1   0|1244M  963M  169M 5359M|4503B 1621B|   0    17M|   0   247 |4438  4697 |1.86 1.09 0.56|3.0   0 104|   0     0 |           | 11    4    0   17    0
Jun 04 16:02:46 ubuntu dstat.sh[65333]: 04-06 16:02:46|  3   4  92   0   0|1252M  954M  169M 5359M|4858B 1619B|   0   720k|   0  41.0 |1396  1539 |1.86 1.09 0.56|3.0   0  36|   0     0 |           | 11    4    0   17    0
Jun 04 16:02:47 ubuntu dstat.sh[65333]: 04-06 16:02:47| 21   5  73   0   0|1323M  883M  169M 5359M|4988B 1617B|   0     0 |   0     0 |1777  1369 |1.86 1.09 0.56|2.0   0   0|   0     0 |           | 11    4    0   17    0
Jun 04 16:02:48 ubuntu dstat.sh[65333]: 04-06 16:02:48| 24   2  74   0   0|1343M  863M  169M 5359M|4644B 1460B|   0     0 |   0     0 |1654  1064 |1.86 1.09 0.56|2.0   0   0|   0     0 |           | 11    4    0   17    0
Jun 04 16:02:49 ubuntu dstat.sh[65333]: 04-06 16:02:49| 23   2  73   1   0|1358M  848M  169M 5359M|4912B 1617B|   0  1733k|   0   249 |3554  4624 |1.79 1.09 0.57|1.0   0 1.0|   0     0 |           | 11    4    0   15    0
Jun 04 16:02:50 ubuntu dstat.sh[65333]: 04-06 16:02:50| 20   7  72   1   0|1308M  898M  169M 5359M|4304B 1298B| 144k   33M|7.01   616 |2802  2655 |1.79 1.09 0.57|1.0   0  43|   0     0 |           | 11    4    0   15    0
Jun 04 16:02:51 ubuntu dstat.sh[65333]: 04-06 16:02:51| 20   1  77   0   0|1320M  886M  169M 5359M|6688B 3619B|   0  1337k|   0  11.0 |1896  1569 |1.79 1.09 0.57|1.0   0 1.0|   0     0 |           | 11   11    0   15    0
Jun 04 16:02:52 ubuntu dstat.sh[65333]: 04-06 16:02:52| 20   3  76   1   0|1325M  881M  169M 5359M|  10k 7232B| 269k 3391k|66.1  83.2 |2831  2894 |1.79 1.09 0.57|1.0   0 2.0|   0     0 |           | 11   28    0   15    1
Jun 04 16:02:53 ubuntu dstat.sh[65333]: 04-06 16:02:53| 21   5  73   0   0|1358M  847M  169M 5359M|3391B  823B|   0     0 |   0     0 |2201  1533 |1.79 1.09 0.57|1.0   0  43|   0     0 |           | 11   28    0   16    0
Jun 04 16:02:54 ubuntu dstat.sh[65333]: 04-06 16:02:54| 18   2  79   0   0|1378M  828M  169M 5359M|  11k 7486B|   0     0 |   0     0 |2045  1653 |1.73 1.09 0.57|1.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 04 16:02:55 ubuntu dstat.sh[65333]: 04-06 16:02:55| 30  12  57   0   0|1351M  855M  169M 5359M|5670B 2483B|   0    24M|   0   158 |3784  2749 |1.73 1.09 0.57|2.0   0 156|   0     0 |           | 11   28    0   17    0
Jun 04 16:02:56 ubuntu dstat.sh[65333]: 04-06 16:02:56| 37   5  57   0   0|1424M  781M  169M 5359M|  13k 9439B|   0   636k|   0  7.00 |3194  2353 |1.73 1.09 0.57|3.0   0   0|   0     0 |           | 11   30    0   17    0
Jun 04 16:02:57 ubuntu dstat.sh[65333]: 04-06 16:02:57| 35   9  55   1   0|1385M  820M  169M 5360M|  16k   12k|   0  6576k|   0   367 |7106  9459 |1.73 1.09 0.57|4.0   0 139|   0     0 |           | 11   28    0   17    0
Jun 04 16:02:58 ubuntu dstat.sh[65333]: 04-06 16:02:58| 72  25   2   0   0|1527M  678M  169M 5360M|5250B 1621B|   0   328k|   0  23.0 |5361  4094 |1.73 1.09 0.57|6.0   0 439|   0     0 |           | 11   28    0   17    0
Jun 04 16:02:59 ubuntu dstat.sh[65333]: 04-06 16:02:59| 83  12   6   0   0|1731M  474M  169M 5360M|  16k   14k|   0     0 |   0     0 |5038  2710 |1.99 1.15 0.59|2.0   0   0|   0     0 |           | 11   33    0   17    0
Jun 04 16:03:00 ubuntu dstat.sh[65333]: 04-06 16:03:00| 82  10   7   0   0|1749M  456M  169M 5360M|  36k   31k|   0    16M|   0   109 |8877    14k|1.99 1.15 0.59|5.0   0 6.0|   0     0 |           | 11   30    0   21    0
Jun 04 16:03:01 ubuntu dstat.sh[65333]: 04-06 16:03:01| 39  15  45   0   0|1533M  672M  169M 5360M|8561B 4349B|   0   561k|   0  47.1 |5319  5214 |1.99 1.15 0.59|1.0   0 305|   0     0 |           | 11   28    0   22    0
Jun 04 16:03:02 ubuntu dstat.sh[65333]: 04-06 16:03:02| 19   3  77   0   0|1526M  679M  169M 5360M|7548B 3966B|   0   188k|   0  9.99 |1948  1533 |1.99 1.15 0.59|1.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 04 16:03:03 ubuntu dstat.sh[65333]: 04-06 16:03:03| 17   5  76   0   0|1473M  732M  169M 5360M|9440B 6215B|   0   180k|   0  17.0 |3404  3481 |1.99 1.15 0.59|2.0   0  56|   0     0 |           | 11   28    0   23    0
Jun 04 16:03:04 ubuntu dstat.sh[65333]: 04-06 16:03:04| 21   5  74   0   0|1488M  716M  169M 5360M|5017B 1514B|   0   120k|   0  6.01 |1896  1357 |1.91 1.15 0.60|2.0   0  12|   0     0 |           | 11   28    0   23    0
Jun 04 16:03:05 ubuntu dstat.sh[65333]: 04-06 16:03:05| 16   5  78   0   0|1477M  727M  169M 5360M|  12k 8560B|   0    70M|   0   364 |3520  3858 |1.91 1.15 0.60|1.0   0   0|   0     0 |           | 11   28    0   24    0
Jun 04 16:03:06 ubuntu dstat.sh[65333]: 04-06 16:03:06| 10  19  68   0   0|1383M  822M  169M 5360M|5590B 1461B|   0  1215k|   0  82.2 |4816  3443 |1.91 1.15 0.60|1.0   0 244|   0     0 |           | 11   28    0   24    0
Jun 04 16:03:07 ubuntu dstat.sh[65333]: 04-06 16:03:07| 11  28  61   0   0|1369M  836M  169M 5360M|5241B 1663B|   0    28k|   0  7.01 |5862  4125 |1.91 1.15 0.60|3.0   0 490|   0     0 |           | 11   28    0   24    0
Jun 04 16:03:08 ubuntu dstat.sh[65333]: 04-06 16:03:08| 76  21   2   0   0|1567M  637M  169M 5360M|4578B 1458B|   0  2044k|   0   102 |5151  3219 |1.91 1.15 0.60|5.0   0 305|   0     0 |           | 11   28    0   24    0
Jun 04 16:03:09 ubuntu dstat.sh[65333]: 04-06 16:03:09| 78   9  12   0   0|1680M  525M  169M 5360M|  32k   29k|   0     0 |   0     0 |6225  7238 |2.16 1.21 0.62|4.0   0   0|   0     0 |           | 11   33    0   24    0
Jun 04 16:03:10 ubuntu dstat.sh[65333]: 04-06 16:03:10| 78  11  11   0   0|1562M  643M  169M 5360M|  27k   22k|   0   719k|   0  67.3 |8476    13k|2.16 1.21 0.62|5.0   0 105|   0     0 |           | 11   28    0   25    0
