May 17 09:12:27 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 17 09:12:27 ubuntu dstat.sh[65086]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 17 09:12:27 ubuntu dstat.sh[65086]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 17 09:12:27 ubuntu dstat.sh[65086]: 17-05 09:12:27|                   | 958M 1363M  164M 5139M|           |           |           |           |1.52 0.98 0.51|2.0   0    |           |           | 10    4    0   17    0
May 17 09:12:28 ubuntu dstat.sh[65086]: 17-05 09:12:28| 10  20  69   0   0| 967M 1354M  164M 5139M|6465B  993B|   0  1160k|   0  57.0 |6015  4835 |1.52 0.98 0.51|1.5   0 421|   0     0 |           | 10    4    0   17    0
May 17 09:12:29 ubuntu dstat.sh[65086]: 17-05 09:12:29| 22  19  58   0   0| 989M 1331M  164M 5140M|  22k 6537B|   0  2312k|   0  87.0 |6240  5497 |1.48 0.98 0.51|2.0   0 413|   0     0 |           | 10    5    0   17    0
May 17 09:12:30 ubuntu dstat.sh[65086]: 17-05 09:12:30| 28  16  54   0   0| 982M 1338M  165M 5140M|  42k   13k|   0  1825k|   0  58.9 |6703  8390 |1.48 0.98 0.51|2.0   0 290|   0     0 |           | 10    6    0   17    0
May 17 09:12:31 ubuntu dstat.sh[65086]: 17-05 09:12:31| 18   4  76   0   0|1103M 1216M  165M 5262M|  23k   11k|   0  1472k|   0  45.0 |2550  2775 |1.48 0.98 0.51|2.0   0  15|   0     0 |           | 11    6    0   17    0
May 17 09:12:32 ubuntu dstat.sh[65086]: 17-05 09:12:32| 28   8  62   0   0|1107M 1211M  165M 5263M|  40k   12k|   0  1680k|   0  58.0 |3513  2457 |1.48 0.98 0.51|3.0   0 106|   0     0 |           | 11    7    0   17    1
May 17 09:12:33 ubuntu dstat.sh[65086]: 17-05 09:12:33| 32  11  56   1   0|1141M 1159M  165M 5279M| 178k   11k|  32k 3151k|2.00  78.0 |4287  3347 |1.48 0.98 0.51|4.0   0 176|   0     0 |           | 11    7    0   19    1
May 17 09:12:34 ubuntu dstat.sh[65086]: 17-05 09:12:34| 44   6  49   1   0|1211M 1071M  166M 5293M|2971B   66B|   0  7293k|   0  91.9 |3060  1897 |1.52 1.00 0.52|4.0   0   0|   0     0 |           | 11    6    0   19    2
May 17 09:12:35 ubuntu dstat.sh[65086]: 17-05 09:12:35| 39   5  47   7   0|1221M 1037M  167M 5314M|2952B    0 |   0    22M|   0  1643 |8118    14k|1.52 1.00 0.52|2.0   0  28|   0     0 |           | 11    8    0   19    2
May 17 09:12:36 ubuntu dstat.sh[65086]: 17-05 09:12:36| 36   7  44  11   0|1145M 1083M  169M 5339M|3086B    0 |   0    59M|   0  4106 |  14k   26k|1.52 1.00 0.52|2.0   0  69|   0     0 |           | 11    6    0   19    2
May 17 09:12:37 ubuntu dstat.sh[65086]: 17-05 09:12:37| 42   8  49   1   0|1188M 1012M  170M 5364M|2821B    0 |   0  4738k|   0   212 |3581  2562 |1.52 1.00 0.52|2.0   0  60|   0     0 |           | 11    6    0   19    2
May 17 09:12:38 ubuntu dstat.sh[65086]: 17-05 09:12:38| 45   5  48   0   0|1226M  982M  171M 5355M|3471B  478B|   0  2634k|   0   135 |3109  1982 |1.52 1.00 0.52|2.0   0 2.0|   0     0 |           | 11    4    0   19    0
May 17 09:12:39 ubuntu dstat.sh[65086]: 17-05 09:12:39| 40   7  52   1   0|1241M  961M  171M 5360M|8458B 2182B|   0  8941k|   0   519 |3641  3514 |1.56 1.02 0.53|3.0   0  43|   0     0 |           | 11    5    0   19    0
May 17 09:12:40 ubuntu dstat.sh[65086]: 17-05 09:12:40| 44   5  50   0   0|1250M  951M  171M 5360M|6775B 1507B|   0   522k|   0  29.9 |2840  1523 |1.56 1.02 0.53|2.0   0  19|   0     0 |           | 11    5    0   19    0
May 17 09:12:41 ubuntu dstat.sh[65086]: 17-05 09:12:41| 30  22  46   1   0|1194M 1001M  171M 5365M|5473B 1785B|   0  1498k|   0  87.4 |  14k   22k|1.56 1.02 0.53|2.0   0 491|   0     0 |           | 11    4    0   19    0
May 17 09:12:42 ubuntu dstat.sh[65086]: 17-05 09:12:42| 37  21  40   0   0|1193M 1001M  171M 5366M|2871B    0 |   0   108k|   0  5.98 |  15k   23k|1.56 1.02 0.53|2.0   0 340|   0     0 |           | 11    4    0   19    0
May 17 09:12:43 ubuntu dstat.sh[65086]: 17-05 09:12:43| 62  14  23   0   0|1244M  962M  171M 5355M|1977B    0 |   0  2285k|   0   101 |4302  2625 |1.56 1.02 0.53|4.0   0 143|   0     0 |           | 11    5    0   19    0
May 17 09:12:44 ubuntu dstat.sh[65086]: 17-05 09:12:44| 65   8  27   0   0|1279M  926M  171M 5356M|2399B    0 |   0   304k|   0  6.00 |3869  1652 |1.68 1.05 0.54|4.0   0  71|   0     0 |           | 11    5    0   19    0
May 17 09:12:45 ubuntu dstat.sh[65086]: 17-05 09:12:45| 43  11  46   0   0|1297M  906M  171M 5358M|2050B    0 |   0   691k|   0   108 |4004  5350 |1.68 1.05 0.54|2.0   0  75|   0     0 |           | 11    4    0   19    0
May 17 09:12:46 ubuntu dstat.sh[65086]: 17-05 09:12:46|  2   2  94   0   0|1302M  901M  171M 5358M|3185B    0 |   0  1913k|   0  78.7 |1451  2004 |1.68 1.05 0.54|1.0   0  49|   0     0 |           | 11    4    0   19    0
May 17 09:12:47 ubuntu dstat.sh[65086]: 17-05 09:12:47| 21   6  73   0   0|1371M  833M  171M 5358M|2765B    0 |   0   657k|   0  73.1 |2163  1787 |1.68 1.05 0.54|3.0   0  22|   0     0 |           | 11    4    0   19    0
May 17 09:12:48 ubuntu dstat.sh[65086]: 17-05 09:12:48| 24   2  74   0   0|1395M  809M  171M 5358M|3531B    0 |   0  1656k|   0  5.99 |1695  1161 |1.68 1.05 0.54|2.0   0   0|   0     0 |           | 11    4    0   19    0
May 17 09:12:49 ubuntu dstat.sh[65086]: 17-05 09:12:49| 22   4  72   1   0|1309M  894M  172M 5358M|2706B    0 |   0  1949k|   0   304 |3986  5031 |1.62 1.05 0.55|2.0   0  43|   0     0 |           | 11    4    0   21    0
May 17 09:12:50 ubuntu dstat.sh[65086]: 17-05 09:12:50| 22   4  72   0   0|1339M  864M  172M 5358M|2101B    0 | 144k   33M|7.00   617 |2806  2743 |1.62 1.05 0.55|2.0   0   0|   0     0 |           | 11    4    0   21    0
May 17 09:12:51 ubuntu dstat.sh[65086]: 17-05 09:12:51| 19   2  77   1   0|1358M  845M  172M 5359M|6385B 4730B| 268k 1108k|66.0  24.0 |2516  2662 |1.62 1.05 0.55|1.0   0 2.0|   0     0 |           | 11   17    0   17    0
May 17 09:12:52 ubuntu dstat.sh[65086]: 17-05 09:12:52| 19   5  75   0   0|1375M  827M  172M 5359M|6671B 3766B|   0  1249k|   0  18.0 |2524  2204 |1.62 1.05 0.55|2.0   0  45|   0     0 |           | 11   28    0   18    0
May 17 09:12:53 ubuntu dstat.sh[65086]: 17-05 09:12:53| 18   2  79   0   0|1415M  787M  172M 5359M|6764B 4078B|   0  2323k|   0  58.0 |1627  1276 |1.62 1.05 0.55|2.0   0   0|   0     0 |           | 11   29    0   18    0
May 17 09:12:54 ubuntu dstat.sh[65086]: 17-05 09:12:54| 24   9  66   0   0|1404M  798M  172M 5359M|5602B 2838B|   0    12k|   0  3.00 |3431  2649 |1.65 1.06 0.55|2.0   0 156|   0     0 |           | 11   28    0   19    0
May 17 09:12:55 ubuntu dstat.sh[65086]: 17-05 09:12:55| 37   6  56   0   0|1464M  738M  172M 5359M|9607B 6276B|   0    31M|   0   170 |3455  2555 |1.65 1.06 0.55|2.0   0   0|   0     0 |           | 11   30    0   17    0
May 17 09:12:56 ubuntu dstat.sh[65086]: 17-05 09:12:56| 37   6  57   0   0|1418M  784M  172M 5359M|  16k   12k|   0  3241k|   0  72.0 |5987  7907 |1.65 1.06 0.55|4.0   0  32|   0     0 |           | 11   28    0   18    0
May 17 09:12:57 ubuntu dstat.sh[65086]: 17-05 09:12:57| 69  26   5   0   0|1534M  668M  172M 5359M|2946B   66B|   0   340k|   0  23.0 |5809  4870 |1.65 1.06 0.55|6.0   0 546|   0     0 |           | 11   28    0   18    0
May 17 09:12:58 ubuntu dstat.sh[65086]: 17-05 09:12:58| 85  11   3   0   0|1717M  485M  172M 5359M|  19k   16k|   0     0 |   0     0 |5539  4120 |1.65 1.06 0.55|7.0   0   0|   0     0 |           | 11   32    0   18    0
May 17 09:12:59 ubuntu dstat.sh[65086]: 17-05 09:12:59| 75   9  15   0   0|1712M  490M  172M 5360M|  31k   28k|   0   596k|   0  55.0 |8647    13k|1.76 1.10 0.57|6.0   0 107|   0     0 |           | 11   29    0   23    0
May 17 09:13:00 ubuntu dstat.sh[65086]: 17-05 09:13:00| 27  10  62   0   0|1524M  677M  172M 5360M|3413B  871B|   0  1703k|   0  33.0 |3574  3537 |1.76 1.10 0.57|1.0   0 203|   0     0 |           | 11   28    0   24    0
May 17 09:13:01 ubuntu dstat.sh[65086]: 17-05 09:13:01| 14   1  82   0   0|1523M  678M  172M 5360M|8748B 6095B|   0   144k|   0  5.99 |2508  2947 |1.76 1.10 0.57|3.0   0 1.0|   0     0 |           | 11   29    0   24    0
May 17 09:13:02 ubuntu dstat.sh[65086]: 17-05 09:13:02| 19   6  73   0   0|1444M  758M  172M 5360M|3540B  877B|   0   562k|   0  36.9 |2784  2334 |1.76 1.10 0.57|2.0   0  68|   0     0 |           | 11   28    0   25    0
May 17 09:13:03 ubuntu dstat.sh[65086]: 17-05 09:13:03| 18   2  79   0   0|1455M  747M  172M 5360M|7760B 5802B|   0   149k|   0  2.01 |2231  2333 |1.76 1.10 0.57|1.0   0   0|   0     0 |           | 11   29    0   23    0
May 17 09:13:04 ubuntu dstat.sh[65086]: 17-05 09:13:04| 12  16  71   1   0|1411M  791M  172M 5360M|4461B 1184B|   0   921k|   0  62.0 |5310  4734 |1.70 1.10 0.57|2.0   0 379|   0     0 |           | 11   28    0   24    0
May 17 09:13:05 ubuntu dstat.sh[65086]: 17-05 09:13:05| 48  29  21   0   0|1473M  729M  172M 5360M|2641B    0 |   0    27M|   0   169 |6381  5572 |1.70 1.10 0.57|5.0   0 659|   0     0 |           | 11   28    0   24    0
May 17 09:13:06 ubuntu dstat.sh[65086]: 17-05 09:13:06| 83   9   7   0   0|1668M  534M  172M 5360M|  20k   17k|   0   396k|   0  9.99 |5618  3985 |1.70 1.10 0.57|3.0   0   0|   0     0 |           | 11   33    0   24    0
May 17 09:13:07 ubuntu dstat.sh[65086]: 17-05 09:13:07| 75  10  14   0   0|1673M  528M  172M 5360M|  35k   31k|   0   504k|   0  65.0 |  10k   17k|1.70 1.10 0.57|5.0   0  60|   0     0 |           | 11   28    0   25    0
May 17 09:13:08 ubuntu dstat.sh[65086]: 17-05 09:13:08| 81  19   0   0   0|1584M  617M  172M 5360M|3949B 1966B|   0  2260k|   0  86.0 |5364  3842 |1.70 1.10 0.57|5.0   0 250|   0     0 |           | 11   29    0   25    0
May 17 09:13:09 ubuntu dstat.sh[65086]: 17-05 09:13:09| 87  11   2   0   0|1730M  471M  172M 5360M|  26k   24k|   0   160k|   0  11.0 |6753  7788 |1.96 1.16 0.59|4.0   0   0|   0     0 |           | 11   33    0   25    0
May 17 09:13:10 ubuntu dstat.sh[65086]: 17-05 09:13:10| 69  11  20   0   0|1707M  494M  172M 5361M|  38k   33k|   0    59M|   0   297 |9926    15k|1.96 1.16 0.59|3.0   0 150|   0     0 |           | 11   29    0   30    0
May 17 09:13:11 ubuntu dstat.sh[65086]: 17-05 09:13:11| 42  11  46   0   0|1509M  692M  172M 5361M|4659B 1959B|   0   300k|   0  23.0 |4236  3657 |1.96 1.16 0.59|2.0   0 149|   0     0 |           | 11   28    0   30    0
May 17 09:13:12 ubuntu dstat.sh[65086]: 17-05 09:13:12| 39   6  53   0   0|1515M  685M  172M 5361M|  12k   10k|   0   148k|   0  6.99 |4450    13k|1.96 1.16 0.59|3.0   0  36|   0     0 |           | 11   30    0   31    0
May 17 09:13:13 ubuntu dstat.sh[65086]: 17-05 09:13:13| 46  18  34   0   0|1472M  728M  172M 5361M|  11k 7974B|   0  1008k|   0  69.0 |6109  6870 |1.96 1.16 0.59|3.0   0 378|   0     0 |           | 11   28    0   33    0
May 17 09:13:14 ubuntu dstat.sh[65086]: 17-05 09:13:14| 55   7  37   0   0|1549M  651M  172M 5361M|  14k   11k|   0  1484k|   0  98.3 |3982  2577 |1.81 1.14 0.59|3.0   0   0|   0     0 |           | 11   31    0   33    0
May 17 09:13:15 ubuntu dstat.sh[65086]: 17-05 09:13:15| 54  12  33   0   0|1495M  706M  172M 5361M|  19k   16k|   0   500k|   0  44.0 |8366    11k|1.81 1.14 0.59|4.0   0 258|   0     0 |           | 11   28    0   33    0
May 17 09:13:16 ubuntu dstat.sh[65086]: 17-05 09:13:16| 83  12   4   0   0|1578M  623M  172M 5361M|4695B 2653B|   0   176k|   0  10.0 |4639  1797 |1.81 1.14 0.59|2.0   0   0|   0     0 |           | 11   30    0   33    0
