Jun 24 10:06:04 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 24 10:06:05 ubuntu dstat.sh[64569]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 24 10:06:05 ubuntu dstat.sh[64569]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 24 10:06:05 ubuntu dstat.sh[64569]: 24-06 10:06:05|                   |1009M 1401M  164M 5054M|           |           |           |           |1.50 0.96 0.52|2.0   0    |           |           | 10    9    0   16    0
Jun 24 10:06:06 ubuntu dstat.sh[64569]: 24-06 10:06:06| 21  21  54   1   0| 995M 1413M  164M 5055M|1827k   45k|   0  5905k|   0   230 |7979  6685 |1.50 0.96 0.52|1.5   0 457|   0     0 |           | 10    8    0   16    0
Jun 24 10:06:07 ubuntu dstat.sh[64569]: 24-06 10:06:07| 18  22  58   1   0| 967M 1438M  164M 5058M| 121k   18k|   0  3054k|   0   197 |7079  5749 |1.54 0.98 0.53|2.0   0 403|   0     0 |           | 10    7    0   16    0
Jun 24 10:06:08 ubuntu dstat.sh[64569]: 24-06 10:06:08| 28  19  52   0   0|1007M 1397M  164M 5058M|  65k   14k|   0  1705k|   0  61.0 |6279  6522 |1.54 0.98 0.53|1.0   0 270|   0     0 |           | 10    7    0   16    0
Jun 24 10:06:09 ubuntu dstat.sh[64569]: 24-06 10:06:09| 24  11  62   1   0|1131M 1272M  164M 5180M|  83k   15k|   0  2574k|   0  70.9 |4929  6704 |1.54 0.98 0.53|1.0   0  76|   0     0 |           | 11    5    0   16    2
Jun 24 10:06:10 ubuntu dstat.sh[64569]: 24-06 10:06:10| 20  10  67   0   0|1140M 1263M  165M 5180M|  97k   14k|   0  1674k|   0  63.9 |3450  2572 |1.54 0.98 0.53|2.0   0 104|   0     0 |           | 11    7    0   16    2
Jun 24 10:06:11 ubuntu dstat.sh[64569]: 24-06 10:06:11| 25  13  59   0   0|1175M 1228M  165M 5181M| 143k   12k|  16k 2001k|1.00  67.9 |4423  3487 |1.54 0.98 0.53|2.0   0 182|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:12 ubuntu dstat.sh[64569]: 24-06 10:06:12| 34   5  59   1   0|1232M 1169M  165M 5182M| 106k   16k|  16k 3691k|1.00  82.1 |2750  1928 |1.57 0.99 0.54|2.0   0   0|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:13 ubuntu dstat.sh[64569]: 24-06 10:06:13| 22   5  67   4   0|1261M 1127M  165M 5194M|1527k   38k|   0    11M|   0   879 |6373  8592 |1.57 0.99 0.54|2.0   0  11|   0     0 |           | 11    9    0   18    2
Jun 24 10:06:14 ubuntu dstat.sh[64569]: 24-06 10:06:14| 16   7  61  13   0|1255M 1119M  167M 5205M|2250k   46k|   0    60M|   0  4337 |  19k   33k|1.57 0.99 0.54|2.0 1.0  63|   0     0 |           | 11    9    0   18    2
Jun 24 10:06:15 ubuntu dstat.sh[64569]: 24-06 10:06:15| 23   8  64   2   0|1263M 1102M  167M 5214M|4157k   54k|   0    14M|   0   564 |6432  5769 |1.57 0.99 0.54|1.0   0  77|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:16 ubuntu dstat.sh[64569]: 24-06 10:06:16| 38   5  55   1   0|1295M 1059M  168M 5223M|1010k   15k|   0  3972k|   0   235 |3398  2147 |1.57 0.99 0.54|2.0   0 1.0|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:17 ubuntu dstat.sh[64569]: 24-06 10:06:17| 44   6  48   1   0|1285M 1050M  169M 5239M|5460B 1620B|   0    11M|   0   532 |3659  3349 |1.61 1.01 0.55|2.0   0  10|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:18 ubuntu dstat.sh[64569]: 24-06 10:06:18| 44   6  49   1   0|1319M  997M  169M 5255M|5179B 1458B|   0  1344k|   0  82.0 |2800  1880 |1.61 1.01 0.55|2.0   0   0|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:19 ubuntu dstat.sh[64569]: 24-06 10:06:19| 41   9  48   1   0|1290M 1005M  170M 5274M|5354B 1624B|   0  3397k|   0   258 |4255  3478 |1.61 1.01 0.55|2.0   0 165|   0     0 |           | 11    7    0   18    2
Jun 24 10:06:20 ubuntu dstat.sh[64569]: 24-06 10:06:20| 30  23  45   1   0|1283M  981M  171M 5300M|5479B 1458B|   0  3013k|   0   193 |6864  6068 |1.61 1.01 0.55|3.0   0 550|   0     0 |           | 11    7    0   18    2
