Oct 08 13:58:35 jammy-provider-cloud-0000007702 systemd[1]: Started Devstack devstack@dstat.service.
Oct 08 13:58:35 jammy-provider-cloud-0000007702 dstat.sh[59296]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Oct 08 13:58:35 jammy-provider-cloud-0000007702 dstat.sh[59296]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Oct 08 13:58:35 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:35|                   | 911M 1913M  162M 4640M|           |           |           |           |0.92 0.81 0.50|1.0   0    |           |   0     0 |  9    3    3   17    0
Oct 08 13:58:36 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:36|  9  19  71   0   0| 916M 1908M  162M 4640M|6587B 1784B|   0    10M|   0   327 |3102  4682 |0.92 0.81 0.50|1.0   0 382|   0     0 |   0     0 |  9    3    3   17    0
Oct 08 13:58:37 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:37| 12  17  70   0   0| 919M 1904M  162M 4640M|6919B 1618B|   0   208k|   0   173 |2870  4536 |0.92 0.82 0.50|2.0   0 380|   0     0 |   0     0 |  9    3    3   17    0
Oct 08 13:58:38 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:38| 16  17  66   0   0| 922M 1902M  162M 4640M|  15k 1794B|   0    16k|   0  4.01 |3333  8959 |0.92 0.82 0.50|5.0   0 240|   0     0 |   0     0 |  9    3    3   17    0
Oct 08 13:58:39 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:39| 10  11  79   0   0|1046M 1777M  162M 4762M|9432B 1681B|   0  4083B|   0  1.00 |2579  5631 |0.92 0.82 0.50|2.0   0 118|   0     0 |   0     0 | 10    5    3   17    0
Oct 08 13:58:40 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:40| 15  11  72   0   0|1042M 1781M  162M 4762M|  10k 1750B|  80k 1570k|1.00   135 |2049  2894 |0.92 0.82 0.50|2.0   0 182|   0     0 |   0     0 | 10    5    3   13    0
Oct 08 13:58:41 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:41| 22   6  72   0   0|1104M 1718M  162M 4763M|6131B 1625B|   0    22M|   0  81.3 |1402  2163 |0.92 0.82 0.50|2.0   0  30|   0     0 |   0     0 | 10    5    3   13    0
Oct 08 13:58:42 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:42| 20   2  73   4   0|1137M 1682M  162M 4766M|6254B 1615B|   0  8778k|   0   622 |3558  7437 |0.93 0.82 0.50|1.0 1.0  10|   0     0 |   0     0 | 10    7    3   13    0
Oct 08 13:58:43 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:43| 12   6  68  13   0|1138M 1676M  163M 4772M|5046B 1622B|   0    27M|   0  2629 |  10k   23k|0.93 0.82 0.50|4.0   0  45|   0     0 |   0     0 | 10    7    3   13    0
Oct 08 13:58:44 jammy-provider-cloud-0000007702 dstat.sh[59296]: 08-10 13:58:44| 20   7  63   9   0|1073M 1738M  163M 4773M|7045B 1786B|   0    28M|   0  2093 |7348    16k|0.93 0.82 0.50|1.0   0  90|   0     0 |   0     0 | 10    5    3   12    0
