Apr 06 17:48:14 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 06 17:48:14 ubuntu dstat.sh[64951]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 06 17:48:14 ubuntu dstat.sh[64951]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 06 17:48:14 ubuntu dstat.sh[64951]: 06-04 17:48:14|                   | 957M 1400M  163M 5106M|           |           |           |           |1.03 0.83 0.49|1.0   0    |           |           | 10    5    0   17    0
Apr 06 17:48:15 ubuntu dstat.sh[64951]: 06-04 17:48:15| 14  21  62   1   0| 966M 1390M  163M 5106M|  31k   11k|   0  2428k|   0  90.9 |5722  4502 |1.03 0.83 0.49|2.0   0 379|   0     0 |           | 10    6    0   17    0
Apr 06 17:48:16 ubuntu dstat.sh[64951]: 06-04 17:48:16| 24  22  53   0   0| 993M 1363M  164M 5107M|  20k   11k|   0  1613k|   0  72.9 |5676  4274 |1.03 0.83 0.49|2.0   0 366|   0     0 |           | 10    6    0   17    0
Apr 06 17:48:17 ubuntu dstat.sh[64951]: 06-04 17:48:17| 25  19  54   1   0|1004M 1351M  164M 5107M|  41k   13k|   0  1801k|   0  57.0 |6001  5470 |1.03 0.83 0.49|2.0   0 280|   0     0 |           | 10    5    0   17    1
Apr 06 17:48:18 ubuntu dstat.sh[64951]: 06-04 17:48:18| 28  13  56   0   0|1120M 1218M  164M 5245M| 179k   15k|   0  1880k|   0  48.0 |6131  8195 |1.03 0.83 0.49|2.0   0 134|   0     0 |           | 11    4    0   17    2
Apr 06 17:48:19 ubuntu dstat.sh[64951]: 06-04 17:48:19| 31   9  59   0   0|1145M 1178M  165M 5257M|5158B 1619B|   0  1475k|   0  65.0 |3415  2505 |1.11 0.85 0.50|3.0   0  92|   0     0 |           | 11    6    0   17    2
Apr 06 17:48:20 ubuntu dstat.sh[64951]: 06-04 17:48:20| 38  14  47   0   0|1153M 1152M  165M 5273M|5238B 1458B|   0  3272k|   0   119 |4784  3410 |1.11 0.85 0.50|3.0   0 191|   0     0 |           | 11    6    0   19    2
Apr 06 17:48:21 ubuntu dstat.sh[64951]: 06-04 17:48:21| 42   7  48   1   0|1223M 1055M  166M 5296M|5023B 1510B|  32k 5166k|2.00   144 |3333  2318 |1.11 0.85 0.50|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 06 17:48:22 ubuntu dstat.sh[64951]: 06-04 17:48:22| 44   6  48   1   0|1249M  998M  168M 5322M|4851B 1567B|   0  4320k|   0   140 |3464  2630 |1.11 0.85 0.50|2.0 1.0 2.0|   0     0 |           | 11    8    0   19    2
Apr 06 17:48:23 ubuntu dstat.sh[64951]: 06-04 17:48:23| 31   9  44  12   0|1295M  952M  169M 5320M|  10k 4271B|   0    40M|   0  3098 |  13k   30k|1.11 0.85 0.50|3.0   0  87|   0     0 |           | 11    6    0   20    0
