Jun 08 11:41:55 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 08 11:41:55 ubuntu dstat.sh[64864]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 08 11:41:55 ubuntu dstat.sh[64864]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 08 11:41:55 ubuntu dstat.sh[64864]: 08-06 11:41:55|                   | 929M 1408M  164M 5126M|           |           |           |           |1.13 0.85 0.49|2.0   0    |           |           | 10    2    0   17    0
Jun 08 11:41:56 ubuntu dstat.sh[64864]: 08-06 11:41:56| 47  27  25   0   0| 956M 1371M  164M 5135M|4503B 1295B|   0  1610k|   0  16.0 |6157  4683 |1.20 0.87 0.50|3.0   0 493|   0     0 |           | 10    2    0   17    0
Jun 08 11:41:57 ubuntu dstat.sh[64864]: 08-06 11:41:57| 40  21  38   0   0|1009M 1304M  165M 5147M|  16k 7080B|   0  1577k|   0  59.5 |6114  5249 |1.28 0.89 0.50|2.0   0 436|   0     0 |           | 10    3    0   17    1
Jun 08 11:41:58 ubuntu dstat.sh[64864]: 08-06 11:41:58| 35  20  43   0   0|1016M 1296M  165M 5147M| 225k 7355B|   0   180k|   0  9.00 |6790  6955 |1.28 0.89 0.50|7.0   0 288|   0     0 |           | 10    4    0   17    0
Jun 08 11:41:59 ubuntu dstat.sh[64864]: 08-06 11:41:59| 34   6  60   0   0|1135M 1176M  165M 5269M|  24k 6255B|   0   299k|   0  9.97 |3438  2699 |1.28 0.89 0.50|2.0   0  32|   0     0 |           | 11    5    0   17    0
Jun 08 11:42:00 ubuntu dstat.sh[64864]: 08-06 11:42:00| 24  11  63   1   0|1138M 1174M  165M 5269M|  30k   12k|   0  4641k|   0  59.1 |3663  2499 |1.28 0.89 0.50|1.0   0 102|   0     0 |           | 11    8    0   17    0
Jun 08 11:42:01 ubuntu dstat.sh[64864]: 08-06 11:42:01| 27  12  58   0   0|1157M 1154M  165M 5269M|  36k   16k|  16k 2838k|1.00  95.9 |4423  3450 |1.34 0.90 0.51|2.0   0 180|   0     0 |           | 11    8    0   19    0
Jun 08 11:42:02 ubuntu dstat.sh[64864]: 08-06 11:42:02| 35   5  59   1   0|1203M 1105M  166M 5271M|  39k   11k|  16k 3110k|1.00  45.0 |2553  1659 |1.34 0.90 0.51|2.0   0   0|   0     0 |           | 11    8    0   19    0
Jun 08 11:42:03 ubuntu dstat.sh[64864]: 08-06 11:42:03| 37   4  55   4   0|1235M 1070M  166M 5274M|  21k   12k|   0    13M|   0   871 |5698  7910 |1.34 0.90 0.51|1.0 2.0  10|   0     0 |           | 11    9    0   19    1
Jun 08 11:42:04 ubuntu dstat.sh[64864]: 08-06 11:42:04| 27   7  50  12   0|1245M 1031M  167M 5301M| 176k 9872B|   0    33M|   0  2553 |  13k   23k|1.34 0.90 0.51|1.0 1.0  46|   0     0 |           | 11    8    0   19    2
