Apr 02 08:51:55 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 08:51:56 ubuntu dstat.sh[65048]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 08:51:56 ubuntu dstat.sh[65048]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 08:51:56 ubuntu dstat.sh[65048]: 02-04 08:51:56|                   | 976M 1387M  165M 5099M|           |           |           |           |1.26 0.89 0.50|1.0   0    |           |           | 10    5    0   17    0
Apr 02 08:51:57 ubuntu dstat.sh[65048]: 02-04 08:51:57| 17  21  59   0   0| 977M 1386M  165M 5099M|  24k 9166B|   0  2191k|   0  87.0 |6096  4905 |1.26 0.89 0.50|1.5   0 412|   0     0 |           | 10    6    0   17    0
Apr 02 08:51:58 ubuntu dstat.sh[65048]: 02-04 08:51:58| 12  22  63   0   0| 968M 1395M  165M 5099M|  27k 9936B|   0  1248k|   0  66.5 |5722  4318 |1.26 0.89 0.50|1.0   0 367|   0     0 |           | 10    6    0   17    0
Apr 02 08:51:59 ubuntu dstat.sh[65048]: 02-04 08:51:59| 28  19  51   0   0| 981M 1380M  165M 5100M|  21k   12k|   0  1533k|   0  47.9 |5435  5696 |1.32 0.91 0.51|1.0   0 270|   0     0 |           | 10    6    0   17    0
Apr 02 08:52:00 ubuntu dstat.sh[65048]: 02-04 08:52:00| 25  14  59   1   0|1120M 1241M  165M 5222M|  39k   12k|   0    13M|   0   413 |5942  7096 |1.32 0.91 0.51|2.0   0 145|   0     0 |           | 11    5    0   17    1
Apr 02 08:52:01 ubuntu dstat.sh[65048]: 02-04 08:52:01| 31  11  57   1   0|1132M 1214M  165M 5236M| 141k   16k|   0  1833k|   0  58.1 |4023  2783 |1.32 0.91 0.51|2.0   0 119|   0     0 |           | 11    6    0   17    2
Apr 02 08:52:02 ubuntu dstat.sh[65048]: 02-04 08:52:02| 37  13  48   1   0|1152M 1178M  166M 5250M|  45k 3258B|  32k 2568k|2.00  95.0 |4864  3925 |1.32 0.91 0.51|2.0   0 169|   0     0 |           | 11    6    0   19    2
Apr 02 08:52:03 ubuntu dstat.sh[65048]: 02-04 08:52:03| 44   6  48   0   0|1212M 1098M  167M 5267M|4793B 1451B|   0  4915k|   0   221 |2955  1678 |1.32 0.91 0.51|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 02 08:52:04 ubuntu dstat.sh[65048]: 02-04 08:52:04| 42   8  41   7   0|1284M  995M  168M 5293M|4950B 1723B|   0    22M|   0  1463 |9477    24k|1.54 0.96 0.53|2.0   0  58|   0     0 |           | 11    8    0   20    2
Apr 02 08:52:05 ubuntu dstat.sh[65048]: 02-04 08:52:05| 35   9  42  12   0|1275M  969M  170M 5323M|4514B 1457B|4092B   63M|1.00  4128 |  16k   31k|1.54 0.96 0.53|2.0   0  60|   0     0 |           | 11    8    0   20    2
Apr 02 08:52:06 ubuntu dstat.sh[65048]: 02-04 08:52:06| 37   8  53   1   0|1259M  991M  171M 5315M|  11k 4189B|   0  2943k|   0   127 |3602  2525 |1.54 0.96 0.53|4.0   0  75|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:07 ubuntu dstat.sh[65048]: 02-04 08:52:07| 44   7  49   0   0|1271M  979M  171M 5315M|5256B 2040B|   0   853k|   0  55.8 |3158  1661 |1.54 0.96 0.53|1.0   0  35|   0     0 |           | 11    5    0   19    0
Apr 02 08:52:08 ubuntu dstat.sh[65048]: 02-04 08:52:08| 41   5  52   1   0|1260M  983M  171M 5320M|9772B 3490B|   0  8878k|   0   528 |3735  3440 |1.54 0.96 0.53|2.0   0  12|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:09 ubuntu dstat.sh[65048]: 02-04 08:52:09| 40   5  54   0   0|1270M  967M  171M 5326M|  11k 4651B|   0  1642k|   0   109 |2963  1773 |1.57 0.98 0.54|3.0   0  18|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:10 ubuntu dstat.sh[65048]: 02-04 08:52:10| 42  12  46   0   0|1204M 1033M  171M 5326M|4579B 1458B|   0    96k|   0  3.00 |  12k   20k|1.57 0.98 0.54|3.0   0 118|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:11 ubuntu dstat.sh[65048]: 02-04 08:52:11| 28  27  43   1   0|1150M 1099M  172M 5315M|4774B 1626B|   0  3228k|   0   292 |  15k   22k|1.57 0.98 0.54|2.0   0 471|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:12 ubuntu dstat.sh[65048]: 02-04 08:52:12| 37  21  41   0   0|1134M 1115M  172M 5316M|4573B 1453B|   0    32k|   0  5.98 |6262  5847 |1.57 0.98 0.54|2.0   0 311|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:13 ubuntu dstat.sh[65048]: 02-04 08:52:13| 44  15  40   0   0|1201M 1047M  172M 5316M|4795B 1618B|   0  1798k|   0   163 |4485  2993 |1.57 0.98 0.54|3.0   0 183|   0     0 |           | 11    5    0   19    0
Apr 02 08:52:14 ubuntu dstat.sh[65048]: 02-04 08:52:14| 46   5  49   0   0|1242M 1006M  172M 5316M|4221B 1459B|   0   236k|   0  36.0 |2799  1245 |1.77 1.03 0.56|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 02 08:52:15 ubuntu dstat.sh[65048]: 02-04 08:52:15| 40  10  49   0   0|1261M  985M  172M 5319M|4504B 1621B|   0    17M|   0   275 |3907  4501 |1.77 1.03 0.56|4.0   0  41|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:16 ubuntu dstat.sh[65048]: 02-04 08:52:16|  3   5  91   0   0|1265M  980M  172M 5319M|5486B 1620B|   0  1200k|   0   193 |1897  1716 |1.77 1.03 0.56|2.0   0  77|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:17 ubuntu dstat.sh[65048]: 02-04 08:52:17| 19   5  75   0   0|1324M  921M  172M 5319M|5541B 1459B|   0     0 |   0     0 |2024  1628 |1.77 1.03 0.56|2.0   0  22|   0     0 |           | 11    4    0   19    0
Apr 02 08:52:18 ubuntu dstat.sh[65048]: 02-04 08:52:18| 23   2  73   0   0|1351M  895M  172M 5319M|5370B 1617B|   0   267k|   0  52.9 |1777  1226 |1.77 1.03 0.56|2.0   0   0|   0     0 |           | 11    4    0   13    0
Apr 02 08:52:19 ubuntu dstat.sh[65048]: 02-04 08:52:19| 24   2  72   1   0|1365M  880M  172M 5319M|5305B 1460B|   0  1566k|   0   196 |3515  4524 |1.79 1.05 0.57|2.0   0 1.0|   0     0 |           | 11    4    0   15    0
Apr 02 08:52:20 ubuntu dstat.sh[65048]: 02-04 08:52:20| 20   7  72   0   0|1311M  934M  172M 5319M|5390B 1617B| 144k   12M|6.99   251 |2733  2340 |1.79 1.05 0.57|2.0   0  43|   0     0 |           | 11    4    0   15    0
Apr 02 08:52:21 ubuntu dstat.sh[65048]: 02-04 08:52:21| 19   2  78   1   0|1325M  920M  172M 5319M|9759B 5545B|   0  2223k|   0  87.1 |2490  2526 |1.79 1.05 0.57|2.0   0 1.0|   0     0 |           | 11   17    0   15    0
Apr 02 08:52:22 ubuntu dstat.sh[65048]: 02-04 08:52:22| 20   4  76   1   0|1321M  923M  172M 5319M|9417B 5983B| 269k  894k|66.2  24.1 |2575  2252 |1.79 1.05 0.57|2.0   0  24|   0     0 |           | 11   28    0   16    0
Apr 02 08:52:23 ubuntu dstat.sh[65048]: 02-04 08:52:23| 21   6  73   0   0|1371M  873M  172M 5319M|4778B 1612B|   0     0 |   0     0 |2095  1444 |1.79 1.05 0.57|2.0   0  22|   0     0 |           | 11   28    0   16    0
Apr 02 08:52:24 ubuntu dstat.sh[65048]: 02-04 08:52:24| 17   2  80   0   0|1295M  950M  172M 5319M|  11k 8639B|   0   594k|   0  17.1 |2053  1722 |1.80 1.06 0.57|1.0   0 6.0|   0     0 |           | 11   28    0   17    0
Apr 02 08:52:25 ubuntu dstat.sh[65048]: 02-04 08:52:25| 34  14  51   0   0|1378M  867M  172M 5319M|4972B 1617B|   0    31M|   0   210 |4227  2900 |1.80 1.06 0.57|2.0   0 150|   0     0 |           | 11   28    0   17    0
Apr 02 08:52:26 ubuntu dstat.sh[65048]: 02-04 08:52:26| 32   4  63   0   0|1393M  851M  172M 5319M|  15k   12k|   0  4098B|   0  1.00 |3839  3728 |1.80 1.06 0.57|3.0   0   0|   0     0 |           | 11   30    0   17    0
Apr 02 08:52:27 ubuntu dstat.sh[65048]: 02-04 08:52:27| 39  19  41   0   0|1367M  877M  172M 5320M|  13k 9638B|   0   966k|   0  50.1 |6848  8111 |1.80 1.06 0.57|7.0   0 363|   0     0 |           | 11   28    0   17    0
Apr 02 08:52:28 ubuntu dstat.sh[65048]: 02-04 08:52:28| 79  20   0   0   0|1582M  662M  172M 5320M|6057B 4034B|   0    16k|   0  4.00 |5098  3242 |1.80 1.06 0.57|4.0   0 216|   0     0 |           | 11   30    0   17    0
Apr 02 08:52:29 ubuntu dstat.sh[65048]: 02-04 08:52:29| 79  11   9   0   0|1701M  543M  172M 5320M|  32k   28k|   0  2373k|   0  49.9 |6591  7094 |1.98 1.11 0.59|6.0   0   0|   0     0 |           | 11   34    0   17    0
Apr 02 08:52:30 ubuntu dstat.sh[65048]: 02-04 08:52:30| 69  13  17   0   0|1465M  779M  172M 5320M|  21k   17k|   0  8284k|   0   507 |8526    11k|1.98 1.11 0.59|1.0   0 251|   0     0 |           | 11   28    0   23    0
Apr 02 08:52:31 ubuntu dstat.sh[65048]: 02-04 08:52:31| 18   8  73   0   0|1454M  790M  172M 5320M|2167B   42B|   0   402k|   0  8.96 |2496  1847 |1.98 1.11 0.59|2.0   0  60|   0     0 |           | 11   28    0   22    0
