Jun 26 06:58:19 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 26 06:58:19 ubuntu dstat.sh[66498]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 26 06:58:19 ubuntu dstat.sh[66498]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 26 06:58:19 ubuntu dstat.sh[66498]: 26-06 06:58:19|                   | 993M 1359M  166M 5106M|           |           |           |           |1.30 0.71 0.36|1.0   0    |           |           | 10    4    0   18    0
Jun 26 06:58:20 ubuntu dstat.sh[66498]: 26-06 06:58:20|  8  20  70   0   0| 997M 1356M  166M 5106M|5095B 1618B|   0  1275k|   0  52.9 |5243  3769 |1.33 0.72 0.37|1.5   0 285|   0     0 |           | 10    4    0   18    0
Jun 26 06:58:21 ubuntu dstat.sh[66498]: 26-06 06:58:21|  8  21  69   0   0| 980M 1373M  166M 5106M|4898B 1459B|   0   168k|   0  34.0 |5198  3586 |1.36 0.73 0.37|1.0   0 293|   0     0 |           | 10    4    0   17    0
Jun 26 06:58:22 ubuntu dstat.sh[66498]: 26-06 06:58:22| 12  20  65   0   0| 975M 1377M  166M 5106M|6820B 1815B|   0    24k|   0  5.99 |5820  5386 |1.36 0.73 0.37|2.0   0 268|   0     0 |           | 10    3    0   17    1
Jun 26 06:58:23 ubuntu dstat.sh[66498]: 26-06 06:58:23| 15  18  66   0   0| 953M 1399M  166M 5106M|5237B 1458B|   0    16k|   0  4.00 |5416  5315 |1.36 0.73 0.37|1.0   0 230|   0     0 |           | 10    3    0   17    1
Jun 26 06:58:24 ubuntu dstat.sh[66498]: 26-06 06:58:24| 12  11  76   0   0|1055M 1297M  166M 5228M|6509B 1523B|   0  3582k|   0  74.0 |4589  6189 |1.36 0.73 0.37|  0   0  75|   0     0 |           | 11    3    0   17    1
Jun 26 06:58:25 ubuntu dstat.sh[66498]: 26-06 06:58:25| 13  10  75   0   0|1072M 1280M  166M 5228M|2927B  162B|   0    24k|   0  6.01 |3082  2176 |1.33 0.73 0.37|1.0   0 100|   0     0 |           | 11    5    0   17    1
Jun 26 06:58:26 ubuntu dstat.sh[66498]: 26-06 06:58:26| 13  14  71   0   0|1090M 1261M  166M 5228M|3579B  324B|   0   516k|   0  23.0 |4222  3170 |1.33 0.73 0.37|1.0   0 180|   0     0 |           | 11    5    0   19    1
Jun 26 06:58:27 ubuntu dstat.sh[66498]: 26-06 06:58:27| 22   4  73   0   0|1138M 1213M  166M 5229M|2984B  162B|  32k  500k|2.00  13.0 |1818  1429 |1.33 0.73 0.37|2.0   0   0|   0     0 |           | 11    5    0   19    1
Jun 26 06:58:28 ubuntu dstat.sh[66498]: 26-06 06:58:28| 23   4  72   0   0|1168M 1182M  166M 5230M|5783B 1873B|   0  2295k|   0  61.9 |2300  2058 |1.33 0.73 0.37|1.0   0 7.0|   0     0 |           | 11    7    0   19    1
Jun 26 06:58:29 ubuntu dstat.sh[66498]: 26-06 06:58:29| 11   6  67  14   0|1176M 1166M  168M 5236M|6194B 1624B|   0    31M|   0  2986 |  13k   25k|1.33 0.73 0.37|2.0   0  51|   0     0 |           | 11    7    0   19    1
Jun 26 06:58:30 ubuntu dstat.sh[66498]: 26-06 06:58:30| 18   5  66   9   0|1138M 1201M  168M 5238M|  12k 1812B|   0    36M|   0  2761 |  11k   20k|1.38 0.75 0.38|1.0   0  31|   0     0 |           | 11    5    0   19    1
Jun 26 06:58:31 ubuntu dstat.sh[66498]: 26-06 06:58:31| 31  10  57   2   0|1147M 1191M  169M 5238M|  17k 7484B|   0    15M|   0  1010 |4647  5550 |1.38 0.75 0.38|3.0   0  74|   0     0 |           | 11    6    0   19    1
Jun 26 06:58:32 ubuntu dstat.sh[66498]: 26-06 06:58:32| 34   3  61   1   0|1181M 1157M  169M 5239M|  41k   14k|   0  1972k|   0  67.0 |2472  1658 |1.38 0.75 0.38|3.0   0   0|   0     0 |           | 11    7    0   19    1
Jun 26 06:58:33 ubuntu dstat.sh[66498]: 26-06 06:58:33| 36   5  57   1   0|1223M 1114M  169M 5239M|  23k   12k|   0  6538k|   0   303 |3151  2708 |1.38 0.75 0.38|2.0   0  11|   0     0 |           | 11    7    0   19    1
Jun 26 06:58:34 ubuntu dstat.sh[66498]: 26-06 06:58:34| 34   4  59   1   0|1274M 1062M  169M 5239M|  42k   13k|   0  2446k|   0  98.9 |2548  1768 |1.38 0.75 0.38|2.0   0   0|   0     0 |           | 11    7    0   19    1
Jun 26 06:58:35 ubuntu dstat.sh[66498]: 26-06 06:58:35| 34   7  58   1   0|1237M 1082M  169M 5256M| 182k   14k|   0  8537k|   0   487 |3655  2561 |1.43 0.77 0.39|3.0   0 136|   0     0 |           | 11    6    0   19    2
Jun 26 06:58:36 ubuntu dstat.sh[66498]: 26-06 06:58:36| 30  24  45   1   0|1215M 1087M  170M 5271M|5543B 1664B|   0  1810k|   0  78.1 |6520  5571 |1.43 0.77 0.39|3.0   0 508|   0     0 |           | 11    6    0   19    2
Jun 26 06:58:37 ubuntu dstat.sh[66498]: 26-06 06:58:37| 45  16  37   0   0|1211M 1073M  171M 5286M|4867B 1455B|   0  1333k|   0  31.9 |5989  7784 |1.43 0.77 0.39|4.0   0 236|   0     0 |           | 11    6    0   19    2
Jun 26 06:58:38 ubuntu dstat.sh[66498]: 26-06 06:58:38| 66   9  22   1   0|1266M  995M  171M 5306M|4977B 1619B|   0  2203k|   0  86.0 |4116  2275 |1.43 0.77 0.39|3.0   0  52|   0     0 |           | 11    7    0   19    2
Jun 26 06:58:39 ubuntu dstat.sh[66498]: 26-06 06:58:39| 65   9  24   1   0|1311M  933M  172M 5320M|5379B 1503B|   0  2653k|   0  85.2 |3994  1976 |1.43 0.77 0.39|3.0   0   0|   0     0 |           | 11    7    0   19    2
Jun 26 06:58:40 ubuntu dstat.sh[66498]: 26-06 06:58:40| 62  12  23   1   0|1334M  880M  173M 5346M|4454B 1015B|   0    18M|   0   150 |5422  6375 |1.56 0.81 0.40|1.0 1.0 108|   0     0 |           | 11    6    0   19    2
Jun 26 06:58:41 ubuntu dstat.sh[66498]: 26-06 06:58:41| 24   5  69   0   0|1331M  896M  174M 5333M|4224B 1127B|   0  1550k|   0  64.9 |2494  2060 |1.56 0.81 0.40|2.0   0  34|   0     0 |           | 11    4    0   19    0
Jun 26 06:58:42 ubuntu dstat.sh[66498]: 26-06 06:58:42| 37   8  53   0   0|1438M  782M  174M 5338M|  11k 4575B|   0  1629k|   0  20.0 |2768  1675 |1.56 0.81 0.40|2.0   0  34|   0     0 |           | 11    4    0   19    0
Jun 26 06:58:43 ubuntu dstat.sh[66498]: 26-06 06:58:43| 45   7  46   0   0|1461M  758M  174M 5339M|4983B 1621B|   0  2037k|   0  13.0 |  12k   19k|1.56 0.81 0.40|3.0   0 9.0|   0     0 |           | 11    4    0   19    0
Jun 26 06:58:44 ubuntu dstat.sh[66498]: 26-06 06:58:44| 44   8  45   1   0|1490M  727M  174M 5340M|4810B 1456B|   0  5858k|   0   231 |  10k   18k|1.56 0.81 0.40|5.0   0  13|   0     0 |           | 11   10    0   19    0
Jun 26 06:58:45 ubuntu dstat.sh[66498]: 26-06 06:58:45| 40  13  46   1   0|1360M  865M  174M 5333M|4983B 1621B|   0    38M|   0   418 |5499  6221 |1.59 0.83 0.41|4.0   0  58|   0     0 |           | 11    4    0   15    0
Jun 26 06:58:46 ubuntu dstat.sh[66498]: 26-06 06:58:46| 41   5  53   0   0|1383M  842M  174M 5334M|7540B 3836B|   0   890k|   0  7.98 |2941  1632 |1.59 0.83 0.41|3.0   0  25|   0     0 |           | 11    9    0   15    0
Jun 26 06:58:47 ubuntu dstat.sh[66498]: 26-06 06:58:47| 25   5  68   1   0|1393M  831M  174M 5334M|7603B 4007B| 268k  944k|66.0  22.0 |3296  3075 |1.59 0.83 0.41|1.0   0  53|   0     0 |           | 11   29    0   15    0
Jun 26 06:58:48 ubuntu dstat.sh[66498]: 26-06 06:58:48| 19   5  74   0   0|1361M  863M  174M 5334M|8672B 5222B|   0  3392k|   0  30.0 |2513  1889 |1.59 0.83 0.41|1.0   0  43|   0     0 |           | 11   28    0   16    0
Jun 26 06:58:49 ubuntu dstat.sh[66498]: 26-06 06:58:49| 19   3  78   0   0|1397M  827M  174M 5334M|9182B 5704B|   0    80k|   0  5.00 |1801  1331 |1.59 0.83 0.41|1.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 26 06:58:50 ubuntu dstat.sh[66498]: 26-06 06:58:50| 19  11  70   0   0|1390M  835M  174M 5334M|7827B 4460B|   0  4173k|   0  27.0 |3568  2613 |1.55 0.83 0.41|2.0   0 156|   0     0 |           | 11   28    0   17    0
Jun 26 06:58:51 ubuntu dstat.sh[66498]: 26-06 06:58:51| 44   7  48   0   0|1469M  756M  174M 5334M|5167B 1617B|   0     0 |   0     0 |2664  1335 |1.55 0.83 0.41|2.0   0   0|   0     0 |           | 11   28    0   17    0
Jun 26 06:58:52 ubuntu dstat.sh[66498]: 26-06 06:58:52| 31   4  64   0   0|1480M  744M  174M 5334M|  20k   17k|   0   269k|   0  7.02 |5402  6677 |1.55 0.83 0.41|1.0   0   0|   0     0 |           | 11   30    0   17    0
Jun 26 06:58:53 ubuntu dstat.sh[66498]: 26-06 06:58:53| 48  22  29   0   0|1388M  836M  174M 5334M|8507B 4379B|   0   376k|   0  38.0 |5971  5988 |1.55 0.83 0.41|5.0   0 468|   0     0 |           | 11   28    0   17    0
Jun 26 06:58:54 ubuntu dstat.sh[66498]: 26-06 06:58:54| 80  17   0   0   0|1626M  599M  174M 5334M|4911B 1617B|   0   204k|   0  15.0 |4919  2996 |1.55 0.83 0.41|6.0   0 111|   0     0 |           | 11   28    0   17    0
Jun 26 06:58:55 ubuntu dstat.sh[66498]: 26-06 06:58:55| 82  12   2   0   0|1783M  442M  174M 5334M|  26k   22k|   0   775k|   0   105 |6648  5989 |1.90 0.92 0.44|4.0   0   0|   0     0 |           | 11   33    0   17    0
Jun 26 06:58:56 ubuntu dstat.sh[66498]: 26-06 06:58:56| 76  10  14   0   0|1672M  552M  174M 5334M|  30k   24k|   0   693k|   0  67.1 |9340    13k|1.90 0.92 0.44|3.0   0 150|   0     0 |           | 11   29    0   22    0
Jun 26 06:58:57 ubuntu dstat.sh[66498]: 26-06 06:58:57| 21  10  67   0   0|1474M  750M  174M 5334M|6192B 2512B|   0   228k|   0  13.0 |3348  2643 |1.90 0.92 0.44|1.0   0 160|   0     0 |           | 11   28    0   22    0
Jun 26 06:58:58 ubuntu dstat.sh[66498]: 26-06 06:58:58| 19   3  78   0   0|1478M  746M  174M 5334M|9031B 5508B|   0   152k|   0  10.0 |1985  1744 |1.90 0.92 0.44|1.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 26 06:58:59 ubuntu dstat.sh[66498]: 26-06 06:58:59| 16   7  76   0   0|1438M  786M  174M 5334M|8518B 4655B|   0  2295k|   0   123 |3435  3471 |1.90 0.92 0.44|2.0   0  68|   0     0 |           | 11   28    0   23    0
Jun 26 06:59:00 ubuntu dstat.sh[66498]: 26-06 06:59:00| 22   3  73   0   0|1452M  772M  174M 5334M|5542B 1498B|   0  1670k|   0  22.0 |1850  1280 |1.83 0.92 0.45|1.0   0   0|   0     0 |           | 11   28    0   23    0
Jun 26 06:59:01 ubuntu dstat.sh[66498]: 26-06 06:59:01| 17   3  80   0   0|1450M  774M  174M 5334M|  11k 8465B|   0   336k|   0  30.0 |2731  3084 |1.83 0.92 0.45|  0   0   0|   0     0 |           | 11   29    0   23    0
Jun 26 06:59:02 ubuntu dstat.sh[66498]: 26-06 06:59:02| 12  17  69   0   0|1401M  823M  174M 5335M|5998B 1656B|   0  1064k|   0  76.0 |4822  3617 |1.83 0.92 0.45|3.0   0 263|   0     0 |           | 11   28    0   24    0
Jun 26 06:59:03 ubuntu dstat.sh[66498]: 26-06 06:59:03| 13  28  59   0   0|1404M  819M  174M 5335M|4518B  486B|   0   196k|   0  17.0 |5906  4310 |1.83 0.92 0.45|4.0   0 509|   0     0 |           | 11   28    0   24    0
Jun 26 06:59:04 ubuntu dstat.sh[66498]: 26-06 06:59:04| 74  25   1   0   0|1550M  673M  174M 5335M|4866B 1135B|   0    20k|   0  5.00 |5023  3080 |1.83 0.92 0.45|5.0   0 267|   0     0 |           | 11   28    0   24    0
Jun 26 06:59:05 ubuntu dstat.sh[66498]: 26-06 06:59:05| 79  11   9   0   0|1695M  528M  174M 5335M|  28k   24k|   0  8885k|   0   418 |5669  5338 |2.00 0.97 0.47|5.0   0   0|   0     0 |           | 11   33    0   24    0
Jun 26 06:59:06 ubuntu dstat.sh[66498]: 26-06 06:59:06| 75  13  12   1   0|1645M  579M  174M 5335M|  33k   27k|   0   593k|   0  65.1 |9642    15k|2.00 0.97 0.47|7.0   0 189|   0     0 |           | 11   28    0   25    0
Jun 26 06:59:07 ubuntu dstat.sh[66498]: 26-06 06:59:07| 81  19   0   0   0|1583M  640M  174M 5335M|5280B 1620B|   0   208k|   0  10.0 |5208  3348 |2.00 0.97 0.47|7.0   0 121|   0     0 |           | 11   28    0   25    0
Jun 26 06:59:08 ubuntu dstat.sh[66498]: 26-06 06:59:08| 87  11   1   0   0|1786M  438M  174M 5335M|  20k   16k|   0   176k|   0  8.98 |5431  3403 |2.00 0.97 0.47|5.0   0   0|   0     0 |           | 11   33    0   25    0
Jun 26 06:59:09 ubuntu dstat.sh[66498]: 26-06 06:59:09| 77   9  12   0   0|1771M  452M  174M 5335M|  46k   40k|   0   813k|   0  54.1 |  10k   16k|2.00 0.97 0.47|5.0   0 8.0|   0     0 |           | 11   31    0   27    0
Jun 26 06:59:10 ubuntu dstat.sh[66498]: 26-06 06:59:10| 63  15  20   0   0|1493M  730M  174M 5335M|  15k   10k|   0  7336k|   0  59.0 |6218  7276 |2.16 1.02 0.49|2.0   0 290|   0     0 |           | 11   28    0   29    0
Jun 26 06:59:11 ubuntu dstat.sh[66498]: 26-06 06:59:11| 38   7  54   0   0|1564M  659M  174M 5335M|  10k 7466B|   0    82M|   0   479 |4091  3227 |2.16 1.02 0.49|1.0   0   0|   0     0 |           | 11   30    0   29    0
Jun 26 06:59:12 ubuntu dstat.sh[66498]: 26-06 06:59:12| 32  15  50   0   0|1452M  771M  174M 5336M|  18k   14k|   0  3057k|   0   182 |6296  8162 |2.16 1.02 0.49|4.0   0 277|   0     0 |           | 11   28    0   31    0
Jun 26 06:59:13 ubuntu dstat.sh[66498]: 26-06 06:59:13| 68  13  17   0   0|1512M  711M  174M 5336M|4817B 1500B|   0   232k|   0  10.0 |4147  2070 |2.16 1.02 0.49|3.0   0 102|   0     0 |           | 11   28    0   31    0
Jun 26 06:59:14 ubuntu dstat.sh[66498]: 26-06 06:59:14| 48   6  46   0   0|1556M  667M  174M 5336M|  25k   22k|   0   184k|   0  8.00 |4715  6008 |2.16 1.02 0.49|1.0   0   0|   0     0 |           | 11   31    0   27    0
Jun 26 06:59:15 ubuntu dstat.sh[66498]: 26-06 06:59:15| 57  20  23   0   0|1453M  770M  174M 5336M|  14k 8781B|   0  3092k|   0   173 |7192  7562 |2.23 1.06 0.50|4.0   0 258|   0     0 |           | 11   28    0   28    0
Jun 26 06:59:16 ubuntu dstat.sh[66498]: 26-06 06:59:16| 82  13   5   0   0|1608M  614M  174M 5336M|9349B 5274B|   0  3752k|   0  38.8 |5990  8655 |2.23 1.06 0.50|4.0   0  36|   0     0 |           | 11   29    0   29    0
Jun 26 06:59:17 ubuntu dstat.sh[66498]: 26-06 06:59:17| 58   7  33   0   0|1616M  607M  174M 5336M|  37k   32k|   0   273k|   0  23.1 |7381    11k|2.23 1.06 0.50|3.0   0   0|   0     0 |           | 11   30    0   31    0
Jun 26 06:59:18 ubuntu dstat.sh[66498]: 26-06 06:59:18| 63  19  16   0   0|1505M  717M  174M 5336M|  11k 6270B|   0   300k|   0  27.0 |5385  5332 |2.23 1.06 0.50|3.0   0 324|   0     0 |           | 11   28    0   28    0
Jun 26 06:59:19 ubuntu dstat.sh[66498]: 26-06 06:59:19| 54   7  37   0   0|1582M  641M  174M 5336M|  14k   11k|   0   192k|   0  10.0 |3869  2581 |2.23 1.06 0.50|4.0   0   0|   0     0 |           | 11   31    0   28    0
Jun 26 06:59:20 ubuntu dstat.sh[66498]: 26-06 06:59:20| 54   6  39   0   0|1519M  703M  174M 5336M|  26k   20k|   0   243k|   0  31.9 |7859    10k|2.21 1.07 0.51|4.0   0  24|   0     0 |           | 11   28    0   30    0
Jun 26 06:59:21 ubuntu dstat.sh[66498]: 26-06 06:59:21| 65  17  18   0   0|1503M  719M  174M 5336M|5421B 1663B|   0   624k|   0  24.0 |4576  2805 |2.21 1.07 0.51|4.0   0 275|   0     0 |           | 11   28    0   30    0
Jun 26 06:59:22 ubuntu dstat.sh[66498]: 26-06 06:59:22| 53   6  40   0   0|1547M  675M  174M 5336M|  19k   16k|   0   229k|   0  11.0 |4490  3852 |2.21 1.07 0.51|3.0   0   0|   0     0 |           | 11   31    0   30    0
Jun 26 06:59:23 ubuntu dstat.sh[66498]: 26-06 06:59:23| 53  17  28   0   0|1475M  747M  174M 5336M|  19k   14k|   0  1108k|   0  74.0 |7421  9422 |2.21 1.07 0.51|4.0   0 288|   0     0 |           | 11   28    0   33    0
Jun 26 06:59:24 ubuntu dstat.sh[66498]: 26-06 06:59:24| 64   8  29   0   0|1587M  635M  174M 5337M|8547B 6161B|   0   196k|   0  8.99 |3608  1443 |2.21 1.07 0.51|  0   0   0|   0     0 |           | 11   31    0   33    0
Jun 26 06:59:25 ubuntu dstat.sh[66498]: 26-06 06:59:25| 48   6  45   0   0|1579M  643M  174M 5337M|  27k   22k|   0   408k|   0  43.0 |7199  9499 |2.28 1.11 0.52|3.0   0   0|   0     0 |           | 11   28    0   35    0
Jun 26 06:59:26 ubuntu dstat.sh[66498]: 26-06 06:59:26| 63  13  23   0   0|1483M  739M  174M 5337M|5468B 1617B|   0   196k|   0  9.98 |4279  2192 |2.28 1.11 0.52|3.0   0 112|   0     0 |           | 11   28    0   35    0
