Apr 16 20:06:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 16 20:06:52 ubuntu dstat.sh[65093]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 16 20:06:52 ubuntu dstat.sh[65093]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 16 20:06:52 ubuntu dstat.sh[65093]: 16-04 20:06:52|                   | 982M 1357M  164M 5123M|           |           |           |           |0.94 0.88 0.52|3.0   0    |           |           | 10    3    0   17    0
Apr 16 20:06:53 ubuntu dstat.sh[65093]: 16-04 20:06:53| 10  21  67   0   0| 981M 1358M  164M 5123M|9333B 3540B|   0  1631k|   0   129 |5269  3917 |0.90 0.88 0.52|2.5   0 289|   0     0 |           | 10    4    0   17    0
Apr 16 20:06:54 ubuntu dstat.sh[65093]: 16-04 20:06:54| 15  22  62   0   0| 978M 1360M  164M 5124M|  15k 3056B|   0   288k|   0  73.8 |5274  3699 |0.86 0.87 0.52|5.0   0 298|   0     0 |           | 10    5    0   17    0
Apr 16 20:06:55 ubuntu dstat.sh[65093]: 16-04 20:06:55| 23  20  55   0   0| 992M 1346M  164M 5124M|  29k   11k|   0  4776k|   0  63.2 |6244  6354 |0.86 0.87 0.52|2.0   0 275|   0     0 |           | 10    6    0   17    0
Apr 16 20:06:56 ubuntu dstat.sh[65093]: 16-04 20:06:56| 23  15  60   0   0| 984M 1353M  164M 5124M|  32k   12k|   0  1339k|   0  45.0 |6400  7548 |0.86 0.87 0.52|1.0   0 253|   0     0 |           | 10    6    0   17    0
Apr 16 20:06:57 ubuntu dstat.sh[65093]: 16-04 20:06:57| 28  10  58   0   0|1127M 1209M  164M 5247M|  18k   11k|   0  1226k|   0  39.9 |4206  4094 |0.86 0.87 0.52|1.0   0 101|   0     0 |           | 11    8    0   17    0
Apr 16 20:06:58 ubuntu dstat.sh[65093]: 16-04 20:06:58| 26  13  59   0   0|1137M 1199M  164M 5247M|  40k   12k|   0  3055k|   0   131 |4331  3311 |0.86 0.87 0.52|2.0   0 194|   0     0 |           | 11    7    0   19    1
Apr 16 20:06:59 ubuntu dstat.sh[65093]: 16-04 20:06:59| 28   5  63   1   0|1205M 1123M  164M 5255M| 126k   14k|  32k 2687k|2.00  55.0 |2625  1926 |0.96 0.89 0.53|1.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 16 20:07:00 ubuntu dstat.sh[65093]: 16-04 20:07:00| 39   5  52   1   0|1242M 1063M  165M 5274M|  59k 3873B|   0  3233k|   0  79.8 |3074  2082 |0.96 0.89 0.53|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Apr 16 20:07:01 ubuntu dstat.sh[65093]: 16-04 20:07:01| 32   7  46  12   0|1257M 1021M  167M 5296M|4714B 1458B|   0    33M|   0  2571 |  12k   22k|0.96 0.89 0.53|2.0   0  55|   0     0 |           | 11    8    0   19    2
Apr 16 20:07:02 ubuntu dstat.sh[65093]: 16-04 20:07:02| 39   7  45   7   0|1185M 1071M  168M 5317M|4859B 1620B|   0    47M|   0  3265 |  12k   21k|0.96 0.89 0.53|2.0   0  61|   0     0 |           | 11    6    0   19    2
Apr 16 20:07:03 ubuntu dstat.sh[65093]: 16-04 20:07:03| 41   9  48   2   0|1254M  983M  168M 5333M|4639B 1458B|   0  4380k|   0   321 |3787  2792 |0.96 0.89 0.53|2.0   0  42|   0     0 |           | 11    6    0   19    2
Apr 16 20:07:04 ubuntu dstat.sh[65093]: 16-04 20:07:04| 44   5  49   2   0|1285M  924M  170M 5356M|4441B 1620B|   0  4389k|   0   357 |3330  2270 |1.04 0.91 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 16 20:07:05 ubuntu dstat.sh[65093]: 16-04 20:07:05| 41   5  52   1   0|1206M 1020M  170M 5340M|  11k 4251B|   0  8056k|   0   486 |3668  3440 |1.04 0.91 0.54|2.0   0  12|   0     0 |           | 11    4    0   19    0
Apr 16 20:07:06 ubuntu dstat.sh[65093]: 16-04 20:07:06| 39   7  53   0   0|1244M  977M  170M 5344M|  11k 3738B|   0   842k|   0  45.1 |2947  1813 |1.04 0.91 0.54|2.0   0  33|   0     0 |           | 11    5    0   19    0
Apr 16 20:07:07 ubuntu dstat.sh[65093]: 16-04 20:07:07| 42   9  49   0   0|1210M 1009M  170M 5346M|5375B 2233B|   0   956k|   0  41.0 |3576  2121 |1.04 0.91 0.54|3.0   0  93|   0     0 |           | 11    5    0   19    0
Apr 16 20:07:08 ubuntu dstat.sh[65093]: 16-04 20:07:08| 26  25  47   0   0|1209M 1004M  170M 5351M|  11k 4137B|   0  1473k|   0  81.1 |  15k   23k|1.04 0.91 0.54|2.0   0 504|   0     0 |           | 11    4    0   19    0
Apr 16 20:07:09 ubuntu dstat.sh[65093]: 16-04 20:07:09| 36  22  40   0   0|1202M 1009M  170M 5352M|4485B 1657B|   0   961k|   0   109 |  14k   23k|1.20 0.94 0.55|2.0   0 289|   0     0 |           | 11    4    0   19    0
Apr 16 20:07:10 ubuntu dstat.sh[65093]: 16-04 20:07:10| 64  19  17   1   0|1230M  994M  170M 5341M|4180B 1687B|  32k   23M|3.01   470 |5148  3732 |1.20 0.94 0.55|5.0   0 166|   0     0 |           | 11    5    1   19    0
Apr 16 20:07:11 ubuntu dstat.sh[65093]: 16-04 20:07:11| 65   9  26   0   0|1267M  956M  170M 5341M|5046B 1690B|   0   271k|   0  9.98 |3990  1726 |1.20 0.94 0.55|2.0   0  73|   0     0 |           | 11    5    1   19    0
Apr 16 20:07:12 ubuntu dstat.sh[65093]: 16-04 20:07:12| 43   9  47   0   0|1293M  928M  170M 5343M|5830B 1530B|   0  2305k|   0   126 |3144  3641 |1.20 0.94 0.55|2.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 16 20:07:13 ubuntu dstat.sh[65093]: 16-04 20:07:13|  9   9  81   0   0|1286M  934M  170M 5344M|5463B 1695B|   0  1069k|   0  28.0 |3025  3198 |1.20 0.94 0.55|  0   0 119|   0     0 |           | 11    4    1   19    0
Apr 16 20:07:14 ubuntu dstat.sh[65093]: 16-04 20:07:14| 12   5  82   0   0|1325M  896M  170M 5344M|4918B 1693B|   0     0 |   0     0 |1719  1540 |1.10 0.93 0.55|1.0   0  22|   0     0 |           | 11    4    1   19    0
