May 18 17:04:47 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 18 17:04:47 ubuntu dstat.sh[65609]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 18 17:04:47 ubuntu dstat.sh[65609]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 18 17:04:47 ubuntu dstat.sh[65609]: 18-05 17:04:47|                   |1009M 1314M  163M 5137M|           |           |           |           |1.11 0.85 0.47|2.0 1.0    |           |           | 10    5    0   17    0
May 18 17:04:48 ubuntu dstat.sh[65609]: 18-05 17:04:48| 19  21  58   1   0|1014M 1309M  163M 5137M|  39k   13k|   0    11M|   0   277 |7046  6317 |1.11 0.85 0.47|1.5 0.5 571|   0     0 |           | 10    6    0   17    0
May 18 17:04:49 ubuntu dstat.sh[65609]: 18-05 17:04:49| 27  19  53   0   0|1007M 1316M  164M 5138M|  22k   13k|   0  2036k|   0   173 |6513  6372 |1.18 0.87 0.48|1.0   0 488|   0     0 |           | 10    6    0   17    0
May 18 17:04:50 ubuntu dstat.sh[65609]: 18-05 17:04:50| 28  12  57   1   0|1117M 1205M  164M 5260M|  43k   13k|   0  1988k|   0  60.9 |6327  8145 |1.18 0.87 0.48|1.0   0 167|   0     0 |           | 11    6    0   17    0
May 18 17:04:51 ubuntu dstat.sh[65609]: 18-05 17:04:51| 17   6  76   1   0|1116M 1198M  164M 5267M|  89k   10k|   0  1251k|   0  38.0 |2594  2133 |1.18 0.87 0.48|3.0   0  80|   0     0 |           | 11    7    0   17    1
May 18 17:04:52 ubuntu dstat.sh[65609]: 18-05 17:04:52| 38  12  49   1   0|1124M 1166M  165M 5287M|  94k 1472B|   0  3163k|   0   100 |4801  3669 |1.18 0.87 0.48|2.0   0 201|   0     0 |           | 11    6    0   19    2
May 18 17:04:53 ubuntu dstat.sh[65609]: 18-05 17:04:53| 45   6  49   0   0|1175M 1096M  166M 5304M|3301B   42B|  32k 2553k|2.00  47.0 |3035  1799 |1.18 0.87 0.48|3.0   0 2.0|   0     0 |           | 11    6    0   19    2
May 18 17:04:54 ubuntu dstat.sh[65609]: 18-05 17:04:54| 41   7  49   3   0|1226M 1019M  167M 5326M|2765B    0 |   0  7741k|   0   387 |4469  5002 |1.24 0.89 0.48|1.0 1.0  10|   0     0 |           | 11    8    0   19    2
May 18 17:04:55 ubuntu dstat.sh[65609]: 18-05 17:04:55| 31   6  45  14   0|1224M  981M  169M 5360M|2279B    0 |   0    46M|   0  3260 |  15k   27k|1.24 0.89 0.48|4.0   0  45|   0     0 |           | 11    8    0   19    2
May 18 17:04:56 ubuntu dstat.sh[65609]: 18-05 17:04:56| 41   8  44   6   0|1178M 1033M  170M 5353M|2974B  479B|   0    34M|   0  2385 |8983    16k|1.24 0.89 0.48|4.0   0 104|   0     0 |           | 11    4    0   19    0
May 18 17:04:57 ubuntu dstat.sh[65609]: 18-05 17:04:57| 40   7  53   0   0|1268M  942M  170M 5354M|7760B 2108B|   0  1414k|   0  72.9 |2915  1742 |1.24 0.89 0.48|2.0   0  33|   0     0 |           | 11    5    0   19    0
May 18 17:04:58 ubuntu dstat.sh[65609]: 18-05 17:04:58| 44   7  46   1   0|1252M  952M  170M 5359M|2916B  601B|   0    12M|   0   562 |3975  3618 |1.24 0.89 0.48|3.0   0  29|   0     0 |           | 11    5    0   19    0
May 18 17:04:59 ubuntu dstat.sh[65609]: 18-05 17:04:59| 40   7  50   0   0|1260M  937M  170M 5364M|8826B 2622B|   0  1356k|   0  78.0 |  11k   19k|1.31 0.91 0.49|2.0   0 6.0|   0     0 |           | 11    4    0   19    0
May 18 17:05:00 ubuntu dstat.sh[65609]: 18-05 17:05:00| 41  13  45   0   0|1246M  951M  170M 5364M|2708B    0 |   0    88k|   0  1.00 |  11k   18k|1.31 0.91 0.49|2.0   0 200|   0     0 |           | 11    4    0   19    0
May 18 17:05:01 ubuntu dstat.sh[65609]: 18-05 17:05:01| 28  26  45   1   0|1211M  998M  170M 5354M|2600B    0 |   0  3192k|   0   273 |6456  5319 |1.31 0.91 0.49|2.0   0 480|   0     0 |           | 11    4    0   19    0
May 18 17:05:02 ubuntu dstat.sh[65609]: 18-05 17:05:02| 44  19  37   0   0|1214M  994M  170M 5354M|2907B    0 |   0    16k|   0  4.00 |6553  7387 |1.31 0.91 0.49|2.0   0 362|   0     0 |           | 11    5    0   19    0
May 18 17:05:03 ubuntu dstat.sh[65609]: 18-05 17:05:03| 45   5  49   0   0|1270M  939M  170M 5354M|2804B    0 |   0  1492k|   0  79.8 |2694  1300 |1.31 0.91 0.49|2.0   0 1.0|   0     0 |           | 11    5    0   19    0
May 18 17:05:04 ubuntu dstat.sh[65609]: 18-05 17:05:04| 45   6  49   0   0|1300M  908M  170M 5355M|3112B    0 |   0   396k|   0  38.0 |2640  1296 |1.36 0.93 0.50|4.0   0   0|   0     0 |           | 11    5    0   19    0
May 18 17:05:05 ubuntu dstat.sh[65609]: 18-05 17:05:05| 27   9  63   0   0|1305M  901M  170M 5357M|2989B    0 |   0  1502k|   0   108 |3517  3904 |1.36 0.93 0.50|  0   0 118|   0     0 |           | 11    4    0   20    0
May 18 17:05:06 ubuntu dstat.sh[65609]: 18-05 17:05:06| 21   5  74   0   0|1371M  835M  170M 5357M|2926B    0 |   0  1942k|   0  77.1 |2295  2130 |1.36 0.93 0.50|1.0   0  22|   0     0 |           | 11    4    0   20    0
May 18 17:05:07 ubuntu dstat.sh[65609]: 18-05 17:05:07| 24   2  74   0   0|1389M  817M  170M 5357M|2520B    0 |   0     0 |   0     0 |1672  1136 |1.36 0.93 0.50|1.0   0   0|   0     0 |           | 11    4    0   20    0
May 18 17:05:08 ubuntu dstat.sh[65609]: 18-05 17:05:08| 22   5  71   2   0|1299M  906M  170M 5357M|2765B    0 |   0    18M|   0   568 |4383  5518 |1.36 0.93 0.50|1.0   0  37|   0     0 |           | 11    4    0   22    0
May 18 17:05:09 ubuntu dstat.sh[65609]: 18-05 17:05:09| 22   4  74   0   0|1356M  850M  171M 5357M|2155B    0 | 144k    0 |6.99     0 |1841  1233 |1.33 0.93 0.50|1.0   0 6.0|   0     0 |           | 11    4    0   22    0
May 18 17:05:10 ubuntu dstat.sh[65609]: 18-05 17:05:10| 18   2  78   0   0|1374M  831M  171M 5357M|6409B 4077B|   0  1639k|   0  85.9 |2377  2484 |1.33 0.93 0.50|1.0   0 1.0|   0     0 |           | 11   17    0   20    0
May 18 17:05:11 ubuntu dstat.sh[65609]: 18-05 17:05:11| 18   5  74   1   0|1363M  841M  171M 5358M|6828B 4347B| 268k 2564k|66.0   147 |2960  2876 |1.33 0.93 0.50|1.0   0  45|   0     0 |           | 11   28    0   21    0
May 18 17:05:12 ubuntu dstat.sh[65609]: 18-05 17:05:12| 20   3  77   0   0|1364M  841M  171M 5358M|4875B 2386B|   0    84k|   0  12.0 |1902  1593 |1.33 0.93 0.50|1.0   0   0|   0     0 |           | 11   29    0   21    0
May 18 17:05:13 ubuntu dstat.sh[65609]: 18-05 17:05:13| 24  10  66   1   0|1350M  855M  171M 5358M|6961B 4536B|   0    23M|   0   177 |3992  3646 |1.33 0.93 0.50|2.0   0 157|   0     0 |           | 11   28    0   22    0
May 18 17:05:14 ubuntu dstat.sh[65609]: 18-05 17:05:14| 36   5  57   0   0|1418M  786M  171M 5358M|9154B 6231B|   0  3101k|   0   185 |3026  2066 |1.39 0.95 0.51|2.0   0   0|   0     0 |           | 11   30    0   18    0
May 18 17:05:15 ubuntu dstat.sh[65609]: 18-05 17:05:15| 37   6  56   0   0|1391M  814M  171M 5358M|  15k   12k|   0  1092k|   0  58.2 |6269  8089 |1.39 0.95 0.51|2.0   0  36|   0     0 |           | 11   28    0   19    0
May 18 17:05:16 ubuntu dstat.sh[65609]: 18-05 17:05:16| 70  26   6   0   0|1537M  668M  171M 5358M|2898B    0 |   0  2481k|   0  39.0 |5882  4906 |1.39 0.95 0.51|6.0   0 542|   0     0 |           | 11   28    0   19    0
May 18 17:05:17 ubuntu dstat.sh[65609]: 18-05 17:05:17| 84  10   4   0   0|1729M  475M  171M 5358M|  21k   19k|   0  4095B|   0  1.00 |6293  5409 |1.39 0.95 0.51|6.0   0   0|   0     0 |           | 11   33    0   19    0
May 18 17:05:18 ubuntu dstat.sh[65609]: 18-05 17:05:18| 76  12  11   0   0|1662M  542M  171M 5358M|  28k   25k|   0    26M|   0   577 |9118    13k|1.39 0.95 0.51|2.0   0 200|   0     0 |           | 11   29    0   24    0
May 18 17:05:19 ubuntu dstat.sh[65609]: 18-05 17:05:19| 22   8  70   0   0|1562M  642M  171M 5358M|3733B  891B|   0   658k|   0  25.9 |3079  2518 |1.35 0.95 0.51|1.0   0 110|   0     0 |           | 11   28    0   25    0
May 18 17:05:20 ubuntu dstat.sh[65609]: 18-05 17:05:20| 17   2  80   0   0|1531M  673M  171M 5358M|8865B 6067B|   0   152k|   0  8.01 |2368  2559 |1.35 0.95 0.51|2.0   0   0|   0     0 |           | 11   29    0   25    0
May 18 17:05:21 ubuntu dstat.sh[65609]: 18-05 17:05:21| 19   6  73   0   0|1475M  729M  171M 5358M|3501B  879B|   0   268k|   0  22.0 |2895  2749 |1.35 0.95 0.51|1.0   0  68|   0     0 |           | 11   28    0   26    0
May 18 17:05:22 ubuntu dstat.sh[65609]: 18-05 17:05:22| 17   2  81   0   0|1480M  724M  171M 5358M|7852B 5782B|   0   148k|   0  9.00 |2167  2240 |1.35 0.95 0.51|  0   0   0|   0     0 |           | 11   29    0   25    0
May 18 17:05:23 ubuntu dstat.sh[65609]: 18-05 17:05:23| 11  18  69   1   0|1416M  788M  171M 5358M|4531B 1186B|   0    28M|   0   255 |5577  5086 |1.35 0.95 0.51|2.0   0 295|   0     0 |           | 11   28    0   26    0
May 18 17:05:24 ubuntu dstat.sh[65609]: 18-05 17:05:24| 20  31  48   0   0|1413M  791M  171M 5358M|2471B    0 |   0    48k|   0  12.0 |5978  4779 |1.33 0.95 0.52|5.0   0 671|   0     0 |           | 11   28    0   26    0
