"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","jammy-provider-cloud-0000007219",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","14 Jun 2024 13:07:29 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
14-06 13:07:29,,1021036,2017304,158428,4626892,,,,,,,1.370,0.810,0.430,4,0,,,,9,4,3,17,2
14-06 13:07:30,28.219,24.473,47.198,0.250,0,1005176,2030896,158432,4629012,4816.682,1456.392,1162.716,1810.002,13.985,67.925,3900,7369,1.370,0.810,0.430,4,0,653.279,0,0,9,4,3,17,2
14-06 13:07:31,32.022,22.015,43.780,1.001,0,1017124,1987248,159088,4657192,4893.357,1080.741,0,3734.562,0,144.099,4371,9703,1.370,0.810,0.430,3,0,368.253,0,0,9,4,3,17,2
14-06 13:07:32,30.994,10.748,57.238,1.000,0,1140976,1831496,160320,4809060,4645.034,1531.681,0,3359.301,0,146.969,3553,7156,1.340,0.820,0.440,2,0,48.990,0,0,10,4,3,17,2
14-06 13:07:33,34.490,8.248,56.484,0.500,0,1066864,1912916,160840,4800224,12185.527,4257.787,0,5130.538,0,67.981,1943,2716,1.340,0.820,0.440,2,0,115.967,0,0,10,4,3,17,0
14-06 13:07:34,39.514,12.004,46.267,0.250,0,1170188,1807908,160852,4801972,6167.202,1512.540,732.261,1924.687,19.007,31.011,9731,19207,1.340,0.820,0.440,2,0,184.066,0,0,10,4,3,19,0
14-06 13:07:35,46.664,4.741,48.660,0,0,1209276,1767816,160860,4802868,6886.322,1455.321,111.794,2750.936,3.993,9.982,1933,2757,1.340,0.820,0.440,5,0,9.982,0,0,10,6,3,19,0
14-06 13:07:36,35.074,9.019,41.838,11.775,0,1187072,1778348,162100,4812856,5455.440,1461.064,0,50766.457,0,4096.591,20828,47743,1.340,0.820,0.440,3,0,79.166,0,0,10,6,3,19,0
14-06 13:07:37,42.250,8.500,48.749,0.500,0,1130804,1834584,162252,4812672,5078.944,1457.984,0,12843.859,0,780.991,2756,5428,1.710,0.900,0.470,2,0,86.999,0,0,10,4,3,19,0
14-06 13:07:38,39.662,3.492,55.626,0,0,1158904,1806344,162268,4812792,7286.809,1496.674,0,674.501,0,27.938,1296,1504,1.710,0.900,0.470,1,0,49.889,0,0,10,4,3,19,0
14-06 13:07:39,23.248,3.250,73.745,0,0,1124448,1840716,162332,4812804,6793.545,1403.906,0,5379.640,0,306.979,1435,2463,1.710,0.900,0.470,1,0,9.999,0,0,10,4,3,19,0
14-06 13:07:40,22.544,3.507,73.645,0.250,0,1068400,1896764,162336,4812800,6024.857,1577.104,0,953.877,0,144.284,1078,1360,1.710,0.900,0.470,2,0,30.059,0,0,10,4,3,19,0
14-06 13:07:41,9.752,20.004,70.765,0,0,1077608,1887388,162336,4812956,4827.990,1512.310,0,20.004,0,4.001,2723,4247,1.710,0.900,0.470,3,0,365.075,0,0,10,4,3,15,0
14-06 13:07:42,12.507,19.511,67.539,0,0,1097460,1867384,162336,4813264,42681.499,1566.899,0,56.032,0,11.006,3491,5521,1.650,0.910,0.470,2,0,358.206,0,0,10,4,3,15,0
14-06 13:07:43,35.222,12.990,50.710,0,0,1187412,1777280,162336,4813552,4954.086,1618.721,55.956,0,0.999,0,3248,5015,1.650,0.910,0.470,2,0,164.870,0,0,10,5,3,13,0
14-06 13:07:44,48.410,2.994,48.909,0,0,1250292,1713468,162360,4814568,5962.915,1603.020,586.909,11346.906,21.959,75.859,1353,1468,1.650,0.910,0.470,2,0,0,0,0,10,5,3,13,0
14-06 13:07:45,35.247,8.999,55.745,0,0,1285060,1675736,162476,4816948,5629.488,1565.858,0,1799.836,0,75.993,2027,5797,1.650,0.910,0.470,0,0,119.989,0,0,10,4,3,13,0
14-06 13:07:46,0.750,0.500,98.244,0,0,1284892,1675736,162476,4817096,5591.687,1511.915,0,79.996,0,8.999,702,1140,1.650,0.910,0.470,0,0,0,0,0,10,4,3,13,0
14-06 13:07:47,8.501,2.750,88.015,0.250,0,1310044,1650576,162508,4817072,7600.292,1566.266,0,828.141,0,31.005,1216,1606,1.600,0.910,0.470,1,0,22.004,0,0,10,4,3,12,0
14-06 13:07:48,23.748,2.500,73.744,0,0,1367432,1593120,162508,4817100,4656.641,1457.888,0,0,0,0,835,1087,1.600,0.910,0.470,1,0,0,0,0,10,4,3,12,0
