May 28 23:48:15 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 28 23:48:16 ubuntu dstat.sh[65646]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 28 23:48:16 ubuntu dstat.sh[65646]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 28 23:48:16 ubuntu dstat.sh[65646]: 28-05 23:48:16|                   | 979M 1333M  166M 5145M|           |           |           |           |1.26 0.89 0.50|1.0   0    |           |           | 10    3    0   17    0
May 28 23:48:17 ubuntu dstat.sh[65646]: 28-05 23:48:17|  9  20  68   0   0| 984M 1328M  166M 5145M|  10k 2946B|   0  2717k|   0   212 |5488  4146 |1.26 0.89 0.50|1.0   0 321|   0     0 |           | 10    4    0   17    0
May 28 23:48:18 ubuntu dstat.sh[65646]: 28-05 23:48:18| 19  22  58   0   0| 989M 1323M  166M 5145M|  23k 8134B|   0  1746k|   0   128 |5514  4006 |1.26 0.89 0.50|3.0   0 334|   0     0 |           | 10    5    0   17    0
May 28 23:48:19 ubuntu dstat.sh[65646]: 28-05 23:48:19| 25  19  54   0   0| 974M 1338M  166M 5146M|  43k   15k|   0  1779k|   0  60.0 |5906  6033 |1.26 0.89 0.50|2.0   0 308|   0     0 |           | 10    6    0   17    0
May 28 23:48:20 ubuntu dstat.sh[65646]: 28-05 23:48:20| 34  15  50   0   0|1112M 1199M  166M 5268M|  21k   13k|   0  1489k|   0  46.9 |6494  8356 |1.16 0.88 0.50|  0   0 187|   0     0 |           | 11    6    0   17    0
May 28 23:48:21 ubuntu dstat.sh[65646]: 28-05 23:48:21| 20   5  74   1   0|1127M 1183M  166M 5269M|  41k   13k|   0  1538k|   0  53.1 |2574  2118 |1.16 0.88 0.50|1.0   0  76|   0     0 |           | 11    8    0   17    0
May 28 23:48:22 ubuntu dstat.sh[65646]: 28-05 23:48:22| 34  11  54   1   0|1125M 1165M  167M 5287M| 182k   12k|   0  2507k|   0  86.0 |4504  3264 |1.16 0.88 0.50|3.0   0 181|   0     0 |           | 11    7    0   19    1
May 28 23:48:23 ubuntu dstat.sh[65646]: 28-05 23:48:23| 42   8  48   1   0|1200M 1074M  168M 5300M|4134B 1590B|  32k 7063k|2.00  95.0 |3414  2230 |1.16 0.88 0.50|2.0   0  25|   0     0 |           | 11    6    0   19    2
May 28 23:48:24 ubuntu dstat.sh[65646]: 28-05 23:48:24| 46   5  48   0   0|1228M 1027M  168M 5316M|4680B 1620B|   0  2124k|   0  37.0 |3084  1821 |1.16 0.88 0.50|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 28 23:48:25 ubuntu dstat.sh[65646]: 28-05 23:48:25| 31   8  46  12   0|1250M  972M  170M 5344M|4077B 1619B|   0    32M|   0  2141 |  12k   21k|1.23 0.90 0.51|1.0 1.0  46|   0     0 |           | 11    8    0   19    2
May 28 23:48:26 ubuntu dstat.sh[65646]: 28-05 23:48:26| 37   9  43  10   0|1175M 1015M  171M 5372M|4587B 1623B|   0    54M|   0  3798 |  13k   24k|1.23 0.90 0.51|3.0   0  77|   0     0 |           | 11    6    0   19    2
May 28 23:48:27 ubuntu dstat.sh[65646]: 28-05 23:48:27| 42   8  48   1   0|1238M  960M  172M 5362M|4874B 2096B|   0  4610k|   0   320 |3696  2802 |1.23 0.90 0.51|2.0   0  36|   0     0 |           | 11    4    0   19    0
May 28 23:48:28 ubuntu dstat.sh[65646]: 28-05 23:48:28| 41   5  53   0   0|1296M  901M  172M 5363M|  11k 4400B|   0  1825k|   0  95.0 |2901  1690 |1.23 0.90 0.51|2.0   0  33|   0     0 |           | 11    5    0   19    0
May 28 23:48:29 ubuntu dstat.sh[65646]: 28-05 23:48:29| 44   9  46   1   0|1299M  892M  172M 5368M|4791B 1797B|   0  8664k|   0   518 |9045    15k|1.23 0.90 0.51|2.0   0  18|   0     0 |           | 11    4    0   19    0
May 28 23:48:30 ubuntu dstat.sh[65646]: 28-05 23:48:30| 44   8  46   0   0|1290M  900M  172M 5369M|4670B 1617B|   0  1210k|   0  69.9 |9326    15k|1.29 0.91 0.51|2.0   0  14|   0     0 |           | 11    4    0   19    0
May 28 23:48:31 ubuntu dstat.sh[65646]: 28-05 23:48:31| 33  24  42   1   0|1233M  965M  172M 5364M|5126B 1623B|   0  3174k|   0   252 |9922    15k|1.29 0.91 0.51|4.0   0 511|   0     0 |           | 11    4    0   19    0
May 28 23:48:32 ubuntu dstat.sh[65646]: 28-05 23:48:32| 37  22  40   0   0|1208M  990M  172M 5363M|4981B 1620B|   0  2016k|   0   209 |6982    11k|1.29 0.91 0.51|2.0   0 340|   0     0 |           | 11    4    0   20    0
May 28 23:48:33 ubuntu dstat.sh[65646]: 28-05 23:48:33| 40  18  41   0   0|1183M 1014M  172M 5363M|4391B 1456B|   0  7360k|   0  37.9 |4759  3757 |1.29 0.91 0.51|2.0   0 208|   0     0 |           | 11    5    0   20    0
May 28 23:48:34 ubuntu dstat.sh[65646]: 28-05 23:48:34| 46   5  49   0   0|1233M  964M  172M 5363M|4667B 1615B|   0   363k|   0  28.9 |2639  1229 |1.29 0.91 0.51|3.0   0   0|   0     0 |           | 11    5    0   19    0
May 28 23:48:35 ubuntu dstat.sh[65646]: 28-05 23:48:35| 43   9  48   0   0|1259M  937M  172M 5365M|4712B 1462B|   0   349k|   0  24.1 |2725  2695 |1.35 0.93 0.52|3.0   0   0|   0     0 |           | 11    5    0   19    0
May 28 23:48:36 ubuntu dstat.sh[65646]: 28-05 23:48:36| 18  12  68   0   0|1277M  918M  172M 5366M|4752B 1618B|   0  2322k|   0   116 |4121  3917 |1.35 0.93 0.52|2.0   0 140|   0     0 |           | 11    4    0   20    0
May 28 23:48:37 ubuntu dstat.sh[65646]: 28-05 23:48:37| 22   4  73   0   0|1339M  855M  172M 5366M|5003B 1460B|   0   557k|   0  49.1 |1899  1494 |1.35 0.93 0.52|2.0   0   0|   0     0 |           | 11    4    0   20    0
