Jan 07 09:43:29 jammy-provider-cloud-0000007892 systemd[1]: Started Devstack devstack@dstat.service.
Jan 07 09:43:29 jammy-provider-cloud-0000007892 dstat.sh[58162]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jan 07 09:43:29 jammy-provider-cloud-0000007892 dstat.sh[58162]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jan 07 09:43:29 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:29|                   | 953M 1952M  159M 4570M|           |           |           |           |1.10 0.78 0.46|1.0   0    |           |   0     0 |  9    6    3   16    0
Jan 07 09:43:30 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:30| 25  19  55   0   0| 963M 1942M  159M 4570M| 213k   13k|   0  2298k|   0  88.9 |4082  6950 |1.10 0.78 0.46|1.0   0 618|   0     0 |   0     0 |  9    6    3   16    0
Jan 07 09:43:31 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:31| 26  17  55   0   0| 982M 1922M  159M 4571M|  61k   14k|   0  2068k|   0  86.0 |4358  8369 |1.17 0.80 0.46| 18   0 496|   0     0 |   0     0 |  9    5    3   16    1
Jan 07 09:43:32 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:32| 19   8  70   0   0|1111M 1780M  159M 4705M|4258k   46k|   0  6016k|   0  51.9 |5160  9481 |1.17 0.80 0.46|1.0   0  52|   0     0 |   0     0 | 10    4    3   16    2
Jan 07 09:43:33 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:33| 29   9  62   1   0|1122M 1755M  159M 4718M| 847k 8080B|   0  3441k|   0  93.0 |2155  2693 |1.17 0.80 0.46|2.0   0 106|   0     0 |   0     0 | 10    6    3   16    2
Jan 07 09:43:34 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:34| 39  11  50   1   0|1163M 1681M  160M 4746M|4774B 1566B|  80k 4765k|1.00   190 |2669  4259 |1.17 0.80 0.46|2.0   0 182|   0     0 |   0     0 | 10    6    3   18    2
Jan 07 09:43:35 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:35| 43   6  50   0   0|1214M 1598M  161M 4774M|5613B 1620B|   0  6643k|   0   210 |1588  2136 |1.17 0.80 0.46|2.0   0   0|   0     0 |   0     0 | 10    6    3   18    2
Jan 07 09:43:36 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:36| 28   6  53  10   0|1151M 1666M  162M 4768M|  11k 4367B|   0    35M|   0  3189 |  11k   25k|1.24 0.82 0.47|4.0   0  57|   0     0 |   0     0 | 10    6    3   18    0
Jan 07 09:43:37 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:37| 42   9  42   6   0|1122M 1691M  163M 4771M|7470B 1563B|   0    34M|   0  2162 |  15k   33k|1.24 0.82 0.47|2.0   0 106|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:38 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:38| 47   6  46   0   0|1176M 1637M  163M 4771M|5861B 1620B|   0  2456k|   0  70.0 |9252    18k|1.24 0.82 0.47|2.0   0  15|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:39 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:39| 45   6  49   0   0|1083M 1730M  163M 4771M|5153B 1622B|   0  7304k|   0   401 |2131  3105 |1.24 0.82 0.47|2.0   0  23|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:40 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:40| 38   4  56   0   0|1124M 1689M  163M 4771M|5777B 1511B|   0   556k|   0  34.0 |1341  1592 |1.24 0.82 0.47|2.0   0  52|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:41 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:41| 14  13  72   0   0|1050M 1763M  163M 4771M|5583B 1618B|   0  8184B|   0  2.00 |2339  3370 |1.14 0.81 0.47|1.0   0 273|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:42 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:42| 12  20  69   0   0|1050M 1763M  163M 4772M|5567B 1624B|   0  9049k|   0   377 |3347  5005 |1.14 0.81 0.47|1.0   0 432|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:43 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:43| 30  15  54   0   0|1113M 1699M  163M 4772M|5606B 1617B|   0  4087B|   0  1.00 |4239  8582 |1.14 0.81 0.47|2.0   0 211|   0     0 |   0     0 | 10    5    3   18    0
Jan 07 09:43:44 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:44| 48   3  49   0   0|1212M 1600M  163M 4773M|8522B 1620B|   0   368k|   0  40.0 |1341  1383 |1.14 0.81 0.47|2.0   0 4.0|   0     0 |   0     0 | 10    5    3   18    0
Jan 07 09:43:45 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:45| 42   7  52   0   0|1245M 1565M  163M 4775M|5025B 1570B|   0   846k|   0   112 |1893  5357 |1.14 0.81 0.47|1.0   0  97|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:46 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:46|  5   3  90   0   0|1262M 1548M  163M 4775M|5446B 1617B|   0  1856k|   0   147 |1193  1583 |1.21 0.83 0.48|2.0   0  42|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:47 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:47| 23   3  72   0   0|1332M 1477M  163M 4775M|5291B 1512B|   0    12M|   0  71.0 |1257  1730 |1.21 0.83 0.48|2.0   0 2.0|   0     0 |   0     0 | 10    4    3   18    0
Jan 07 09:43:48 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:48| 24   2  72   1   0|1351M 1458M  163M 4775M|  43k 1689B|   0  1269k|   0   183 |2612  4584 |1.21 0.83 0.48|3.0   0 1.0|   0     0 |   0     0 | 10   10    4   18    0
Jan 07 09:43:49 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:49| 22   5  73   0   0|1303M 1506M  163M 4775M|6030B 2018B|   0   333k|   0  10.0 |1321  1871 |1.21 0.83 0.48|2.0   0  44|   0     0 |   0     0 | 10    4    5   20    0
Jan 07 09:43:50 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:50| 22   4  73   0   0|1269M 1539M  163M 4776M|8084B 1789B| 232k 1569k|58.0  14.0 |2056  3280 |1.21 0.83 0.48|1.0   0  46|   0     0 |   0     0 | 10   28    5   20    0
Jan 07 09:43:51 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:51| 24   2  74   0   0|1304M 1505M  163M 4776M|5889B 1694B|   0     0 |   0     0 |1396  1929 |1.19 0.83 0.48|3.0   0 3.0|   0     0 |   0     0 | 10   28    5   20    0
Jan 07 09:43:52 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:52| 38  10  52   0   0|1349M 1459M  163M 4776M|  11k 1788B|   0    12M|   0   167 |2242  3178 |1.19 0.83 0.48|3.0   0 160|   0     0 |   0     0 | 10   28    5   20    0
Jan 07 09:43:53 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:53| 46  13  41   0   0|1293M 1515M  163M 4776M|6786B 1461B|   0   228k|   0  28.1 |5348    12k|1.19 0.83 0.48|4.0   0 343|   0     0 |   0     0 | 10   28    5   24    0
Jan 07 09:43:54 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:54| 82  16   2   0   0|1504M 1304M  163M 4776M|9039B 1616B|   0    20k|   0  4.99 |3200  6167 |1.19 0.83 0.48|8.0   0 230|   0     0 |   0     0 | 10   30    5   18    0
Jan 07 09:43:55 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:55| 72  14  13   0   0|1370M 1438M  163M 4776M|6794B 1784B|   0   866k|   0  74.2 |5910    13k|1.19 0.83 0.48|3.0   0 218|   0     0 |   0     0 | 10   29    5   18    0
Jan 07 09:43:56 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:56| 31   7  61   0   0|1288M 1519M  163M 4777M|5206B 1686B|   0   263k|   0  24.9 |3154  5958 |1.18 0.83 0.48|1.0   0 109|   0     0 |   0     0 | 10   28    5   18    0
Jan 07 09:43:57 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:57| 23   3  73   0   0|1332M 1476M  163M 4777M|5331B 1721B|   0    33M|   0  87.3 |1831  3240 |1.18 0.83 0.48|1.0   0 2.0|   0     0 |   0     0 | 10   29    5   19    0
Jan 07 09:43:58 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:58| 21   5  73   0   0|1328M 1480M  163M 4777M|5804B 1613B|   0  1509k|   0  36.8 |1767  2767 |1.18 0.83 0.48|1.0   0  70|   0     0 |   0     0 | 10   28    5   19    0
Jan 07 09:43:59 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:43:59| 18  10  71   0   0|1280M 1528M  163M 4777M|5237B 1713B|   0   370k|   0  32.2 |2948  5404 |1.18 0.83 0.48|1.0   0 251|   0     0 |   0     0 | 10   28    5   19    0
Jan 07 09:44:00 jammy-provider-cloud-0000007892 dstat.sh[58162]: 07-01 09:44:00| 38  23  39   0   0|1380M 1427M  163M 4777M|6509B 1512B|   0    48k|   0  12.0 |3379  5898 |1.18 0.83 0.48|5.0   0 752|   0     0 |   0     0 | 10   28    5   19    0
