May 06 16:57:44 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 06 16:57:45 ubuntu dstat.sh[65372]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 06 16:57:45 ubuntu dstat.sh[65372]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 06 16:57:45 ubuntu dstat.sh[65372]: 06-05 16:57:45|                   |1088M 1249M  165M 5124M|           |           |           |           |1.57 1.08 0.60|3.0   0    |           |           | 10    6    0   17    0
May 06 16:57:46 ubuntu dstat.sh[65372]: 06-05 16:57:46| 33  22  43   1   0|1067M 1269M  165M 5124M|  28k   16k|   0  2282k|   0   136 |6082  4713 |1.57 1.08 0.60|3.0   0 438|   0     0 |           | 10    6    0   17    0
May 06 16:57:47 ubuntu dstat.sh[65372]: 06-05 16:57:47| 23  22  53   1   0|1022M 1314M  165M 5125M|  39k   12k|   0  1793k|   0  96.9 |5764  4250 |1.57 1.08 0.60|2.0   0 385|   0     0 |           | 10    5    0   17    1
May 06 16:57:48 ubuntu dstat.sh[65372]: 06-05 16:57:48| 31  21  47   1   0|1011M 1304M  165M 5145M| 172k   10k|   0  5868k|   0  94.2 |6913  7047 |1.57 1.08 0.60|5.0   0 291|   0     0 |           | 10    4    0   17    2
May 06 16:57:49 ubuntu dstat.sh[65372]: 06-05 16:57:49| 37  15  45   1   0|1138M 1155M  166M 5285M|4220B 1525B|   0  1869k|   0  54.0 |5580  6269 |1.52 1.08 0.61|2.0   0 161|   0     0 |           | 11    6    0   17    2
May 06 16:57:50 ubuntu dstat.sh[65372]: 06-05 16:57:50| 39  11  48   0   0|1143M 1127M  167M 5305M|4553B 1660B|   0  1062k|   0  39.9 |3825  2193 |1.52 1.08 0.61|2.0   0  81|   0     0 |           | 11    6    0   17    2
May 06 16:57:51 ubuntu dstat.sh[65372]: 06-05 16:57:51| 36  14  47   1   0|1155M 1098M  168M 5318M|4375B 1618B|  32k 5645k|2.00   228 |4835  3708 |1.52 1.08 0.61|2.0   0 166|   0     0 |           | 11    6    0   19    2
May 06 16:57:52 ubuntu dstat.sh[65372]: 06-05 16:57:52| 41   7  49   1   0|1199M 1026M  169M 5343M|4162B 1622B|   0  3332k|   0  63.1 |2910  1785 |1.52 1.08 0.61|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 06 16:57:53 ubuntu dstat.sh[65372]: 06-05 16:57:53| 39   5  52   3   0|1236M  997M  169M 5333M|  10k 4189B|   0    13M|   0   874 |4908  6807 |1.52 1.08 0.61|3.0   0  10|   0     0 |           | 11    6    0   19    0
May 06 16:57:54 ubuntu dstat.sh[65372]: 06-05 16:57:54| 32   9  45  11   0|1259M  967M  170M 5340M|4198B 1619B|   0    32M|   0  2816 |  14k   25k|1.48 1.07 0.61|3.0   0  79|   0     0 |           | 11    6    0   19    0
May 06 16:57:55 ubuntu dstat.sh[65372]: 06-05 16:57:55| 36  10  49   4   0|1216M 1002M  171M 5346M|9736B 3906B|   0    28M|   0  1892 |8849    15k|1.48 1.07 0.61|5.0   0 105|   0     0 |           | 11    4    0   19    0
May 06 16:57:56 ubuntu dstat.sh[65372]: 06-05 16:57:56| 39   7  51   1   0|1268M  944M  171M 5350M|  10k 4549B|   0    11M|   0   635 |4107  4465 |1.48 1.07 0.61|3.0   0  18|   0     0 |           | 11    5    0   19    0
May 06 16:57:57 ubuntu dstat.sh[65372]: 06-05 16:57:57| 44   9  44   1   0|1282M  928M  171M 5351M|4812B 1799B|   0  7159k|   0   264 |  11k   19k|1.48 1.07 0.61|2.0   0  13|   0     0 |           | 11    4    0   19    0
May 06 16:57:58 ubuntu dstat.sh[65372]: 06-05 16:57:58| 43  10  45   0   0|1275M  936M  171M 5352M|4358B 1619B|   0   528k|   0  27.0 |  11k   18k|1.48 1.07 0.61|2.0   0  31|   0     0 |           | 11    4    0   19    0
