Jun 08 17:49:40 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 08 17:49:40 ubuntu dstat.sh[64908]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 08 17:49:40 ubuntu dstat.sh[64908]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 08 17:49:40 ubuntu dstat.sh[64908]: 08-06 17:49:40|                   | 961M 1356M  163M 5145M|           |           |           |           |1.50 0.95 0.53|3.0   0    |           |           | 10    2    0   18    0
Jun 08 17:49:41 ubuntu dstat.sh[64908]: 08-06 17:49:41| 37  21  40   0   0| 983M 1332M  163M 5146M|  18k 7189B|   0  3597k|   0  72.9 |7084  6213 |1.50 0.95 0.53|2.5   0 647|   0     0 |           | 10    2    0   18    0
Jun 08 17:49:42 ubuntu dstat.sh[64908]: 08-06 17:49:42| 36  19  45   0   0|1008M 1306M  163M 5148M| 232k 8868B|   0   308k|   0  48.0 |6764  6605 |1.50 0.95 0.53|2.0   0 519|   0     0 |           | 10    4    0   18    0
Jun 08 17:49:43 ubuntu dstat.sh[64908]: 08-06 17:49:43| 40  12  47   0   0|1112M 1201M  163M 5270M|  25k 6263B|   0   264k|   0  11.0 |5301  7536 |1.50 0.95 0.53|1.0   0 163|   0     0 |           | 11    5    0   18    0
Jun 08 17:49:44 ubuntu dstat.sh[64908]: 08-06 17:49:44| 17   7  75   1   0|1125M 1188M  163M 5270M|  41k   13k|   0  3525k|   0   207 |2704  2202 |1.38 0.93 0.52|1.0   0  81|   0     0 |           | 11    8    0   18    0
Jun 08 17:49:45 ubuntu dstat.sh[64908]: 08-06 17:49:45| 31  10  58   0   0|1140M 1171M  163M 5271M|  25k   15k|   0  2066k|   0  79.9 |4432  3489 |1.38 0.93 0.52|2.0   0 200|   0     0 |           | 11    8    0   20    0
Jun 08 17:49:46 ubuntu dstat.sh[64908]: 08-06 17:49:46| 34   5  60   1   0|1204M 1106M  164M 5272M|  43k   15k|  32k 3363k|2.00  70.0 |2526  1877 |1.38 0.93 0.52|1.0   0 1.0|   0     0 |           | 11    8    0   20    0
Jun 08 17:49:47 ubuntu dstat.sh[64908]: 08-06 17:49:47| 37   4  57   1   0|1219M 1074M  164M 5287M| 140k   14k|   0  7041k|   0   128 |2967  2283 |1.38 0.93 0.52|2.0   0 1.0|   0     0 |           | 11    9    0   20    1
Jun 08 17:49:48 ubuntu dstat.sh[64908]: 08-06 17:49:48| 32   8  43  14   0|1225M 1044M  166M 5308M|  47k 2819B|   0    64M|   0  4650 |  19k   36k|1.38 0.93 0.52|4.0   0  55|   0     0 |           | 11    8    0   20    2
Jun 08 17:49:49 ubuntu dstat.sh[64908]: 08-06 17:49:49| 41   8  45   5   0|1161M 1086M  167M 5326M|4609B 1518B|   0    22M|   0  1631 |8440    13k|1.43 0.95 0.53|2.0   0 102|   0     0 |           | 11    6    0   20    2
Jun 08 17:49:50 ubuntu dstat.sh[64908]: 08-06 17:49:50| 44   6  48   1   0|1232M  994M  168M 5345M|4419B 1564B|   0  2991k|   0   178 |3124  1939 |1.43 0.95 0.53|3.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 08 17:49:51 ubuntu dstat.sh[64908]: 08-06 17:49:51| 46   4  47   2   0|1253M  957M  169M 5358M|4818B 1620B|   0    11M|   0   846 |4016  3776 |1.43 0.95 0.53|2.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 08 17:49:52 ubuntu dstat.sh[64908]: 08-06 17:49:52| 43   7  49   1   0|1263M  918M  169M 5383M|4103B 1460B|   0  2531k|   0   182 |3095  2124 |1.43 0.95 0.53|2.0   0  10|   0     0 |           | 11    6    0   20    2
Jun 08 17:49:53 ubuntu dstat.sh[64908]: 08-06 17:49:53| 44   6  49   1   0|1290M  901M  170M 5371M|5277B 1992B|   0  1600k|   0   130 |2958  1907 |1.43 0.95 0.53|3.0   0 3.0|   0     0 |           | 11    4    0   20    0
Jun 08 17:49:54 ubuntu dstat.sh[64908]: 08-06 17:49:54| 33  14  52   0   0|1270M  917M  170M 5376M|  11k 4508B|   0   996k|   0   104 |4955  3656 |1.32 0.93 0.53|2.0   0 316|   0     0 |           | 11    5    0   20    0
Jun 08 17:49:55 ubuntu dstat.sh[64908]: 08-06 17:49:55| 34  23  41   1   0|1247M  937M  170M 5378M|5042B 1629B|   0  1406k|   0  82.9 |  15k   23k|1.32 0.93 0.53|2.0   0 463|   0     0 |           | 11    4    0   20    0
Jun 08 17:49:56 ubuntu dstat.sh[64908]: 08-06 17:49:56| 53  18  28   0   0|1213M  969M  170M 5379M|5098B 1515B|   0    92k|   0  2.00 |  11k   18k|1.32 0.93 0.53|4.0   0 206|   0     0 |           | 11    5    0   20    0
Jun 08 17:49:57 ubuntu dstat.sh[64908]: 08-06 17:49:57| 66  10  24   0   0|1228M  962M  170M 5372M|4844B 1565B|   0  3690k|   0   271 |5654  5289 |1.32 0.93 0.53|3.0   0  16|   0     0 |           | 11    5    0   20    0
Jun 08 17:49:58 ubuntu dstat.sh[64908]: 08-06 17:49:58| 66   9  24   0   0|1276M  913M  170M 5373M|4788B 1455B|   0   531k|   0  49.9 |3814  1787 |1.32 0.93 0.53|4.0   0  25|   0     0 |           | 11    5    0   20    0
Jun 08 17:49:59 ubuntu dstat.sh[64908]: 08-06 17:49:59| 28  12  58   0   0|1281M  906M  170M 5375M|4578B 1458B|   0  6016k|   0   329 |4730  5770 |1.45 0.97 0.54|1.0   0 190|   0     0 |           | 11    4    0   20    0
Jun 08 17:50:00 ubuntu dstat.sh[64908]: 08-06 17:50:00| 22   4  73   0   0|1326M  861M  170M 5375M|5127B 1458B|   0     0 |   0     0 |1809  1277 |1.45 0.97 0.54|1.0   0   0|   0     0 |           | 11    4    0   20    0
Jun 08 17:50:01 ubuntu dstat.sh[64908]: 08-06 17:50:01| 24   2  74   0   0|1354M  833M  170M 5375M|4204B  648B|   0     0 |   0     0 |1674  1048 |1.45 0.97 0.54|1.0   0   0|   0     0 |           | 11    4    0   20    0
Jun 08 17:50:02 ubuntu dstat.sh[64908]: 08-06 17:50:02| 23   4  70   2   0|1324M  863M  170M 5375M|4041B  974B|   0    20M|   0   519 |4403  5909 |1.45 0.97 0.54|1.0   0  14|   0     0 |           | 11    4    0   22    0
Jun 08 17:50:03 ubuntu dstat.sh[64908]: 08-06 17:50:03| 20   5  74   0   0|1385M  802M  170M 5375M|4914B 1618B|   0     0 |   0     0 |1980  1435 |1.45 0.97 0.54|1.0   0  31|   0     0 |           | 11    4    0   22    0
Jun 08 17:50:04 ubuntu dstat.sh[64908]: 08-06 17:50:04| 21   3  76   0   0|1396M  791M  170M 5375M|7654B 4013B|   0  1102k|   0  30.1 |2278  2037 |1.41 0.97 0.55|1.0   0 7.0|   0     0 |           | 11   13    0   22    0
Jun 08 17:50:05 ubuntu dstat.sh[64908]: 08-06 17:50:05| 21   2  75   1   0|1395M  791M  170M 5375M|  11k 7656B| 268k 1411k|66.0  20.0 |2595  2397 |1.41 0.97 0.55|1.0   0 2.0|   0     0 |           | 11   28    0   23    0
Jun 08 17:50:06 ubuntu dstat.sh[64908]: 08-06 17:50:06| 20   6  73   0   0|1377M  809M  170M 5375M|5039B 1458B|   0    48k|   0  3.00 |2362  1657 |1.41 0.97 0.55|2.0   0  44|   0     0 |           | 11   28    0   17    0
