Apr 30 19:15:12 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 30 19:15:12 ubuntu dstat.sh[64981]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 30 19:15:12 ubuntu dstat.sh[64981]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 30 19:15:12 ubuntu dstat.sh[64981]: 30-04 19:15:12|                   | 953M 1386M  162M 5125M|           |           |           |           |1.38 0.91 0.50|1.0   0    |           |           | 10    5    0   17    0
Apr 30 19:15:13 ubuntu dstat.sh[64981]: 30-04 19:15:13| 18  21  59   0   0| 960M 1379M  162M 5125M|  40k   13k|   0  2790k|   0   104 |6117  5059 |1.38 0.91 0.50|1.5   0 418|   0     0 |           | 10    6    0   17    0
Apr 30 19:15:14 ubuntu dstat.sh[64981]: 30-04 19:15:14| 23  23  52   1   0| 985M 1353M  163M 5125M|  25k   14k|   0  5540k|   0  93.0 |5884  4552 |1.27 0.89 0.50|3.0   0 377|   0     0 |           | 10    6    0   17    0
Apr 30 19:15:15 ubuntu dstat.sh[64981]: 30-04 19:15:15| 29  18  51   0   0| 980M 1357M  163M 5126M|  44k   16k|   0  2011k|   0  64.8 |6542  7179 |1.27 0.89 0.50|1.0   0 296|   0     0 |           | 10    6    0   17    0
Apr 30 19:15:16 ubuntu dstat.sh[64981]: 30-04 19:15:16| 30  15  51   1   0|1116M 1204M  163M 5264M| 179k   14k|   0  1945k|   0  51.1 |5879  6664 |1.27 0.89 0.50|2.0   0 145|   0     0 |           | 11    7    0   17    1
Apr 30 19:15:17 ubuntu dstat.sh[64981]: 30-04 19:15:17| 39  11  47   1   0|1117M 1187M  164M 5276M|4950B 1750B|   0  2309k|   0  87.9 |4578  3283 |1.27 0.89 0.50|3.0   0 181|   0     0 |           | 11    8    0   18    2
Apr 30 19:15:18 ubuntu dstat.sh[64981]: 30-04 19:15:18| 45  10  42   0   0|1182M 1104M  164M 5292M|4504B 1622B|  32k 2723k|2.00   104 |4190    13k|1.27 0.89 0.50|2.0   0  66|   0     0 |           | 11    6    0   20    2
Apr 30 19:15:19 ubuntu dstat.sh[64981]: 30-04 19:15:19| 43   5  48   2   0|1218M 1041M  165M 5315M|4854B 1618B|   0  5178k|   0   144 |3386  2425 |1.33 0.91 0.51|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 30 19:15:20 ubuntu dstat.sh[64981]: 30-04 19:15:20| 34   7  46  11   0|1227M  996M  168M 5346M|4628B 1623B|4103B   36M|1.00  2929 |  13k   24k|1.33 0.91 0.51|3.0   0  52|   0     0 |           | 11    8    0   20    2
Apr 30 19:15:21 ubuntu dstat.sh[64981]: 30-04 19:15:21| 35   7  49   8   0|1208M 1001M  169M 5357M|9886B 3627B|   0    43M|   0  3289 |  12k   21k|1.33 0.91 0.51|2.0   0  66|   0     0 |           | 11    7    0   20    2
Apr 30 19:15:22 ubuntu dstat.sh[64981]: 30-04 19:15:22| 43   8  47   1   0|1252M  974M  169M 5340M|5128B 2228B|   0    12M|   0   736 |4599  4951 |1.33 0.91 0.51|2.0   0  58|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:23 ubuntu dstat.sh[64981]: 30-04 19:15:23| 40   5  53   0   0|1263M  957M  169M 5345M|9715B 3849B|   0  2015k|   0  89.0 |2806  1715 |1.33 0.91 0.51|3.0   0  17|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:24 ubuntu dstat.sh[64981]: 30-04 19:15:24| 40   7  53   1   0|1224M  996M  169M 5346M|  11k 4430B|   0  7090k|   0   511 |3636  3211 |1.38 0.93 0.52|4.0   0  28|   0     0 |           | 11    5    0   19    0
Apr 30 19:15:25 ubuntu dstat.sh[64981]: 30-04 19:15:25| 44   9  46   0   0|1230M  983M  169M 5351M|4424B 1861B|   0  1132k|   0  65.0 |  11k   17k|1.38 0.93 0.52|2.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:26 ubuntu dstat.sh[64981]: 30-04 19:15:26| 39  14  45   0   0|1206M 1007M  169M 5351M|4182B 1461B|   0   176k|   0  3.01 |  12k   19k|1.38 0.93 0.52|4.0   0 219|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:27 ubuntu dstat.sh[64981]: 30-04 19:15:27| 29  25  45   0   0|1150M 1074M  169M 5340M|4316B 1618B|   0  2442k|   0   121 |6396  5161 |1.38 0.93 0.52|2.0   0 473|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:28 ubuntu dstat.sh[64981]: 30-04 19:15:28| 32  17  50   0   0|1135M 1089M  169M 5341M|4382B 1621B|   0    16k|   0  4.00 |5680  6959 |1.38 0.93 0.52|3.0   0 267|   0     0 |           | 11    4    0   19    0
Apr 30 19:15:29 ubuntu dstat.sh[64981]: 30-04 19:15:29| 44  11  44   0   0|1208M 1016M  169M 5341M|4920B 1713B|   0  3601k|   0  19.0 |3501  2158 |1.43 0.95 0.53|2.0   0 108|   0     0 |           | 11    5    0   19    0
Apr 30 19:15:30 ubuntu dstat.sh[64981]: 30-04 19:15:30| 43   8  49   0   0|1245M  979M  169M 5342M|4333B 1456B|   0   180k|   0  1.00 |2696  1316 |1.43 0.95 0.53|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 30 19:15:31 ubuntu dstat.sh[64981]: 30-04 19:15:31| 37   9  52   0   0|1265M  956M  170M 5344M|4236B 1623B|   0  3074k|   0   170 |5367  5706 |1.43 0.95 0.53|2.0   0  81|   0     0 |           | 11    4    0   20    0
Apr 30 19:15:32 ubuntu dstat.sh[64981]: 30-04 19:15:32|  1   3  94   0   0|1257M  964M  170M 5344M|4658B 1615B|   0   917k|   0  74.8 |1331  1408 |1.43 0.95 0.53|  0   0  37|   0     0 |           | 11    4    0   20    0
Apr 30 19:15:33 ubuntu dstat.sh[64981]: 30-04 19:15:33| 18   5  75   0   0|1310M  911M  170M 5344M|4350B 1622B|   0     0 |   0     0 |1863  1666 |1.43 0.95 0.53|1.0   0  22|   0     0 |           | 11    4    0   20    0
