Jun 16 16:44:05 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 16 16:44:05 ubuntu dstat.sh[64845]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 16 16:44:05 ubuntu dstat.sh[64845]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 16 16:44:05 ubuntu dstat.sh[64845]: 16-06 16:44:05|                   | 955M 1407M  164M 5099M|           |           |           |           |1.65 1.05 0.58|1.0   0    |           |           | 10    6    0   17    0
Jun 16 16:44:06 ubuntu dstat.sh[64845]: 16-06 16:44:06| 22  22  54   1   0| 963M 1399M  164M 5099M|  43k   13k|   0  3329k|   0   225 |5880  4391 |1.65 1.05 0.58|1.5   0 396|   0     0 |           | 10    6    0   17    0
Jun 16 16:44:07 ubuntu dstat.sh[64845]: 16-06 16:44:07| 26  21  51   0   0| 997M 1364M  164M 5100M|  23k   13k|   0  1945k|   0   139 |5707  4166 |1.65 1.05 0.58|2.0   0 370|   0     0 |           | 10    5    0   17    1
Jun 16 16:44:08 ubuntu dstat.sh[64845]: 16-06 16:44:08| 34  20  45   1   0| 983M 1352M  164M 5124M| 172k 8970B|   0  1964k|   0  65.1 |5786  5309 |1.65 1.05 0.58|3.0   0 270|   0     0 |           | 10    4    0   17    2
Jun 16 16:44:09 ubuntu dstat.sh[64845]: 16-06 16:44:09| 39  15  43   0   0|1109M 1207M  165M 5261M|3481B  485B|   0  1872k|   0  53.9 |6116  7405 |1.65 1.05 0.58|1.0   0 129|   0     0 |           | 11    4    0   17    2
Jun 16 16:44:10 ubuntu dstat.sh[64845]: 16-06 16:44:10| 33  10  56   0   0|1136M 1156M  165M 5282M|4451B 1624B|   0   854k|   0  29.1 |3633  2402 |1.68 1.07 0.58|2.0   0  90|   0     0 |           | 11    6    0   17    2
Jun 16 16:44:11 ubuntu dstat.sh[64845]: 16-06 16:44:11| 35  15  47   1   0|1121M 1153M  167M 5297M|4688B 1617B|   0  3485k|   0   148 |4931  3740 |1.68 1.07 0.58|2.0   0 190|   0     0 |           | 11    6    0   20    2
Jun 16 16:44:12 ubuntu dstat.sh[64845]: 16-06 16:44:12| 43   7  48   1   0|1172M 1073M  168M 5323M|4858B 1619B|  32k 7221k|2.00  98.0 |3210  2050 |1.68 1.07 0.58|2.0   0 1.0|   0     0 |           | 11    6    0   20    2
Jun 16 16:44:13 ubuntu dstat.sh[64845]: 16-06 16:44:13| 49   8  41   1   0|1249M 1003M  168M 5313M|4541B 1938B|   0  3347k|   0   156 |4002  9312 |1.68 1.07 0.58|2.0   0  38|   0     0 |           | 11    4    0   21    0
Jun 16 16:44:14 ubuntu dstat.sh[64845]: 16-06 16:44:14| 28   9  50  11   0|1298M  946M  169M 5321M|  11k 4504B|   0    33M|   0  2800 |  13k   23k|1.68 1.07 0.58|2.0   0  79|   0     0 |           | 11    7    0   20    0
Jun 16 16:44:15 ubuntu dstat.sh[64845]: 16-06 16:44:15| 38   8  39  12   0|1287M  947M  170M 5329M|4892B 1790B|   0    44M|   0  3441 |  15k   27k|1.79 1.10 0.60|2.0   0  44|   0     0 |           | 11    4    0   20    0
Jun 16 16:44:16 ubuntu dstat.sh[64845]: 16-06 16:44:16| 41  12  46   0   0|1203M 1030M  170M 5330M|4758B 1353B|   0  2550k|   0  62.1 |  10k   17k|1.79 1.10 0.60|2.0   0  88|   0     0 |           | 11    4    0   20    0
Jun 16 16:44:17 ubuntu dstat.sh[64845]: 16-06 16:44:17| 43   9  45   1   0|1203M 1038M  170M 5322M|3827B  648B|   0  9222k|   0   567 |  10k   17k|1.79 1.10 0.60|2.0   0  15|   0     0 |           | 11    4    0   20    0
Jun 16 16:44:18 ubuntu dstat.sh[64845]: 16-06 16:44:18| 43   8  49   0   0|1214M 1026M  170M 5322M|5206B 1616B|   0   910k|   0  52.9 |3319  1995 |1.79 1.10 0.60|2.0   0  36|   0     0 |           | 11    4    0   20    0
