Jun 19 06:38:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 19 06:38:01 ubuntu dstat.sh[65814]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 19 06:38:01 ubuntu dstat.sh[65814]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 19 06:38:01 ubuntu dstat.sh[65814]: 19-06 06:38:01|                   | 980M 1364M  165M 5113M|           |           |           |           |1.31 0.90 0.49|3.0   0    |           |           | 10    5    0   18    1
Jun 19 06:38:02 ubuntu dstat.sh[65814]: 19-06 06:38:02| 22  21  55   0   0| 985M 1359M  166M 5113M|  41k   14k|   0  2115k|   0  72.0 |6700  5831 |1.31 0.90 0.49|2.5   0 549|   0     0 |           | 10    5    0   18    1
Jun 19 06:38:03 ubuntu dstat.sh[65814]: 19-06 06:38:03| 29  19  51   1   0|1008M 1335M  166M 5114M|  28k   14k|   0  2943k|   0  74.5 |6304  5490 |1.31 0.90 0.49|2.0   0 466|   0     0 |           | 10    5    0   18    1
Jun 19 06:38:04 ubuntu dstat.sh[65814]: 19-06 06:38:04| 34  16  48   0   0|1118M 1201M  166M 5259M| 176k 9239B|   0  1929k|   0  60.8 |6885  8549 |1.31 0.90 0.49|1.0   0 194|   0     0 |           | 11    4    0   17    2
Jun 19 06:38:05 ubuntu dstat.sh[65814]: 19-06 06:38:05| 27   7  66   1   0|1132M 1167M  167M 5275M|5349B 1623B|   0  1959k|   0  61.1 |2994  2387 |1.31 0.90 0.49|2.0   0  75|   0     0 |           | 11    6    0   17    2
Jun 19 06:38:06 ubuntu dstat.sh[65814]: 19-06 06:38:06| 40  11  48   0   0|1140M 1137M  167M 5294M|6432B 1568B|   0  1041k|   0  41.1 |4446  2916 |1.37 0.92 0.50|2.0   0 175|   0     0 |           | 11    8    0   18    2
Jun 19 06:38:07 ubuntu dstat.sh[65814]: 19-06 06:38:07| 43   7  49   1   0|1207M 1050M  169M 5311M|6059B 1620B|  32k 4903k|2.00   147 |3515  2780 |1.37 0.92 0.50|2.0   0  30|   0     0 |           | 11    6    0   19    2
Jun 19 06:38:08 ubuntu dstat.sh[65814]: 19-06 06:38:08| 45   5  48   1   0|1239M  987M  170M 5338M|6483B 1621B|   0    19M|   0   581 |3351  2090 |1.37 0.92 0.50|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 19 06:38:09 ubuntu dstat.sh[65814]: 19-06 06:38:09| 35   7  46  11   0|1263M  962M  171M 5336M|5121B 2099B|   0    39M|   0  2979 |  13k   25k|1.37 0.92 0.50|2.0   0  57|   0     0 |           | 11    6    0   19    0
Jun 19 06:38:10 ubuntu dstat.sh[65814]: 19-06 06:38:10| 37   8  49   4   0|1278M  945M  172M 5338M|  11k 4449B|   0    34M|   0  2305 |8965    15k|1.37 0.92 0.50|2.0   0 135|   0     0 |           | 11    5    0   19    0
Jun 19 06:38:11 ubuntu dstat.sh[65814]: 19-06 06:38:11| 44   8  47   0   0|1277M  940M  172M 5343M|5207B 1744B|   0  2237k|   0  52.1 |9409    15k|1.34 0.92 0.50|3.0   0 9.0|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:12 ubuntu dstat.sh[65814]: 19-06 06:38:12| 44   8  46   0   0|1254M  961M  172M 5344M|4326B 1454B|   0  1141k|   0  27.9 |  11k   19k|1.34 0.92 0.50|2.0   0  23|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:13 ubuntu dstat.sh[65814]: 19-06 06:38:13| 42   9  47   0   0|1230M  993M  172M 5337M|4613B 1444B|   0  7631k|   0   344 |5425  7200 |1.34 0.92 0.50|2.0   0  16|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:14 ubuntu dstat.sh[65814]: 19-06 06:38:14| 43   8  49   0   0|1217M 1006M  172M 5337M|4470B 1462B|   0   425k|   0  11.0 |3680  2235 |1.34 0.92 0.50|2.0   0 129|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:15 ubuntu dstat.sh[65814]: 19-06 06:38:15|  9  23  67   0   0|1150M 1073M  172M 5337M|4445B 1454B|   0    36k|   0  8.97 |6303  5023 |1.34 0.92 0.50|2.0   0 495|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:16 ubuntu dstat.sh[65814]: 19-06 06:38:16| 18  15  65   0   0|1119M 1104M  172M 5337M|4547B 1462B|   0    36k|   0  6.02 |6457  8405 |1.39 0.94 0.51|1.0   0 258|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:17 ubuntu dstat.sh[65814]: 19-06 06:38:17| 44  11  45   0   0|1195M 1028M  172M 5337M|4838B 1563B|   0     0 |   0     0 |3715  2404 |1.39 0.94 0.51|2.0   0 124|   0     0 |           | 11    5    0   19    0
Jun 19 06:38:18 ubuntu dstat.sh[65814]: 19-06 06:38:18| 47   5  48   0   0|1243M  980M  172M 5338M|5006B 1460B|   0    14M|   0   105 |2908  1368 |1.39 0.94 0.51|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 19 06:38:19 ubuntu dstat.sh[65814]: 19-06 06:38:19| 40  11  50   0   0|1262M  958M  172M 5340M|4940B 1459B|   0  1905k|   0   106 |3563  3854 |1.39 0.94 0.51|1.0   0  60|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:20 ubuntu dstat.sh[65814]: 19-06 06:38:20| 19   7  71   0   0|1327M  893M  172M 5340M|4743B 1454B|   0  1144k|   0  25.9 |2921  2619 |1.39 0.94 0.51|1.0   0  80|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:21 ubuntu dstat.sh[65814]: 19-06 06:38:21| 23   3  74   0   0|1357M  863M  172M 5340M|5089B 1512B|   0     0 |   0     0 |1803  1216 |1.44 0.96 0.52|1.0   0 1.0|   0     0 |           | 11    4    0   19    0
Jun 19 06:38:22 ubuntu dstat.sh[65814]: 19-06 06:38:22| 24   2  72   1   0|1374M  846M  172M 5340M|4637B 1458B|   0  1600k|   0   207 |3546  4645 |1.44 0.96 0.52|1.0   0 1.0|   0     0 |           | 11    4    0   21    0
Jun 19 06:38:23 ubuntu dstat.sh[65814]: 19-06 06:38:23| 20   6  73   0   0|1324M  895M  172M 5340M|4277B 1458B|   0  4375k|   0   152 |2431  2144 |1.44 0.96 0.52|2.0   0  42|   0     0 |           | 11    4    0   21    0
Jun 19 06:38:24 ubuntu dstat.sh[65814]: 19-06 06:38:24| 20   2  77   0   0|1345M  875M  172M 5341M|7057B 4015B|   0    11M|   0  52.1 |2063  1748 |1.44 0.96 0.52|1.0   0 1.0|   0     0 |           | 11   11    0   19    0
Jun 19 06:38:25 ubuntu dstat.sh[65814]: 19-06 06:38:25| 21   3  75   1   0|1347M  872M  172M 5341M|  10k 7824B| 267k 1441k|65.9  32.9 |2750  2725 |1.44 0.96 0.52|1.0   0 2.0|   0     0 |           | 11   28    0   20    0
Jun 19 06:38:26 ubuntu dstat.sh[65814]: 19-06 06:38:26| 20   6  73   0   0|1384M  835M  172M 5341M|4649B 1752B|   0     0 |   0     0 |2240  1569 |1.40 0.96 0.52|2.0   0  43|   0     0 |           | 11   28    0   20    0
Jun 19 06:38:27 ubuntu dstat.sh[65814]: 19-06 06:38:27| 17   2  79   0   0|1394M  825M  172M 5341M|  11k 8538B|   0   880k|   0  4.00 |2033  1658 |1.40 0.96 0.52|1.0   0   0|   0     0 |           | 11   28    0   21    0
Jun 19 06:38:28 ubuntu dstat.sh[65814]: 19-06 06:38:28| 34  12  54   0   0|1441M  778M  172M 5341M|4501B 1620B|   0    12k|   0  3.00 |3713  2428 |1.40 0.96 0.52|2.0   0 156|   0     0 |           | 11   28    0   17    0
