May 14 08:30:16 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 14 08:30:16 ubuntu dstat.sh[65263]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 14 08:30:16 ubuntu dstat.sh[65263]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 14 08:30:16 ubuntu dstat.sh[65263]: 14-05 08:30:16|                   | 955M 1381M  163M 5127M|           |           |           |           |1.36 0.94 0.51|2.0   0    |           |           | 10    6    1   17    0
May 14 08:30:17 ubuntu dstat.sh[65263]: 14-05 08:30:17| 16  22  61   0   0| 964M 1372M  163M 5127M|  34k   10k|   0  1588k|   0  55.0 |5381  3922 |1.36 0.94 0.51|1.5   0 348|   0     0 |           | 10    6    1   17    0
May 14 08:30:18 ubuntu dstat.sh[65263]: 14-05 08:30:18| 22  22  54   1   0| 979M 1356M  163M 5127M|  23k   12k|   0  2692k|   0  57.0 |5402  3895 |1.36 0.94 0.51|3.0   0 344|   0     0 |           | 10    6    1   17    0
May 14 08:30:19 ubuntu dstat.sh[65263]: 14-05 08:30:19| 26  19  53   1   0| 983M 1351M  163M 5128M|  41k   13k|   0  2025k|   0  63.0 |5909  5795 |1.49 0.97 0.52|3.0   0 306|   0     0 |           | 10    5    1   17    1
May 14 08:30:20 ubuntu dstat.sh[65263]: 14-05 08:30:20| 28  18  53   0   0|1084M 1243M  163M 5224M| 218k   16k|   0  1538k|   0  43.0 |6628  7714 |1.49 0.97 0.52|3.0   0 183|   0     0 |           | 11    4    1   17    2
May 14 08:30:21 ubuntu dstat.sh[65263]: 14-05 08:30:21| 24   8  66   1   0|1122M 1182M  164M 5277M|  56k 1932B|   0  4227k|   0   255 |3153  2708 |1.49 0.97 0.52|2.0   0  72|   0     0 |           | 11    6    1   17    2
May 14 08:30:22 ubuntu dstat.sh[65263]: 14-05 08:30:22| 39  14  47   1   0|1129M 1156M  165M 5292M|3302B    0 |   0  1501k|   0  41.0 |4381  2817 |1.49 0.97 0.52|3.0   0 160|   0     0 |           | 11    6    1   17    2
May 14 08:30:23 ubuntu dstat.sh[65263]: 14-05 08:30:23| 39  10  48   1   0|1202M 1059M  165M 5313M|3467B    0 |  32k 7559k|1.99   143 |4091  3057 |1.49 0.97 0.52|4.0   0  57|   0     0 |           | 11    6    1   20    2
May 14 08:30:24 ubuntu dstat.sh[65263]: 14-05 08:30:24| 43   6  48   1   0|1235M  995M  167M 5340M|2940B    0 |4095B 3755k|1.00   103 |3265  2174 |1.53 0.99 0.53|5.0   0   0|   0     0 |           | 11    6    1   20    2
May 14 08:30:25 ubuntu dstat.sh[65263]: 14-05 08:30:25| 37   7  46   9   0|1257M  972M  168M 5338M|2614B  482B|   0    34M|   0  2439 |9830    18k|1.53 0.99 0.53|4.0   0  34|   0     0 |           | 11    6    1   20    0
May 14 08:30:26 ubuntu dstat.sh[65263]: 14-05 08:30:26| 36   8  43   9   0|1237M  987M  169M 5342M|3015B 1073B|   0    44M|   0  3888 |  13k   26k|1.53 0.99 0.53|2.0   0  83|   0     0 |           | 11    7    1   20    0
May 14 08:30:27 ubuntu dstat.sh[65263]: 14-05 08:30:27| 38  10  51   0   0|1184M 1033M  169M 5348M|7566B 1273B|   0  1887k|   0  44.0 |3490  2115 |1.53 0.99 0.53|3.0   0  78|   0     0 |           | 11    4    1   20    0
May 14 08:30:28 ubuntu dstat.sh[65263]: 14-05 08:30:28| 40   5  53   1   0|1213M  998M  169M 5353M|9476B 3111B|   0    10M|   0   534 |3735  3682 |1.53 0.99 0.53|3.0   0  18|   0     0 |           | 11    4    1   20    0
May 14 08:30:29 ubuntu dstat.sh[65263]: 14-05 08:30:29| 44   9  45   0   0|1182M 1029M  169M 5353M|2455B    0 |   0  2360k|   0  92.8 |  11k   18k|1.57 1.01 0.54|3.0   0  23|   0     0 |           | 11    4    1   20    0
May 14 08:30:30 ubuntu dstat.sh[65263]: 14-05 08:30:30| 43  11  46   0   0|1219M  991M  169M 5353M|2707B    0 |   0   493k|   0  19.0 |  12k   19k|1.57 1.01 0.54|3.0   0  19|   0     0 |           | 11    4    1   20    0
May 14 08:30:31 ubuntu dstat.sh[65263]: 14-05 08:30:31| 41  10  48   0   0|1186M 1036M  169M 5342M|2435B  169B|   0    16k|   0  2.01 |3712  2229 |1.57 1.01 0.54|3.0   0 127|   0     0 |           | 11    4    1   21    0
May 14 08:30:32 ubuntu dstat.sh[65263]: 14-05 08:30:32| 18  24  57   0   0|1110M 1112M  169M 5342M|8053B 2218B|   0   924k|   0  45.0 |5736  4393 |1.57 1.01 0.54|2.0   0 390|   0     0 |           | 11    4    1   20    0
May 14 08:30:33 ubuntu dstat.sh[65263]: 14-05 08:30:33| 11  22  65   0   0|1109M 1114M  169M 5343M|2156B    0 |   0    19M|   0   363 |6282  5828 |1.57 1.01 0.54|2.0   0 299|   0     0 |           | 11    4    1   20    0
May 14 08:30:34 ubuntu dstat.sh[65263]: 14-05 08:30:34| 30  16  53   0   0|1128M 1094M  169M 5343M|2457B   74B|   0    24k|   0  2.00 |4784  5335 |1.52 1.01 0.54|3.0   0 193|   0     0 |           | 11    5    1   20    0
May 14 08:30:35 ubuntu dstat.sh[65263]: 14-05 08:30:35| 46   4  49   0   0|1204M 1018M  169M 5343M|2458B    0 |   0     0 |   0     0 |2690  1284 |1.52 1.01 0.54|4.0   0   0|   0     0 |           | 11    5    1   20    0
