Jun 29 06:52:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 29 06:52:41 ubuntu dstat.sh[65624]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 29 06:52:41 ubuntu dstat.sh[65624]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 29 06:52:41 ubuntu dstat.sh[65624]: 29-06 06:52:41|                   | 969M 1379M  165M 5110M|           |           |           |           |1.37 0.94 0.52|4.0   0    |           |           | 10    6    0   18    0
Jun 29 06:52:42 ubuntu dstat.sh[65624]: 29-06 06:52:42| 22  21  55   1   0| 982M 1365M  165M 5110M|  23k   14k|   0  1765k|   0  60.9 |6025  4734 |1.44 0.96 0.53|3.0   0 424|   0     0 |           | 10    6    0   18    0
Jun 29 06:52:43 ubuntu dstat.sh[65624]: 29-06 06:52:43| 21  21  55   0   0| 978M 1368M  166M 5111M|  43k   15k|   0  2055k|   0  62.4 |5831  4470 |1.50 0.97 0.54|2.0   0 397|   0     0 |           | 10    6    0   17    0
Jun 29 06:52:44 ubuntu dstat.sh[65624]: 29-06 06:52:44| 29  20  51   1   0| 988M 1342M  166M 5126M| 142k   15k|   0  1768k|   0  50.0 |6313  7068 |1.50 0.97 0.54|8.0   0 284|   0     0 |           | 10    5    0   17    1
Jun 29 06:52:45 ubuntu dstat.sh[65624]: 29-06 06:52:45| 35  12  50   1   0|1118M 1194M  167M 5264M|  48k 1919B|   0  4659k|   0   249 |4272  5815 |1.50 0.97 0.54|1.0   0  87|   0     0 |           | 11    4    0   17    2
Jun 29 06:52:46 ubuntu dstat.sh[65624]: 29-06 06:52:46| 32   9  57   0   0|1133M 1160M  167M 5279M|4816B 1620B|   0  1404k|   0  34.0 |3430  2379 |1.50 0.97 0.54|2.0   0  90|   0     0 |           | 11    6    0   17    2
Jun 29 06:52:47 ubuntu dstat.sh[65624]: 29-06 06:52:47| 37  14  47   1   0|1142M 1129M  168M 5298M|4633B 1457B|   0  2314k|   0  98.9 |4963  3731 |1.54 0.99 0.54|3.0   0 191|   0     0 |           | 11    6    0   19    2
Jun 29 06:52:48 ubuntu dstat.sh[65624]: 29-06 06:52:48| 43   7  48   1   0|1204M 1049M  169M 5313M|5080B 1620B|  32k 4176k|2.00   106 |3240  2082 |1.54 0.99 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 29 06:52:49 ubuntu dstat.sh[65624]: 29-06 06:52:49| 44   5  48   1   0|1233M  990M  170M 5339M|5171B 1624B|4105B 3929k|1.00   126 |3489  2579 |1.54 0.99 0.54|4.0   0 1.0|   0     0 |           | 11    8    0   19    2
Jun 29 06:52:50 ubuntu dstat.sh[65624]: 29-06 06:52:50| 31   9  45  13   0|1283M  946M  171M 5331M|5250B 2103B|   0    40M|   0  2934 |  13k   24k|1.54 0.99 0.54|2.0   0  73|   0     0 |           | 11    6    0   19    0
