May 19 14:01:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 19 14:01:07 ubuntu dstat.sh[65313]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 19 14:01:07 ubuntu dstat.sh[65313]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 19 14:01:07 ubuntu dstat.sh[65313]: 19-05 14:01:07|                   | 949M 1388M  161M 5127M|           |           |           |           |1.52 0.98 0.58|2.0   0    |           |           | 10    5    1   17    0
May 19 14:01:08 ubuntu dstat.sh[65313]: 19-05 14:01:08| 16  21  60   1   0| 951M 1385M  161M 5128M|  45k   16k|   0    13M|   0   502 |5791  4245 |1.52 0.98 0.58|2.0   0 369|   0     0 |           | 10    6    1   17    0
May 19 14:01:09 ubuntu dstat.sh[65313]: 19-05 14:01:09| 20  21  57   0   0| 973M 1362M  162M 5128M|  17k   10k|   0  1271k|   0   270 |5642  4034 |1.52 0.98 0.58|3.0   0 354|   0     0 |           | 10    6    1   17    0
May 19 14:01:10 ubuntu dstat.sh[65313]: 19-05 14:01:10| 26  20  52   1   0| 977M 1358M  162M 5129M|  41k   13k|   0  1760k|   0  58.1 |5970  5645 |1.56 0.99 0.59|2.0   0 314|   0     0 |           | 10    5    1   17    1
May 19 14:01:11 ubuntu dstat.sh[65313]: 19-05 14:01:11| 31  15  52   0   0|1108M 1210M  162M 5267M| 179k   13k|   0  2012k|   0  53.9 |6197  7888 |1.56 0.99 0.59|1.0   0 147|   0     0 |           | 11    4    1   17    2
May 19 14:01:12 ubuntu dstat.sh[65313]: 19-05 14:01:12| 38  11  50   1   0|1129M 1173M  163M 5280M|4212B 1625B|   0  2792k|   0   136 |3970  2722 |1.56 0.99 0.59|2.0   0 110|   0     0 |           | 11    6    1   17    2
May 19 14:01:13 ubuntu dstat.sh[65313]: 19-05 14:01:13| 39  11  48   0   0|1163M 1120M  163M 5296M|4173B 1561B|  32k 4175k|1.99   191 |4513  3425 |1.56 0.99 0.59|4.0   0 169|   0     0 |           | 11    6    1   19    2
May 19 14:01:14 ubuntu dstat.sh[65313]: 19-05 14:01:14| 42   7  49   1   0|1217M 1038M  164M 5319M|5344B 1714B|   0  4792k|   0   139 |3294  2295 |1.56 0.99 0.59|3.0   0   0|   0     0 |           | 11    6    1   19    2
May 19 14:01:15 ubuntu dstat.sh[65313]: 19-05 14:01:15| 41   5  47   4   0|1237M  985M  166M 5348M|5099B 1515B|   0    18M|   0  1055 |6330  9234 |1.67 1.03 0.60|3.0   0  10|   0     0 |           | 11    8    1   19    2
May 19 14:01:16 ubuntu dstat.sh[65313]: 19-05 14:01:16| 33   8  43  13   0|1248M  976M  167M 5344M|6021B 2099B|   0    55M|   0  3940 |  16k   31k|1.67 1.03 0.60|4.0   0  74|   0     0 |           | 11    6    1   19    0
May 19 14:01:17 ubuntu dstat.sh[65313]: 19-05 14:01:17| 37  10  51   1   0|1202M 1017M  167M 5348M|  11k 3905B|   0    11M|   0   535 |4668  5133 |1.67 1.03 0.60|2.0   0 108|   0     0 |           | 11    4    1   19    0
May 19 14:01:18 ubuntu dstat.sh[65313]: 19-05 14:01:18| 44   5  50   0   0|1238M  980M  167M 5349M|9135B 2838B|   0   896k|   0  22.0 |3011  1519 |1.67 1.03 0.60|2.0   0  19|   0     0 |           | 11    5    1   19    0
May 19 14:01:19 ubuntu dstat.sh[65313]: 19-05 14:01:19| 41   9  49   1   0|1209M 1002M  168M 5354M|7601B 3400B|   0  7019k|   0   334 |  12k   20k|1.67 1.03 0.60|2.0   0  24|   0     0 |           | 11    4    1   19    0
May 19 14:01:20 ubuntu dstat.sh[65313]: 19-05 14:01:20| 43  10  45   0   0|1254M  956M  168M 5355M|5470B 1692B|   0  1718k|   0  58.9 |  11k   18k|1.62 1.03 0.60|3.0   0  14|   0     0 |           | 11    4    1   19    0
May 19 14:01:21 ubuntu dstat.sh[65313]: 19-05 14:01:21| 43  14  41   0   0|1142M 1081M  168M 5344M|4623B 1621B|   0   480k|   0  24.0 |4796    12k|1.62 1.03 0.60|2.0   0 178|   0     0 |           | 11    4    1   20    0
May 19 14:01:22 ubuntu dstat.sh[65313]: 19-05 14:01:22| 27  24  47   0   0|1112M 1111M  168M 5344M|4645B 1510B|   0    36k|   0  8.99 |6089  4786 |1.62 1.03 0.60|2.0   0 455|   0     0 |           | 11    4    1   20    0
May 19 14:01:23 ubuntu dstat.sh[65313]: 19-05 14:01:23| 14  19  65   0   0|1074M 1148M  168M 5344M|4446B 1622B|   0   781k|   0   103 |5649  4959 |1.62 1.03 0.60|3.0   0 232|   0     0 |           | 11    4    1   20    0
May 19 14:01:24 ubuntu dstat.sh[65313]: 19-05 14:01:24| 35  16  48   0   0|1152M 1070M  168M 5344M|4671B 1568B|   0   144k|   0  6.01 |5103  5246 |1.62 1.03 0.60|2.0   0 187|   0     0 |           | 11    5    1   20    0
May 19 14:01:25 ubuntu dstat.sh[65313]: 19-05 14:01:25| 46   5  49   0   0|1196M 1026M  168M 5345M|4260B 1614B|   0   442k|   0  30.9 |2773  1219 |1.65 1.04 0.61|4.0   0   0|   0     0 |           | 11    5    1   19    0
May 19 14:01:26 ubuntu dstat.sh[65313]: 19-05 14:01:26| 42  10  47   0   0|1224M  996M  168M 5346M|4429B 1518B|   0  2112k|   0   111 |3056  3374 |1.65 1.04 0.61|3.0   0   0|   0     0 |           | 11    5    1   19    0
May 19 14:01:27 ubuntu dstat.sh[65313]: 19-05 14:01:27| 15  10  73   0   0|1237M  983M  168M 5347M|4308B 1616B|   0  1376k|   0  79.8 |3493  3197 |1.65 1.04 0.61|2.0   0 118|   0     0 |           | 11    4    1   19    0
May 19 14:01:28 ubuntu dstat.sh[65313]: 19-05 14:01:28| 14   4  80   0   0|1283M  937M  168M 5347M|4548B 1566B|   0     0 |   0     0 |1768  1547 |1.65 1.04 0.61|3.0   0  22|   0     0 |           | 11    4    1   19    0
May 19 14:01:29 ubuntu dstat.sh[65313]: 19-05 14:01:29| 24   4  72   0   0|1321M  898M  168M 5347M|4860B 1619B|   0    24M|   0   251 |2341  1861 |1.65 1.04 0.61|2.0   0   0|   0     0 |           | 11    4    1   13    0
May 19 14:01:30 ubuntu dstat.sh[65313]: 19-05 14:01:30| 22   3  72   1   0|1340M  879M  168M 5347M|4680B 1516B|   0  3986k|   0   362 |3695  4839 |1.60 1.04 0.61|1.0   0 2.0|   0     0 |           | 11   10    1   13    0
May 19 14:01:31 ubuntu dstat.sh[65313]: 19-05 14:01:31| 21   5  73   0   0|1277M  942M  168M 5347M|4475B 1562B|   0   363k|   0  3.99 |2225  1553 |1.60 1.04 0.61|3.0   0  42|   0     0 |           | 11    4    1   15    0
May 19 14:01:32 ubuntu dstat.sh[65313]: 19-05 14:01:32| 19   2  77   0   0|1320M  899M  168M 5348M|7098B 4005B| 144k    0 |7.00     0 |1615  1051 |1.60 1.04 0.61|1.0   0   0|   0     0 |           | 11    9    1   15    0
May 19 14:01:33 ubuntu dstat.sh[65313]: 19-05 14:01:33| 22   3  73   1   0|1325M  893M  168M 5348M|7351B 4049B| 268k 5029k|66.1   313 |3035  3192 |1.60 1.04 0.61|1.0   0 3.0|   0     0 |           | 11   29    1   15    0
