Apr 21 00:18:32 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 21 00:18:33 ubuntu dstat.sh[65480]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 21 00:18:33 ubuntu dstat.sh[65480]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 21 00:18:33 ubuntu dstat.sh[65480]: 21-04 00:18:33|                   | 948M 1394M  163M 5120M|           |           |           |           |1.21 0.91 0.53|3.0   0    |           |           | 10    5    0   17    0
Apr 21 00:18:34 ubuntu dstat.sh[65480]: 21-04 00:18:34| 17  21  60   0   0| 956M 1387M  163M 5120M|  35k   11k|   0  2514k|   0   149 |6637  5675 |1.21 0.91 0.53|2.0   0 514|   0     0 |           | 10    6    0   17    0
Apr 21 00:18:35 ubuntu dstat.sh[65480]: 21-04 00:18:35| 28  19  53   1   0|1003M 1338M  163M 5120M|  24k   13k|   0  1901k|   0   107 |6668  6280 |1.21 0.91 0.53|1.0   0 445|   0     0 |           | 10    6    0   17    0
Apr 21 00:18:36 ubuntu dstat.sh[65480]: 21-04 00:18:36| 28  16  54   0   0|1107M 1234M  163M 5220M|  39k   11k|4089B 1521k|1.00  47.9 |7177  8597 |1.19 0.91 0.54|3.0   0 251|   0     0 |           | 11    5    0   17    1
Apr 21 00:18:37 ubuntu dstat.sh[65480]: 21-04 00:18:37| 24   6  68   0   0|1149M 1190M  163M 5243M|  23k   13k|  28k 4923k|2.00  59.9 |2902  2209 |1.19 0.91 0.54|4.0   0  72|   0     0 |           | 11    7    1   17    1
Apr 21 00:18:38 ubuntu dstat.sh[65480]: 21-04 00:18:38| 36  13  50   1   0|1169M 1143M  164M 5268M| 174k 8404B|   0  2501k|   0  91.3 |4510  2980 |1.19 0.91 0.54|2.0   0 156|   0     0 |           | 11    6    1   17    2
Apr 21 00:18:39 ubuntu dstat.sh[65480]: 21-04 00:18:39| 41   9  48   0   0|1209M 1083M  165M 5284M|5791B 1636B|  32k 2657k|1.99  44.9 |3648  2567 |1.19 0.91 0.54|2.0   0  61|   0     0 |           | 11    6    1   19    2
Apr 21 00:18:40 ubuntu dstat.sh[65480]: 21-04 00:18:40| 45   5  49   1   0|1268M 1002M  165M 5304M|4655B 1587B|   0  4215k|   0   187 |3237  2068 |1.19 0.91 0.54|1.0 1.0   0|   0     0 |           | 11    6    1   19    2
Apr 21 00:18:41 ubuntu dstat.sh[65480]: 21-04 00:18:41| 37   6  47   9   0|1261M  984M  167M 5325M|4730B 1641B|4099B   27M|1.00  1882 |9570    16k|1.26 0.93 0.55|1.0 1.0  38|   0     0 |           | 11    8    1   19    2
Apr 21 00:18:42 ubuntu dstat.sh[65480]: 21-04 00:18:42| 36   9  43  10   0|1219M  997M  168M 5350M|4731B 1587B|   0    58M|   0  4393 |  14k   26k|1.26 0.93 0.55|2.0   0  54|   0     0 |           | 11    6    1   19    2
