Aug 16 07:13:48 jammy-provider-cloud-0000007474 systemd[1]: Started Devstack devstack@dstat.service.
Aug 16 07:13:48 jammy-provider-cloud-0000007474 dstat.sh[57989]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 16 07:13:48 jammy-provider-cloud-0000007474 dstat.sh[57989]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 16 07:13:48 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:48|                   |1042M 1812M  159M 4619M|           |           |           |           |1.52 0.87 0.45|2.0   0    |           |   0     0 |  9    6    5   17    2
Aug 16 07:13:49 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:49| 41  23  36   0   0|1057M 1795M  159M 4620M| 502k   21k|   0  2801k|   0  99.9 |4529  7514 |1.52 0.87 0.45|3.0   0 628|   0     0 |   0     0 |  9    6    5   17    2
Aug 16 07:13:50 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:50| 27  16  54   1   0|1026M 1807M  159M 4639M|2807k   46k|   0  5588k|   0  92.5 |5590  9199 |1.52 0.87 0.45| 14   0 482|   0     0 |   0     0 |  9    6    5   17    2
Aug 16 07:13:51 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:51| 16   9  74   0   0|1092M 1740M  159M 4761M| 462k   15k|   0  2770k|   0  33.9 |4270  7432 |1.52 0.87 0.45|1.0   0  53|   0     0 |   0     0 | 10    4    6   17    2
Aug 16 07:13:52 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:52| 32  16  50   1   0|1122M 1699M  159M 4773M|9587B 1764B|  12M  429k| 134  36.1 |2712  4018 |1.56 0.89 0.46|2.0   0 304|   0     0 |   0     0 | 10    6    6   17    2
Aug 16 07:13:53 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:53| 37  13  49   0   0|1185M 1635M  159M 4774M|5701B 1620B|   0  1792k|   0  47.0 |2237  2785 |1.56 0.89 0.46|2.0   0 141|   0     0 |   0     0 | 10    6    6   19    2
Aug 16 07:13:54 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:54| 42   6  49   3   0|1203M 1594M  160M 4794M|5561B 1641B|1164k   12M|14.0   709 |4030  7471 |1.56 0.89 0.46|1.0 1.0  14|   0     0 |   0     0 | 10    8    6   19    2
Aug 16 07:13:55 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:55| 33   8  45  12   0|1229M 1539M  162M 4818M|5764B 1617B|   0    62M|   0  4559 |  15k   33k|1.56 0.89 0.46|2.0   0  60|   0     0 |   0     0 | 10    6    6   19    2
Aug 16 07:13:56 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:56| 39   8  51   2   0|1180M 1560M  163M 4842M|  10k 3526B|   0    14M|   0   822 |3077  5692 |1.56 0.89 0.46|1.0   0  75|   0     0 |   0     0 | 10    7    6   19    2
Aug 16 07:13:57 jammy-provider-cloud-0000007474 dstat.sh[57989]: 16-08 07:13:57| 47   4  50   0   0|1105M 1648M  163M 4829M|  10k 2419B|   0  2593k|   0   249 |1327  1398 |1.59 0.91 0.47|2.0   0  16|   0     0 |   0     0 | 10    4    6   19    0
