Apr 29 01:58:48 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 29 01:58:49 ubuntu dstat.sh[65417]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 29 01:58:49 ubuntu dstat.sh[65417]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 29 01:58:49 ubuntu dstat.sh[65417]: 29-04 01:58:49|                   | 960M 1381M  163M 5121M|           |           |           |           |1.22 0.88 0.50|3.0   0    |           |           | 10    5    0   17    0
Apr 29 01:58:50 ubuntu dstat.sh[65417]: 29-04 01:58:50| 18  21  59   1   0| 971M 1371M  163M 5122M|  34k   15k|   0  3994k|   0   114 |6588  5823 |1.22 0.88 0.50|3.0   0 531|   0     0 |           | 10    6    0   17    0
Apr 29 01:58:51 ubuntu dstat.sh[65417]: 29-04 01:58:51| 26  19  55   0   0| 973M 1368M  163M 5122M|  15k 7727B|   0  1828k|   0   117 |6388  6110 |1.22 0.88 0.50|2.0   0 456|   0     0 |           | 10    6    0   17    0
Apr 29 01:58:52 ubuntu dstat.sh[65417]: 29-04 01:58:52| 30  16  52   1   0|1087M 1252M  163M 5205M|  38k   12k|   0  1760k|   0  53.9 |6583  8784 |1.22 0.88 0.50|2.0   0 227|   0     0 |           | 11    5    0   17    1
Apr 29 01:58:53 ubuntu dstat.sh[65417]: 29-04 01:58:53| 26   9  62   1   0|1123M 1197M  163M 5263M| 171k 8471B|   0  2009k|   0  64.2 |3256  2484 |1.22 0.88 0.50|2.0   0  88|   0     0 |           | 11    6    0   17    2
Apr 29 01:58:54 ubuntu dstat.sh[65417]: 29-04 01:58:54| 37  12  48   0   0|1132M 1169M  164M 5278M|2279B    0 |   0  2743k|   0  85.0 |4672  3576 |1.29 0.90 0.50|1.0 1.0 195|   0     0 |           | 11    6    0   19    2
Apr 29 01:58:55 ubuntu dstat.sh[65417]: 29-04 01:58:55| 43   6  48   1   0|1189M 1096M  165M 5291M|2760B    0 |  32k   16M|2.00   576 |3156  1821 |1.29 0.90 0.50|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 01:58:56 ubuntu dstat.sh[65417]: 29-04 01:58:56| 42   6  49   1   0|1209M 1049M  166M 5315M|2326B    0 |   0  4526k|   0   148 |2952  2332 |1.29 0.90 0.50|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 01:58:57 ubuntu dstat.sh[65417]: 29-04 01:58:57| 32   7  46  12   0|1225M  997M  168M 5346M|3726B   94B|   0    46M|   0  3282 |  12k   26k|1.29 0.90 0.50|1.0 2.0  55|   0     0 |           | 11    8    0   19    2
Apr 29 01:58:58 ubuntu dstat.sh[65417]: 29-04 01:58:58| 36  10  50   4   0|1219M 1010M  169M 5337M|9215B 2727B|   0    32M|   0  2020 |7894    14k|1.29 0.90 0.50|2.0   0 102|   0     0 |           | 11    4    0   19    0
Apr 29 01:58:59 ubuntu dstat.sh[65417]: 29-04 01:58:59| 43   6  49   0   0|1277M  952M  169M 5337M|3887B    0 |   0   811k|   0  31.0 |2748  1492 |1.34 0.92 0.51|3.0   0  19|   0     0 |           | 11    4    0   19    0
Apr 29 01:59:00 ubuntu dstat.sh[65417]: 29-04 01:59:00| 41   5  52   0   0|1281M  943M  169M 5342M|8642B 2283B|   0  8693k|   0   424 |3303  3036 |1.34 0.92 0.51|4.0   0  27|   0     0 |           | 11    4    0   19    0
Apr 29 01:59:01 ubuntu dstat.sh[65417]: 29-04 01:59:01| 40   6  53   0   0|1271M  952M  169M 5343M|9390B 2807B|   0  1191k|   0   122 |2740  1522 |1.34 0.92 0.51|2.0   0  18|   0     0 |           | 11    5    0   19    0
Apr 29 01:59:02 ubuntu dstat.sh[65417]: 29-04 01:59:02| 46   7  45   0   0|1274M  942M  169M 5348M|2981B  282B|   0   792k|   0  13.0 |9726    17k|1.34 0.92 0.51|4.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 29 01:59:03 ubuntu dstat.sh[65417]: 29-04 01:59:03| 29  25  43   0   0|1250M  966M  169M 5348M|2522B   42B|   0   180k|   0  5.00 |  12k   19k|1.34 0.92 0.51|2.0   0 414|   0     0 |           | 11    4    0   19    0
Apr 29 01:59:04 ubuntu dstat.sh[65417]: 29-04 01:59:04| 33  23  43   0   0|1191M 1037M  169M 5338M|2218B    0 |   0  1994k|   0  22.0 |6576  6469 |1.40 0.94 0.52|3.0   0 396|   0     0 |           | 11    4    0   19    0
Apr 29 01:59:05 ubuntu dstat.sh[65417]: 29-04 01:59:05| 48  14  37   0   0|1195M 1033M  169M 5338M|2815B    0 |   0   128k|   0  4.99 |4826  5100 |1.40 0.94 0.52|2.0   0 258|   0     0 |           | 11    5    0   19    0
Apr 29 01:59:06 ubuntu dstat.sh[65417]: 29-04 01:59:06| 46   4  49   0   0|1264M  964M  169M 5338M|3383B    0 |   0   325k|   0  14.0 |2625  1119 |1.40 0.94 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 29 01:59:07 ubuntu dstat.sh[65417]: 29-04 01:59:07| 43   8  49   0   0|1299M  927M  169M 5339M|2461B    0 |   0    24k|   0  2.00 |2650  1416 |1.40 0.94 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 29 01:59:08 ubuntu dstat.sh[65417]: 29-04 01:59:08| 21  10  67   0   0|1300M  925M  170M 5341M|2459B    0 |   0  2743k|   0  81.0 |3937  5398 |1.40 0.94 0.52|1.0   0 140|   0     0 |           | 11    4    0   20    0
Apr 29 01:59:09 ubuntu dstat.sh[65417]: 29-04 01:59:09| 22   4  73   0   0|1328M  897M  170M 5341M|2520B    0 |   0     0 |   0     0 |1733  1404 |1.36 0.94 0.52|1.0   0   0|   0     0 |           | 11    4    0   20    0
Apr 29 01:59:10 ubuntu dstat.sh[65417]: 29-04 01:59:10| 24   2  73   0   0|1343M  881M  170M 5341M|2399B    0 |   0    14M|   0  71.0 |1805  1299 |1.36 0.94 0.52|2.0   0   0|   0     0 |           | 11    4    0   20    0
Apr 29 01:59:11 ubuntu dstat.sh[65417]: 29-04 01:59:11| 21   5  72   1   0|1315M  909M  170M 5341M|2240B    0 |   0  3344k|   0   265 |3961  5159 |1.36 0.94 0.52|1.0   0  43|   0     0 |           | 11    4    0   22    0
Apr 29 01:59:12 ubuntu dstat.sh[65417]: 29-04 01:59:12| 21   3  74   0   0|1376M  849M  170M 5341M|2286B    0 | 144k    0 |6.99     0 |1671  1142 |1.36 0.94 0.52|1.0   0   0|   0     0 |           | 11    4    0   16    0
Apr 29 01:59:13 ubuntu dstat.sh[65417]: 29-04 01:59:13| 19   2  78   0   0|1391M  833M  170M 5341M|6536B 4148B|   0   928k|   0  14.0 |2198  2205 |1.36 0.94 0.52|1.0   0 2.0|   0     0 |           | 11   17    0   16    0
Apr 29 01:59:14 ubuntu dstat.sh[65417]: 29-04 01:59:14| 19   3  76   0   0|1384M  840M  170M 5341M|7105B 4412B| 268k 3455k|66.0   247 |2547  2350 |1.33 0.94 0.53|2.0   0  29|   0     0 |           | 11   28    0   17    0
Apr 29 01:59:15 ubuntu dstat.sh[65417]: 29-04 01:59:15| 21   6  72   0   0|1385M  839M  170M 5341M|2761B    0 |   0    37M|   0   318 |2341  2204 |1.33 0.94 0.53|1.0   0  16|   0     0 |           | 11   28    0   17    0
Apr 29 01:59:16 ubuntu dstat.sh[65417]: 29-04 01:59:16| 16   3  81   0   0|1382M  841M  170M 5341M|9594B 6933B|   0  2345k|   0  50.1 |2065  1790 |1.33 0.94 0.53|1.0   0  18|   0     0 |           | 11   28    0   18    0
