Apr 23 17:45:10 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 23 17:45:10 ubuntu dstat.sh[65096]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 23 17:45:10 ubuntu dstat.sh[65096]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 23 17:45:10 ubuntu dstat.sh[65096]: 23-04 17:45:10|                   | 982M 1351M  163M 5128M|           |           |           |           |0.95 0.88 0.50|2.0   0    |           |           | 10    2    1   18    0
Apr 23 17:45:11 ubuntu dstat.sh[65096]: 23-04 17:45:11| 24  22  52   0   0| 972M 1362M  163M 5128M| 221k 7893B|   0  2892k|   0  58.0 |6104  4725 |0.95 0.88 0.50|1.5   0 425|   0     0 |           | 10    2    0   18    0
Apr 23 17:45:12 ubuntu dstat.sh[65096]: 23-04 17:45:12|  9  21  68   0   0| 927M 1406M  163M 5128M|9681B 3122B|   0   503k|   0  40.0 |5732  4208 |0.96 0.88 0.50|2.0   0 373|   0     0 |           | 10    4    0   18    0
Apr 23 17:45:13 ubuntu dstat.sh[65096]: 23-04 17:45:13| 15  19  65   0   0| 921M 1413M  163M 5128M|8492B 2617B|   0    20k|   0  5.01 |5203  5393 |0.96 0.88 0.50|1.0   0 263|   0     0 |           | 10    4    0   18    0
Apr 23 17:45:14 ubuntu dstat.sh[65096]: 23-04 17:45:14| 25  16  57   0   0|1051M 1282M  164M 5250M|  21k 6627B|   0   507k|   0  17.0 |5778  6594 |0.96 0.88 0.50|  0 1.0 157|   0     0 |           | 11    5    0   18    0
Apr 23 17:45:15 ubuntu dstat.sh[65096]: 23-04 17:45:15| 25   9  66   0   0|1071M 1261M  164M 5251M|  39k   12k|   0  1517k|   0  50.0 |3290  2498 |0.96 0.88 0.50|2.0   0 100|   0     0 |           | 11    8    0   18    0
Apr 23 17:45:16 ubuntu dstat.sh[65096]: 23-04 17:45:16| 30  12  57   1   0|1125M 1206M  164M 5251M|  23k   13k|  16k 1804k|1.00  64.1 |4345  3283 |0.96 0.88 0.50|2.0   0 180|   0     0 |           | 11    8    0   20    0
Apr 23 17:45:17 ubuntu dstat.sh[65096]: 23-04 17:45:17| 34   5  58   1   0|1189M 1140M  164M 5252M|  41k   13k|  16k 7274k|1.00  84.0 |2683  1780 |0.96 0.89 0.50|2.0   0   0|   0     0 |           | 11    7    0   20    1
Apr 23 17:45:18 ubuntu dstat.sh[65096]: 23-04 17:45:18| 34   4  58   4   0|1224M 1101M  165M 5256M|  23k   13k|   0  9753k|   0   687 |5378  7372 |0.96 0.89 0.50|3.0   0  11|   0     0 |           | 11    9    0   20    1
Apr 23 17:45:19 ubuntu dstat.sh[65096]: 23-04 17:45:19| 28   8  46  14   0|1229M 1060M  167M 5287M| 167k 5931B|   0    43M|   0  3242 |  14k   26k|0.96 0.89 0.50|3.0   0  58|   0     0 |           | 11    8    0   20    2
Apr 23 17:45:20 ubuntu dstat.sh[65096]: 23-04 17:45:20| 39  10  45   4   0|1218M 1052M  167M 5303M|4225B 1460B|   0    33M|   0  2240 |8618    14k|0.96 0.89 0.50|2.0   0  90|   0     0 |           | 11    6    0   20    2
Apr 23 17:45:21 ubuntu dstat.sh[65096]: 23-04 17:45:21| 44   6  48   1   0|1274M  975M  168M 5322M|4528B 1620B|   0  2557k|   0   131 |3101  2027 |0.96 0.89 0.50|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 23 17:45:22 ubuntu dstat.sh[65096]: 23-04 17:45:22| 44   5  47   2   0|1266M  968M  169M 5334M|4092B 1456B|   0    13M|   0   975 |4113  4043 |1.04 0.90 0.51|2.0   0  10|   0     0 |           | 11    6    0   20    2
Apr 23 17:45:23 ubuntu dstat.sh[65096]: 23-04 17:45:23| 43   6  49   1   0|1285M  920M  170M 5359M|3981B 1459B|   0  2746k|   0   186 |3252  2240 |1.04 0.90 0.51|3.0   0   0|   0     0 |           | 11    6    0   20    2
