May 04 18:34:32 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 04 18:34:32 ubuntu dstat.sh[66246]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 04 18:34:32 ubuntu dstat.sh[66246]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 04 18:34:32 ubuntu dstat.sh[66246]: 04-05 18:34:32|                   |1012M 1320M  165M 5128M|           |           |           |           |1.24 0.57 0.33|2.0 1.0    |           |           | 10    4    0   17    1
May 04 18:34:33 ubuntu dstat.sh[66246]: 04-05 18:34:33| 16  21  61   0   0|1015M 1317M  165M 5128M|  14k 8229B|   0  1626k|   0   115 |5505  4122 |1.24 0.57 0.33|1.5 0.5 363|   0     0 |           | 10    4    0   17    1
May 04 18:34:34 ubuntu dstat.sh[66246]: 04-05 18:34:34| 16  22  61   1   0| 994M 1337M  165M 5129M|  37k   11k|   0  1605k|   0  84.5 |5468  3984 |1.22 0.58 0.33|4.0   0 343|   0     0 |           | 10    5    0   17    1
May 04 18:34:35 ubuntu dstat.sh[66246]: 04-05 18:34:35| 28  20  51   0   0|1001M 1330M  165M 5129M|  16k 9351B|   0  1324k|   0  41.0 |5573  4936 |1.22 0.58 0.33|2.0   0 268|   0     0 |           | 10    4    0   17    2
May 04 18:34:36 ubuntu dstat.sh[66246]: 04-05 18:34:36| 29  16  53   0   0|1119M 1211M  166M 5252M|  39k   12k|   0  1701k|   0  52.8 |5669  7853 |1.22 0.58 0.33|2.0   0 185|   0     0 |           | 11    4    0   17    2
May 04 18:34:37 ubuntu dstat.sh[66246]: 04-05 18:34:37| 16   6  76   1   0|1116M 1197M  166M 5268M| 175k   12k|   0  1847k|   0  48.1 |2448  2014 |1.22 0.58 0.33|3.0   0  67|   0     0 |           | 11    6    0   17    2
May 04 18:34:38 ubuntu dstat.sh[66246]: 04-05 18:34:38| 38  13  48   0   0|1134M 1164M  166M 5280M|2578B    0 |   0  6391k|   0   158 |4154  2721 |1.22 0.58 0.33|3.0   0 121|   0     0 |           | 11    6    0   17    2
May 04 18:34:39 ubuntu dstat.sh[66246]: 04-05 18:34:39| 40  11  48   1   0|1192M 1088M  167M 5295M|2701B    0 |  32k 2841k|2.00  59.0 |3938  2858 |1.36 0.62 0.35|3.0   0  95|   0     0 |           | 11    6    0   19    2
May 04 18:34:40 ubuntu dstat.sh[66246]: 04-05 18:34:40| 43   6  49   1   0|1254M 1000M  167M 5317M|2219B    0 |   0  4311k|   0   120 |3136  2155 |1.36 0.62 0.35|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 04 18:34:41 ubuntu dstat.sh[66246]: 04-05 18:34:41| 39   6  46   7   0|1259M  961M  169M 5346M|2602B    0 |   0    29M|   0  1960 |9060    16k|1.36 0.62 0.35|1.0 1.0  29|   0     0 |           | 11    8    0   19    2
May 04 18:34:42 ubuntu dstat.sh[66246]: 04-05 18:34:42| 35   6  45  10   0|1261M  941M  170M 5362M|2580B  492B|   0    57M|   0  4579 |  14k   28k|1.36 0.62 0.35|3.0   0  54|   0     0 |           | 11    9    0   19    2
May 04 18:34:43 ubuntu dstat.sh[66246]: 04-05 18:34:43| 38   9  52   0   0|1207M 1012M  170M 5345M|8047B 2163B|   0  1353k|   0  65.8 |3542  2205 |1.36 0.62 0.35|4.0   0  77|   0     0 |           | 11    4    0   19    0
May 04 18:34:44 ubuntu dstat.sh[66246]: 04-05 18:34:44| 42   6  51   1   0|1235M  979M  171M 5350M|7993B 2349B|   0    10M|   0   556 |3831  3558 |1.41 0.64 0.36|3.0   0  33|   0     0 |           | 11    4    0   19    0
May 04 18:34:45 ubuntu dstat.sh[66246]: 04-05 18:34:45| 42   7  50   0   0|1210M 1002M  171M 5351M|6769B 1211B|   0  1247k|   0   136 |3145  1923 |1.41 0.64 0.36|3.0   0  29|   0     0 |           | 11    5    0   19    0
May 04 18:34:46 ubuntu dstat.sh[66246]: 04-05 18:34:46| 42   8  49   0   0|1220M  986M  171M 5356M|4913B 1908B|   0  1325k|   0  84.0 |  11k   18k|1.41 0.64 0.36|5.0   0  10|   0     0 |           | 11    4    0   19    0
May 04 18:34:47 ubuntu dstat.sh[66246]: 04-05 18:34:47| 36  17  45   0   0|1211M  994M  171M 5356M|2294B    0 |   0    88k|   0  2.00 |  12k   20k|1.41 0.64 0.36|2.0   0 324|   0     0 |           | 11    4    0   19    0
May 04 18:34:48 ubuntu dstat.sh[66246]: 04-05 18:34:48| 29  25  45   1   0|1162M 1056M  171M 5345M|2349B   94B|   0  2950k|   0   153 |6098  4881 |1.41 0.64 0.36|3.0   0 414|   0     0 |           | 11    4    0   19    0
May 04 18:34:49 ubuntu dstat.sh[66246]: 04-05 18:34:49| 43  19  37   0   0|1150M 1068M  171M 5346M|2519B    0 |   0   948k|   0   115 |6358  6983 |1.46 0.66 0.37|3.0   0 320|   0     0 |           | 11    4    0   19    0
May 04 18:34:50 ubuntu dstat.sh[66246]: 04-05 18:34:50| 44   7  48   0   0|1237M  981M  171M 5346M|2505B   42B|   0  1133k|   0  60.6 |2929  1907 |1.46 0.66 0.37|3.0   0  15|   0     0 |           | 11    5    0   19    0
May 04 18:34:51 ubuntu dstat.sh[66246]: 04-05 18:34:51| 44   6  48   0   0|1259M  958M  171M 5346M|2416B    0 |   0   332k|   0  22.0 |2736  1415 |1.46 0.66 0.37|3.0   0 1.0|   0     0 |           | 11    5    0   19    0
May 04 18:34:52 ubuntu dstat.sh[66246]: 04-05 18:34:52| 31  11  57   0   0|1277M  937M  171M 5349M|2528B    0 |   0  3094k|   0   284 |4150  5100 |1.46 0.66 0.37|1.0   0 118|   0     0 |           | 11    4    0   14    0
May 04 18:34:53 ubuntu dstat.sh[66246]: 04-05 18:34:53| 15   6  77   0   0|1330M  885M  171M 5349M|2461B   84B|   0    29M|   0   488 |2517  2057 |1.46 0.66 0.37|2.0   0  23|   0     0 |           | 11    4    0   14    0
May 04 18:34:54 ubuntu dstat.sh[66246]: 04-05 18:34:54| 23   3  74   0   0|1365M  850M  171M 5349M|2519B    0 |   0     0 |   0     0 |1668  1132 |1.42 0.67 0.37|2.0   0   0|   0     0 |           | 11    4    0   14    0
May 04 18:34:55 ubuntu dstat.sh[66246]: 04-05 18:34:55| 23   2  72   2   0|1381M  833M  171M 5349M|2767B    0 |   0  4628k|   0   330 |3623  5034 |1.42 0.67 0.37|3.0   0 1.0|   0     0 |           | 11   10    0   14    0
May 04 18:34:56 ubuntu dstat.sh[66246]: 04-05 18:34:56| 21   6  73   0   0|1295M  919M  171M 5349M|4057B    0 |   0  8200B|   0  2.00 |2297  1589 |1.42 0.67 0.37|3.0   0  42|   0     0 |           | 11    4    0   16    0
May 04 18:34:57 ubuntu dstat.sh[66246]: 04-05 18:34:57| 20   3  76   0   0|1334M  880M  171M 5349M|4790B 1960B| 144k  371k|6.98  2.99 |1630  1036 |1.42 0.67 0.37|1.0   0   0|   0     0 |           | 11    5    0   16    0
May 04 18:34:58 ubuntu dstat.sh[66246]: 04-05 18:34:58| 20   4  76   0   0|1335M  878M  171M 5349M|5741B 2828B| 268k   21M|66.0   148 |2815  2867 |1.42 0.67 0.37|2.0   0 2.0|   0     0 |           | 11   27    0   16    0
May 04 18:34:59 ubuntu dstat.sh[66246]: 04-05 18:34:59| 19   6  75   0   0|1356M  857M  171M 5349M|6049B 3832B|   0  2165k|   0  54.0 |2578  2062 |1.39 0.68 0.37|2.0   0  44|   0     0 |           | 11   28    0   17    0
May 04 18:35:00 ubuntu dstat.sh[66246]: 04-05 18:35:00| 18   3  78   0   0|1395M  818M  171M 5349M|6526B 4079B|   0    76k|   0  7.00 |1749  1488 |1.39 0.68 0.37|2.0   0   0|   0     0 |           | 11   29    0   17    0
May 04 18:35:01 ubuntu dstat.sh[66246]: 04-05 18:35:01| 25  12  63   0   0|1397M  817M  171M 5349M|5248B 2841B|   0  2274k|   0  17.0 |3586  2773 |1.39 0.68 0.37|3.0   0 157|   0     0 |           | 11   28    0   18    0
May 04 18:35:02 ubuntu dstat.sh[66246]: 04-05 18:35:02| 36   6  57   0   0|1448M  766M  171M 5350M|8724B 6250B|   0  4089B|   0  1.00 |2945  1983 |1.39 0.68 0.37|3.0   0 3.0|   0     0 |           | 11   30    0   18    0
May 04 18:35:03 ubuntu dstat.sh[66246]: 04-05 18:35:03| 38   4  56   0   0|1433M  781M  171M 5350M|  15k   12k|   0    13M|   0   136 |6278  8030 |1.39 0.68 0.37|3.0   0 1.0|   0     0 |           | 11   28    0   19    0
May 04 18:35:04 ubuntu dstat.sh[66246]: 04-05 18:35:04| 61  30   9   0   0|1492M  721M  171M 5350M|2287B    0 |   0  1533k|   0   201 |5851  4745 |1.52 0.72 0.39|6.0   0 579|   0     0 |           | 11   28    0   17    0
May 04 18:35:05 ubuntu dstat.sh[66246]: 04-05 18:35:05| 87  13   0   0   0|1701M  512M  171M 5350M|  14k   12k|   0   296k|   0  16.0 |5794  3953 |1.52 0.72 0.39|6.0   0   0|   0     0 |           | 11   31    0   17    0
