Jun 20 08:33:56 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 20 08:33:56 ubuntu dstat.sh[66423]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 20 08:33:56 ubuntu dstat.sh[66423]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 20 08:33:56 ubuntu dstat.sh[66423]: 20-06 08:33:56|                   | 992M 1350M  167M 5115M|           |           |           |           |1.36 0.98 0.55|2.0   0    |           |           | 10    6    0   17    0
Jun 20 08:33:57 ubuntu dstat.sh[66423]: 20-06 08:33:57| 21  21  56   0   0|1002M 1339M  167M 5115M|  25k   15k|   0  2082k|   0  67.9 |6486  5488 |1.36 0.98 0.55|2.5   0 527|   0     0 |           | 10    6    0   17    0
Jun 20 08:33:58 ubuntu dstat.sh[66423]: 20-06 08:33:58| 25  19  55   1   0| 990M 1350M  167M 5116M|  43k   15k|   0  2258k|   0  71.0 |6311  6242 |1.36 0.98 0.55|1.0   0 449|   0     0 |           | 10    6    0   17    0
Jun 20 08:33:59 ubuntu dstat.sh[66423]: 20-06 08:33:59| 31  15  50   0   0|1034M 1305M  168M 5177M|  21k   12k|   0  1587k|   0  44.6 |6356  8379 |1.36 0.98 0.55|5.0   0 241|   0     0 |           | 11    5    0   17    1
Jun 20 08:34:00 ubuntu dstat.sh[66423]: 20-06 08:34:00| 31  11  55   1   0|1104M 1210M  168M 5262M| 173k 9495B|   0  5203k|   0  72.5 |4026  2924 |1.36 0.98 0.55|2.0   0  98|   0     0 |           | 11    6    0   17    2
Jun 20 08:34:01 ubuntu dstat.sh[66423]: 20-06 08:34:01| 37  12  48   1   0|1137M 1158M  169M 5277M|5233B 1619B|  16k 2894k|1.00  87.9 |4626  3505 |1.41 0.99 0.56|3.0   0 185|   0     0 |           | 11    6    0   19    2
Jun 20 08:34:02 ubuntu dstat.sh[66423]: 20-06 08:34:02| 42   7  49   1   0|1194M 1075M  169M 5300M|4653B 1460B|  16k 2403k|1.00  38.0 |3010  1791 |1.41 0.99 0.56|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 20 08:34:03 ubuntu dstat.sh[66423]: 20-06 08:34:03| 43   5  48   1   0|1215M 1036M  171M 5314M|4619B 1620B|   0  5447k|   0   235 |3740  3260 |1.41 0.99 0.56|1.0 1.0 1.0|   0     0 |           | 11    8    0   19    2
Jun 20 08:34:04 ubuntu dstat.sh[66423]: 20-06 08:34:04| 33   7  43  13   0|1227M  987M  173M 5347M|4999B 1458B|4097B   70M|1.00  4852 |  16k   34k|1.41 0.99 0.56|2.0   0  66|   0     0 |           | 11    8    0   19    2
Jun 20 08:34:05 ubuntu dstat.sh[66423]: 20-06 08:34:05| 41   8  46   3   0|1172M 1048M  173M 5338M|5242B 1931B|   0    14M|   0  1054 |6094  8526 |1.41 0.99 0.56|2.0   0  92|   0     0 |           | 11    4    0   19    0
