May 27 21:18:53 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 27 21:18:53 ubuntu dstat.sh[65087]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 27 21:18:53 ubuntu dstat.sh[65087]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 27 21:18:53 ubuntu dstat.sh[65087]: 27-05 21:18:53|                   | 958M 1357M  163M 5145M|           |           |           |           |1.59 1.08 0.62|1.0   0    |           |           | 10    6    0   18    0
May 27 21:18:54 ubuntu dstat.sh[65087]: 27-05 21:18:54| 18  21  58   1   0| 955M 1360M  164M 5145M|  36k   16k|   0  2132k|   0  74.9 |5578  4150 |1.59 1.08 0.62|1.0 0.5 352|   0     0 |           | 10    6    0   18    0
May 27 21:18:55 ubuntu dstat.sh[65087]: 27-05 21:18:55| 22  21  54   0   0| 945M 1368M  164M 5146M|  40k   12k|   0  1670k|   0  63.4 |5526  3984 |1.59 1.08 0.62|1.0   0 341|   0     0 |           | 10    6    0   17    0
May 27 21:18:56 ubuntu dstat.sh[65087]: 27-05 21:18:56| 29  19  50   1   0| 946M 1367M  164M 5146M|  24k   13k|   0  5166k|   0  74.2 |5712  4919 |1.59 1.08 0.62|3.0   0 274|   0     0 |           | 10    5    0   17    1
May 27 21:18:57 ubuntu dstat.sh[65087]: 27-05 21:18:57| 36  18  44   0   0|1054M 1237M  164M 5265M| 173k 8310B|   0  1915k|   0  65.0 |6275  6584 |1.62 1.09 0.63|2.0   0 186|   0     0 |           | 11    4    0   17    2
May 27 21:18:58 ubuntu dstat.sh[65087]: 27-05 21:18:58| 35  11  52   0   0|1103M 1166M  165M 5307M|4442B 1495B|   0  1901k|   0  60.8 |3941  2789 |1.62 1.09 0.63|2.0   0 105|   0     0 |           | 11    6    0   17    2
May 27 21:18:59 ubuntu dstat.sh[65087]: 27-05 21:18:59| 39  13  47   1   0|1125M 1122M  166M 5327M|4578B 1626B|  16k 4140k|1.00   249 |4724  3432 |1.62 1.09 0.63|1.0 1.0 177|   0     0 |           | 11    6    0   19    2
May 27 21:19:00 ubuntu dstat.sh[65087]: 27-05 21:19:00| 42   8  49   1   0|1169M 1059M  167M 5341M|4397B 1458B|  16k 4887k|1.00   140 |3262  2334 |1.62 1.09 0.63|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 27 21:19:01 ubuntu dstat.sh[65087]: 27-05 21:19:01| 43   5  48   3   0|1201M  997M  168M 5367M|4898B 1459B|   0    21M|   0  1005 |4958  5706 |1.62 1.09 0.63|7.0   0  11|   0     0 |           | 11    8    0   19    2
May 27 21:19:02 ubuntu dstat.sh[65087]: 27-05 21:19:02| 31   9  44  13   0|1230M  973M  170M 5361M|5139B 1937B|   0    53M|   0  4032 |  16k   30k|1.73 1.13 0.64|2.0 1.0  64|   0     0 |           | 11    6    0   19    0
