Mar 10 19:02:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 10 19:02:38 ubuntu dstat.sh[59762]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 10 19:02:38 ubuntu dstat.sh[59762]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 10 19:02:38 ubuntu dstat.sh[59762]: 10-03 19:02:38|                   |1035M 1558M  159M 4885M|           |           |           |           |1.20 0.89 0.51|1.0   0    |           |           | 10    5    0   17    1
Mar 10 19:02:39 ubuntu dstat.sh[59762]: 10-03 19:02:39| 19  21  57   1   0|1035M 1558M  159M 4886M|  35k   16k|   0  2330k|   0  72.9 |5441  3862 |1.20 0.89 0.51|1.5   0 331|   0     0 |           | 10    5    0   17    1
Mar 10 19:02:40 ubuntu dstat.sh[59762]: 10-03 19:02:40| 24  21  53   1   0|1019M 1573M  159M 4886M|  39k   12k|   0  2835k|   0  98.0 |5528  3937 |1.26 0.90 0.52|4.0   0 345|   0     0 |           | 10    5    0   17    1
Mar 10 19:02:41 ubuntu dstat.sh[59762]: 10-03 19:02:41| 27  19  52   0   0| 977M 1614M  159M 4887M|  23k   14k|   0  1770k|   0  49.9 |5945  5396 |1.26 0.90 0.52|1.0   0 273|   0     0 |           | 10    5    0   17    1
Mar 10 19:02:42 ubuntu dstat.sh[59762]: 10-03 19:02:42| 35  18  45   0   0|1042M 1525M  160M 4964M| 167k 6442B|   0  2371k|   0  82.8 |6078  8048 |1.26 0.90 0.52|2.0   0 193|   0     0 |           | 11    4    0   17    2
Mar 10 19:02:43 ubuntu dstat.sh[59762]: 10-03 19:02:43| 28  10  60   1   0|1119M 1426M  161M 5049M|5776B 1625B|  16k 4826k|1.00  48.1 |3476  2674 |1.26 0.90 0.52|2.0   0  81|   0     0 |           | 11    6    0   17    2
Mar 10 19:02:44 ubuntu dstat.sh[59762]: 10-03 19:02:44| 39  13  47   0   0|1132M 1392M  161M 5068M|4969B 1133B|   0  1638k|   0  62.9 |4412  2860 |1.26 0.90 0.52|2.0   0 165|   0     0 |           | 11    6    0   17    2
Mar 10 19:02:45 ubuntu dstat.sh[59762]: 10-03 19:02:45| 41   9  49   1   0|1189M 1319M  162M 5080M|4389B 1406B|  32k 4297k|2.00   143 |3681  2743 |1.32 0.92 0.53|2.0   0  40|   0     0 |           | 11    6    0   19    2
Mar 10 19:02:46 ubuntu dstat.sh[59762]: 10-03 19:02:46| 44   5  49   1   0|1224M 1254M  163M 5106M|4686B 1616B|   0  3755k|   0  90.8 |3254  2117 |1.32 0.92 0.53|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Mar 10 19:02:47 ubuntu dstat.sh[59762]: 10-03 19:02:47| 32   8  49   9   0|1251M 1233M  165M 5098M|  10k 3980B|   0    35M|   0  3122 |  13k   23k|1.32 0.92 0.53|2.0   0  48|   0     0 |           | 11    6    0   19    0
Mar 10 19:02:48 ubuntu dstat.sh[59762]: 10-03 19:02:48| 35   8  46   8   0|1264M 1217M  166M 5101M|8767B 2918B|   0    47M|   0  3463 |  13k   22k|1.32 0.92 0.53|5.0   0  69|   0     0 |           | 11    5    0   19    0
Mar 10 19:02:49 ubuntu dstat.sh[59762]: 10-03 19:02:49| 40  11  49   0   0|1228M 1246M  166M 5107M|4547B 1747B|   0  1779k|   0  42.2 |3452  2170 |1.32 0.92 0.53|3.0   0  79|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:50 ubuntu dstat.sh[59762]: 10-03 19:02:50| 40   6  52   1   0|1264M 1204M  166M 5112M|  11k 4629B|   0  9428k|   0   527 |4117  4310 |1.29 0.92 0.53|2.0   0  22|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:51 ubuntu dstat.sh[59762]: 10-03 19:02:51| 45   9  44   0   0|1239M 1227M  166M 5112M|4643B 1454B|   0  2039k|   0  19.9 |  12k   23k|1.29 0.92 0.53|3.0   0  23|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:52 ubuntu dstat.sh[59762]: 10-03 19:02:52| 43   9  47   0   0|1238M 1240M  166M 5102M|4210B 1624B|   0   557k|   0  15.0 |6019  8871 |1.29 0.92 0.53|2.0   0  15|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:53 ubuntu dstat.sh[59762]: 10-03 19:02:53| 40  12  48   0   0|1204M 1275M  166M 5102M|4458B 1500B|   0   128k|   0  6.00 |4237  2683 |1.29 0.92 0.53|2.0   0 186|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:54 ubuntu dstat.sh[59762]: 10-03 19:02:54| 12  24  63   0   0|1139M 1340M  166M 5102M|4560B 1620B|   0    28k|   0  7.00 |5575  4063 |1.29 0.92 0.53|1.0   0 370|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:55 ubuntu dstat.sh[59762]: 10-03 19:02:55| 12  21  65   0   0|1111M 1367M  166M 5102M|4912B 1659B|   0   803k|   0  20.0 |6235  6145 |1.27 0.93 0.53|1.0   0 300|   0     0 |           | 11    4    0   19    0
Mar 10 19:02:56 ubuntu dstat.sh[59762]: 10-03 19:02:56| 32  15  50   0   0|1168M 1310M  166M 5102M|5895B 1619B|   0  8189B|   0  2.00 |5518  5679 |1.27 0.93 0.53|2.0   0 195|   0     0 |           | 11    5    0   19    0
Mar 10 19:02:57 ubuntu dstat.sh[59762]: 10-03 19:02:57| 50   8  42   0   0|1191M 1287M  166M 5102M|5361B 1459B|   0    84k|   0  6.00 |3577    14k|1.27 0.93 0.53|3.0   0  36|   0     0 |           | 11    5    0   20    0
Mar 10 19:02:58 ubuntu dstat.sh[59762]: 10-03 19:02:58| 44   8  47   0   0|1213M 1265M  166M 5103M|6833B 1618B|   0    16M|   0   149 |3130  2080 |1.27 0.93 0.53|3.0   0   0|   0     0 |           | 11    5    0   13    0
Mar 10 19:02:59 ubuntu dstat.sh[59762]: 10-03 19:02:59| 29  12  58   0   0|1246M 1230M  166M 5105M|4616B 1027B|   0  1845k|   0   106 |4665  4603 |1.27 0.93 0.53|  0   0 118|   0     0 |           | 11    4    0   13    0
