Apr 15 14:41:28 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 15 14:41:28 ubuntu dstat.sh[65034]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 15 14:41:28 ubuntu dstat.sh[65034]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 15 14:41:28 ubuntu dstat.sh[65034]: 15-04 14:41:28|                   | 938M 1410M  164M 5115M|           |           |           |           |1.26 0.99 0.56|1.0   0    |           |           | 10    4    0   17    1
Apr 15 14:41:29 ubuntu dstat.sh[65034]: 15-04 14:41:29| 19  21  58   0   0| 945M 1402M  164M 5115M|  40k   14k|   0  2507k|   0   165 |5722  4384 |1.26 0.99 0.56|1.0   0 360|   0     0 |           | 10    4    0   17    1
Apr 15 14:41:30 ubuntu dstat.sh[65034]: 15-04 14:41:30| 22  21  55   1   0| 984M 1363M  164M 5116M|  26k   14k|   0  2040k|   0   115 |5836  4526 |1.26 0.99 0.56|2.0   0 393|   0     0 |           | 10    5    0   17    1
Apr 15 14:41:31 ubuntu dstat.sh[65034]: 15-04 14:41:31| 29  18  52   0   0| 994M 1351M  164M 5116M|  43k   15k|   0  1871k|   0  61.8 |6680  7427 |1.26 0.99 0.56|2.0   0 290|   0     0 |           | 10    5    0   17    1
Apr 15 14:41:32 ubuntu dstat.sh[65034]: 15-04 14:41:32| 29  17  50   0   0|1127M 1209M  164M 5247M| 142k   14k|   0  5227k|   0  68.0 |5608  6025 |1.26 0.99 0.56|2.0   0 140|   0     0 |           | 11    7    0   17    1
Apr 15 14:41:33 ubuntu dstat.sh[65034]: 15-04 14:41:33| 37  13  49   1   0|1146M 1168M  165M 5265M|  45k 2942B|   0  1705k|   0  76.2 |4549  3135 |1.32 1.01 0.57|2.0   0 183|   0     0 |           | 11    8    0   17    2
Apr 15 14:41:34 ubuntu dstat.sh[65034]: 15-04 14:41:34| 40   7  49   1   0|1213M 1083M  166M 5281M|3204B  324B|  32k 3168k|2.00  57.0 |3246  2318 |1.32 1.01 0.57|2.0   0  35|   0     0 |           | 11    6    0   20    2
Apr 15 14:41:35 ubuntu dstat.sh[65034]: 15-04 14:41:35| 43   5  49   1   0|1265M 1005M  167M 5304M|4558B 1619B|   0  3838k|   0   123 |3133  2118 |1.32 1.01 0.57|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 15 14:41:36 ubuntu dstat.sh[65034]: 15-04 14:41:36| 33   8  46  11   0|1264M  970M  169M 5334M|4657B 1459B|   0    30M|   0  1960 |  11k   18k|1.32 1.01 0.57|4.0 1.0  40|   0     0 |           | 11    8    0   20    2
Apr 15 14:41:37 ubuntu dstat.sh[65034]: 15-04 14:41:37| 35   6  42  14   0|1263M  954M  170M 5348M|5458B 2110B|   0    57M|   0  4330 |  15k   27k|1.32 1.01 0.57|5.0   0  42|   0     0 |           | 11    9    0   20    2
Apr 15 14:41:38 ubuntu dstat.sh[65034]: 15-04 14:41:38| 38  10  50   2   0|1186M 1048M  170M 5331M|  10k 3693B|   0    11M|   0   749 |4623  4821 |1.38 1.02 0.58|2.0   0  94|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:39 ubuntu dstat.sh[65034]: 15-04 14:41:39| 40   5  52   0   0|1252M  977M  170M 5336M|  10k 3808B|   0  3264k|   0   176 |3068  2082 |1.38 1.02 0.58|3.0   0  17|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:40 ubuntu dstat.sh[65034]: 15-04 14:41:40| 40   7  52   1   0|1224M 1004M  170M 5337M|  10k 4620B|   0  5224k|   0   324 |3460  2842 |1.38 1.02 0.58|2.0   0  28|   0     0 |           | 11    5    0   20    0
Apr 15 14:41:41 ubuntu dstat.sh[65034]: 15-04 14:41:41| 43   9  46   0   0|1230M  990M  170M 5342M|6011B 1698B|   0  1136k|   0  76.0 |  12k   21k|1.38 1.02 0.58|3.0   0  14|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:42 ubuntu dstat.sh[65034]: 15-04 14:41:42| 38  16  45   0   0|1215M 1005M  171M 5343M|4341B 1459B|   0   176k|   0  3.00 |  11k   18k|1.38 1.02 0.58|2.0   0 212|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:43 ubuntu dstat.sh[65034]: 15-04 14:41:43| 29  25  44   1   0|1136M 1097M  171M 5332M|4564B 1621B|   0  2734k|   0   141 |6357  4964 |1.43 1.04 0.58|2.0   0 445|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:44 ubuntu dstat.sh[65034]: 15-04 14:41:44| 31  18  50   0   0|1133M 1100M  171M 5332M|4382B 1663B|   0  1320k|   0  98.0 |6545  7416 |1.43 1.04 0.58|2.0   0 300|   0     0 |           | 11    4    0   20    0
Apr 15 14:41:45 ubuntu dstat.sh[65034]: 15-04 14:41:45| 46  15  38   0   0|1206M 1027M  171M 5332M|4498B 1452B|   0  4078B|   0  1.00 |4021  8778 |1.43 1.04 0.58|2.0   0 145|   0     0 |           | 11    5    0   21    0
Apr 15 14:41:46 ubuntu dstat.sh[65034]: 15-04 14:41:46| 46   5  49   0   0|1253M  979M  171M 5333M|4891B 1718B|   0   461k|   0  41.1 |2670  1215 |1.43 1.04 0.58|3.0   0   0|   0     0 |           | 11    5    0   21    0
Apr 15 14:41:47 ubuntu dstat.sh[65034]: 15-04 14:41:47| 42  10  47   0   0|1264M  965M  171M 5335M|4433B 1617B|   0  4049k|   0   336 |3892  4517 |1.43 1.04 0.58|1.0   0  20|   0     0 |           | 11    4    0   16    0
Apr 15 14:41:48 ubuntu dstat.sh[65034]: 15-04 14:41:48| 13  10  77   0   0|1300M  930M  171M 5335M|4330B 1624B|   0    19M|   0   342 |3103  2596 |1.55 1.07 0.60|1.0   0 120|   0     0 |           | 11    4    0   16    0
Apr 15 14:41:49 ubuntu dstat.sh[65034]: 15-04 14:41:49| 20   4  74   0   0|1356M  873M  171M 5335M|4438B 1689B|   0     0 |   0     0 |1688  1429 |1.55 1.07 0.60|2.0   0   0|   0     0 |           | 11    4    0   16    0
Apr 15 14:41:50 ubuntu dstat.sh[65034]: 15-04 14:41:50| 24   2  73   0   0|1370M  859M  171M 5335M|4277B 1458B|   0     0 |   0     0 |1687  1132 |1.55 1.07 0.60|2.0   0   0|   0     0 |           | 11    6    0   16    0
Apr 15 14:41:51 ubuntu dstat.sh[65034]: 15-04 14:41:51| 21   6  71   1   0|1295M  935M  171M 5335M|4470B 1625B|   0  3209k|   0   263 |4271  5289 |1.55 1.07 0.60|2.0 1.0  43|   0     0 |           | 11    4    0   16    0
Apr 15 14:41:52 ubuntu dstat.sh[65034]: 15-04 14:41:52| 23   3  73   0   0|1320M  909M  171M 5335M|4380B 1452B| 143k 1538k|6.97  76.7 |1901  1458 |1.55 1.07 0.60|1.0   0   0|   0     0 |           | 11    4    0   16    0
Apr 15 14:41:53 ubuntu dstat.sh[65034]: 15-04 14:41:53| 19   4  76   0   0|1337M  892M  171M 5336M|9068B 5709B|   0    12M|   0  94.2 |2792  2810 |1.51 1.07 0.60|1.0   0 2.0|   0     0 |           | 11   17    0   16    0
Apr 15 14:41:54 ubuntu dstat.sh[65034]: 15-04 14:41:54| 19   5  75   1   0|1312M  916M  171M 5336M|9175B 5948B| 268k  321k|66.1  61.1 |2738  2155 |1.51 1.07 0.60|1.0   0  45|   0     0 |           | 11   28    0   17    0
Apr 15 14:41:55 ubuntu dstat.sh[65034]: 15-04 14:41:55| 20   4  75   0   0|1381M  847M  171M 5336M|6639B 3579B|   0     0 |   0     0 |1790  1173 |1.51 1.07 0.60|  0   0   0|   0     0 |           | 11   29    0   17    0
Apr 15 14:41:56 ubuntu dstat.sh[65034]: 15-04 14:41:56| 16   6  77   0   0|1324M  905M  171M 5336M|  10k 6545B|   0  2601k|   0  22.0 |2802  2209 |1.51 1.07 0.60|1.0   0  64|   0     0 |           | 11   28    0   18    0
Apr 15 14:41:57 ubuntu dstat.sh[65034]: 15-04 14:41:57| 39  11  49   0   0|1438M  790M  171M 5336M|4709B 1504B|   0    12k|   0  3.01 |3242  1946 |1.51 1.07 0.60|3.0   0  92|   0     0 |           | 11   28    0   18    0
