Jun 05 16:19:42 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 05 16:19:42 ubuntu dstat.sh[64894]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 05 16:19:42 ubuntu dstat.sh[64894]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 05 16:19:42 ubuntu dstat.sh[64894]: 05-06 16:19:42|                   |1037M 1285M  164M 5139M|           |           |           |           |1.34 0.97 0.54|2.0   0    |           |           | 10    6    0   17    0
Jun 05 16:19:43 ubuntu dstat.sh[64894]: 05-06 16:19:43| 21  21  55   1   0|1036M 1286M  164M 5139M|  43k   15k|   0  2101k|   0  71.9 |5809  4576 |1.34 0.97 0.54|2.0   0 390|   0     0 |           | 10    6    0   17    0
Jun 05 16:19:44 ubuntu dstat.sh[64894]: 05-06 16:19:44| 23  23  53   1   0|1014M 1291M  164M 5155M| 183k   15k|   0  2377k|   0  68.5 |5820  4405 |1.34 0.97 0.54|3.0   0 380|   0     0 |           | 10    5    0   17    1
Jun 05 16:19:45 ubuntu dstat.sh[64894]: 05-06 16:19:45| 34  20  43   0   0| 990M 1299M  165M 5168M|5658B 1642B|   0  4957k|   0  88.9 |6395  7258 |1.34 0.97 0.54|4.0   0 288|   0     0 |           | 10    4    0   17    2
Jun 05 16:19:46 ubuntu dstat.sh[64894]: 05-06 16:19:46| 38  16  43   0   0|1124M 1147M  165M 5305M|6716B 1619B|   0  1535k|   0  31.0 |5359  6931 |1.34 0.97 0.54|2.0   0 167|   0     0 |           | 11    6    0   17    2
Jun 05 16:19:47 ubuntu dstat.sh[64894]: 05-06 16:19:47| 38  12  48   1   0|1120M 1127M  166M 5326M|6291B  919B|   0  3261k|   0   129 |4206  2851 |1.39 0.99 0.55|4.0   0 104|   0     0 |           | 11    6    0   17    2
Jun 05 16:19:48 ubuntu dstat.sh[64894]: 05-06 16:19:48| 39  12  48   1   0|1158M 1058M  167M 5353M|4895B  862B|  32k 4085k|2.00   112 |4274  3274 |1.39 0.99 0.55|2.0   0 111|   0     0 |           | 11    6    0   19    2
Jun 05 16:19:49 ubuntu dstat.sh[64894]: 05-06 16:19:49| 45   5  48   1   0|1214M 1007M  168M 5346M|4719B 1185B|   0  3265k|   0  64.2 |3111  1894 |1.39 0.99 0.55|2.0   0 1.0|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:50 ubuntu dstat.sh[64894]: 05-06 16:19:50| 33   8  50   7   0|1241M  974M  169M 5350M|9078B 3650B|   0    19M|   0  1458 |8205    13k|1.39 0.99 0.55|5.0 1.0  44|   0     0 |           | 11    7    0   19    0
Jun 05 16:19:51 ubuntu dstat.sh[64894]: 05-06 16:19:51| 31   8  45  14   0|1238M  964M  170M 5361M|7148B 2472B|   0    30M|   0  2403 |  13k   23k|1.39 0.99 0.55|2.0 1.0  67|   0     0 |           | 11    6    0   19    0
Jun 05 16:19:52 ubuntu dstat.sh[64894]: 05-06 16:19:52| 41  12  41   3   0|1185M 1016M  170M 5362M|4541B 1613B|   0    26M|   0  1494 |  14k   26k|1.44 1.00 0.56|2.0 2.0  97|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:53 ubuntu dstat.sh[64894]: 05-06 16:19:53| 42  12  45   1   0|1198M 1002M  170M 5362M|4293B 1463B|   0  5820k|   0   374 |  12k   20k|1.44 1.00 0.56|2.0   0  19|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:54 ubuntu dstat.sh[64894]: 05-06 16:19:54| 44   6  49   0   0|1159M 1049M  170M 5355M|4377B 1619B|   0  4345k|   0   250 |3372  2467 |1.44 1.00 0.56|3.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:55 ubuntu dstat.sh[64894]: 05-06 16:19:55| 34   7  57   0   0|1212M  996M  170M 5355M|4096B 1499B|   0  2035k|   0   136 |3229  2468 |1.44 1.00 0.56|2.0   0  67|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:56 ubuntu dstat.sh[64894]: 05-06 16:19:56| 23   3  73   0   0|1202M 1006M  170M 5355M|4993B 1619B|   0    28k|   0  4.00 |1864  1168 |1.44 1.00 0.56|1.0   0  13|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:57 ubuntu dstat.sh[64894]: 05-06 16:19:57|  8  21  70   0   0|1161M 1047M  170M 5355M|4831B 1501B|   0  8198B|   0  2.00 |5073  3582 |1.32 0.99 0.55|1.0   0 282|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:58 ubuntu dstat.sh[64894]: 05-06 16:19:58|  9  22  67   0   0|1099M 1108M  170M 5355M|4625B 1664B|   0    28k|   0  7.01 |5193  3435 |1.32 0.99 0.55|1.0   0 261|   0     0 |           | 11    4    0   19    0
Jun 05 16:19:59 ubuntu dstat.sh[64894]: 05-06 16:19:59| 15  18  63   0   0|1092M 1115M  170M 5356M|4617B 1619B|   0    12k|   0  3.00 |6018  6940 |1.32 0.99 0.55|1.0   0 244|   0     0 |           | 11    4    0   19    0
Jun 05 16:20:00 ubuntu dstat.sh[64894]: 05-06 16:20:00| 39  12  48   0   0|1162M 1046M  170M 5356M|5276B 1619B|   0  9642k|   0  58.0 |3818  2594 |1.32 0.99 0.55|3.0   0 131|   0     0 |           | 11    5    0   19    0
Jun 05 16:20:01 ubuntu dstat.sh[64894]: 05-06 16:20:01| 47   4  49   0   0|1218M  989M  170M 5356M|5302B 1622B|   0  6891k|   0  85.1 |2962  1580 |1.32 0.99 0.55|3.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 05 16:20:02 ubuntu dstat.sh[64894]: 05-06 16:20:02| 43   9  46   0   0|1234M  971M  170M 5358M|4967B 1616B|   0  1895k|   0   110 |3514  3586 |1.38 1.00 0.56|3.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 05 16:20:03 ubuntu dstat.sh[64894]: 05-06 16:20:03| 15  10  74   0   0|1276M  929M  170M 5359M|4694B 1463B|   0   361k|   0  23.1 |3678  3344 |1.38 1.00 0.56|1.0   0 142|   0     0 |           | 11    4    0   19    0
Jun 05 16:20:04 ubuntu dstat.sh[64894]: 05-06 16:20:04| 22   4  74   0   0|1342M  862M  170M 5359M|4988B 1623B|   0     0 |   0     0 |1745  1253 |1.38 1.00 0.56|1.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 05 16:20:05 ubuntu dstat.sh[64894]: 05-06 16:20:05| 25   2  72   0   0|1361M  843M  170M 5359M|4507B 1454B|   0     0 |   0     0 |1949  1235 |1.38 1.00 0.56|1.0   0 7.0|   0     0 |           | 11    6    0   13    0
Jun 05 16:20:06 ubuntu dstat.sh[64894]: 05-06 16:20:06| 22   4  69   2   0|1293M  911M  170M 5359M|5199B 1624B|   0    26M|   0   532 |4411  6074 |1.38 1.00 0.56|2.0   0  13|   0     0 |           | 11    4    0   15    0
Jun 05 16:20:07 ubuntu dstat.sh[64894]: 05-06 16:20:07| 26   8  66   0   0|1351M  853M  171M 5359M|4625B 1454B| 144k  367k|6.98  3.99 |3042    13k|1.59 1.05 0.58|1.0   0  66|   0     0 |           | 11    4    0   16    0
Jun 05 16:20:08 ubuntu dstat.sh[64894]: 05-06 16:20:08| 19   2  78   0   0|1370M  834M  171M 5359M|7536B 4014B|   0  3772k|   0   173 |2146  1966 |1.59 1.05 0.58|2.0   0 1.0|   0     0 |           | 11   13    0   15    0
Jun 05 16:20:09 ubuntu dstat.sh[64894]: 05-06 16:20:09| 20   2  76   1   0|1378M  825M  171M 5360M|  11k 7551B| 267k  271k|65.9  9.98 |2577  2581 |1.59 1.05 0.58|1.0   0 2.0|   0     0 |           | 11   28    0   16    0
Jun 05 16:20:10 ubuntu dstat.sh[64894]: 05-06 16:20:10| 20   6  73   0   0|1385M  818M  171M 5360M|4829B 1524B|   0  1144k|   0  49.0 |2307  1666 |1.59 1.05 0.58|1.0   0  43|   0     0 |           | 11   28    0   16    0
Jun 05 16:20:11 ubuntu dstat.sh[64894]: 05-06 16:20:11| 18   4  76   1   0|1380M  824M  171M 5360M|  10k 7478B|   0    34M|   0   707 |2576  2042 |1.59 1.05 0.58|  0   0   0|   0     0 |           | 11   29    0   16    0
Jun 05 16:20:12 ubuntu dstat.sh[64894]: 05-06 16:20:12| 25  13  61   0   0|1375M  829M  171M 5360M|6082B 2521B|   0    16k|   0  4.00 |3662  2507 |1.54 1.05 0.58|2.0   0 156|   0     0 |           | 11   28    0   17    0
Jun 05 16:20:13 ubuntu dstat.sh[64894]: 05-06 16:20:13| 37   4  58   0   0|1458M  745M  171M 5360M|  12k 9352B|   0    80k|   0  4.00 |3137  2363 |1.54 1.05 0.58|2.0   0   0|   0     0 |           | 11   30    0   17    0
Jun 05 16:20:14 ubuntu dstat.sh[64894]: 05-06 16:20:14| 39   5  56   0   0|1428M  776M  171M 5360M|  16k   12k|   0   252k|   0  27.0 |6178  7494 |1.54 1.05 0.58|2.0   0  13|   0     0 |           | 11   28    0   18    0
Jun 05 16:20:15 ubuntu dstat.sh[64894]: 05-06 16:20:15| 62  31   7   0   0|1503M  701M  171M 5360M|6627B 1784B|   0   205k|   0  20.1 |5799  4818 |1.54 1.05 0.58|7.0   0 567|   0     0 |           | 11   28    0   18    0
Jun 05 16:20:16 ubuntu dstat.sh[64894]: 05-06 16:20:16| 81  12   7   0   0|1715M  489M  171M 5360M|  16k   12k|   0    19M|   0  83.9 |5120  3109 |1.54 1.05 0.58|5.0   0   0|   0     0 |           | 11   32    0   16    0
Jun 05 16:20:17 ubuntu dstat.sh[64894]: 05-06 16:20:17| 77  10  13   0   0|1749M  455M  171M 5360M|  35k   30k|   0   400k|   0  50.0 |8116    12k|1.66 1.08 0.60|4.0   0  12|   0     0 |           | 11   30    0   20    0
Jun 05 16:20:18 ubuntu dstat.sh[64894]: 05-06 16:20:18| 41  15  43   0   0|1530M  673M  171M 5360M|  11k 6735B|   0   387k|   0  28.9 |5278  6029 |1.66 1.08 0.60|1.0   0 297|   0     0 |           | 11   28    0   22    0
Jun 05 16:20:19 ubuntu dstat.sh[64894]: 05-06 16:20:19| 19   3  77   0   0|1511M  692M  171M 5360M|8879B 5528B|   0   144k|   0  10.0 |1973  1728 |1.66 1.08 0.60|4.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 05 16:20:20 ubuntu dstat.sh[64894]: 05-06 16:20:20| 17   5  77   0   0|1460M  743M  171M 5360M|8351B 4663B|   0   237k|   0  21.1 |3279  3341 |1.66 1.08 0.60|1.0   0  59|   0     0 |           | 11   28    0   23    0
Jun 05 16:20:21 ubuntu dstat.sh[64894]: 05-06 16:20:21| 22   5  72   0   0|1482M  721M  171M 5360M|5396B 1448B|   0    66M|   0   369 |2351  1963 |1.66 1.08 0.60|3.0   0 8.9|   0     0 |           | 11   28    0   23    0
Jun 05 16:20:22 ubuntu dstat.sh[64894]: 05-06 16:20:22| 14   2  81   0   0|1472M  731M  171M 5360M|  11k 7745B|   0   473k|   0  39.1 |2662  3050 |1.52 1.07 0.59|1.0 1.0   0|   0     0 |           | 11   29    0   23    0
Jun 05 16:20:23 ubuntu dstat.sh[64894]: 05-06 16:20:23| 11  19  69   0   0|1432M  771M  171M 5360M|5343B 2002B|   0   229k|   0  14.1 |4640  3236 |1.52 1.07 0.59|1.0   0 266|   0     0 |           | 11   28    0   24    0
Jun 05 16:20:24 ubuntu dstat.sh[64894]: 05-06 16:20:24| 13  28  57   0   0|1421M  782M  171M 5360M|3076B  323B|   0  1915k|   0  90.8 |5904  4311 |1.52 1.07 0.59|5.0   0 522|   0     0 |           | 11   28    0   24    0
Jun 05 16:20:25 ubuntu dstat.sh[64894]: 05-06 16:20:25| 77  22   0   0   0|1574M  629M  171M 5360M|4755B 1625B|   0   610k|   0  37.1 |5054  3185 |1.52 1.07 0.59|5.0   0 252|   0     0 |           | 11   28    0   24    0
Jun 05 16:20:26 ubuntu dstat.sh[64894]: 05-06 16:20:26| 77   9  13   0   0|1680M  523M  171M 5360M|  34k   30k|   0  1060k|   0  18.0 |6629  7580 |1.52 1.07 0.59|4.0   0   0|   0     0 |           | 11   33    0   24    0
Jun 05 16:20:27 ubuntu dstat.sh[64894]: 05-06 16:20:27| 74  16   9   1   0|1602M  601M  171M 5361M|  25k   21k|   0   788k|   0  82.0 |7952    13k|1.88 1.15 0.62|6.0   0 251|   0     0 |           | 11   28    0   25    0
Jun 05 16:20:28 ubuntu dstat.sh[64894]: 05-06 16:20:28| 83  17   0   0   0|1642M  560M  171M 5361M|4154B 1457B|   0   140k|   0  9.99 |4978  2736 |1.88 1.15 0.62|6.0   0  59|   0     0 |           | 11   28    0   25    0
Jun 05 16:20:29 ubuntu dstat.sh[64894]: 05-06 16:20:29| 80  11   8   0   0|1744M  458M  171M 5361M|  28k   26k|   0  1922k|   0   161 |5861  6112 |1.88 1.15 0.62|4.0   0   0|   0     0 |           | 11   34    0   25    0
Jun 05 16:20:30 ubuntu dstat.sh[64894]: 05-06 16:20:30| 75  11  13   0   0|1665M  537M  171M 5361M|  40k   34k|   0   345k|   0  35.1 |9474    16k|1.88 1.15 0.62|6.0   0 123|   0     0 |           | 11   29    0   29    0
Jun 05 16:20:31 ubuntu dstat.sh[64894]: 05-06 16:20:31| 52  13  34   0   0|1531M  671M  171M 5361M|  11k 7561B|   0   267k|   0  12.0 |4700  4157 |1.88 1.15 0.62|2.0   0 175|   0     0 |           | 11   29    0   30    0
Jun 05 16:20:32 ubuntu dstat.sh[64894]: 05-06 16:20:32| 33   5  61   0   0|1455M  747M  171M 5361M|  17k   13k|   0   249k|   0  23.1 |5042  6060 |1.89 1.16 0.63|2.0   0  36|   0     0 |           | 11   29    0   30    0
Jun 05 16:20:33 ubuntu dstat.sh[64894]: 05-06 16:20:33| 57  21  21   0   0|1512M  690M  171M 5361M|8442B 4324B|   0   228k|   0  17.0 |5146  4119 |1.89 1.16 0.63|3.0   0 342|   0     0 |           | 11   28    0   31    0
Jun 05 16:20:34 ubuntu dstat.sh[64894]: 05-06 16:20:34| 50   7  43   0   0|1533M  668M  171M 5361M|  22k   18k|   0   112k|   0  5.99 |4843  4741 |1.89 1.16 0.63|1.0   0   0|   0     0 |           | 11   31    0   31    0
Jun 05 16:20:35 ubuntu dstat.sh[64894]: 05-06 16:20:35| 56  19  24   0   0|1470M  731M  171M 5361M|  19k   12k|   0   529k|   0  49.1 |7832  9137 |1.89 1.16 0.63|5.0   0 259|   0     0 |           | 11   28    0   32    0
Jun 05 16:20:36 ubuntu dstat.sh[64894]: 05-06 16:20:36| 74  10  16   0   0|1587M  615M  171M 5361M|  15k   12k|   0   464k|   0  13.0 |4695  2494 |1.89 1.16 0.63|5.0   0   0|   0     0 |           | 11   32    0   28    0
Jun 05 16:20:37 ubuntu dstat.sh[64894]: 05-06 16:20:37| 64   8  26   0   0|1566M  635M  171M 5362M|  33k   28k|   0  3263k|   0   194 |8818    13k|2.22 1.24 0.66|5.0 1.0  36|   0     0 |           | 11   29    0   30    0
Jun 05 16:20:38 ubuntu dstat.sh[64894]: 05-06 16:20:38| 66  19  15   0   0|1527M  675M  171M 5362M|7122B 4168B|   0   972k|   0  16.0 |4984  3936 |2.22 1.24 0.66|5.0   0 288|   0     0 |           | 11   28    0   31    0
Jun 05 16:20:39 ubuntu dstat.sh[64894]: 05-06 16:20:39| 49   6  44   0   0|1577M  625M  171M 5362M|  24k   21k|   0   187k|   0  9.97 |6033  6579 |2.22 1.24 0.66|1.0   0   0|   0     0 |           | 11   31    0   31    0
Jun 05 16:20:40 ubuntu dstat.sh[64894]: 05-06 16:20:40| 52  19  29   0   0|1513M  688M  171M 5362M|  15k   10k|   0   376k|   0  37.0 |6545  7207 |2.22 1.24 0.66|3.0   0 299|   0     0 |           | 11   28    0   30    0
Jun 05 16:20:41 ubuntu dstat.sh[64894]: 05-06 16:20:41| 54   8  37   0   0|1573M  629M  171M 5362M|  12k   10k|   0   189k|   0  2.01 |3942  2693 |2.22 1.24 0.66|2.0   0   0|   0     0 |           | 11   31    0   30    0
Jun 05 16:20:42 ubuntu dstat.sh[64894]: 05-06 16:20:42| 52   9  37   0   0|1539M  662M  171M 5362M|  23k   18k|   0   320k|   0  24.0 |7578  9545 |2.28 1.27 0.67|5.0   0 115|   0     0 |           | 11   28    0   33    0
Jun 05 16:20:43 ubuntu dstat.sh[64894]: 05-06 16:20:43| 62  16  21   0   0|1521M  680M  171M 5362M|4243B 1131B|   0   192k|   0  9.97 |3887  2121 |2.28 1.27 0.67|3.0   0 172|   0     0 |           | 11   28    0   33    0
Jun 05 16:20:44 ubuntu dstat.sh[64894]: 05-06 16:20:44| 45   6  48   0   0|1545M  656M  171M 5362M|  27k   24k|   0   493k|   0  37.1 |6215  7754 |2.28 1.27 0.67|4.0   0   0|   0     0 |           | 11   30    0   33    1
Jun 05 16:20:45 ubuntu dstat.sh[64894]: 05-06 16:20:45| 61  14  25   0   0|1453M  748M  171M 5362M|7821B 4267B|   0  2645k|   0   116 |5109  3903 |2.28 1.27 0.67|4.0   0 113|   0     0 |           | 11   28    0   35    0
Jun 05 16:20:46 ubuntu dstat.sh[64894]: 05-06 16:20:46| 54   7  39   0   0|1521M  680M  171M 5362M|  18k   15k|   0   144k|   0  10.0 |4444  3409 |2.28 1.27 0.67|3.0   0   0|   0     0 |           | 11   31    0   35    0
Jun 05 16:20:47 ubuntu dstat.sh[64894]: 05-06 16:20:47| 50  21  28   0   0|1463M  737M  171M 5363M|  17k   13k|   0  2695k|   0  96.1 |7936  9671 |2.34 1.30 0.68|6.0   0 372|   0     0 |           | 11   28    0   37    0
Jun 05 16:20:48 ubuntu dstat.sh[64894]: 05-06 16:20:48| 77  23   0   0   0|1594M  606M  171M 5363M|4740B 1700B|   0   220k|   0  16.0 |5425  4238 |2.34 1.30 0.68|6.0   0 359|   0     0 |           | 11   28    1   37    0
Jun 05 16:20:49 ubuntu dstat.sh[64894]: 05-06 16:20:49| 79  20   0   0   0|1740M  460M  171M 5363M|  25k   23k|   0   971k|   0  41.0 |6958  6662 |2.34 1.30 0.68|5.0   0 325|   0     0 |           | 11   32    0   35    0
Jun 05 16:20:50 ubuntu dstat.sh[64894]: 05-06 16:20:50| 74  22   4   0   0|1746M  454M  171M 5363M|  37k   33k|   0   672k|   0  56.0 |8383    11k|2.34 1.30 0.68|5.0   0 462|   0     0 |           | 11   30    0   36    0
Jun 05 16:20:51 ubuntu dstat.sh[64894]: 05-06 16:20:51| 75  24   1   0   0|1577M  623M  171M 5363M|  14k   10k|   0   400k|   0  30.0 |6349  5663 |2.34 1.30 0.68|5.0   0 336|   0     0 |           | 11   28    0   36    0
Jun 05 16:20:52 ubuntu dstat.sh[64894]: 05-06 16:20:52| 83  11   6   0   0|1674M  526M  171M 5363M|  23k   20k|   0   108k|   0  8.00 |6294  5617 |2.56 1.36 0.71|4.0   0   0|   0     0 |           | 11   32    0   36    0
Jun 05 16:20:53 ubuntu dstat.sh[64894]: 05-06 16:20:53| 66  14  18   0   0|1562M  637M  171M 5363M|  41k   36k|   0   172k|   0  9.99 |9688    15k|2.56 1.36 0.71|5.0   0 267|   0     0 |           | 11   29    0   40    0
Jun 05 16:20:54 ubuntu dstat.sh[64894]: 05-06 16:20:54| 16  22  60   0   0|1466M  734M  171M 5363M|7799B 4249B|   0   152k|   0  11.0 |5431  4505 |2.56 1.36 0.71|1.0   0 387|   0     0 |           | 11   28    0   41    0
Jun 05 16:20:55 ubuntu dstat.sh[64894]: 05-06 16:20:55| 27  35  38   0   0|1454M  746M  171M 5363M|4357B 1127B|   0    44k|   0  10.9 |5974  4934 |2.56 1.36 0.71|6.0   0 691|   0     0 |           | 11   28    0   41    0
Jun 05 16:20:56 ubuntu dstat.sh[64894]: 05-06 16:20:56| 73  17   9   0   0|1582M  617M  171M 5363M|9748B 7080B|   0    88k|   0  5.00 |4797  3201 |2.56 1.36 0.71|3.0   0 254|   0     0 |           | 11   30    0   41    0
Jun 05 16:20:57 ubuntu dstat.sh[64894]: 05-06 16:20:57| 65  10  25   1   0|1604M  595M  171M 5364M|  28k   24k|   0   636k|   0  62.4 |6534    10k|2.67 1.41 0.73|4.0   0  67|   0     0 |           | 11   29    0   44    0
Jun 05 16:20:58 ubuntu dstat.sh[64894]: 05-06 16:20:58| 73  18   9   0   0|1563M  636M  171M 5364M|  10k 7148B|   0   301k|   0  25.1 |5406  4396 |2.67 1.41 0.73|4.0   0 201|   0     0 |           | 11   29    0   45    0
Jun 05 16:20:59 ubuntu dstat.sh[64894]: 05-06 16:20:59| 66   8  26   0   0|1639M  560M  171M 5364M|  27k   23k|   0   176k|   0  10.0 |6451  7745 |2.67 1.41 0.73|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 16:21:00 ubuntu dstat.sh[64894]: 05-06 16:21:00| 50   6  41   0   0|1639M  560M  171M 5364M|  38k   33k|   0  2518k|   0   102 |  12k   17k|2.67 1.41 0.73|1.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 16:21:01 ubuntu dstat.sh[64894]: 05-06 16:21:01| 69  12  19   0   0|1560M  638M  171M 5364M|  23k   18k|   0   581k|   0  62.1 |9382    13k|2.67 1.41 0.73|4.0   0  90|   0     0 |           | 11   28    0   45    0
Jun 05 16:21:02 ubuntu dstat.sh[64894]: 05-06 16:21:02| 78  13   9   0   0|1595M  604M  171M 5364M|  10k 8281B|   0   195k|   0  12.0 |4782  2547 |2.78 1.45 0.74|3.0   0  30|   0     0 |           | 11   31    0   45    0
Jun 05 16:21:03 ubuntu dstat.sh[64894]: 05-06 16:21:03| 60   7  32   0   0|1615M  584M  171M 5364M|  38k   33k|   0   140k|   0  8.02 |9936    15k|2.78 1.45 0.74|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 16:21:04 ubuntu dstat.sh[64894]: 05-06 16:21:04| 58   9  32   0   0|1603M  596M  171M 5365M|  40k   33k|   0   144k|   0  8.99 |  12k   17k|2.78 1.45 0.74|4.0   0  71|   0     0 |           | 11   29    0   48    0
