Jun 08 16:51:16 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 08 16:51:16 ubuntu dstat.sh[64796]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 08 16:51:16 ubuntu dstat.sh[64796]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 08 16:51:16 ubuntu dstat.sh[64796]: 08-06 16:51:16|                   | 972M 1367M  164M 5124M|           |           |           |           |1.24 0.90 0.51|2.0   0    |           |           | 10    2    0   17    0
Jun 08 16:51:17 ubuntu dstat.sh[64796]: 08-06 16:51:17| 45  27  28   0   0| 973M 1357M  164M 5132M|5096B 1297B|   0  2585k|   0  60.0 |6796  5731 |1.24 0.90 0.51|2.5   0 586|   0     0 |           | 10    2    0   17    0
Jun 08 16:51:18 ubuntu dstat.sh[64796]: 08-06 16:51:18| 50  21  28   0   0| 995M 1321M  165M 5143M|  15k 6421B|  32k 1547k|1.50  42.0 |6541  6179 |1.24 0.90 0.51|2.0   0 513|   0     0 |           | 10    4    0   17    0
Jun 08 16:51:19 ubuntu dstat.sh[64796]: 08-06 16:51:19| 40  16  42   0   0|1127M 1187M  165M 5267M| 221k 6370B|   0   179k|   0  5.96 |7374  8495 |1.24 0.90 0.51|1.0   0 196|   0     0 |           | 11    3    1   17    0
Jun 08 16:51:20 ubuntu dstat.sh[64796]: 08-06 16:51:20| 30   6  63   0   0|1133M 1181M  165M 5267M|  15k 5969B|   0   313k|   0  11.0 |3060  2131 |1.24 0.90 0.51|4.0   0 102|   0     0 |           | 11    6    1   17    1
Jun 08 16:51:21 ubuntu dstat.sh[64796]: 08-06 16:51:21| 23  13  63   0   0|1130M 1184M  165M 5267M|  15k 3408B|   0  3843k|   0  37.1 |4096  2815 |1.30 0.91 0.52|4.0 1.0 165|   0     0 |           | 11    9    1   18    0
Jun 08 16:51:22 ubuntu dstat.sh[64796]: 08-06 16:51:22| 31   6  61   0   0|1168M 1145M  165M 5267M|  20k   10k|  32k 2399k|2.00  50.0 |2872  2124 |1.30 0.91 0.52|2.0   0  30|   0     0 |           | 11    7    1   19    0
Jun 08 16:51:23 ubuntu dstat.sh[64796]: 08-06 16:51:23| 32   3  64   1   0|1179M 1132M  166M 5269M|  42k   13k|   0  2747k|   0  63.1 |2497  1856 |1.30 0.91 0.52|2.0   0   0|   0     0 |           | 11    8    1   19    0
Jun 08 16:51:24 ubuntu dstat.sh[64796]: 08-06 16:51:24| 28   7  53  10   0|1218M 1082M  167M 5277M|  23k   14k|   0    56M|   0  4369 |  17k   32k|1.30 0.91 0.52|4.0   0  55|   0     0 |           | 11   10    1   19    0
Jun 08 16:51:25 ubuntu dstat.sh[64796]: 08-06 16:51:25| 32   8  53   4   0|1202M 1096M  168M 5279M|  40k   12k|   0    24M|   0  1935 |8320    13k|1.30 0.91 0.52|2.0   0 102|   0     0 |           | 11    7    1   19    1
Jun 08 16:51:26 ubuntu dstat.sh[64796]: 08-06 16:51:26| 38   6  56   1   0|1217M 1059M  168M 5299M| 181k   12k|   0  2486k|   0  94.1 |2977  1797 |1.36 0.93 0.53|3.0   0 1.0|   0     0 |           | 11    6    1   19    2
Jun 08 16:51:27 ubuntu dstat.sh[64796]: 08-06 16:51:27| 45   5  48   1   0|1235M 1026M  169M 5312M|5179B 1621B|   0  7879k|   0   426 |3690  3347 |1.36 0.93 0.53|3.0   0  10|   0     0 |           | 11    6    1   19    2
Jun 08 16:51:28 ubuntu dstat.sh[64796]: 08-06 16:51:28| 43   5  49   0   0|1290M  952M  169M 5327M|4691B 1456B|   0  2860k|   0   232 |2997  1810 |1.36 0.93 0.53|2.0   0   0|   0     0 |           | 11    6    1   19    2
Jun 08 16:51:29 ubuntu dstat.sh[64796]: 08-06 16:51:29| 43   6  49   2   0|1260M  955M  170M 5351M|4590B 1504B|   0  3265k|   0   210 |3738  2763 |1.36 0.93 0.53|2.0   0  53|   0     0 |           | 11    6    1   19    2
Jun 08 16:51:30 ubuntu dstat.sh[64796]: 08-06 16:51:30| 30  23  44   1   0|1240M  947M  171M 5375M|4338B 1532B|   0  2472k|   0   104 |6903  5999 |1.36 0.93 0.53|2.0   0 535|   0     0 |           | 11    6    1   19    2
Jun 08 16:51:31 ubuntu dstat.sh[64796]: 08-06 16:51:31| 43  17  37   1   0|1232M  959M  172M 5370M|5257B 1936B|   0  2473k|   0   119 |6322  8652 |1.41 0.95 0.53|4.0   0 289|   0     0 |           | 11    4    1   19    0
Jun 08 16:51:32 ubuntu dstat.sh[64796]: 08-06 16:51:32| 64  10  24   0   0|1296M  895M  172M 5370M|8457B 2728B|   0  9632k|   0   433 |3939  1863 |1.41 0.95 0.53|2.0   0  92|   0     0 |           | 11    6    1   19    0
Jun 08 16:51:33 ubuntu dstat.sh[64796]: 08-06 16:51:33| 61   9  28   0   0|1328M  855M  172M 5376M|7068B 3233B|   0  2111k|   0  48.0 |3638  1610 |1.41 0.95 0.53|3.0   0 4.0|   0     0 |           | 11    5    1   19    0
Jun 08 16:51:34 ubuntu dstat.sh[64796]: 08-06 16:51:34| 60  13  25   0   0|1321M  858M  172M 5380M|4409B 1462B|   0  1059k|   0  83.2 |  13k   22k|1.41 0.95 0.53|1.0   0 130|   0     0 |           | 11    4    1   19    0
Jun 08 16:51:35 ubuntu dstat.sh[64796]: 08-06 16:51:35| 38  11  50   0   0|1412M  767M  172M 5380M|4441B 1620B|   0  3749k|   0  50.0 |  12k   20k|1.41 0.95 0.53|2.0   0  42|   0     0 |           | 11    4    1   19    0
Jun 08 16:51:36 ubuntu dstat.sh[64796]: 08-06 16:51:36| 44   6  49   0   0|1395M  792M  172M 5372M|4630B 1455B|   0   643k|   0  75.9 |3007  1675 |1.46 0.97 0.54|2.0   0  26|   0     0 |           | 11    4    1   15    0
Jun 08 16:51:37 ubuntu dstat.sh[64796]: 08-06 16:51:37| 33   5  60   1   0|1418M  769M  172M 5373M|4931B 1618B|   0    17M|   0   277 |4349  5077 |1.46 0.97 0.54|1.0   0  51|   0     0 |           | 11   10    1   15    0
Jun 08 16:51:38 ubuntu dstat.sh[64796]: 08-06 16:51:38| 21   5  72   1   0|1369M  818M  172M 5373M|4800B 1694B|   0  2568k|   0   148 |2460  2184 |1.46 0.97 0.54|1.0   0  42|   0     0 |           | 11    4    1   17    0
Jun 08 16:51:39 ubuntu dstat.sh[64796]: 08-06 16:51:39| 21   3  77   0   0|1384M  802M  172M 5373M|7186B 3847B|   0   581k|   0  7.01 |1932  1439 |1.46 0.97 0.54|2.0   0 4.0|   0     0 |           | 11   11    1   17    0
Jun 08 16:51:40 ubuntu dstat.sh[64796]: 08-06 16:51:40| 22   3  74   1   0|1387M  798M  172M 5373M|8733B 5006B| 268k 1096k|66.0  34.0 |2870  2890 |1.46 0.97 0.54|1.0   0 6.0|   0     0 |           | 11   29    1   15    0
Jun 08 16:51:41 ubuntu dstat.sh[64796]: 08-06 16:51:41| 20   5  74   0   0|1361M  825M  172M 5373M|9050B 4015B|   0     0 |   0     0 |2292  1705 |1.42 0.97 0.55|2.0   0  43|   0     0 |           | 11   28    1   16    0
Jun 08 16:51:42 ubuntu dstat.sh[64796]: 08-06 16:51:42| 18   2  78   0   0|1389M  797M  172M 5373M|  11k 5536B|   0   376k|   0  5.00 |1681  1182 |1.42 0.97 0.55|4.0   0   0|   0     0 |           | 11   29    1   16    0
Jun 08 16:51:43 ubuntu dstat.sh[64796]: 08-06 16:51:43| 25  10  64   0   0|1394M  792M  172M 5373M|8749B 4234B|   0   989k|   0  11.0 |3527  2681 |1.42 0.97 0.55|2.0   0 156|   0     0 |           | 11   28    1   17    0
Jun 08 16:51:44 ubuntu dstat.sh[64796]: 08-06 16:51:44| 36   5  56   0   0|1481M  705M  172M 5373M|9236B 5691B|   0   104k|   0  6.99 |2651  1606 |1.42 0.97 0.55|2.0   0   0|   0     0 |           | 11   30    1   17    0
Jun 08 16:51:45 ubuntu dstat.sh[64796]: 08-06 16:51:45| 38   5  56   0   0|1481M  705M  172M 5374M|  20k   15k|   0  8678k|   0   326 |6705  9168 |1.42 0.97 0.55|4.0   0   0|   0     0 |           | 11   28    1   18    0
Jun 08 16:51:46 ubuntu dstat.sh[64796]: 08-06 16:51:46| 58  29  12   0   0|1478M  708M  172M 5374M|4835B 1505B|   0  2742k|   0  70.2 |5765  4768 |1.79 1.05 0.58|6.0   0 581|   0     0 |           | 11   28    1   18    0
Jun 08 16:51:47 ubuntu dstat.sh[64796]: 08-06 16:51:47| 82  15   0   0   0|1689M  497M  172M 5374M|  10k 7172B|   0    34M|   0   148 |5237  3057 |1.79 1.05 0.58|5.0   0   0|   0     0 |           | 11   30    1   18    0
Jun 08 16:51:48 ubuntu dstat.sh[64796]: 08-06 16:51:48| 76  10  11   0   0|1780M  406M  172M 5374M|  36k   31k|   0  1158k|   0  20.9 |8005    10k|1.79 1.05 0.58|8.0   0   0|   0     0 |           | 11   32    1   19    0
Jun 08 16:51:49 ubuntu dstat.sh[64796]: 08-06 16:51:49| 69  14  17   0   0|1534M  652M  172M 5374M|  14k   10k|   0   626k|   0  57.1 |6871  8128 |1.79 1.05 0.58|1.0   0 290|   0     0 |           | 11   28    1   23    0
Jun 08 16:51:50 ubuntu dstat.sh[64796]: 08-06 16:51:50| 21   5  74   0   0|1526M  660M  172M 5374M|4239B 1297B|   0   184k|   0  10.0 |2038  1475 |1.79 1.05 0.58|3.0   0  22|   0     0 |           | 11   28    1   23    0
Jun 08 16:51:51 ubuntu dstat.sh[64796]: 08-06 16:51:51| 16   2  81   0   0|1519M  667M  172M 5374M|  11k 7697B|   0   140k|   0  6.01 |2495  2680 |1.64 1.04 0.57|3.0   0   0|   0     0 |           | 11   29    1   23    0
Jun 08 16:51:52 ubuntu dstat.sh[64796]: 08-06 16:51:52| 20   7  72   0   0|1442M  743M  172M 5374M|5587B 2494B|   0    10M|   0   114 |3003  2606 |1.64 1.04 0.57|2.0   0  68|   0     0 |           | 11   28    1   23    0
Jun 08 16:51:53 ubuntu dstat.sh[64796]: 08-06 16:51:53| 18   3  77   0   0|1441M  744M  172M 5374M|8663B 5439B|   0     0 |   0     0 |1915  1564 |1.64 1.04 0.57|2.0   0   0|   0     0 |           | 11   29    1   23    0
Jun 08 16:51:54 ubuntu dstat.sh[64796]: 08-06 16:51:54| 19   4  77   0   0|1384M  801M  172M 5374M|7797B 4768B|   0   459k|   0  21.1 |2876  2975 |1.64 1.04 0.57|1.0   0  18|   0     0 |           | 11   28    1   24    0
Jun 08 16:51:55 ubuntu dstat.sh[64796]: 08-06 16:51:55|  8  23  67   0   0|1377M  808M  172M 5374M|4570B 1571B|   0   455k|   0  9.98 |5506  3628 |1.64 1.04 0.57|1.0   0 381|   0     0 |           | 11   28    1   24    0
Jun 08 16:51:56 ubuntu dstat.sh[64796]: 08-06 16:51:56| 40  33  27   0   0|1422M  763M  172M 5374M|5177B 1625B|   0   237k|   0  21.1 |5894  4874 |1.91 1.10 0.60|5.0   0 640|   0     0 |           | 11   28    1   24    0
Jun 08 16:51:57 ubuntu dstat.sh[64796]: 08-06 16:51:57| 87  12   1   0   0|1659M  526M  172M 5374M|  11k 8172B|   0    16M|   0   132 |5470  3125 |1.91 1.10 0.60|3.0   0   0|   0     0 |           | 11   31    1   24    0
Jun 08 16:51:58 ubuntu dstat.sh[64796]: 08-06 16:51:58| 71   8  19   0   0|1694M  491M  172M 5374M|  42k   37k|   0   544k|   0  21.0 |8143    13k|1.91 1.10 0.60|4.0   0   0|   0     0 |           | 11   32    1   24    0
Jun 08 16:51:59 ubuntu dstat.sh[64796]: 08-06 16:51:59| 79  19   2   0   0|1603M  582M  173M 5374M|  12k 8280B|   0   524k|   0  61.0 |6381  7825 |1.91 1.10 0.60|6.0   0 311|   0     0 |           | 11   28    1   25    0
Jun 08 16:52:00 ubuntu dstat.sh[64796]: 08-06 16:52:00| 87  13   0   0   0|1693M  492M  173M 5374M|  10k 7334B|   0   192k|   0  10.0 |4874  2694 |1.91 1.10 0.60|5.0   0   0|   0     0 |           | 11   30    1   25    0
Jun 08 16:52:01 ubuntu dstat.sh[64796]: 08-06 16:52:01| 79  10  10   0   0|1782M  403M  173M 5375M|  37k   32k|   0   287k|   0  11.0 |7233  9631 |2.00 1.13 0.61|7.0   0   0|   0     0 |           | 11   33    1   26    0
Jun 08 16:52:02 ubuntu dstat.sh[64796]: 08-06 16:52:02| 77  15   9   0   0|1569M  615M  173M 5375M|  31k   26k|   0    79M|   0   491 |8542    14k|2.00 1.13 0.61|3.0   0 228|   0     0 |           | 11   28    1   30    0
Jun 08 16:52:03 ubuntu dstat.sh[64796]: 08-06 16:52:03| 46  10  43   0   0|1531M  653M  173M 5375M|5156B 1683B|   0  1357k|   0  7.98 |3390  1895 |2.00 1.13 0.61|2.0   0  70|   0     0 |           | 11   28    1   30    0
Jun 08 16:52:04 ubuntu dstat.sh[64796]: 08-06 16:52:04| 33   4  62   0   0|1539M  645M  173M 5375M|  20k   16k|   0   236k|   0  21.0 |4958  5528 |2.00 1.13 0.61|2.0   0   0|   0     0 |           | 11   29    1   31    0
Jun 08 16:52:05 ubuntu dstat.sh[64796]: 08-06 16:52:05| 49  21  29   0   0|1466M  718M  173M 5375M|8452B 4918B|   0   256k|   0  17.0 |5336  4604 |2.00 1.13 0.61|5.0   0 377|   0     0 |           | 11   28    1   32    0
Jun 08 16:52:06 ubuntu dstat.sh[64796]: 08-06 16:52:06| 56   7  37   0   0|1567M  617M  173M 5375M|  16k   13k|   0   184k|   0  8.01 |4333  3032 |2.00 1.15 0.62|4.0   0   0|   0     0 |           | 11   31    1   32    0
Jun 08 16:52:07 ubuntu dstat.sh[64796]: 08-06 16:52:07| 52  11  36   1   0|1518M  666M  173M 5375M|  21k   18k|   0  7952k|   0   567 |8232    11k|2.00 1.15 0.62|5.0   0 182|   0     0 |           | 11   28    1   33    0
Jun 08 16:52:08 ubuntu dstat.sh[64796]: 08-06 16:52:08| 83  16   0   0   0|1547M  637M  173M 5375M|4613B 1618B|   0   216k|   0  11.0 |4840  2209 |2.00 1.15 0.62|5.0   0  76|   0     0 |           | 11   28    1   33    0
Jun 08 16:52:09 ubuntu dstat.sh[64796]: 08-06 16:52:09| 61   8  30   0   0|1613M  571M  173M 5375M|  32k   29k|   0   256k|   0  21.0 |6881  9244 |2.00 1.15 0.62|3.0   0 1.0|   0     0 |           | 11   32    1   30    0
Jun 08 16:52:10 ubuntu dstat.sh[64796]: 08-06 16:52:10| 66  22  12   0   0|1451M  733M  173M 5375M|  17k   14k|   0   359k|   0  34.9 |7480    14k|2.00 1.15 0.62|5.0   0 359|   0     0 |           | 11   28    1   34    0
Jun 08 16:52:11 ubuntu dstat.sh[64796]: 08-06 16:52:11| 57   9  34   0   0|1592M  592M  173M 5375M|9212B 7569B|   0   545k|   0  9.01 |3603  1519 |2.08 1.18 0.63|  0   0   0|   0     0 |           | 11   31    1   34    0
Jun 08 16:52:12 ubuntu dstat.sh[64796]: 08-06 16:52:12| 51   5  42   0   0|1585M  598M  173M 5376M|  29k   24k|   0   534k|   0  33.9 |7481    10k|2.08 1.18 0.63|4.0   0   0|   0     0 |           | 11   28    1   36    0
Jun 08 16:52:13 ubuntu dstat.sh[64796]: 08-06 16:52:13| 56  21  23   0   0|1491M  693M  173M 5376M|4461B 1670B|   0   269k|   0  16.1 |4748  3054 |2.08 1.18 0.63|3.0   0 300|   0     0 |           | 11   28    1   30    0
Jun 08 16:52:14 ubuntu dstat.sh[64796]: 08-06 16:52:14| 56   6  38   0   0|1545M  638M  173M 5376M|  16k   13k|   0   152k|   0  8.98 |4109  2704 |2.08 1.18 0.63|3.0   0   0|   0     0 |           | 11   31    1   30    0
Jun 08 16:52:15 ubuntu dstat.sh[64796]: 08-06 16:52:15| 48  14  36   0   0|1466M  717M  173M 5376M|  21k   17k|   0   953k|   0  66.1 |8109    10k|2.08 1.18 0.63|3.0   0 245|   0     0 |           | 11   28    1   33    0
Jun 08 16:52:16 ubuntu dstat.sh[64796]: 08-06 16:52:16| 63  12  24   0   0|1516M  668M  173M 5376M|4690B 1456B|   0   156k|   0  8.98 |3857  1750 |2.15 1.21 0.64|3.0   0  42|   0     0 |           | 11   28    1   33    0
Jun 08 16:52:17 ubuntu dstat.sh[64796]: 08-06 16:52:17| 48   6  46   0   0|1535M  648M  173M 5376M|  25k   22k|   0     0 |   0     0 |5485  6203 |2.15 1.21 0.64|3.0   0   0|   0     0 |           | 11   31    1   33    0
Jun 08 16:52:18 ubuntu dstat.sh[64796]: 08-06 16:52:18| 58  13  28   0   0|1440M  743M  173M 5376M|  11k 6123B|   0  2526k|   0   161 |5972  5630 |2.15 1.21 0.64|4.0   0 112|   0     0 |           | 11   28    1   35    0
Jun 08 16:52:19 ubuntu dstat.sh[64796]: 08-06 16:52:19| 55   8  37   0   0|1536M  647M  173M 5376M|  16k   13k|   0   428k|   0  62.1 |4044  2796 |2.15 1.21 0.64|3.0   0 3.0|   0     0 |           | 11   31    1   35    0
Jun 08 16:52:20 ubuntu dstat.sh[64796]: 08-06 16:52:20| 58   9  32   0   0|1552M  631M  173M 5376M|  19k   15k|   0  1028k|   0  77.0 |7473  9459 |2.15 1.21 0.64|5.0   0 190|   0     0 |           | 11   28    1   37    0
Jun 08 16:52:21 ubuntu dstat.sh[64796]: 08-06 16:52:21| 73  26   0   0   0|1553M  630M  173M 5376M|4458B 1532B|   0   232k|   0  19.0 |5501  4438 |2.54 1.31 0.68|7.0   0 463|   0     0 |           | 11   28    1   37    0
Jun 08 16:52:22 ubuntu dstat.sh[64796]: 08-06 16:52:22| 79  21   0   0   0|1721M  462M  173M 5376M|  13k 9579B|   0   412k|   0  9.00 |5757  4611 |2.54 1.31 0.68|8.0   0 322|   0     0 |           | 11   30    1   37    0
Jun 08 16:52:23 ubuntu dstat.sh[64796]: 08-06 16:52:23| 77  19   3   0   0|1797M  386M  173M 5376M|  39k   36k|   0   872k|   0  59.0 |7784  9096 |2.54 1.31 0.68|5.0   0 420|   0     0 |           | 11   32    1   37    0
Jun 08 16:52:24 ubuntu dstat.sh[64796]: 08-06 16:52:24| 80  20   1   0   0|1756M  426M  173M 5377M|  27k   21k|   0   524k|   0  46.0 |7694  8727 |2.54 1.31 0.68|6.0   0 286|   0     0 |           | 11   28    1   38    0
Jun 08 16:52:25 ubuntu dstat.sh[64796]: 08-06 16:52:25| 80  17   4   0   0|1632M  551M  173M 5377M|9015B 5858B|   0   148k|   0  6.00 |5228  3352 |2.54 1.31 0.68|4.0   0 173|   0     0 |           | 11   30    1   36    0
Jun 08 16:52:26 ubuntu dstat.sh[64796]: 08-06 16:52:26| 75   8  14   0   0|1697M  485M  173M 5377M|  34k   30k|   0     0 |   0     0 |7143  9394 |2.74 1.37 0.70|5.0   0   0|   0     0 |           | 11   33    1   36    0
Jun 08 16:52:27 ubuntu dstat.sh[64796]: 08-06 16:52:27| 67  18  14   0   0|1559M  623M  173M 5377M|  29k   24k|   0    12k|   0  3.00 |9345    12k|2.74 1.37 0.70|5.0   0 383|   0     0 |           | 11   28    1   40    1
Jun 08 16:52:28 ubuntu dstat.sh[64796]: 08-06 16:52:28| 18  19  62   0   0|1432M  750M  173M 5377M|4750B 1685B|   0    32k|   0  5.00 |5207  3471 |2.74 1.37 0.70|2.0   0 330|   0     0 |           | 11   28    1   41    0
Jun 08 16:52:29 ubuntu dstat.sh[64796]: 08-06 16:52:29| 42  37  22   0   0|1468M  714M  173M 5377M|4686B 1664B|   0    48k|   0  12.0 |6105  5295 |2.74 1.37 0.70|6.0   0 814|   0     0 |           | 11   28    1   41    0
Jun 08 16:52:30 ubuntu dstat.sh[64796]: 08-06 16:52:30| 74  13  12   0   0|1602M  580M  173M 5377M|  15k   12k|   0   364k|   0  27.0 |5092  3537 |2.74 1.37 0.70|3.0   0  77|   0     0 |           | 11   31    1   41    0
Jun 08 16:52:31 ubuntu dstat.sh[64796]: 08-06 16:52:31| 66   9  24   0   0|1614M  568M  173M 5377M|  25k   21k|   0   692k|   0  67.0 |7781    10k|2.76 1.39 0.71|4.0   0  67|   0     0 |           | 11   29    1   44    0
Jun 08 16:52:32 ubuntu dstat.sh[64796]: 08-06 16:52:32| 75  17   7   0   0|1542M  639M  173M 5377M|8658B 5947B|   0   260k|   0  20.0 |5754  4293 |2.76 1.39 0.71|3.0   0 201|   0     0 |           | 11   29    1   45    0
Jun 08 16:52:33 ubuntu dstat.sh[64796]: 08-06 16:52:33| 71   8  21   0   0|1609M  573M  173M 5377M|  24k   21k|   0   156k|   0  8.99 |5690  6144 |2.76 1.39 0.71|3.0   0   0|   0     0 |           | 11   32    1   45    0
Jun 08 16:52:34 ubuntu dstat.sh[64796]: 08-06 16:52:34| 57   6  37   0   0|1609M  573M  173M 5378M|  38k   33k|   0  2620k|   0   124 |  12k   18k|2.76 1.39 0.71|5.0   0   0|   0     0 |           | 11   31    1   45    0
Jun 08 16:52:35 ubuntu dstat.sh[64796]: 08-06 16:52:35| 71  12  15   0   0|1570M  612M  173M 5378M|  25k   20k|   0   520k|   0  49.0 |9359    13k|2.76 1.39 0.71|6.0   0  90|   0     0 |           | 11   28    1   45    0
Jun 08 16:52:36 ubuntu dstat.sh[64796]: 08-06 16:52:36| 80  13   7   0   0|1587M  594M  173M 5378M|  11k 7812B|   0   176k|   0  10.0 |4936  2817 |2.86 1.44 0.73|4.0   0  30|   0     0 |           | 11   30    1   45    0
Jun 08 16:52:37 ubuntu dstat.sh[64796]: 08-06 16:52:37| 58   8  33   0   0|1607M  574M  173M 5378M|  38k   33k|   0   144k|   0  9.99 |8879    13k|2.86 1.44 0.73|4.0   0   0|   0     0 |           | 11   32    1   45    0
Jun 08 16:52:38 ubuntu dstat.sh[64796]: 08-06 16:52:38| 59  10  29   0   0|1617M  564M  173M 5378M|  41k   35k|   0   299k|   0  38.9 |  12k   18k|2.86 1.44 0.73|4.0   0  71|   0     0 |           | 11   29    1   48    0
Jun 08 16:52:39 ubuntu dstat.sh[64796]: 08-06 16:52:39| 75  18   7   0   0|1518M  663M  173M 5378M|  11k 8162B|   0   173k|   0  11.0 |5244  3775 |2.86 1.44 0.73|5.0   0 193|   0     0 |           | 11   29    1   49    0
Jun 08 16:52:40 ubuntu dstat.sh[64796]: 08-06 16:52:40| 70  10  20   0   0|1607M  573M  173M 5378M|  24k   21k|   0   336k|   0  31.0 |6271  6946 |2.86 1.44 0.73|3.0   0 8.0|   0     0 |           | 11   36    1   49    0
Jun 08 16:52:41 ubuntu dstat.sh[64796]: 08-06 16:52:41| 70  10  19   0   0|1582M  598M  173M 5379M|  29k   23k|   0  1791k|   0   122 |8898    14k|2.95 1.48 0.75|6.0   0  92|   0     0 |           | 11   33    1   51    0
