Apr 09 17:37:39 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 09 17:37:40 ubuntu dstat.sh[65126]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 09 17:37:40 ubuntu dstat.sh[65126]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 09 17:37:40 ubuntu dstat.sh[65126]: 09-04 17:37:40|                   | 950M 1396M  164M 5116M|           |           |           |           |1.16 0.72 0.40|3.0   0    |           |           | 10    6    0   17    0
Apr 09 17:37:41 ubuntu dstat.sh[65126]: 09-04 17:37:41| 22  21  55   0   0| 965M 1380M  164M 5117M|  25k   14k|   0  2884k|   0   110 |6747  6046 |1.19 0.73 0.41|2.0 0.5 561|   0     0 |           | 10    6    0   17    0
Apr 09 17:37:42 ubuntu dstat.sh[65126]: 09-04 17:37:42| 26  19  54   1   0|1008M 1336M  164M 5117M|  41k   13k|   0  2710k|   0  92.0 |6456  6133 |1.23 0.74 0.41|2.0   0 458|   0     0 |           | 10    5    0   17    1
Apr 09 17:37:43 ubuntu dstat.sh[65126]: 09-04 17:37:43| 30  17  51   0   0|1119M 1208M  164M 5255M| 181k   14k|   0  1820k|   0  49.9 |6740  8836 |1.23 0.74 0.41|1.0   0 222|   0     0 |           | 11    5    0   17    1
Apr 09 17:37:44 ubuntu dstat.sh[65126]: 09-04 17:37:44| 32   9  59   1   0|1122M 1191M  165M 5267M|5020B 1753B|   0  1377k|   0  65.0 |3514  2663 |1.23 0.74 0.41|2.0   0  93|   0     0 |           | 11    6    0   17    2
Apr 09 17:37:45 ubuntu dstat.sh[65126]: 09-04 17:37:45| 39  12  48   1   0|1155M 1140M  166M 5282M|4949B 1503B|   0  1768k|   0  50.1 |4543  3292 |1.23 0.74 0.41|3.0   0 190|   0     0 |           | 11    6    0   19    2
Apr 09 17:37:46 ubuntu dstat.sh[65126]: 09-04 17:37:46| 42   6  49   1   0|1217M 1053M  166M 5304M|5158B 1614B|  32k 5030k|1.99   121 |3194  2143 |1.29 0.76 0.42|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 09 17:37:47 ubuntu dstat.sh[65126]: 09-04 17:37:47| 43   5  48   3   0|1242M  999M  168M 5330M|4953B 1462B|   0    13M|   0   638 |5458  6912 |1.29 0.76 0.42|3.0   0  10|   0     0 |           | 11    8    0   19    2
Apr 09 17:37:48 ubuntu dstat.sh[65126]: 09-04 17:37:48| 35   7  43  13   0|1246M  972M  169M 5348M|4922B 1453B|   0    74M|   0  5523 |  18k   35k|1.29 0.76 0.42|3.0   0  73|   0     0 |           | 11    8    0   19    2
Apr 09 17:37:49 ubuntu dstat.sh[65126]: 09-04 17:37:49| 39   8  52   1   0|1189M 1045M  169M 5332M|  11k 4388B|   0  7422k|   0   459 |4223  3835 |1.29 0.76 0.42|3.0   0  77|   0     0 |           | 11    4    0   19    0
Apr 09 17:37:50 ubuntu dstat.sh[65126]: 09-04 17:37:50| 41   5  53   0   0|1264M  965M  169M 5336M|  10k 3806B|   0  2287k|   0  86.0 |2950  1768 |1.29 0.76 0.42|3.0   0  34|   0     0 |           | 11    4    0   19    0
Apr 09 17:37:51 ubuntu dstat.sh[65126]: 09-04 17:37:51| 41   7  51   1   0|1246M  982M  169M 5337M|8748B 2789B|   0  6420k|   0   373 |3642  3138 |1.35 0.78 0.43|2.0   0  28|   0     0 |           | 11    5    0   19    0
Apr 09 17:37:52 ubuntu dstat.sh[65126]: 09-04 17:37:52| 43   8  48   0   0|1282M  939M  170M 5343M|8034B 3406B|   0  2162k|   0   187 |  11k   19k|1.35 0.78 0.43|3.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 09 17:37:53 ubuntu dstat.sh[65126]: 09-04 17:37:53| 37  17  44   0   0|1231M  990M  170M 5343M|4818B 1458B|   0   204k|   0  7.00 |  12k   20k|1.35 0.78 0.43|2.0   0 366|   0     0 |           | 11    4    0   19    0
Apr 09 17:37:54 ubuntu dstat.sh[65126]: 09-04 17:37:54| 33  22  45   0   0|1176M 1057M  170M 5332M|5102B 1621B|   0  2353k|   0   111 |6656  6567 |1.35 0.78 0.43|2.0   0 442|   0     0 |           | 11    4    0   19    0
Apr 09 17:37:55 ubuntu dstat.sh[65126]: 09-04 17:37:55| 48  14  37   0   0|1184M 1049M  170M 5333M|5755B 1660B|   0    12k|   0  3.00 |5307  5478 |1.35 0.78 0.43|2.0   0 258|   0     0 |           | 11    5    0   19    0
Apr 09 17:37:56 ubuntu dstat.sh[65126]: 09-04 17:37:56| 46   5  50   0   0|1258M  974M  170M 5333M|5601B 1621B|   0   212k|   0  4.00 |2671  1251 |1.40 0.80 0.44|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 09 17:37:57 ubuntu dstat.sh[65126]: 09-04 17:37:57| 43   8  47   0   0|1284M  947M  170M 5334M|5091B 1617B|   0    14M|   0   339 |3816  3910 |1.40 0.80 0.44|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 09 17:37:58 ubuntu dstat.sh[65126]: 09-04 17:37:58| 18  10  72   0   0|1284M  947M  170M 5335M|5404B 1621B|   0  2882k|   0  65.1 |3898  3953 |1.40 0.80 0.44|2.0   0 141|   0     0 |           | 11    4    0   20    0
Apr 09 17:37:59 ubuntu dstat.sh[65126]: 09-04 17:37:59| 22   4  73   0   0|1339M  891M  170M 5335M|5268B 1616B|   0   387k|   0  24.9 |1833  1519 |1.40 0.80 0.44|1.0   0   0|   0     0 |           | 11    4    0   20    0
Apr 09 17:38:00 ubuntu dstat.sh[65126]: 09-04 17:38:00| 24   2  73   0   0|1364M  866M  170M 5335M|4827B 1458B|   0     0 |   0     0 |1681  1117 |1.40 0.80 0.44|1.0   0   0|   0     0 |           | 11    6    0   20    0
Apr 09 17:38:01 ubuntu dstat.sh[65126]: 09-04 17:38:01| 21   6  71   1   0|1321M  909M  170M 5335M|5023B 1460B|   0  4007k|   0   327 |4184  5450 |1.37 0.80 0.44|1.0   0  43|   0     0 |           | 11    4    0   22    0
Apr 09 17:38:02 ubuntu dstat.sh[65126]: 09-04 17:38:02| 23   3  73   0   0|1368M  862M  170M 5336M|4502B 1136B| 144k   17M|7.01   117 |1911  1514 |1.37 0.80 0.44|1.0   0   0|   0     0 |           | 11    4    0   22    0
Apr 09 17:38:03 ubuntu dstat.sh[65126]: 09-04 17:38:03| 17   3  78   1   0|1370M  859M  170M 5336M|  10k 6366B| 268k 1385k|66.1  21.0 |2644  2706 |1.37 0.80 0.44|1.0   0 2.0|   0     0 |           | 11   27    0   22    0
Apr 09 17:38:04 ubuntu dstat.sh[65126]: 09-04 17:38:04| 19   5  75   0   0|1358M  871M  170M 5336M|8459B 5136B|   0  1096k|   0  17.9 |2538  2073 |1.37 0.80 0.44|4.0   0  44|   0     0 |           | 11   28    0   17    0
Apr 09 17:38:05 ubuntu dstat.sh[65126]: 09-04 17:38:05| 18   3  78   0   0|1376M  853M  170M 5336M|8540B 5228B|   0    56k|   0  4.00 |1725  1278 |1.37 0.80 0.44|2.0   0   0|   0     0 |           | 11   29    0   17    0
Apr 09 17:38:06 ubuntu dstat.sh[65126]: 09-04 17:38:06| 25   9  65   0   0|1381M  848M  170M 5336M|7613B 4353B|   0    12k|   0  3.01 |3476  2681 |1.34 0.81 0.44|3.0   0 157|   0     0 |           | 11   28    0   18    0
Apr 09 17:38:07 ubuntu dstat.sh[65126]: 09-04 17:38:07| 35   5  59   0   0|1442M  787M  170M 5336M|  13k 9200B|   0     0 |   0     0 |3191  2340 |1.34 0.81 0.44|2.0   0   0|   0     0 |           | 11   30    0   18    0
Apr 09 17:38:08 ubuntu dstat.sh[65126]: 09-04 17:38:08| 35   7  56   0   0|1411M  818M  170M 5336M|  16k   12k|   0    30M|   0   257 |6666  8595 |1.34 0.81 0.44|5.0   0  82|   0     0 |           | 11   28    0   19    0
Apr 09 17:38:09 ubuntu dstat.sh[65126]: 09-04 17:38:09| 72  25   2   0   0|1546M  683M  170M 5336M|5687B 1298B|   0  5082k|   0  68.1 |5673  4501 |1.34 0.81 0.44|6.0   0 498|   0     0 |           | 11   28    0   19    0
Apr 09 17:38:10 ubuntu dstat.sh[65126]: 09-04 17:38:10| 87  11   1   0   0|1736M  492M  170M 5336M|  22k   19k|   0   332k|   0  62.0 |5878  4306 |1.34 0.81 0.44|3.0   0   0|   0     0 |           | 11   33    0   19    0
Apr 09 17:38:11 ubuntu dstat.sh[65126]: 09-04 17:38:11| 75  13  11   0   0|1653M  575M  170M 5337M|  34k   27k|   0  1220k|   0   100 |9722    14k|1.63 0.88 0.47|2.0   0 245|   0     0 |           | 11   29    0   24    0
Apr 09 17:38:12 ubuntu dstat.sh[65126]: 09-04 17:38:12| 19   7  73   0   0|1554M  675M  170M 5337M|6024B 2514B|   0   288k|   0  21.0 |3040  2902 |1.63 0.88 0.47|1.0   0  65|   0     0 |           | 11   28    0   25    0
Apr 09 17:38:13 ubuntu dstat.sh[65126]: 09-04 17:38:13| 18   2  79   0   0|1538M  690M  170M 5337M|9283B 6159B|   0   508k|   0  11.0 |2349  2327 |1.63 0.88 0.47|1.0   0   0|   0     0 |           | 11   29    0   24    0
Apr 09 17:38:14 ubuntu dstat.sh[65126]: 09-04 17:38:14| 17   6  76   0   0|1438M  791M  170M 5337M|7181B 3956B|   0   600k|   0  45.0 |3038  2940 |1.63 0.88 0.47|1.0   0  68|   0     0 |           | 11   28    0   25    0
Apr 09 17:38:15 ubuntu dstat.sh[65126]: 09-04 17:38:15| 18   2  78   0   0|1451M  777M  170M 5337M|8249B 5462B|   0     0 |   0     0 |1945  1598 |1.63 0.88 0.47|1.0   0   0|   0     0 |           | 11   29    0   25    0
Apr 09 17:38:16 ubuntu dstat.sh[65126]: 09-04 17:38:16| 15   9  75   0   0|1414M  814M  170M 5337M|8428B 4581B|   0   209k|   0  30.1 |4175  4192 |1.58 0.88 0.47|2.0   0 218|   0     0 |           | 11   28    0   26    0
Apr 09 17:38:17 ubuntu dstat.sh[65126]: 09-04 17:38:17| 26  30  42   1   0|1410M  818M  170M 5337M|4902B 1565B|   0  3829k|   0   221 |6695  6352 |1.58 0.88 0.47|6.0   0 805|   0     0 |           | 11   28    0   25    0
Apr 09 17:38:18 ubuntu dstat.sh[65126]: 09-04 17:38:18| 85  13   2   0   0|1632M  596M  170M 5337M|8296B 5490B|   0    78M|   0   396 |5330  3129 |1.58 0.88 0.47|3.0   0  16|   0     0 |           | 11   30    0   25    0
Apr 09 17:38:19 ubuntu dstat.sh[65126]: 09-04 17:38:19| 69   7  24   0   0|1669M  559M  170M 5337M|  44k   39k|   0  2244k|   0  95.0 |9876    14k|1.58 0.88 0.47|3.0   0   0|   0     0 |           | 11   33    0   25    0
Apr 09 17:38:20 ubuntu dstat.sh[65126]: 09-04 17:38:20| 76  18   6   0   0|1533M  695M  170M 5337M|  13k 7824B|   0   632k|   0  75.0 |8190    15k|1.58 0.88 0.47|6.0   0 311|   0     0 |           | 11   28    0   27    0
