Jul 02 18:49:08 jammy-provider-cloud-0000007283 systemd[1]: Started Devstack devstack@dstat.service.
Jul 02 18:49:08 jammy-provider-cloud-0000007283 dstat.sh[57422]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 02 18:49:08 jammy-provider-cloud-0000007283 dstat.sh[57422]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 02 18:49:08 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:08|                   |1032M 1941M  154M 4513M|           |           |           |           |1.13 0.80 0.44|4.0   0    |           |   0     0 |  9    6    3   17    0
Jul 02 18:49:09 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:09| 43  23  35   0   0|1042M 1930M  154M 4514M| 846k   21k|   0   653k|   0  25.0 |4363  6317 |1.12 0.80 0.44|2.5   0 616|   0     0 |   0     0 |  9    7    3   17    0
Jul 02 18:49:10 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:10| 51  20  27   0   0|1027M 1943M  154M 4517M|1264k   37k|   0  4484k|   0  43.5 |4786  7146 |1.12 0.80 0.44|4.0   0 489|   0     0 |   0     0 |  9    6    3   17    0
Jul 02 18:49:11 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:11| 65  11  23   0   0|1192M 1776M  154M 4639M|  38k   14k|   0  1357k|   0  44.9 |2824  6494 |1.12 0.80 0.44|3.0   0  52|   0     0 |   0     0 | 10    6    3   17    0
Jul 02 18:49:12 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:12| 55  11  34   1   0|1187M 1778M  154M 4643M|2095k   39k|  80k 3755k|1.00  73.1 |3097  3803 |1.12 0.80 0.44|3.0   0 165|   0     0 |   0     0 | 10   10    3   17    0
Jul 02 18:49:13 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:13| 73   9  18   1   0|1236M 1726M  155M 4645M| 882k   20k| 232k 3921k|15.0  86.0 |2813  3336 |1.12 0.80 0.44|4.0   0 125|   0     0 |   0     0 | 10    7    3   19    1
Jul 02 18:49:14 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:14| 70   7  21   1   0|1265M 1693M  155M 4648M|  59k   12k| 152k   15M|4.00   674 |2658  3467 |1.35 0.85 0.46|5.0   0  11|   0     0 |   0     0 | 10    9    3   19    2
Jul 02 18:49:15 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:15| 33   7  47  13   0|1230M 1702M  156M 4672M|1808k   33k|   0    40M|   0  3227 |  13k   28k|1.35 0.85 0.46|3.0   0  61|   0     0 |   0     0 | 10    8    3   19    2
Jul 02 18:49:16 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:16| 36  13  47   3   0|1183M 1736M  157M 4684M|8557B 1566B|  11M   24M| 133  1702 |6579    13k|1.35 0.85 0.46|2.0   0 151|   0     0 |   0     0 | 10    6    3   19    2
Jul 02 18:49:17 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:17| 38  12  49   0   0|1243M 1675M  157M 4684M|  11k 1566B|   0   940k|   0  55.0 |1981  1989 |1.35 0.85 0.46|2.0   0  80|   0     0 |   0     0 | 10    6    3   19    2
Jul 02 18:49:18 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:18| 44   7  48   1   0|1170M 1737M  157M 4696M|5819B 1637B|1162k   10M|14.0   632 |2132  3214 |1.35 0.85 0.46|1.0 1.0  28|   0     0 |   0     0 | 10    6    4   19    2
Jul 02 18:49:19 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:19| 45   4  49   1   0|1238M 1646M  158M 4714M|5366B 1584B|   0  3297k|   0   123 |1440  1969 |1.40 0.87 0.47|3.0   0   0|   0     0 |   0     0 | 10    6    4   19    2
Jul 02 18:49:20 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:20| 33  17  47   1   0|1157M 1695M  159M 4742M|4836B 1534B|   0  4363k|   0   147 |2997  4886 |1.40 0.87 0.47|2.0   0 357|   0     0 |   0     0 | 10    6    4   19    2
Jul 02 18:49:21 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:21| 28  21  51   1   0|1154M 1705M  159M 4733M|  11k 4383B|   0  1992k|   0  58.1 |2858  4705 |1.40 0.87 0.47|2.0   0 369|   0     0 |   0     0 | 10    4    4   15    0
Jul 02 18:49:22 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:22| 54  19  26   0   0|1188M 1671M  160M 4734M|6211B 1512B| 480k   24k|4.00  3.00 |  11k   22k|1.40 0.87 0.47|3.0   0 205|   0     0 |   0     0 | 10    5    4   15    0
Jul 02 18:49:23 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:23| 69   7  25   0   0|1266M 1591M  160M 4736M|4874B 1459B| 588k 1301k|9.00   133 |2097  2614 |1.40 0.87 0.47|3.0   0  12|   0     0 |   0     0 | 10    5    4   13    0
Jul 02 18:49:24 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:24| 63  14  22   0   0|1247M 1608M  160M 4738M|5454B 1566B|   0  9622k|   0  31.0 |9206    21k|1.53 0.91 0.48|1.0   0 127|   0     0 |   0     0 | 10    4    4   14    0
Jul 02 18:49:25 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:25| 22   3  74   0   0|1269M 1586M  160M 4738M|5952B 1582B|   0  8169B|   0  1.99 | 965  1186 |1.53 0.91 0.48|2.0   0  12|   0     0 |   0     0 | 10    4    4   14    0
Jul 02 18:49:26 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:26| 34   6  59   0   0|1289M 1566M  160M 4738M|5819B 1462B|   0  3477k|   0  38.1 |1777  2360 |1.53 0.91 0.48|1.0   0  71|   0     0 |   0     0 | 10    4    4   14    0
Jul 02 18:49:27 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:27| 24   2  74   0   0|1326M 1529M  160M 4738M|7244B 1510B|   0  1334k|   0  2.00 | 945  1174 |1.53 0.91 0.48|1.0   0   0|   0     0 |   0     0 | 10    6    4   14    0
Jul 02 18:49:28 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:28| 22   5  71   2   0|1252M 1602M  160M 4738M|7208B 1565B|   0  3705k|   0   327 |3165  5884 |1.53 0.91 0.48|1.0   0  45|   0     0 |   0     0 | 10    4    4   15    0
Jul 02 18:49:29 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:29| 24   2  73   1   0|1293M 1561M  160M 4739M|5307B 1459B| 272k 3209k|62.0  15.0 |1496  2308 |1.49 0.91 0.48|3.0   0 1.0|   0     0 |   0     0 | 10   17    4   16    0
Jul 02 18:49:30 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:30| 20   6  72   0   0|1286M 1567M  160M 4739M|9362B 1623B|   0     0 |   0     0 |1403  2064 |1.49 0.91 0.48|1.0   0  45|   0     0 |   0     0 | 10   28    4   16    0
Jul 02 18:49:31 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:31| 21   9  69   0   0|1266M 1588M  160M 4739M|8775B 1617B|   0    20k|   0  4.99 |1889  2894 |1.49 0.91 0.48|2.0   0 156|   0     0 |   0     0 | 10   28    4   16    0
Jul 02 18:49:32 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:32| 44   7  48   0   0|1373M 1481M  160M 4739M|7769B 1833B|   0  1116k|   0  9.93 |2010  3597 |1.49 0.91 0.48|2.0   0   0|   0     0 |   0     0 | 10   29    5   16    0
Jul 02 18:49:33 jammy-provider-cloud-0000007283 dstat.sh[57422]: 02-07 18:49:33| 54  20  26   0   0|1364M 1489M  160M 4739M|6306B 1621B|   0   218k|   0  28.3 |4268  8923 |1.49 0.91 0.48|5.0   0 445|   0     0 |   0     0 | 10   28    5   16    0
