Feb 26 13:55:35 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 26 13:55:35 ubuntu dstat.sh[59859]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 26 13:55:35 ubuntu dstat.sh[59859]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 26 13:55:35 ubuntu dstat.sh[59859]: 26-02 13:55:35|                   | 985M 1645M  157M 4853M|           |           |           |           |1.13 0.90 0.52|1.0   0    |           |           | 10    6    0   17    0
Feb 26 13:55:36 ubuntu dstat.sh[59859]: 26-02 13:55:36| 16  22  60   0   0| 989M 1640M  157M 4853M|  22k   12k|   0  1471k|   0  52.0 |5378  3820 |1.13 0.90 0.52|1.5   0 334|   0     0 |           | 10    6    0   17    0
Feb 26 13:55:37 ubuntu dstat.sh[59859]: 26-02 13:55:37| 22  23  54   1   0|1003M 1625M  158M 4854M|  41k   12k|   0  5206k|   0  62.4 |5556  4026 |1.20 0.92 0.53|2.0   0 354|   0     0 |           | 10    5    0   17    1
Feb 26 13:55:38 ubuntu dstat.sh[59859]: 26-02 13:55:38| 29  18  51   0   0|1018M 1609M  158M 4854M|  22k   13k|   0  1624k|   0  51.0 |5770  5699 |1.20 0.92 0.53|5.0   0 282|   0     0 |           | 10    5    0   17    1
Feb 26 13:55:39 ubuntu dstat.sh[59859]: 26-02 13:55:39| 36  18  45   1   0|1127M 1474M  158M 5000M| 173k 9472B|   0  2408k|   0  85.0 |6642  8836 |1.20 0.92 0.53|1.0   0 179|   0     0 |           | 11    4    0   17    2
Feb 26 13:55:40 ubuntu dstat.sh[59859]: 26-02 13:55:40| 38  12  50   0   0|1152M 1429M  159M 5017M|4386B 1664B|  16k 1398k|1.00  38.0 |4049  2726 |1.20 0.92 0.53|2.0   0 116|   0     0 |           | 11    6    0   17    2
Feb 26 13:55:41 ubuntu dstat.sh[59859]: 26-02 13:55:41| 38  13  47   1   0|1207M 1352M  159M 5036M|4460B 1455B| 287k 3178k|13.0  93.8 |4647  3618 |1.20 0.92 0.53|3.0   0 170|   0     0 |           | 11    6    0   19    2
Feb 26 13:55:42 ubuntu dstat.sh[59859]: 26-02 13:55:42| 44   6  49   1   0|1248M 1289M  160M 5054M|4564B 1621B| 304k 4880k|10.0   131 |3394  2435 |1.26 0.94 0.54|3.0   0   0|   0     0 |           | 11    6    0   19    2
Feb 26 13:55:43 ubuntu dstat.sh[59859]: 26-02 13:55:43| 38   6  47   8   0|1266M 1238M  162M 5082M|4641B 1622B|  16k   36M|1.00  2576 |  11k   18k|1.26 0.94 0.54|2.0 1.0  29|   0     0 |           | 11    8    0   19    2
Feb 26 13:55:44 ubuntu dstat.sh[59859]: 26-02 13:55:44| 35   7  48   9   0|1198M 1318M  163M 5070M|  10k 4347B|   0    46M|   0  3942 |  14k   26k|1.26 0.94 0.54|2.0   0  87|   0     0 |           | 11    4    0   19    0
