Feb 13 07:00:23 np0000000051 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 13 07:00:24 np0000000051 dstat.sh[59843]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 13 07:00:24 np0000000051 dstat.sh[59843]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 13 07:00:24 np0000000051 dstat.sh[59843]: 13-02 07:00:24|                   |1027M 1609M  159M 4845M|           |           |           |           |1.17 0.82 0.43|2.0   0    |           |           | 10    5    0   17    0
Feb 13 07:00:25 np0000000051 dstat.sh[59843]: 13-02 07:00:25| 15  21  61   0   0|1020M 1616M  159M 4846M|  37k   11k|   0  1363k|   0  50.0 |5445  3922 |1.17 0.82 0.43|2.0   0 341|   0     0 |           | 10    6    0   17    0
Feb 13 07:00:26 np0000000051 dstat.sh[59843]: 13-02 07:00:26| 24  22  53   0   0|1030M 1605M  159M 4846M|  19k   11k|   0  1316k|   0  45.5 |5430  3806 |1.23 0.84 0.44|1.0   0 328|   0     0 |           | 10    6    0   17    0
Feb 13 07:00:27 np0000000051 dstat.sh[59843]: 13-02 07:00:27| 26  20  52   1   0|1020M 1615M  159M 4846M|  42k   13k|   0  7507k|   0   208 |5833  5323 |1.23 0.84 0.44|2.0   0 272|   0     0 |           | 10    5    0   17    1
Feb 13 07:00:28 np0000000051 dstat.sh[59843]: 13-02 07:00:28| 32  16  50   1   0| 995M 1638M  159M 4847M|  21k   12k|   0  1760k|   0  56.0 |6115  7880 |1.23 0.84 0.44|2.0   0 215|   0     0 |           | 10    4    0   17    2
Feb 13 07:00:29 np0000000051 dstat.sh[59843]: 13-02 07:00:29| 20   5  73   1   0|1104M 1497M  160M 4997M| 163k 5072B|   0  2277k|   0  73.9 |2905  2951 |1.23 0.84 0.44|1.0   0 8.0|   0     0 |           | 11    4    0   17    2
Feb 13 07:00:30 np0000000051 dstat.sh[59843]: 13-02 07:00:30| 39  11  49   0   0|1115M 1468M  161M 5012M|4709B 1621B|  16k 1349k|1.00  38.0 |4101  2489 |1.23 0.84 0.44|2.0   0 110|   0     0 |           | 11    6    0   17    2
Feb 13 07:00:31 np0000000051 dstat.sh[59843]: 13-02 07:00:31| 38  12  48   0   0|1168M 1393M  161M 5032M|5026B 1616B| 287k 2338k|13.0  74.8 |4611  3335 |1.30 0.86 0.45|2.0   0 175|   0     0 |           | 11    6    0   19    2
Feb 13 07:00:32 np0000000051 dstat.sh[59843]: 13-02 07:00:32| 43   7  48   1   0|1222M 1322M  162M 5046M|5021B 1459B| 304k 4772k|10.0   128 |3314  2239 |1.30 0.86 0.45|3.0   0   0|   0     0 |           | 11    6    0   19    2
Feb 13 07:00:33 np0000000051 dstat.sh[59843]: 13-02 07:00:33| 40   6  47   6   0|1236M 1274M  164M 5075M|5472B 1624B|  16k   25M|1.00  1794 |8950    14k|1.30 0.86 0.45|4.0   0  13|   0     0 |           | 11    8    0   19    2
