Apr 02 00:18:34 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 00:18:35 ubuntu dstat.sh[65473]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 00:18:35 ubuntu dstat.sh[65473]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 00:18:35 ubuntu dstat.sh[65473]: 02-04 00:18:35|                   | 946M 1409M  163M 5107M|           |           |           |           |1.53 0.94 0.49|1.0   0    |           |           | 10    4    1   17    0
Apr 02 00:18:36 ubuntu dstat.sh[65473]: 02-04 00:18:36|  9  20  69   0   0| 951M 1404M  163M 5107M|  16k 2314B|   0  1287k|   0  60.0 |6652  5582 |1.53 0.94 0.49|1.5   0 507|   0     0 |           | 10    4    1   17    0
Apr 02 00:18:37 ubuntu dstat.sh[65473]: 02-04 00:18:37| 26  19  55   0   0| 975M 1380M  163M 5108M|  17k 7911B|   0  1312k|   0  88.0 |6622  6067 |1.57 0.96 0.50|2.0   0 442|   0     0 |           | 10    5    1   17    0
Apr 02 00:18:38 ubuntu dstat.sh[65473]: 02-04 00:18:38| 20  15  63   0   0| 965M 1389M  163M 5108M|  10k 4438B|   0  1456k|   0  22.9 |6416  7646 |1.57 0.96 0.50|1.0   0 219|   0     0 |           | 10    5    1   17    0
Apr 02 00:18:39 ubuntu dstat.sh[65473]: 02-04 00:18:39| 11   9  80   0   0|1089M 1265M  164M 5230M|  28k 5540B|   0   428k|   0  16.0 |3614  3492 |1.57 0.96 0.50|1.0   0  96|   0     0 |           | 11    8    1   17    0
Apr 02 00:18:40 ubuntu dstat.sh[65473]: 02-04 00:18:40| 20  10  68   0   0|1092M 1261M  164M 5230M|  17k 9133B|   0  1166k|   0  42.1 |3874  2835 |1.57 0.96 0.50|2.0   0 174|   0     0 |           | 11    7    1   18    1
Apr 02 00:18:41 ubuntu dstat.sh[65473]: 02-04 00:18:41| 31   7  61   0   0|1178M 1174M  164M 5231M|  15k 7865B|  32k 1984k|2.00  48.9 |2913  2048 |1.57 0.96 0.50|1.0   0  32|   0     0 |           | 11    6    1   19    2
Apr 02 00:18:42 ubuntu dstat.sh[65473]: 02-04 00:18:42| 34   5  58   0   0|1208M 1142M  164M 5232M|  24k 9441B|   0  2759k|   0  65.0 |3558    11k|1.52 0.96 0.50|  0 1.0  37|   0     0 |           | 11    8    1   20    2
Apr 02 00:18:43 ubuntu dstat.sh[65473]: 02-04 00:18:43| 23   7  54  14   0|1250M 1089M  166M 5241M|  34k   13k|   0    43M|   0  3425 |  15k   28k|1.52 0.96 0.50|1.0 1.0  54|   0     0 |           | 11    8    1   19    2
Apr 02 00:18:44 ubuntu dstat.sh[65473]: 02-04 00:18:44| 37   9  49   5   0|1175M 1139M  167M 5263M| 173k   10k|   0    35M|   0  2264 |9517    16k|1.52 0.96 0.50|2.0   0 103|   0     0 |           | 11    6    1   19    2
Apr 02 00:18:45 ubuntu dstat.sh[65473]: 02-04 00:18:45| 45   5  48   0   0|1246M 1046M  167M 5282M|4710B 1511B|   0  2335k|   0   111 |3043  2018 |1.52 0.96 0.50|2.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 02 00:18:46 ubuntu dstat.sh[65473]: 02-04 00:18:46| 45   6  48   2   0|1269M 1002M  168M 5301M|4782B 1460B|   0  9737k|   0   612 |3842  3698 |1.52 0.96 0.50|2.0   0  10|   0     0 |           | 11    6    1   19    2
Apr 02 00:18:47 ubuntu dstat.sh[65473]: 02-04 00:18:47| 44   5  49   1   0|1313M  937M  169M 5318M|5255B 1563B|   0  4156k|   0   260 |3267  2310 |1.56 0.98 0.51|3.0   0   0|   0     0 |           | 11    6    1   19    2
