Apr 30 17:42:17 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 30 17:42:17 ubuntu dstat.sh[65030]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 30 17:42:17 ubuntu dstat.sh[65030]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 30 17:42:17 ubuntu dstat.sh[65030]: 30-04 17:42:17|                   | 980M 1362M  164M 5120M|           |           |           |           |1.59 0.92 0.50|1.0   0    |           |           | 10    6    0   17    0
Apr 30 17:42:18 ubuntu dstat.sh[65030]: 30-04 17:42:18| 22  22  54   0   0| 988M 1353M  164M 5121M|  23k   13k|   0  4328k|   0   265 |6007  5050 |1.59 0.92 0.50|1.0   0 407|   0     0 |           | 10    6    0   17    0
Apr 30 17:42:19 ubuntu dstat.sh[65030]: 30-04 17:42:19| 23  21  54   0   0| 986M 1354M  164M 5121M|  43k   14k|   0  2152k|   0   170 |5902  4715 |1.59 0.92 0.50|2.0   0 395|   0     0 |           | 10    6    0   17    0
Apr 30 17:42:20 ubuntu dstat.sh[65030]: 30-04 17:42:20| 29  20  49   1   0| 994M 1329M  164M 5138M| 180k   16k|   0  2249k|   0  57.8 |6452  7329 |1.63 0.93 0.51|2.0   0 281|   0     0 |           | 10    5    0   17    1
Apr 30 17:42:21 ubuntu dstat.sh[65030]: 30-04 17:42:21| 33  12  51   1   0|1131M 1177M  165M 5272M|4691B 1590B|   0  1556k|   0  66.0 |4512  5704 |1.63 0.93 0.51|1.0   0  76|   0     0 |           | 11    4    0   17    2
Apr 30 17:42:22 ubuntu dstat.sh[65030]: 30-04 17:42:22| 30   9  60   1   0|1141M 1149M  166M 5287M|4530B 1624B|   0  4787k|   0  50.1 |3262  2299 |1.63 0.93 0.51|2.0   0  80|   0     0 |           | 11    6    0   17    2
Apr 30 17:42:23 ubuntu dstat.sh[65030]: 30-04 17:42:23| 35  14  47   1   0|1160M 1104M  166M 5309M|4617B 1619B|   0  3501k|   0   147 |4735  3536 |1.63 0.93 0.51|2.0   0 173|   0     0 |           | 11    6    0   19    2
Apr 30 17:42:24 ubuntu dstat.sh[65030]: 30-04 17:42:24| 41   9  49   1   0|1220M 1017M  167M 5333M|4142B 1621B|  32k 4078k|2.00  95.1 |3465  2449 |1.63 0.93 0.51|2.0   0  27|   0     0 |           | 11    6    0   19    2
Apr 30 17:42:25 ubuntu dstat.sh[65030]: 30-04 17:42:25| 41   5  52   0   0|1256M  966M  168M 5344M|8737B 2791B|   0  2815k|   0  66.9 |2980  1902 |1.66 0.95 0.52|1.0   0   0|   0     0 |           | 11    7    0   19    2
Apr 30 17:42:26 ubuntu dstat.sh[65030]: 30-04 17:42:26| 34   7  45  12   0|1242M  990M  169M 5334M|6641B 3084B|   0    31M|   0  2781 |  12k   23k|1.66 0.95 0.52|2.0   0  52|   0     0 |           | 11    6    0   19    0
Apr 30 17:42:27 ubuntu dstat.sh[65030]: 30-04 17:42:27| 35   7  49   8   0|1171M 1054M  170M 5340M|9752B 3731B|   0    39M|   0  3118 |  11k   20k|1.66 0.95 0.52|3.0   0  81|   0     0 |           | 11    5    0   19    0
Apr 30 17:42:28 ubuntu dstat.sh[65030]: 30-04 17:42:28| 46  12  41   1   0|1207M 1015M  170M 5343M|4349B 1869B|   0    11M|   0   584 |5288    13k|1.66 0.95 0.52|1.0   0 115|   0     0 |           | 11    4    1   19    0
Apr 30 17:42:29 ubuntu dstat.sh[65030]: 30-04 17:42:29| 41   7  51   0   0|1226M  989M  170M 5348M|  11k 4439B|   0  1933k|   0  62.2 |9005    15k|1.66 0.95 0.52|2.0   0 6.0|   0     0 |           | 11    4    0   19    0
Apr 30 17:42:30 ubuntu dstat.sh[65030]: 30-04 17:42:30| 44   9  44   1   0|1208M 1007M  170M 5348M|4370B 1658B|   0  8540k|   0   411 |  15k   25k|1.69 0.97 0.52|2.0   0  24|   0     0 |           | 11    4    0   19    0
