Apr 24 01:45:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 24 01:45:07 ubuntu dstat.sh[64982]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 24 01:45:07 ubuntu dstat.sh[64982]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 24 01:45:07 ubuntu dstat.sh[64982]: 24-04 01:45:07|                   | 995M 1348M  165M 5118M|           |           |           |           |1.07 0.86 0.49|1.0   0    |           |           | 10    6    0   18    0
Apr 24 01:45:08 ubuntu dstat.sh[64982]: 24-04 01:45:08| 22  21  56   1   0|1000M 1343M  165M 5118M|  45k   15k|   0  3261k|   0   117 |6840  6168 |1.07 0.86 0.49|1.5   0 580|   0     0 |           | 10    6    0   18    0
Apr 24 01:45:09 ubuntu dstat.sh[64982]: 24-04 01:45:09| 30  19  51   1   0| 989M 1337M  165M 5134M| 182k   19k|   0  2058k|   0  91.5 |6775  6414 |1.07 0.86 0.49|2.0   0 482|   0     0 |           | 10    5    0   18    1
Apr 24 01:45:10 ubuntu dstat.sh[64982]: 24-04 01:45:10| 37  15  46   1   0|1139M 1170M  166M 5269M|4713B 1583B|   0  2688k|   0  71.7 |6050  8709 |1.07 0.86 0.49|1.0   0 154|   0     0 |           | 11    4    0   18    2
Apr 24 01:45:11 ubuntu dstat.sh[64982]: 24-04 01:45:11| 31   7  61   0   0|1160M 1131M  167M 5284M|4383B 1464B|   0  1297k|   0  33.1 |3260  2368 |1.07 0.86 0.49|2.0   0  86|   0     0 |           | 11    6    0   18    2
Apr 24 01:45:12 ubuntu dstat.sh[64982]: 24-04 01:45:12| 38  12  48   2   0|1182M 1083M  168M 5307M|4588B 1458B|   0  3896k|   0   163 |4927  3956 |1.15 0.88 0.50|2.0   0 196|   0     0 |           | 11    6    0   20    2
Apr 24 01:45:13 ubuntu dstat.sh[64982]: 24-04 01:45:13| 43   6  49   1   0|1235M  998M  169M 5335M|4802B 1617B|  32k 4333k|2.00  92.8 |2953  1966 |1.15 0.88 0.50|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 24 01:45:14 ubuntu dstat.sh[64982]: 24-04 01:45:14| 41   4  52   2   0|1268M  973M  169M 5325M|  11k 4354B|   0  5329k|   0   336 |4100  4490 |1.15 0.88 0.50|2.0   0  10|   0     0 |           | 11    6    0   20    0
Apr 24 01:45:15 ubuntu dstat.sh[64982]: 24-04 01:45:15| 34   8  44  12   0|1276M  955M  171M 5334M|5324B 1863B|   0    69M|   0  5541 |  19k   38k|1.15 0.88 0.50|2.0   0 107|   0     0 |           | 11    6    1   20    0
Apr 24 01:45:16 ubuntu dstat.sh[64982]: 24-04 01:45:16| 40   7  52   1   0|1209M 1015M  171M 5339M|  10k 3557B|   0  6137k|   0   355 |4005  3528 |1.15 0.88 0.50|2.0   0  78|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:17 ubuntu dstat.sh[64982]: 24-04 01:45:17| 41   5  54   1   0|1249M  969M  171M 5344M|  11k 4143B|   0  2297k|   0   153 |2953  1827 |1.22 0.90 0.51|2.0   0  18|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:18 ubuntu dstat.sh[64982]: 24-04 01:45:18| 44   8  45   0   0|1250M  967M  171M 5345M|4081B 1403B|   0  8043k|   0   395 |  12k   21k|1.22 0.90 0.51|2.0   0  23|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:19 ubuntu dstat.sh[64982]: 24-04 01:45:19| 43   9  46   0   0|1292M  925M  171M 5345M|4377B 1608B|   0  1192k|   0  24.0 |  11k   19k|1.22 0.90 0.51|1.0 1.0  19|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:20 ubuntu dstat.sh[64982]: 24-04 01:45:20| 38  13  48   0   0|1223M 1007M  171M 5334M|4944B 1460B|   0   284k|   0  15.0 |4842  3622 |1.22 0.90 0.51|2.0   0 300|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:21 ubuntu dstat.sh[64982]: 24-04 01:45:21| 14  22  62   0   0|1130M 1099M  171M 5334M|4491B 1513B|   0    48k|   0  12.0 |6170  4947 |1.22 0.90 0.51|2.0   0 490|   0     0 |           | 11    4    0   20    0
Apr 24 01:45:22 ubuntu dstat.sh[64982]: 24-04 01:45:22| 28  16  55   0   0|1171M 1058M  171M 5334M|4935B 1457B|   0  4094B|   0  1.00 |6564  8494 |1.20 0.90 0.51|2.0   0 257|   0     0 |           | 11    5    0   20    0
Apr 24 01:45:23 ubuntu dstat.sh[64982]: 24-04 01:45:23| 45   6  49   0   0|1221M 1009M  171M 5334M|4608B 1567B|   0    72k|   0  4.00 |2725  1281 |1.20 0.90 0.51|3.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 24 01:45:24 ubuntu dstat.sh[64982]: 24-04 01:45:24| 48   8  43   0   0|1216M 1013M  171M 5335M|4470B 1241B|   0   440k|   0  40.0 |3473    17k|1.20 0.90 0.51|3.0   0  36|   0     0 |           | 11    5    0   21    0
Apr 24 01:45:25 ubuntu dstat.sh[64982]: 24-04 01:45:25| 29  10  58   0   0|1244M  983M  171M 5337M|3992B 1295B|   0    15M|   0   285 |4388  5612 |1.20 0.90 0.51|  0   0 118|   0     0 |           | 11    4    0   22    0
Apr 24 01:45:26 ubuntu dstat.sh[64982]: 24-04 01:45:26| 17   5  79   0   0|1283M  944M  171M 5337M|3983B 1137B|   0   498k|   0  33.1 |1957  1819 |1.20 0.90 0.51|1.0   0  23|   0     0 |           | 11    4    0   22    0
Apr 24 01:45:27 ubuntu dstat.sh[64982]: 24-04 01:45:27| 22   3  73   0   0|1315M  911M  171M 5337M|4512B 1456B|   0    44k|   0  3.00 |1780  1200 |1.18 0.90 0.52|1.0   0   0|   0     0 |           | 11    4    0   22    0
Apr 24 01:45:28 ubuntu dstat.sh[64982]: 24-04 01:45:28| 24   2  73   1   0|1346M  880M  171M 5338M|4563B 1621B|   0  1537k|   0   224 |3316  4383 |1.18 0.90 0.52|2.0   0 1.0|   0     0 |           | 11    4    0   23    0
Apr 24 01:45:29 ubuntu dstat.sh[64982]: 24-04 01:45:29| 20   7  72   0   0|1313M  913M  171M 5337M|5337B 1661B| 144k 2619k|7.00   163 |2612  2237 |1.18 0.90 0.52|2.0   0  48|   0     0 |           | 11    4    0   23    0
Apr 24 01:45:30 ubuntu dstat.sh[64982]: 24-04 01:45:30| 19   3  77   0   0|1334M  892M  171M 5338M|9040B 5647B|   0    23M|   0   621 |2749  2693 |1.18 0.90 0.52|1.0   0 1.0|   0     0 |           | 11   17    0   23    0
