Apr 01 12:16:36 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 12:16:37 ubuntu dstat.sh[65400]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 12:16:37 ubuntu dstat.sh[65400]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 12:16:37 ubuntu dstat.sh[65400]: 01-04 12:16:37|                   |1038M 1308M  167M 5113M|           |           |           |           |0.98 0.78 0.47|3.0   0    |           |           | 10    4    0   17    0
Apr 01 12:16:38 ubuntu dstat.sh[65400]: 01-04 12:16:38|  7  21  70   0   0|1041M 1305M  167M 5113M|5159B 2200B|   0   220k|   0  11.0 |5179  3438 |0.98 0.78 0.47|2.0   0 315|   0     0 |           | 10    4    0   17    0
Apr 01 12:16:39 ubuntu dstat.sh[65400]: 01-04 12:16:39|  9  20  69   0   0|1013M 1333M  167M 5113M|4737B 1591B|   0    16k|   0  7.49 |5341  3600 |0.98 0.78 0.47|1.0   0 333|   0     0 |           | 10    3    0   17    1
Apr 01 12:16:40 ubuntu dstat.sh[65400]: 01-04 12:16:40| 14  20  65   0   0| 989M 1356M  167M 5114M|4746B 1622B|   0  3304k|   0  17.0 |5588  4912 |0.98 0.78 0.47|1.0   0 251|   0     0 |           | 10    3    0   17    1
Apr 01 12:16:41 ubuntu dstat.sh[65400]: 01-04 12:16:41| 17  15  66   0   0| 987M 1358M  167M 5114M|4757B 1500B|   0    12k|   0  3.00 |6475  7986 |0.98 0.78 0.47|1.0   0 234|   0     0 |           | 10    3    0   17    1
Apr 01 12:16:42 ubuntu dstat.sh[65400]: 01-04 12:16:42| 14   8  76   0   0|1115M 1230M  167M 5236M|  15k 3730B|   0   376k|   0  11.0 |3421  3238 |0.98 0.78 0.47|1.0   0  92|   0     0 |           | 11    6    0   17    1
Apr 01 12:16:43 ubuntu dstat.sh[65400]: 01-04 12:16:43| 24  12  63   0   0|1113M 1231M  167M 5236M|  29k   11k|   0  1454k|   0  57.9 |4432  3391 |0.98 0.79 0.47|2.0   0 200|   0     0 |           | 11    6    0   19    2
Apr 01 12:16:44 ubuntu dstat.sh[65400]: 01-04 12:16:44| 33   5  62   1   0|1168M 1174M  167M 5238M|  36k   15k|  32k 3862k|2.00  66.0 |2480  1689 |0.98 0.79 0.47|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 01 12:16:45 ubuntu dstat.sh[65400]: 01-04 12:16:45| 34   4  59   3   0|1202M 1138M  167M 5240M|  36k   13k|   0  7588k|   0   592 |4720  6172 |0.98 0.79 0.47|  0 1.0  11|   0     0 |           | 11    8    0   19    2
Apr 01 12:16:46 ubuntu dstat.sh[65400]: 01-04 12:16:46| 26   6  52  13   0|1214M 1116M  169M 5247M|  24k   13k|   0    59M|   0  4888 |  18k   35k|0.98 0.79 0.47|1.0   0  72|   0     0 |           | 11    8    0   19    2
Apr 01 12:16:47 ubuntu dstat.sh[65400]: 01-04 12:16:47| 38   8  52   2   0|1188M 1117M  169M 5270M| 173k 8047B|   0    10M|   0   525 |4608  4937 |0.98 0.79 0.47|2.0   0  76|   0     0 |           | 11    6    0   19    2
Apr 01 12:16:48 ubuntu dstat.sh[65400]: 01-04 12:16:48| 47   4  49   0   0|1220M 1064M  170M 5288M|4328B 1496B|   0  2043k|   0  59.9 |3004  1839 |1.06 0.81 0.48|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 01 12:16:49 ubuntu dstat.sh[65400]: 01-04 12:16:49| 45   6  47   1   0|1219M 1044M  171M 5306M|2803B  162B|   0  8267k|   0   433 |3897  3512 |1.06 0.81 0.48|2.0   0  10|   0     0 |           | 11    6    0   19    2
Apr 01 12:16:50 ubuntu dstat.sh[65400]: 01-04 12:16:50| 44   6  49   2   0|1238M 1004M  172M 5323M|4837B 1296B|   0  3205k|   0   142 |3200  2191 |1.06 0.81 0.48|2.0   0   0|   0     0 |           | 11    6    0   19    2
