Apr 13 17:55:00 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 13 17:55:00 ubuntu dstat.sh[65270]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 13 17:55:00 ubuntu dstat.sh[65270]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 13 17:55:00 ubuntu dstat.sh[65270]: 13-04 17:55:00|                   | 990M 1348M  162M 5125M|           |           |           |           |1.29 0.92 0.51|5.0   0    |           |           | 10    4    0   17    1
Apr 13 17:55:01 ubuntu dstat.sh[65270]: 13-04 17:55:01| 17  25  55   1   0| 987M 1351M  162M 5126M|  44k   16k|   0  2040k|   0  66.0 |6530  5723 |1.29 0.92 0.51|3.0   0 627|   0     0 |           | 10    4    0   17    1
Apr 13 17:55:02 ubuntu dstat.sh[65270]: 13-04 17:55:02| 27  20  51   0   0|1008M 1329M  162M 5127M|  20k   10k|   0  1496k|   0  56.5 |6316  5758 |1.35 0.94 0.52|2.0   0 497|   0     0 |           | 10    5    0   17    1
Apr 13 17:55:03 ubuntu dstat.sh[65270]: 13-04 17:55:03| 26  17  55   0   0| 998M 1338M  162M 5127M|  41k   13k|   0  1768k|   0  55.0 |5305  5374 |1.35 0.94 0.52|2.0   0 236|   0     0 |           | 10    5    0   17    1
Apr 13 17:55:04 ubuntu dstat.sh[65270]: 13-04 17:55:04| 22   8  68   1   0|1121M 1199M  162M 5264M| 180k   15k|   0  1811k|   0  47.9 |3834  4941 |1.35 0.94 0.52|1.0   0  67|   0     0 |           | 11    5    0   17    1
Apr 13 17:55:05 ubuntu dstat.sh[65270]: 13-04 17:55:05| 39  13  48   0   0|1142M 1161M  163M 5277M|6944B 1753B|   0  4704k|   0  87.1 |4377  2750 |1.35 0.94 0.52|2.0   0 112|   0     0 |           | 11    6    0   17    2
Apr 13 17:55:06 ubuntu dstat.sh[65270]: 13-04 17:55:06| 38  13  48   0   0|1196M 1090M  163M 5292M|5929B 1617B|  32k 2691k|2.00  63.9 |4499  3254 |1.35 0.94 0.52|2.0   0 170|   0     0 |           | 11    6    0   19    2
Apr 13 17:55:07 ubuntu dstat.sh[65270]: 13-04 17:55:07| 43   7  49   1   0|1260M 1000M  164M 5315M|5305B 1622B|   0  4747k|   0   127 |3254  2225 |1.40 0.96 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 13 17:55:08 ubuntu dstat.sh[65270]: 13-04 17:55:08| 40   7  47   4   0|1263M  963M  166M 5343M|4687B 1622B|4100B   24M|1.00  1391 |7588    11k|1.40 0.96 0.53|4.0   0  10|   0     0 |           | 11    8    0   19    2
Apr 13 17:55:09 ubuntu dstat.sh[65270]: 13-04 17:55:09| 33   7  43  13   0|1266M  942M  167M 5358M|9089B 2892B|   0    54M|   0  4322 |  17k   29k|1.40 0.96 0.53|2.0   0  60|   0     0 |           | 11    9    0   19    2
Apr 13 17:55:10 ubuntu dstat.sh[65270]: 13-04 17:55:10| 39  10  47   3   0|1225M 1000M  167M 5342M|6688B 2849B|   0    25M|   0  1702 |7725    11k|1.40 0.96 0.53|3.0   0 106|   0     0 |           | 11    4    0   19    0
Apr 13 17:55:11 ubuntu dstat.sh[65270]: 13-04 17:55:11| 39   7  53   0   0|1303M  916M  168M 5346M|  10k 3895B|   0  1884k|   0  80.8 |2894  1765 |1.40 0.96 0.53|2.0   0  18|   0     0 |           | 11    4    0   19    0
Apr 13 17:55:12 ubuntu dstat.sh[65270]: 13-04 17:55:12| 47   9  43   1   0|1307M  911M  168M 5347M|  11k 3625B|   0  5543k|   0   310 |4184    15k|1.85 1.06 0.56|3.0   0 142|   0     0 |           | 11    5    0   20    0
Apr 13 17:55:13 ubuntu dstat.sh[65270]: 13-04 17:55:13| 42   9  46   0   0|1296M  915M  168M 5353M|6398B 2575B|   0  1917k|   0   130 |  12k   20k|1.85 1.06 0.56|3.0   0  24|   0     0 |           | 11    4    0   20    0
Apr 13 17:55:14 ubuntu dstat.sh[65270]: 13-04 17:55:14| 45   8  46   0   0|1317M  894M  168M 5353M|5035B 1511B|   0    92k|   0  2.00 |  10k   17k|1.85 1.06 0.56|3.0   0  13|   0     0 |           | 11    4    0   19    0
Apr 13 17:55:15 ubuntu dstat.sh[65270]: 13-04 17:55:15| 31  22  46   0   0|1140M 1083M  168M 5342M|5334B 1611B|   0  2668k|   0   103 |5858  4457 |1.85 1.06 0.56|3.0   0 388|   0     0 |           | 11    4    0   19    0
Apr 13 17:55:16 ubuntu dstat.sh[65270]: 13-04 17:55:16| 29  23  47   0   0|1105M 1118M  168M 5342M|5365B 1510B|   0    40k|   0  9.99 |6591  7078 |1.85 1.06 0.56|2.0   0 478|   0     0 |           | 11    4    0   19    0
Apr 13 17:55:17 ubuntu dstat.sh[65270]: 13-04 17:55:17| 37  14  49   0   0|1136M 1087M  168M 5342M|4985B 1567B|   0    36k|   0  2.00 |5141  4775 |1.94 1.09 0.58|2.0   0 187|   0     0 |           | 11    5    0   19    0
Apr 13 17:55:18 ubuntu dstat.sh[65270]: 13-04 17:55:18| 46   5  49   0   0|1184M 1039M  168M 5343M|4832B 1512B|   0   184k|   0  2.00 |2788  1254 |1.94 1.09 0.58|3.0   0   0|   0     0 |           | 11    5    0   13    0
Apr 13 17:55:19 ubuntu dstat.sh[65270]: 13-04 17:55:19| 42  10  48   0   0|1216M 1006M  168M 5345M|4900B 1080B|   0   364k|   0  25.0 |2976  3134 |1.94 1.09 0.58|3.0   0   0|   0     0 |           | 11    5    0   13    0
Apr 13 17:55:20 ubuntu dstat.sh[65270]: 13-04 17:55:20| 15   9  73   1   0|1232M  988M  168M 5345M|5770B 1456B|   0    23M|   0   603 |3841  3812 |1.94 1.09 0.58|  0   0 118|   0     0 |           | 11    4    0   13    0
Apr 13 17:55:21 ubuntu dstat.sh[65270]: 13-04 17:55:21| 15   6  78   0   0|1290M  930M  168M 5346M|5208B  648B|   0     0 |   0     0 |1917  1593 |1.94 1.09 0.58|1.0   0  23|   0     0 |           | 11    4    0   13    0
Apr 13 17:55:22 ubuntu dstat.sh[65270]: 13-04 17:55:22| 23   3  73   0   0|1329M  891M  168M 5346M|4730B 1512B|   0     0 |   0     0 |1766  1224 |1.87 1.09 0.58|1.0   0   0|   0     0 |           | 11    4    0   13    0
