Apr 01 12:54:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 12:54:51 ubuntu dstat.sh[65074]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 12:54:51 ubuntu dstat.sh[65074]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 12:54:51 ubuntu dstat.sh[65074]: 01-04 12:54:51|                   |1013M 1349M  164M 5100M|           |           |           |           |1.28 0.85 0.46|2.0   0    |           |           | 10    5    0   17    1
Apr 01 12:54:52 ubuntu dstat.sh[65074]: 01-04 12:54:52| 22  22  55   0   0|1014M 1348M  164M 5101M|  22k   13k|   0  1763k|   0  58.8 |6211  5179 |1.28 0.85 0.46|2.5   0 485|   0     0 |           | 10    5    0   17    1
Apr 01 12:54:53 ubuntu dstat.sh[65074]: 01-04 12:54:53| 26  19  53   1   0|1015M 1346M  164M 5102M|  39k   13k|   0  3519k|   0   130 |5904  5246 |1.28 0.85 0.46|2.0   0 408|   0     0 |           | 10    4    0   17    2
Apr 01 12:54:54 ubuntu dstat.sh[65074]: 01-04 12:54:54| 30  19  49   0   0| 993M 1348M  164M 5120M| 172k 9602B|   0  2299k|   0  74.8 |5919  5127 |1.28 0.85 0.46|2.0   0 236|   0     0 |           | 10    4    0   17    2
Apr 01 12:54:55 ubuntu dstat.sh[65074]: 01-04 12:54:55| 35  15  49   0   0|1111M 1207M  165M 5261M|4971B 1568B|   0  2006k|   0  55.1 |5747  6104 |1.34 0.87 0.47|3.0   0 148|   0     0 |           | 11    6    0   17    2
Apr 01 12:54:56 ubuntu dstat.sh[65074]: 01-04 12:54:56| 38  14  47   0   0|1141M 1154M  166M 5281M|3418B  863B|   0    15M|   0   473 |4643  2940 |1.34 0.87 0.47|2.0   0 169|   0     0 |           | 11    6    0   17    2
Apr 01 12:54:57 ubuntu dstat.sh[65074]: 01-04 12:54:57| 41   8  49   1   0|1186M 1092M  167M 5295M|4153B 1134B|  32k 4447k|2.00   148 |3732  2722 |1.34 0.87 0.47|2.0   0  36|   0     0 |           | 11    6    0   19    2
Apr 01 12:54:58 ubuntu dstat.sh[65074]: 01-04 12:54:58| 44   7  48   1   0|1227M 1019M  168M 5322M|4727B 1459B|   0  4087k|   0   100 |3235  2087 |1.34 0.87 0.47|3.0   0 1.0|   0     0 |           | 11    6    0   19    2
Apr 01 12:54:59 ubuntu dstat.sh[65074]: 01-04 12:54:59| 36   5  52   6   0|1263M  993M  169M 5312M|  11k 4290B|   0    24M|   0  1859 |8775    15k|1.34 0.87 0.47|4.0   0  30|   0     0 |           | 11    6    0   19    0
Apr 01 12:55:00 ubuntu dstat.sh[65074]: 01-04 12:55:00| 33   8  47   9   0|1276M  971M  170M 5319M|  10k 3729B|   0    44M|   0  3654 |  14k   27k|1.31 0.87 0.48|3.0   0  87|   0     0 |           | 11    5    0   19    0
Apr 01 12:55:01 ubuntu dstat.sh[65074]: 01-04 12:55:01| 39  11  48   0   0|1212M 1031M  170M 5322M|5440B 2180B|   0  1869k|   0  35.0 |3771  2369 |1.31 0.87 0.48|2.0   0  97|   0     0 |           | 11    5    0   19    0
Apr 01 12:55:02 ubuntu dstat.sh[65074]: 01-04 12:55:02| 42   7  49   1   0|1238M  999M  170M 5327M|  11k 4176B|   0  8644k|   0   430 |8746    15k|1.31 0.87 0.48|2.0   0 6.0|   0     0 |           | 11    4    0   19    0
Apr 01 12:55:03 ubuntu dstat.sh[65074]: 01-04 12:55:03| 43  10  46   0   0|1252M  985M  170M 5327M|4819B 1557B|   0  1873k|   0  17.9 |  13k   23k|1.31 0.87 0.48|2.0   0  24|   0     0 |           | 11    4    0   19    0
Apr 01 12:55:04 ubuntu dstat.sh[65074]: 01-04 12:55:04| 42   9  49   0   0|1228M 1021M  170M 5316M|4993B 1624B|   0   457k|   0  14.0 |3098  1859 |1.31 0.87 0.48|3.0   0  15|   0     0 |           | 11    4    0   19    0
Apr 01 12:55:05 ubuntu dstat.sh[65074]: 01-04 12:55:05| 40  24  36   0   0|1170M 1079M  170M 5316M|4746B 1515B|   0    24k|   0  5.01 |5809  5236 |1.37 0.89 0.48|3.0   0 645|   0     0 |           | 11    4    0   19    0
