Apr 30 15:40:15 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 30 15:40:16 ubuntu dstat.sh[64993]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 30 15:40:16 ubuntu dstat.sh[64993]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 30 15:40:16 ubuntu dstat.sh[64993]: 30-04 15:40:16|                   | 975M 1369M  162M 5120M|           |           |           |           |1.12 0.86 0.50|5.0   0    |           |           | 10    5    0   17    0
Apr 30 15:40:17 ubuntu dstat.sh[64993]: 30-04 15:40:17| 14  21  63   1   0| 975M 1368M  162M 5120M|  35k   10k|   0  2536k|   0  93.0 |6367  5717 |1.16 0.87 0.50|3.0   0 518|   0     0 |           | 10    6    0   17    0
Apr 30 15:40:18 ubuntu dstat.sh[64993]: 30-04 15:40:18| 28  18  52   0   0| 994M 1348M  163M 5121M|  19k   10k|   0  1914k|   0  78.5 |6233  6128 |1.19 0.88 0.50|2.0   0 460|   0     0 |           | 10    6    0   17    0
Apr 30 15:40:19 ubuntu dstat.sh[64993]: 30-04 15:40:19| 29  15  53   0   0|1048M 1294M  163M 5168M|  39k   12k|   0  1827k|   0  55.9 |6387  8027 |1.19 0.88 0.50|2.0   0 203|   0     0 |           | 11    6    0   17    0
Apr 30 15:40:20 ubuntu dstat.sh[64993]: 30-04 15:40:20| 14   4  79   1   0|1133M 1201M  163M 5250M|  99k   14k|   0  4847k|   0  56.1 |2021  1827 |1.19 0.88 0.50|  0   0 1.0|   0     0 |           | 11    5    0   17    1
Apr 30 15:40:21 ubuntu dstat.sh[64993]: 30-04 15:40:21| 36  12  49   0   0|1125M 1187M  163M 5269M|  83k 2986B|   0  2155k|   0  85.9 |4052  2854 |1.19 0.88 0.50|2.0   0 112|   0     0 |           | 11    6    0   17    2
Apr 30 15:40:22 ubuntu dstat.sh[64993]: 30-04 15:40:22| 37  14  48   1   0|1162M 1132M  164M 5285M|1921B    0 |  16k 2878k|1.00   110 |4461  3243 |1.26 0.89 0.51|2.0   0 170|   0     0 |           | 11    6    0   19    2
Apr 30 15:40:23 ubuntu dstat.sh[64993]: 30-04 15:40:23| 41   7  48   1   0|1229M 1042M  165M 5305M|1920B    0 |  16k 4164k|1.00  96.0 |3157  2198 |1.26 0.89 0.51|2.0 1.0 1.0|   0     0 |           | 11    6    0   19    2
Apr 30 15:40:24 ubuntu dstat.sh[64993]: 30-04 15:40:24| 43   5  49   2   0|1257M  993M  166M 5322M|1920B    0 |   0  5572k|   0   277 |3875  3732 |1.26 0.89 0.51|2.0 1.0 4.0|   0     0 |           | 11    8    0   19    2
Apr 30 15:40:25 ubuntu dstat.sh[64993]: 30-04 15:40:25| 32   6  45  15   0|1260M  957M  167M 5351M|1560B    0 |   0    50M|   0  3919 |  14k   27k|1.26 0.89 0.51|2.0   0  60|   0     0 |           | 11    8    0   19    2
