Mar 18 15:09:20 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 18 15:09:21 ubuntu dstat.sh[60094]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 18 15:09:21 ubuntu dstat.sh[60094]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 18 15:09:21 ubuntu dstat.sh[60094]: 18-03 15:09:21|                   |1039M 1530M  160M 4908M|           |           |           |           |1.20 0.91 0.50|3.0   0    |           |           | 10    6    0   18    0
Mar 18 15:09:22 ubuntu dstat.sh[60094]: 18-03 15:09:22| 20  21  57   0   0|1045M 1523M  160M 4908M|  26k   14k|   0  2952k|   0   102 |6315  5399 |1.20 0.91 0.50|2.5   0 470|   0     0 |           | 10    6    0   18    0
Mar 18 15:09:23 ubuntu dstat.sh[60094]: 18-03 15:09:23| 28  18  52   0   0|1028M 1539M  160M 4909M|  38k   12k|   0  1780k|   0  82.5 |6241  5792 |1.20 0.91 0.50|2.0   0 427|   0     0 |           | 10    6    0   18    0
Mar 18 15:09:24 ubuntu dstat.sh[60094]: 18-03 15:09:24| 32  16  51   0   0|1011M 1555M  160M 4909M|  21k   12k|   0  1622k|   0  45.9 |6392  7701 |1.20 0.91 0.50|2.0   0 274|   0     0 |           | 10    5    0   18    1
Mar 18 15:09:25 ubuntu dstat.sh[60094]: 18-03 15:09:25| 19   6  72   1   0|1114M 1425M  161M 5055M| 172k 8429B|   0  5810k|   0  99.0 |3101  3048 |1.18 0.91 0.50|2.0   0  24|   0     0 |           | 11    6    0   18    2
Mar 18 15:09:26 ubuntu dstat.sh[60094]: 18-03 15:09:26| 40  12  48   0   0|1144M 1375M  161M 5072M|4019B 1135B|  16k 1474k|1.00  40.0 |4088  2501 |1.18 0.91 0.50|3.0   0 124|   0     0 |           | 11    6    0   18    2
Mar 18 15:09:27 ubuntu dstat.sh[60094]: 18-03 15:09:27| 38  13  48   1   0|1183M 1314M  162M 5092M|4414B 1507B|  32k 3432k|1.99  95.7 |4465  3382 |1.18 0.91 0.50|2.0   0 151|   0     0 |           | 11    6    0   20    2
Mar 18 15:09:28 ubuntu dstat.sh[60094]: 18-03 15:09:28| 42   7  49   1   0|1228M 1236M  163M 5120M|4801B 1620B|   0  4909k|   0   132 |2976  2079 |1.18 0.91 0.50|3.0   0   0|   0     0 |           | 11    6    0   20    2
Mar 18 15:09:29 ubuntu dstat.sh[60094]: 18-03 15:09:29| 39   5  49   6   0|1234M 1210M  165M 5136M|4927B 2650B|   0    21M|   0  1559 |8611    15k|1.18 0.91 0.50|2.0   0  28|   0     0 |           | 11    9    0   20    2
Mar 18 15:09:30 ubuntu dstat.sh[60094]: 18-03 15:09:30| 32   6  47  12   0|1288M 1168M  166M 5124M|  10k 3338B|   0    55M|   0  4536 |  14k   29k|1.25 0.93 0.51|2.0   0  56|   0     0 |           | 11    6    0   20    0
Mar 18 15:09:31 ubuntu dstat.sh[60094]: 18-03 15:09:31| 38   9  53   0   0|1257M 1194M  166M 5128M|9900B 3780B|   0  4166k|   0   225 |3473  2392 |1.25 0.93 0.51|2.0   0 109|   0     0 |           | 11    4    0   20    0
Mar 18 15:09:32 ubuntu dstat.sh[60094]: 18-03 15:09:32| 40   6  53   0   0|1273M 1176M  166M 5130M|9852B 3770B|   0   869k|   0  35.0 |2675  1596 |1.25 0.93 0.51|1.0   0  18|   0     0 |           | 11    5    0   20    0
Mar 18 15:09:33 ubuntu dstat.sh[60094]: 18-03 15:09:33| 44   9  45   1   0|1243M 1198M  166M 5135M|7454B 2578B|   0  8697k|   0   430 |  12k   20k|1.25 0.93 0.51|2.0   0  25|   0     0 |           | 11    4    0   20    0
Mar 18 15:09:34 ubuntu dstat.sh[60094]: 18-03 15:09:34| 44   8  46   1   0|1248M 1194M  166M 5135M|4902B 1515B|   0  2389k|   0  90.2 |  12k   20k|1.25 0.93 0.51|2.0   0  13|   0     0 |           | 11    4    0   20    0
Mar 18 15:09:35 ubuntu dstat.sh[60094]: 18-03 15:09:35| 40  10  48   0   0|1191M 1263M  167M 5124M|5314B 1295B|   0   564k|   0  26.0 |3765  2286 |1.31 0.95 0.52|2.0   0 112|   0     0 |           | 11    4    0   20    0
Mar 18 15:09:36 ubuntu dstat.sh[60094]: 18-03 15:09:36| 23  23  52   0   0|1175M 1278M  167M 5124M|3942B  162B|   0   140k|   0  10.0 |5987  4642 |1.31 0.95 0.52|1.0   0 448|   0     0 |           | 11    4    0   20    0
Mar 18 15:09:37 ubuntu dstat.sh[60094]: 18-03 15:09:37| 12  22  65   0   0|1168M 1286M  167M 5125M|6127B 1659B|   0    24k|   0  5.99 |6031  4944 |1.31 0.95 0.52|1.0   0 301|   0     0 |           | 11    4    0   20    0
