Mar 17 11:18:54 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 17 11:18:55 ubuntu dstat.sh[60226]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 17 11:18:55 ubuntu dstat.sh[60226]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 17 11:18:55 ubuntu dstat.sh[60226]: 17-03 11:18:55|                   | 944M 1619M  160M 4913M|           |           |           |           |1.32 0.97 0.56|1.0   0    |           |           | 10    3    0   17    1
Mar 17 11:18:56 ubuntu dstat.sh[60226]: 17-03 11:18:56| 22  21  55   0   0| 954M 1608M  160M 4913M|  23k 7547B|   0  1247k|   0  93.9 |5949  4649 |1.32 0.97 0.56|2.0   0 411|   0     0 |           | 10    3    0   17    2
Mar 17 11:18:57 ubuntu dstat.sh[60226]: 17-03 11:18:57| 17  21  60   1   0| 961M 1601M  160M 4914M|  42k   15k|   0  1769k|   0  75.5 |5693  4260 |1.32 0.97 0.56|1.0   0 371|   0     0 |           | 10    4    0   17    2
Mar 17 11:18:58 ubuntu dstat.sh[60226]: 17-03 11:18:58| 28  19  51   0   0| 978M 1583M  160M 4914M|  21k   11k|   0  1529k|   0  48.0 |6228  7245 |1.32 0.97 0.56| 10   0 324|   0     0 |           | 10    4    0   17    2
Mar 17 11:18:59 ubuntu dstat.sh[60226]: 17-03 11:18:59| 25  10  63   0   0|1118M 1442M  160M 5037M|  40k   13k|   0  1588k|   0  50.9 |4767  5890 |1.38 0.99 0.57|1.0   0  89|   0     0 |           | 11    4    0   17    2
Mar 17 11:19:00 ubuntu dstat.sh[60226]: 17-03 11:19:00| 18   6  75   1   0|1119M 1424M  160M 5053M| 182k   14k|  16k 5282k|1.00  79.2 |2718  2135 |1.38 0.99 0.57|2.0   0  80|   0     0 |           | 11    6    0   17    2
Mar 17 11:19:01 ubuntu dstat.sh[60226]: 17-03 11:19:01| 39  12  48   0   0|1122M 1406M  161M 5064M|4648B  852B|   0  2175k|   0  80.0 |4676  3396 |1.38 0.99 0.57|2.0   0 189|   0     0 |           | 11    6    0   19    2
Mar 17 11:19:02 ubuntu dstat.sh[60226]: 17-03 11:19:02| 44   6  49   1   0|1193M 1316M  162M 5081M|4519B 1012B|  32k 2894k|2.00  51.9 |3272  2038 |1.38 0.99 0.57|2.0   0  18|   0     0 |           | 11    6    0   19    2
Mar 17 11:19:03 ubuntu dstat.sh[60226]: 17-03 11:19:03| 43   6  49   2   0|1248M 1235M  163M 5104M|4512B 1624B|   0  6292k|   0   303 |4107  3862 |1.38 0.99 0.57|3.0   0 4.0|   0     0 |           | 11    8    0   19    2
Mar 17 11:19:04 ubuntu dstat.sh[60226]: 17-03 11:19:04| 33   6  46  13   0|1249M 1195M  165M 5137M|4605B 1566B|   0    51M|   0  3708 |  13k   26k|1.43 1.00 0.58|2.0   0  63|   0     0 |           | 11    8    0   19    2
