Apr 14 19:51:53 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 14 19:51:53 ubuntu dstat.sh[64972]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 14 19:51:53 ubuntu dstat.sh[64972]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 14 19:51:53 ubuntu dstat.sh[64972]: 14-04 19:51:53|                   |1034M 1313M  162M 5117M|           |           |           |           |1.35 0.98 0.53|1.0   0    |           |           | 10    4    0   17    0
Apr 14 19:51:54 ubuntu dstat.sh[64972]: 14-04 19:51:54| 14  21  63   0   0|1034M 1314M  162M 5117M|  16k 3051B|   0  1335k|   0  62.9 |5691  4263 |1.35 0.98 0.53|1.5   0 328|   0     0 |           | 10    4    0   17    0
Apr 14 19:51:55 ubuntu dstat.sh[64972]: 14-04 19:51:55| 18  22  56   0   0|1033M 1314M  162M 5117M|  30k   12k|   0  1463k|   0  56.5 |5619  4076 |1.35 0.98 0.53|2.0   0 332|   0     0 |           | 10    6    0   17    0
Apr 14 19:51:56 ubuntu dstat.sh[64972]: 14-04 19:51:56| 22  19  56   0   0|1006M 1340M  162M 5118M|  35k   14k|   0  2574k|   0  58.9 |6026  5411 |1.32 0.98 0.53|1.0   0 290|   0     0 |           | 10    6    0   17    0
Apr 14 19:51:57 ubuntu dstat.sh[64972]: 14-04 19:51:57| 32  16  50   0   0|1059M 1287M  162M 5157M|  21k   12k|   0  1774k|   0  56.9 |6343  8125 |1.32 0.98 0.53|1.0   0 202|   0     0 |           | 11    6    0   17    0
Apr 14 19:51:58 ubuntu dstat.sh[64972]: 14-04 19:51:58| 14   4  79   0   0|1145M 1200M  162M 5241M|  39k   12k|   0  1880k|   0   135 |1936  1620 |1.32 0.98 0.53|  0 1.0 1.0|   0     0 |           | 11    5    0   17    1
Apr 14 19:51:59 ubuntu dstat.sh[64972]: 14-04 19:51:59| 32  11  54   1   0|1152M 1172M  163M 5259M| 176k   11k|   0  2237k|   0  74.2 |4072  2630 |1.32 0.98 0.53|2.0   0 109|   0     0 |           | 11    6    0   17    2
Apr 14 19:52:00 ubuntu dstat.sh[64972]: 14-04 19:52:00| 37  13  48   1   0|1195M 1110M  164M 5275M|3188B  486B|  16k 2882k|1.00  75.0 |4538  3484 |1.32 0.98 0.53|3.0   0 173|   0     0 |           | 11    6    0   19    2
Apr 14 19:52:01 ubuntu dstat.sh[64972]: 14-04 19:52:01| 43   6  48   1   0|1245M 1036M  164M 5297M|4823B 1455B|  16k 6305k|1.00  65.8 |3070  1912 |1.37 1.00 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 14 19:52:02 ubuntu dstat.sh[64972]: 14-04 19:52:02| 40   7  48   3   0|1276M  986M  166M 5312M|5468B 1622B|   0  9045k|   0   525 |4982  5766 |1.37 1.00 0.54|3.0   0  10|   0     0 |           | 11    8    0   19    2
Apr 14 19:52:03 ubuntu dstat.sh[64972]: 14-04 19:52:03| 31   7  44  14   0|1267M  959M  167M 5343M|5420B 1459B|   0    46M|   0  3744 |  14k   26k|1.37 1.00 0.54|6.0   0  45|   0     0 |           | 11    8    0   19    2
Apr 14 19:52:04 ubuntu dstat.sh[64972]: 14-04 19:52:04| 35   8  49   8   0|1179M 1055M  168M 5333M|  11k 4280B|   0    40M|   0  2938 |  11k   19k|1.37 1.00 0.54|3.0   0  89|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:05 ubuntu dstat.sh[64972]: 14-04 19:52:05| 42   8  49   0   0|1218M 1016M  168M 5333M|5608B 1953B|   0  1017k|   0  57.0 |3285  1987 |1.37 1.00 0.54|3.0   0  48|   0     0 |           | 11    5    0   19    0
Apr 14 19:52:06 ubuntu dstat.sh[64972]: 14-04 19:52:06| 40   5  51   1   0|1254M  974M  168M 5338M|  11k 3385B|   0  9703k|   0   568 |3665  3412 |1.34 1.00 0.54|3.0   0 2.0|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:07 ubuntu dstat.sh[64972]: 14-04 19:52:07| 38   7  53   0   0|1259M  963M  169M 5343M|  13k 4562B|   0  1836k|   0   166 |3130  1799 |1.34 1.00 0.54|2.0   0  29|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:08 ubuntu dstat.sh[64972]: 14-04 19:52:08| 45   8  46   0   0|1252M  969M  169M 5344M|4399B 1458B|   0  1040k|   0  97.0 |  12k   19k|1.34 1.00 0.54|3.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:09 ubuntu dstat.sh[64972]: 14-04 19:52:09| 32  23  44   0   0|1199M 1027M  169M 5339M|4161B 1515B|   0  3624k|   0   337 |  14k   21k|1.34 1.00 0.54|2.0   0 375|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:10 ubuntu dstat.sh[64972]: 14-04 19:52:10| 32  25  42   0   0|1076M 1157M  169M 5333M|4481B 1564B|   0    56k|   0  12.0 |6684  6532 |1.34 1.00 0.54|2.0   0 448|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:11 ubuntu dstat.sh[64972]: 14-04 19:52:11| 35  18  45   0   0|1093M 1140M  169M 5334M|4757B 1754B|   0    12M|   0   207 |5495  5774 |1.40 1.01 0.55|2.0   0 242|   0     0 |           | 11    5    0   19    0
Apr 14 19:52:12 ubuntu dstat.sh[64972]: 14-04 19:52:12| 46   5  48   0   0|1169M 1064M  169M 5334M|4920B 1620B|   0    32k|   0  2.00 |2804  1352 |1.40 1.01 0.55|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 14 19:52:13 ubuntu dstat.sh[64972]: 14-04 19:52:13| 43   9  49   0   0|1199M 1033M  169M 5334M|4741B 1620B|   0   188k|   0  2.00 |2799  1542 |1.40 1.01 0.55|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 14 19:52:14 ubuntu dstat.sh[64972]: 14-04 19:52:14| 22   8  68   0   0|1227M 1003M  169M 5336M|5400B 1620B|   0  2156k|   0  54.0 |4885  6716 |1.40 1.01 0.55|1.0   0 118|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:15 ubuntu dstat.sh[64972]: 14-04 19:52:15| 16   6  77   0   0|1286M  945M  169M 5336M|5358B 1458B|   0     0 |   0     0 |1902  1604 |1.40 1.01 0.55|2.0   0  23|   0     0 |           | 11    4    0   19    0
Apr 14 19:52:16 ubuntu dstat.sh[64972]: 14-04 19:52:16| 21   4  73   0   0|1325M  905M  169M 5336M|5328B 1512B|   0    17M|   0   175 |1887  1471 |1.37 1.01 0.55|1.0   0   0|   0     0 |           | 11    4    0   13    0
Apr 14 19:52:17 ubuntu dstat.sh[64972]: 14-04 19:52:17| 23   2  73   1   0|1352M  878M  169M 5337M|5399B 1570B|   0  1383k|   0  91.2 |2605  2796 |1.37 1.01 0.55|1.0   0 2.0|   0     0 |           | 11   10    0   13    0
Apr 14 19:52:18 ubuntu dstat.sh[64972]: 14-04 19:52:18| 21   4  73   1   0|1297M  932M  169M 5337M|4891B 1512B|   0  3576k|   0   250 |3306  3917 |1.37 1.01 0.55|1.0   0  42|   0     0 |           | 11    4    0   15    0
Apr 14 19:52:19 ubuntu dstat.sh[64972]: 14-04 19:52:19| 23   2  74   0   0|1343M  886M  169M 5337M|5010B 1728B| 144k  494k|6.98  6.98 |1821  1258 |1.37 1.01 0.55|  0   0   0|   0     0 |           | 11    4    0   16    0
Apr 14 19:52:20 ubuntu dstat.sh[64972]: 14-04 19:52:20| 17   3  79   1   0|1344M  885M  169M 5337M|8187B 5105B| 268k  641k|66.1  21.0 |2377  2473 |1.37 1.01 0.55|3.0   0 2.0|   0     0 |           | 11   27    0   15    0
Apr 14 19:52:21 ubuntu dstat.sh[64972]: 14-04 19:52:21| 19   7  74   0   0|1330M  898M  169M 5337M|9475B 5222B|   0    29M|   0   210 |3072  2584 |1.26 1.00 0.55|1.0   0  44|   0     0 |           | 11   28    0   16    0
Apr 14 19:52:22 ubuntu dstat.sh[64972]: 14-04 19:52:22| 18   3  77   0   0|1383M  846M  169M 5337M|8004B 3776B|   0  2903k|   0  18.0 |1616  1111 |1.26 1.00 0.55|  0   0   0|   0     0 |           | 11   29    0   16    0
Apr 14 19:52:23 ubuntu dstat.sh[64972]: 14-04 19:52:23| 17   6  74   0   0|1345M  884M  169M 5337M|  12k 6363B|   0    12k|   0  3.01 |2964  2180 |1.26 1.00 0.55|3.0   0  78|   0     0 |           | 11   28    0   17    0
Apr 14 19:52:24 ubuntu dstat.sh[64972]: 14-04 19:52:24| 39  11  49   0   0|1421M  808M  169M 5337M|4571B 1456B|   0  2341k|   0  50.9 |3248  1822 |1.26 1.00 0.55|2.0   0  78|   0     0 |           | 11   28    0   17    0
Apr 14 19:52:25 ubuntu dstat.sh[64972]: 14-04 19:52:25| 31   4  64   0   0|1449M  779M  169M 5337M|  17k   13k|   0     0 |   0     0 |3981  4135 |1.26 1.00 0.55|4.0   0   0|   0     0 |           | 11   30    0   17    0
Apr 14 19:52:26 ubuntu dstat.sh[64972]: 14-04 19:52:26| 40  17  41   0   0|1399M  829M  169M 5337M|  12k 8203B|   0  4015k|   0  71.0 |6353  7726 |1.32 1.01 0.56|5.0   0 402|   0     0 |           | 11   28    0   18    0
Apr 14 19:52:27 ubuntu dstat.sh[64972]: 14-04 19:52:27| 78  19   0   0   0|1573M  656M  169M 5337M|4968B 1567B|   0    12k|   0  3.00 |5004  3177 |1.32 1.01 0.56|6.0   0 177|   0     0 |           | 11   28    0   18    0
Apr 14 19:52:28 ubuntu dstat.sh[64972]: 14-04 19:52:28| 80  13   1   0   0|1748M  481M  169M 5339M|  19k   16k|   0   316k|   0  9.99 |5617  5785 |1.32 1.01 0.56|7.0   0  34|   0     0 |           | 11   31    0   16    0
Apr 14 19:52:29 ubuntu dstat.sh[64972]: 14-04 19:52:29| 76  10  14   0   0|1712M  516M  169M 5338M|  32k   28k|   0   296k|   0  37.0 |8782    16k|1.32 1.01 0.56|5.0   0  69|   0     0 |           | 11   30    0   21    0
Apr 14 19:52:30 ubuntu dstat.sh[64972]: 14-04 19:52:30| 31  12  56   0   0|1532M  696M  169M 5338M|8169B 4950B|   0   579k|   0  46.9 |5045  5225 |1.32 1.01 0.56|1.0   0 242|   0     0 |           | 11   28    0   23    0
