Apr 02 09:55:20 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 09:55:20 ubuntu dstat.sh[65460]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 09:55:20 ubuntu dstat.sh[65460]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 09:55:20 ubuntu dstat.sh[65460]: 02-04 09:55:20|                   |1009M 1361M  163M 5095M|           |           |           |           |1.49 0.95 0.53|3.0   0    |           |           | 10    2    0   17    0
Apr 02 09:55:21 ubuntu dstat.sh[65460]: 02-04 09:55:21| 51  23  25   0   0|1010M 1357M  163M 5097M|5896B 2721B|   0  3672k|   0  55.9 |7151  6292 |1.55 0.97 0.54|2.5   0 640|   0     0 |           | 10    2    0   17    0
Apr 02 09:55:22 ubuntu dstat.sh[65460]: 02-04 09:55:22| 24  19  56   0   0| 966M 1398M  163M 5099M| 226k 9389B|   0  1116k|   0  75.5 |6988  6605 |1.61 0.98 0.55|1.0   0 524|   0     0 |           | 10    4    0   17    0
Apr 02 09:55:23 ubuntu dstat.sh[65460]: 02-04 09:55:23| 16  12  71   0   0|1079M 1286M  163M 5221M|8691B 2654B|   0     0 |   0     0 |5832  7982 |1.61 0.98 0.55|  0   0 139|   0     0 |           | 11    4    0   17    0
Apr 02 09:55:24 ubuntu dstat.sh[65460]: 02-04 09:55:24| 19   7  73   0   0|1096M 1268M  163M 5222M|  22k 7547B|   0   894k|   0  28.1 |2777  2131 |1.61 0.98 0.55|2.0   0  91|   0     0 |           | 11    7    0   17    0
Apr 02 09:55:25 ubuntu dstat.sh[65460]: 02-04 09:55:25| 25  11  62   0   0|1099M 1264M  163M 5222M|  37k   12k|   0  1489k|   0  60.9 |4367  3332 |1.61 0.98 0.55|2.0   0 195|   0     0 |           | 11    8    0   19    0
Apr 02 09:55:26 ubuntu dstat.sh[65460]: 02-04 09:55:26| 36   5  58   1   0|1178M 1183M  164M 5223M|  23k   12k|  32k 3746k|2.00  60.0 |2592  1619 |1.56 0.98 0.55|2.0   0   0|   0     0 |           | 11    8    0   19    0
Apr 02 09:55:27 ubuntu dstat.sh[65460]: 02-04 09:55:27| 32   4  59   4   0|1212M 1147M  164M 5225M|  43k   14k|   0  7897k|   0   609 |4650  6262 |1.56 0.98 0.55|2.0 1.0  10|   0     0 |           | 11    9    0   19    1
Apr 02 09:55:28 ubuntu dstat.sh[65460]: 02-04 09:55:28| 23   6  56  13   0|1215M 1121M  166M 5246M| 143k   15k|   0    38M|   0  3230 |  14k   27k|1.56 0.98 0.55|2.0   0  60|   0     0 |           | 11    8    0   19    2
Apr 02 09:55:29 ubuntu dstat.sh[65460]: 02-04 09:55:29| 42   9  45   3   0|1235M 1082M  167M 5261M|  46k 3023B|   0    31M|   0  1811 |7879    12k|1.56 0.98 0.55|2.0   0  88|   0     0 |           | 11    6    0   19    2
Apr 02 09:55:30 ubuntu dstat.sh[65460]: 02-04 09:55:30| 44   5  49   1   0|1235M 1064M  168M 5275M|4746B 1454B|   0  2182k|   0  77.8 |3034  1761 |1.56 0.98 0.55|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 02 09:55:31 ubuntu dstat.sh[65460]: 02-04 09:55:31| 45   6  47   2   0|1261M 1019M  168M 5293M|4938B 1620B|   0    10M|   0   518 |3968  3770 |1.60 1.00 0.56|2.0   0  10|   0     0 |           | 11    6    0   19    2
Apr 02 09:55:32 ubuntu dstat.sh[65460]: 02-04 09:55:32| 43   6  49   1   0|1305M  960M  169M 5305M|5199B 1297B|   0  3730k|   0   285 |3036  2120 |1.60 1.00 0.56|3.0   0   0|   0     0 |           | 11    6    0   19    2
