Jun 29 11:59:27 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 29 11:59:27 ubuntu dstat.sh[65474]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 29 11:59:27 ubuntu dstat.sh[65474]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 29 11:59:27 ubuntu dstat.sh[65474]: 29-06 11:59:27|                   | 997M 1367M  164M 5097M|           |           |           |           |1.38 0.91 0.52|2.0   0    |           |           | 10    6    0   17    0
Jun 29 11:59:28 ubuntu dstat.sh[65474]: 29-06 11:59:28| 21  20  57   1   0|1004M 1359M  164M 5097M|  36k   16k|   0  3133k|   0   120 |6668  6052 |1.38 0.91 0.52|2.5   0 566|   0     0 |           | 10    6    0   17    0
Jun 29 11:59:29 ubuntu dstat.sh[65474]: 29-06 11:59:29| 26  19  54   1   0|1007M 1354M  165M 5098M|  44k   15k|   0  2358k|   0   103 |6699  6836 |1.38 0.91 0.52|1.0   0 487|   0     0 |           | 10    6    0   17    0
Jun 29 11:59:30 ubuntu dstat.sh[65474]: 29-06 11:59:30| 29  12  56   0   0|1093M 1253M  165M 5235M| 141k   14k|   0  1883k|   0  52.0 |6451  7575 |1.38 0.91 0.52|  0   0 149|   0     0 |           | 11    5    0   17    1
Jun 29 11:59:31 ubuntu dstat.sh[65474]: 29-06 11:59:31| 34   9  54   1   0|1092M 1235M  166M 5250M|  47k 2119B|   0    12M|   0   507 |3956  2695 |1.35 0.92 0.52|2.0   0 101|   0     0 |           | 11    6    0   17    2
Jun 29 11:59:32 ubuntu dstat.sh[65474]: 29-06 11:59:32| 40  11  48   0   0|1146M 1163M  166M 5266M|4859B 1620B|  16k 1572k|1.00  50.0 |4482  3246 |1.35 0.92 0.52|2.0   0 180|   0     0 |           | 11    6    0   19    2
Jun 29 11:59:33 ubuntu dstat.sh[65474]: 29-06 11:59:33| 44   6  48   1   0|1208M 1076M  167M 5288M|4892B 1512B|  16k 4668k|1.00   114 |3302  2251 |1.35 0.92 0.52|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 29 11:59:34 ubuntu dstat.sh[65474]: 29-06 11:59:34| 42   6  48   4   0|1221M 1042M  169M 5305M|4933B 1624B|   0    18M|   0  1179 |7017    11k|1.35 0.92 0.52|2.0   0  10|   0     0 |           | 11    8    0   19    2
Jun 29 11:59:35 ubuntu dstat.sh[65474]: 29-06 11:59:35| 38   7  44  10   0|1233M  995M  170M 5335M|5352B 1615B|   0    60M|   0  4153 |  17k   32k|1.35 0.92 0.52|2.0   0  72|   0     0 |           | 11    6    0   19    2
Jun 29 11:59:36 ubuntu dstat.sh[65474]: 29-06 11:59:36| 40  10  48   0   0|1208M 1033M  171M 5321M|5519B 1944B|   0  5336k|   0   107 |3878  2585 |1.40 0.93 0.53|2.0   0  94|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:37 ubuntu dstat.sh[65474]: 29-06 11:59:37| 41   5  53   0   0|1253M  982M  171M 5326M|  13k 4654B|   0  2340k|   0  43.9 |2953  1654 |1.40 0.93 0.53|2.0   0  18|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:38 ubuntu dstat.sh[65474]: 29-06 11:59:38| 45   8  45   1   0|1250M  983M  171M 5328M|5764B 1571B|   0  7134k|   0   373 |  13k   21k|1.40 0.93 0.53|2.0   0  21|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:39 ubuntu dstat.sh[65474]: 29-06 11:59:39| 44   9  46   0   0|1267M  966M  171M 5328M|5910B 1512B|   0  3919k|   0   195 |  11k   18k|1.40 0.93 0.53|2.0   0  17|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:40 ubuntu dstat.sh[65474]: 29-06 11:59:40| 34  17  47   0   0|1154M 1087M  171M 5321M|4999B 1621B|   0   480k|   0  16.0 |5223  4052 |1.40 0.93 0.53|2.0   0 339|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:41 ubuntu dstat.sh[65474]: 29-06 11:59:41| 29  21  49   0   0|1142M 1098M  171M 5321M|4742B 1453B|   0    40k|   0  9.97 |6234  6165 |1.45 0.95 0.54|1.0   0 481|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:42 ubuntu dstat.sh[65474]: 29-06 11:59:42| 36  12  50   0   0|1148M 1092M  171M 5322M|4794B 1618B|   0    68k|   0  2.00 |5221  5370 |1.45 0.95 0.54|2.0   0 192|   0     0 |           | 11    5    0   19    0
Jun 29 11:59:43 ubuntu dstat.sh[65474]: 29-06 11:59:43| 46   5  49   0   0|1210M 1030M  171M 5322M|4218B 1458B|   0   424k|   0  37.0 |2786  1293 |1.45 0.95 0.54|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 29 11:59:44 ubuntu dstat.sh[65474]: 29-06 11:59:44| 44   8  47   0   0|1244M  994M  171M 5324M|5283B 1714B|   0   772k|   0  60.0 |3417  3372 |1.45 0.95 0.54|4.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 29 11:59:45 ubuntu dstat.sh[65474]: 29-06 11:59:45| 18   9  71   0   0|1265M  973M  171M 5325M|4988B 1567B|   0  1978k|   0  57.1 |3789  3545 |1.45 0.95 0.54|1.0   0 140|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:46 ubuntu dstat.sh[65474]: 29-06 11:59:46| 22   4  73   0   0|1335M  902M  171M 5325M|5080B 1511B|   0   456k|   0  25.0 |1868  1406 |1.41 0.95 0.54|3.0   0   0|   0     0 |           | 11    4    0   19    0
Jun 29 11:59:47 ubuntu dstat.sh[65474]: 29-06 11:59:47| 25   2  73   0   0|1355M  882M  171M 5325M|5098B 1619B|   0    15M|   0   139 |1962  1290 |1.41 0.95 0.54|3.0   0   0|   0     0 |           | 11    6    0   19    0
Jun 29 11:59:48 ubuntu dstat.sh[65474]: 29-06 11:59:48| 21   5  72   1   0|1320M  917M  171M 5325M|5224B 1621B|   0  4283k|   0   331 |4274  5527 |1.41 0.95 0.54|2.0   0  43|   0     0 |           | 11    4    0   21    0
Jun 29 11:59:49 ubuntu dstat.sh[65474]: 29-06 11:59:49| 23   3  73   0   0|1375M  862M  171M 5325M|4858B 1619B|   0   776k|   0  33.0 |1895  1359 |1.41 0.95 0.54|2.0   0 1.0|   0     0 |           | 11    4    0   21    0
Jun 29 11:59:50 ubuntu dstat.sh[65474]: 29-06 11:59:50| 19   3  78   1   0|1372M  865M  171M 5325M|9739B 6350B| 268k 1248k|66.0  49.0 |2519  2650 |1.41 0.95 0.54|3.0   0 2.0|   0     0 |           | 11   27    0   21    0
Jun 29 11:59:51 ubuntu dstat.sh[65474]: 29-06 11:59:51| 21   5  74   0   0|1400M  836M  171M 5325M|8801B 5400B|   0  8217B|   0  2.01 |2564  2088 |1.46 0.97 0.55|1.0   0  44|   0     0 |           | 11   28    0   22    0
Jun 29 11:59:52 ubuntu dstat.sh[65474]: 29-06 11:59:52| 19   3  76   0   0|1414M  822M  171M 5325M|9199B 5683B|   0    13M|   0   150 |2204  1915 |1.46 0.97 0.55|1.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 29 11:59:53 ubuntu dstat.sh[65474]: 29-06 11:59:53| 24  10  67   0   0|1342M  895M  171M 5325M|7855B 4236B|   0  2579k|   0   189 |3544  2799 |1.46 0.97 0.55|2.0   0 156|   0     0 |           | 11   28    0   23    0
Jun 29 11:59:54 ubuntu dstat.sh[65474]: 29-06 11:59:54| 41   6  53   0   0|1451M  785M  171M 5325M|5842B 2513B|   0    72k|   0  4.00 |2719  1402 |1.46 0.97 0.55|2.0   0   0|   0     0 |           | 11   29    0   23    0
Jun 29 11:59:55 ubuntu dstat.sh[65474]: 29-06 11:59:55| 35   4  60   0   0|1449M  787M  171M 5326M|  21k   16k|   0  2469k|   0  69.9 |6356  8494 |1.46 0.97 0.55|2.0   0   0|   0     0 |           | 11   29    0   17    0
