Jun 11 04:51:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 11 04:51:03 ubuntu dstat.sh[65082]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 11 04:51:03 ubuntu dstat.sh[65082]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 11 04:51:03 ubuntu dstat.sh[65082]: 11-06 04:51:03|                   | 996M 1304M  163M 5159M|           |           |           |           |1.87 1.17 0.63|2.0   0    |           |           | 10    5    0   17    0
Jun 11 04:51:04 ubuntu dstat.sh[65082]: 11-06 04:51:04| 19  21  59   1   0|1001M 1299M  164M 5159M|  40k   13k|   0  1436k|   0  58.0 |5482  3972 |1.87 1.17 0.63|1.5   0 330|   0     0 |           | 10    6    0   17    0
Jun 11 04:51:05 ubuntu dstat.sh[65082]: 11-06 04:51:05| 22  22  53   0   0|1007M 1292M  164M 5160M|  26k   14k|   0  1903k|   0  61.0 |5560  4054 |1.87 1.17 0.63|2.0   0 348|   0     0 |           | 10    6    0   17    0
Jun 11 04:51:06 ubuntu dstat.sh[65082]: 11-06 04:51:06| 25  20  53   1   0|1005M 1293M  164M 5160M|  44k   15k|   0  1993k|   0  62.0 |5848  5859 |1.80 1.17 0.63|3.0   0 300|   0     0 |           | 10    6    0   17    0
Jun 11 04:51:07 ubuntu dstat.sh[65082]: 11-06 04:51:07| 32  14  52   0   0|1089M 1201M  164M 5289M|  23k   14k|   0  4988k|   0  68.7 |6266  8997 |1.80 1.17 0.63|1.0   0 148|   0     0 |           | 11    5    0   17    1
Jun 11 04:51:08 ubuntu dstat.sh[65082]: 11-06 04:51:08| 34  10  54   1   0|1108M 1162M  165M 5308M| 165k 3246B|   0  2060k|   0  73.0 |3861  2657 |1.80 1.17 0.63|3.0   0 107|   0     0 |           | 11    6    0   17    2
Jun 11 04:51:09 ubuntu dstat.sh[65082]: 11-06 04:51:09| 36  14  47   1   0|1133M 1113M  166M 5327M|4683B 1621B|  16k 3438k|1.00   176 |4635  3421 |1.80 1.17 0.63|3.0   0 175|   0     0 |           | 11    6    0   19    2
Jun 11 04:51:10 ubuntu dstat.sh[65082]: 11-06 04:51:10| 44   6  48   1   0|1184M 1039M  166M 5347M|4382B 1621B|  20k 3281k|2.00  54.0 |3041  1801 |1.80 1.17 0.63|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 11 04:51:11 ubuntu dstat.sh[65082]: 11-06 04:51:11| 41   6  48   4   0|1211M  993M  168M 5362M|4414B 1463B|   0    18M|   0  1072 |5985  9055 |1.82 1.19 0.64|3.0   0  10|   0     0 |           | 11    8    0   19    2
Jun 11 04:51:12 ubuntu dstat.sh[65082]: 11-06 04:51:12| 31   7  45  14   0|1217M  952M  169M 5393M|4586B 1455B|   0    38M|   0  3021 |  14k   24k|1.82 1.19 0.64|2.0   0  46|   0     0 |           | 11    8    0   19    2
Jun 11 04:51:13 ubuntu dstat.sh[65082]: 11-06 04:51:13| 38   9  43   8   0|1139M 1039M  170M 5382M|4593B 2104B|   0    39M|   0  2788 |  11k   18k|1.82 1.19 0.64|3.0   0  74|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:14 ubuntu dstat.sh[65082]: 11-06 04:51:14| 38   8  52   1   0|1242M  935M  170M 5383M|  11k 4473B|   0    11M|   0   728 |4326  4668 |1.82 1.19 0.64|3.0   0  64|   0     0 |           | 11    5    0   19    0
Jun 11 04:51:15 ubuntu dstat.sh[65082]: 11-06 04:51:15| 45   7  47   1   0|1242M  929M  171M 5388M|5485B 1640B|   0  7816k|   0   474 |7071    10k|1.82 1.19 0.64|3.0   0 7.0|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:16 ubuntu dstat.sh[65082]: 11-06 04:51:16| 42  10  46   0   0|1247M  923M  171M 5389M|5650B 1617B|   0  3114k|   0   280 |8582    13k|1.91 1.22 0.65|3.0 1.0  23|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:17 ubuntu dstat.sh[65082]: 11-06 04:51:17| 43   9  47   0   0|1265M  912M  171M 5382M|5678B 1458B|   0   808k|   0  96.0 |9431    15k|1.91 1.22 0.65|2.0   0  15|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:18 ubuntu dstat.sh[65082]: 11-06 04:51:18| 37  15  47   0   0|1192M  986M  171M 5382M|5193B 1622B|   0    24k|   0  4.01 |5173  3763 |1.91 1.22 0.65|2.0   0 334|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:19 ubuntu dstat.sh[65082]: 11-06 04:51:19| 16  22  61   0   0|1131M 1046M  171M 5383M|5024B 1458B|   0  1172k|   0  93.0 |6877  6694 |1.91 1.22 0.65|1.0   0 481|   0     0 |           | 11    4    0   19    0
Jun 11 04:51:20 ubuntu dstat.sh[65082]: 11-06 04:51:20| 33  13  53   0   0|1158M 1019M  171M 5383M|5328B 1616B|   0     0 |   0     0 |5458  5787 |1.91 1.22 0.65|2.0   0 191|   0     0 |           | 11    5    0   19    0
Jun 11 04:51:21 ubuntu dstat.sh[65082]: 11-06 04:51:21| 46   5  49   0   0|1214M  963M  171M 5383M|4700B 1459B|   0   276k|   0  7.00 |2628  1182 |1.92 1.23 0.66|3.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 11 04:51:22 ubuntu dstat.sh[65082]: 11-06 04:51:22| 43   8  47   0   0|1251M  925M  171M 5384M|5561B 1661B|   0    20M|   0   348 |3022  1827 |1.92 1.23 0.66|3.0   0 1.0|   0     0 |           | 11    5    0   13    0
Jun 11 04:51:23 ubuntu dstat.sh[65082]: 11-06 04:51:23| 20   9  71   0   0|1262M  912M  171M 5386M|4888B 1621B|   0  1445k|   0  69.0 |4420  5744 |1.92 1.23 0.66|1.0   0 118|   0     0 |           | 11    4    0   13    0
Jun 11 04:51:24 ubuntu dstat.sh[65082]: 11-06 04:51:24| 16   4  78   0   0|1309M  865M  171M 5386M|4876B 1617B|   0   347k|   0  59.9 |1696  1605 |1.92 1.23 0.66|1.0   0  22|   0     0 |           | 11    4    0   13    0
Jun 11 04:51:25 ubuntu dstat.sh[65082]: 11-06 04:51:25| 22   4  74   0   0|1328M  846M  171M 5386M|4950B 1621B|   0     0 |   0     0 |1647  1244 |1.92 1.23 0.66|2.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 11 04:51:26 ubuntu dstat.sh[65082]: 11-06 04:51:26| 23   2  72   2   0|1345M  829M  171M 5386M|5055B 1625B|   0  3555k|   0   312 |3567  4877 |1.85 1.23 0.66|1.0   0 1.0|   0     0 |           | 11   10    0   13    0
Jun 11 04:51:27 ubuntu dstat.sh[65082]: 11-06 04:51:27| 21   6  72   0   0|1267M  907M  171M 5386M|5016B 1458B|   0  1757k|   0  13.0 |2434  1664 |1.85 1.23 0.66|4.0   0  48|   0     0 |           | 11    4    0   15    0
Jun 11 04:51:28 ubuntu dstat.sh[65082]: 11-06 04:51:28| 22   3  74   0   0|1317M  857M  171M 5386M|5507B 2916B|   0    21M|   0   168 |1908  1661 |1.85 1.23 0.66|1.0   0   0|   0     0 |           | 11    5    0   15    0
Jun 11 04:51:29 ubuntu dstat.sh[65082]: 11-06 04:51:29| 19   3  76   1   0|1320M  853M  171M 5387M|  10k 4947B| 268k 3454k|65.9  52.9 |2549  2616 |1.85 1.23 0.66|2.0   0 1.0|   0     0 |           | 11   25    0   15    0
Jun 11 04:51:30 ubuntu dstat.sh[65082]: 11-06 04:51:30| 19   5  74   0   0|1328M  845M  171M 5387M|9716B 5276B|   0     0 |   0     0 |2644  2007 |1.85 1.23 0.66|1.0   0  45|   0     0 |           | 11   28    0   16    0
Jun 11 04:51:31 ubuntu dstat.sh[65082]: 11-06 04:51:31| 22   3  74   0   0|1328M  845M  171M 5387M|6084B 2321B|   0   136k|   0  13.0 |1856  1380 |1.78 1.22 0.66|2.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 11 04:51:32 ubuntu dstat.sh[65082]: 11-06 04:51:32| 17   3  78   0   0|1288M  885M  171M 5387M|  11k 7779B|   0  2290k|   0  18.0 |2334  1849 |1.78 1.22 0.66|2.0   0  22|   0     0 |           | 11   28    0   17    0
Jun 11 04:51:33 ubuntu dstat.sh[65082]: 11-06 04:51:33| 35  14  51   0   0|1419M  754M  171M 5387M|4294B 1287B|   0    21M|   0   142 |3791  2521 |1.78 1.22 0.66|2.0   0 136|   0     0 |           | 11   28    0   17    0
Jun 11 04:51:34 ubuntu dstat.sh[65082]: 11-06 04:51:34| 34   4  59   0   0|1463M  710M  171M 5387M|  13k   11k|   0  2281k|   0  45.9 |3563  3032 |1.78 1.22 0.66|3.0   0   0|   0     0 |           | 11   30    0   17    0
Jun 11 04:51:35 ubuntu dstat.sh[65082]: 11-06 04:51:35| 38  16  46   0   0|1391M  782M  171M 5387M|  14k 9878B|   0   942k|   0  35.1 |6821  8335 |1.78 1.22 0.66|5.0   0 279|   0     0 |           | 11   28    0   17    0
Jun 11 04:51:36 ubuntu dstat.sh[65082]: 11-06 04:51:36| 76  22   0   0   0|1552M  621M  171M 5387M|4526B 1510B|   0   176k|   0  14.0 |5213  3636 |2.12 1.30 0.69|6.0   0 300|   0     0 |           | 11   28    0   17    0
Jun 11 04:51:37 ubuntu dstat.sh[65082]: 11-06 04:51:37| 83  13   1   0   0|1738M  434M  171M 5387M|  17k   14k|   0   112k|   0  6.00 |5274  3180 |2.12 1.30 0.69|5.0   0   0|   0     0 |           | 11   32    0   17    0
Jun 11 04:51:38 ubuntu dstat.sh[65082]: 11-06 04:51:38| 80   9  11   0   0|1768M  405M  171M 5387M|  34k   31k|   0   653k|   0  42.1 |8440    12k|2.12 1.30 0.69|4.0   0 4.0|   0     0 |           | 11   31    0   20    0
Jun 11 04:51:39 ubuntu dstat.sh[65082]: 11-06 04:51:39| 44  15  39   0   0|1527M  645M  171M 5387M|9243B 4370B|   0   490k|   0  40.9 |5578  5384 |2.12 1.30 0.69|2.0   0 305|   0     0 |           | 11   28    0   22    0
Jun 11 04:51:40 ubuntu dstat.sh[65082]: 11-06 04:51:40| 19   3  77   0   0|1535M  638M  171M 5387M|8521B 5595B|   0   140k|   0  9.00 |2001  1731 |2.12 1.30 0.69|2.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 11 04:51:41 ubuntu dstat.sh[65082]: 11-06 04:51:41| 18   4  77   0   0|1418M  754M  171M 5387M|8085B 4668B|   0   486k|   0  33.1 |2980  3264 |2.03 1.30 0.69|3.0   0  38|   0     0 |           | 11   28    0   23    0
Jun 11 04:51:42 ubuntu dstat.sh[65082]: 11-06 04:51:42| 21   6  73   0   0|1429M  743M  171M 5387M|4486B 1621B|   0   116k|   0  8.01 |2136  1513 |2.03 1.30 0.69|1.0   0  31|   0     0 |           | 11   28    0   23    0
