Jun 29 19:31:20 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 29 19:31:20 ubuntu dstat.sh[65449]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 29 19:31:20 ubuntu dstat.sh[65449]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 29 19:31:20 ubuntu dstat.sh[65449]: 29-06 19:31:20|                   | 961M 1399M  164M 5100M|           |           |           |           |1.58 0.99 0.53|3.0   0    |           |           | 10    5    0   17    0
Jun 29 19:31:21 ubuntu dstat.sh[65449]: 29-06 19:31:21| 19  20  58   1   0| 960M 1400M  164M 5100M|  47k   17k|   0  3492k|   0   185 |6923  6201 |1.58 0.99 0.53|2.5   0 558|   0     0 |           | 10    6    0   17    0
Jun 29 19:31:22 ubuntu dstat.sh[65449]: 29-06 19:31:22| 27  19  53   1   0| 963M 1395M  165M 5101M|  46k   16k|   0  3050k|   0   134 |6590  6555 |1.58 0.99 0.53|2.0   0 471|   0     0 |           | 10    6    0   17    0
Jun 29 19:31:23 ubuntu dstat.sh[65449]: 29-06 19:31:23| 33  13  52   0   0|1103M 1255M  165M 5223M|  23k   14k|   0  1623k|   0  49.8 |6941    10k|1.61 1.01 0.54|  0   0 186|   0     0 |           | 11    5    0   17    1
Jun 29 19:31:24 ubuntu dstat.sh[65449]: 29-06 19:31:24| 25   7  67   1   0|1122M 1209M  165M 5248M| 174k 6717B|   0  1863k|   0  67.1 |2947  2300 |1.61 1.01 0.54|2.0   0  76|   0     0 |           | 11    7    0   17    1
Jun 29 19:31:25 ubuntu dstat.sh[65449]: 29-06 19:31:25| 39  12  48   1   0|1136M 1172M  166M 5268M|4575B 1647B|   0  2184k|   0  76.1 |4720  3543 |1.61 1.01 0.54|2.0   0 205|   0     0 |           | 11    6    0   19    2
Jun 29 19:31:26 ubuntu dstat.sh[65449]: 29-06 19:31:26| 45   5  49   1   0|1203M 1082M  167M 5287M|4920B 1565B|  32k 3122k|2.00  61.0 |3110  1865 |1.61 1.01 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 29 19:31:27 ubuntu dstat.sh[65449]: 29-06 19:31:27| 43   5  48   2   0|1243M 1024M  168M 5302M|4776B 1513B|   0    24M|   0   913 |4233  3486 |1.61 1.01 0.54|3.0   0 1.0|   0     0 |           | 11    8    0   19    2
Jun 29 19:31:28 ubuntu dstat.sh[65449]: 29-06 19:31:28| 32   7  45  14   0|1246M  983M  170M 5335M|4919B 1620B|   0    46M|   0  3344 |  15k   28k|1.72 1.04 0.55|2.0   0  54|   0     0 |           | 11    8    0   19    2
Jun 29 19:31:29 ubuntu dstat.sh[65449]: 29-06 19:31:29| 41   9  45   5   0|1203M 1035M  171M 5324M|4723B 1938B|   0    32M|   0  1928 |9228    15k|1.72 1.04 0.55|2.0   0 104|   0     0 |           | 11    4    0   19    0
