Apr 24 03:49:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 24 03:49:42 ubuntu dstat.sh[65044]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 24 03:49:42 ubuntu dstat.sh[65044]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 24 03:49:42 ubuntu dstat.sh[65044]: 24-04 03:49:42|                   | 962M 1383M  164M 5117M|           |           |           |           |1.13 1.02 0.57|2.0   0    |           |           | 10    5    0   17    0
Apr 24 03:49:43 ubuntu dstat.sh[65044]: 24-04 03:49:43| 11  20  67   0   0| 964M 1382M  164M 5117M|  28k 5278B|   0   603k|   0  28.0 |5573  4216 |1.17 1.02 0.57|2.5   0 320|   0     0 |           | 10    6    0   17    0
Apr 24 03:49:44 ubuntu dstat.sh[65044]: 24-04 03:49:44| 17  22  59   0   0| 959M 1386M  164M 5117M|  24k   14k|   0  1816k|   0  41.9 |5526  4048 |1.20 1.03 0.58|1.0   0 324|   0     0 |           | 10    6    0   17    0
Apr 24 03:49:45 ubuntu dstat.sh[65044]: 24-04 03:49:45| 28  19  53   0   0| 964M 1379M  164M 5118M|  36k   12k|   0  4945k|   0  63.2 |5985  6212 |1.20 1.03 0.58|1.0   0 302|   0     0 |           | 10    5    0   17    1
Apr 24 03:49:46 ubuntu dstat.sh[65044]: 24-04 03:49:46| 33  16  49   0   0| 989M 1354M  164M 5118M|  27k   13k|   0  1624k|   0  50.0 |6206  6857 |1.20 1.03 0.58|1.0   0 191|   0     0 |           | 10    4    0   17    2
Apr 24 03:49:47 ubuntu dstat.sh[65044]: 24-04 03:49:47| 27  11  60   1   0|1132M 1186M  165M 5262M| 174k 7857B|   0  2738k|   0  96.8 |4356  4006 |1.20 1.03 0.58|3.0   0  98|   0     0 |           | 11    6    0   17    2
Apr 24 03:49:48 ubuntu dstat.sh[65044]: 24-04 03:49:48| 37  14  47   0   0|1144M 1152M  166M 5281M|4133B 1134B|   0  2115k|   0  66.0 |4779  3538 |1.27 1.05 0.59|2.0   0 190|   0     0 |           | 11    6    0   19    2
Apr 24 03:49:49 ubuntu dstat.sh[65044]: 24-04 03:49:49| 44   6  48   0   0|1221M 1053M  166M 5301M|5155B 1618B|  32k 3277k|2.00  65.9 |3240  2325 |1.27 1.05 0.59|3.0   0 1.0|   0     0 |           | 11    6    0   19    2
Apr 24 03:49:50 ubuntu dstat.sh[65044]: 24-04 03:49:50| 42   6  48   2   0|1267M  990M  168M 5314M|4508B 1623B|   0    10M|   0   581 |4854  5778 |1.27 1.05 0.59|1.0 1.0  10|   0     0 |           | 11    8    0   19    2
Apr 24 03:49:51 ubuntu dstat.sh[65044]: 24-04 03:49:51| 32   7  45  14   0|1273M  946M  169M 5347M|4502B 1621B|   0    54M|   0  4557 |  17k   32k|1.27 1.05 0.59|4.0   0  72|   0     0 |           | 11    8    0   19    2
Apr 24 03:49:52 ubuntu dstat.sh[65044]: 24-04 03:49:52| 38   9  49   3   0|1217M 1015M  170M 5333M|  10k 4243B|   0    27M|   0  1565 |6826  9877 |1.27 1.05 0.59|2.0   0  76|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:53 ubuntu dstat.sh[65044]: 24-04 03:49:53| 38   7  54   0   0|1294M  938M  170M 5333M|  10k 3721B|   0  1081k|   0  54.9 |2836  1729 |1.24 1.05 0.59|2.0   0  34|   0     0 |           | 11    5    0   19    0
Apr 24 03:49:54 ubuntu dstat.sh[65044]: 24-04 03:49:54| 45   6  48   0   0|1257M  969M  170M 5339M|4729B 1810B|   0  6519k|   0   361 |3485  2965 |1.24 1.05 0.59|2.0   0  13|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:55 ubuntu dstat.sh[65044]: 24-04 03:49:55| 39   8  52   0   0|1271M  948M  171M 5344M|  11k 4560B|   0  1400k|   0  66.0 |6162  8687 |1.24 1.05 0.59|3.0   0  22|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:56 ubuntu dstat.sh[65044]: 24-04 03:49:56| 43  11  44   0   0|1249M  969M  171M 5344M|4519B 1458B|   0   116k|   0  6.00 |  17k   30k|1.24 1.05 0.59|2.0   0 114|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:57 ubuntu dstat.sh[65044]: 24-04 03:49:57| 27  25  45   0   0|1121M 1109M  171M 5334M|4585B 1176B|   0  2476k|   0   123 |6243  4930 |1.24 1.05 0.59|4.0   0 426|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:58 ubuntu dstat.sh[65044]: 24-04 03:49:58| 36  22  41   0   0|1139M 1091M  171M 5334M|5344B 1508B|   0    28k|   0  6.98 |5918  6827 |1.30 1.06 0.60|2.0   0 388|   0     0 |           | 11    4    0   19    0
Apr 24 03:49:59 ubuntu dstat.sh[65044]: 24-04 03:49:59| 37  13  49   0   0|1171M 1059M  171M 5334M|5036B 1619B|   0  8186B|   0  2.00 |3835  2658 |1.30 1.06 0.60|2.0   0 146|   0     0 |           | 11    5    0   19    0
Apr 24 03:50:00 ubuntu dstat.sh[65044]: 24-04 03:50:00| 47   4  49   0   0|1229M 1001M  171M 5335M|5013B 1512B|   0   212k|   0  3.00 |2635  1231 |1.30 1.06 0.60|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 24 03:50:01 ubuntu dstat.sh[65044]: 24-04 03:50:01| 44   9  46   1   0|1240M  988M  171M 5336M|5092B 1560B|   0    18M|   0   250 |3336  3711 |1.30 1.06 0.60|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 24 03:50:02 ubuntu dstat.sh[65044]: 24-04 03:50:02| 10  10  80   0   0|1253M  974M  171M 5337M|5255B 1518B|   0   189k|   0  5.02 |3092  3000 |1.30 1.06 0.60|  0   0 120|   0     0 |           | 11    4    0   20    0
Apr 24 03:50:03 ubuntu dstat.sh[65044]: 24-04 03:50:03| 18   5  77   0   0|1293M  934M  171M 5337M|4647B 1571B|   0     0 |   0     0 |1865  1604 |1.28 1.06 0.60|1.0   0  22|   0     0 |           | 11    4    0   14    0
Apr 24 03:50:04 ubuntu dstat.sh[65044]: 24-04 03:50:04| 23   2  74   0   0|1331M  896M  171M 5337M|4521B 1508B|   0   267k|   0  11.0 |1769  1249 |1.28 1.06 0.60|2.0   0   0|   0     0 |           | 11    4    0   14    0
Apr 24 03:50:05 ubuntu dstat.sh[65044]: 24-04 03:50:05| 23   2  71   2   0|1349M  878M  171M 5337M|5086B 1566B|   0  4804k|   0   544 |3847  5193 |1.28 1.06 0.60|2.0   0 1.0|   0     0 |           | 11    4    0   16    0
Apr 24 03:50:06 ubuntu dstat.sh[65044]: 24-04 03:50:06| 20   7  72   0   0|1347M  880M  171M 5337M|4845B 1657B| 144k   25M|6.98   332 |2668  1772 |1.28 1.06 0.60|1.0   0  42|   0     0 |           | 11    4    0   16    0
Apr 24 03:50:07 ubuntu dstat.sh[65044]: 24-04 03:50:07| 18   2  79   0   0|1360M  867M  171M 5337M|7740B 4083B|   0  1557k|   0  18.1 |1856  1570 |1.28 1.06 0.60|1.0   0 1.0|   0     0 |           | 11   11    0   16    0
Apr 24 03:50:08 ubuntu dstat.sh[65044]: 24-04 03:50:08| 18   3  77   1   0|1366M  860M  171M 5338M|  11k 7538B| 268k 4785k|66.0   206 |2772  2829 |1.26 1.06 0.61|1.0   0 2.0|   0     0 |           | 11   28    0   16    1
Apr 24 03:50:09 ubuntu dstat.sh[65044]: 24-04 03:50:09| 21   6  72   0   0|1347M  879M  171M 5338M|4899B 1577B|   0     0 |   0     0 |2370  1663 |1.26 1.06 0.61|1.0   0  45|   0     0 |           | 11   28    0   17    0
Apr 24 03:50:10 ubuntu dstat.sh[65044]: 24-04 03:50:10| 18   2  79   0   0|1368M  858M  171M 5338M|8798B 5880B|   0    48k|   0  4.01 |1687  1277 |1.26 1.06 0.61|1.0   0   0|   0     0 |           | 11   29    0   17    0
Apr 24 03:50:11 ubuntu dstat.sh[65044]: 24-04 03:50:11| 25  13  62   0   0|1380M  846M  171M 5338M|5828B 3161B|   0    22M|   0   177 |3874  3072 |1.26 1.06 0.61|3.0   0 156|   0     0 |           | 11   28    0   17    0
Apr 24 03:50:12 ubuntu dstat.sh[65044]: 24-04 03:50:12| 36   5  57   0   0|1441M  785M  171M 5338M|  12k 9420B|   0    44k|   0  1.00 |3143  2324 |1.26 1.06 0.61|3.0   0   0|   0     0 |           | 11   30    0   17    0
Apr 24 03:50:13 ubuntu dstat.sh[65044]: 24-04 03:50:13| 37   8  54   1   0|1328M  898M  171M 5338M|  15k   12k|   0   897k|   0  29.0 |6435  8148 |1.40 1.09 0.62|5.0   0 153|   0     0 |           | 11   28    0   18    0
Apr 24 03:50:14 ubuntu dstat.sh[65044]: 24-04 03:50:14| 70  27   2   0   0|1535M  691M  171M 5338M|3934B 1295B|   0  1215k|   0  21.0 |5407  4250 |1.40 1.09 0.62|6.0   0 425|   0     0 |           | 11   28    0   18    0
