Mar 09 15:25:00 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 09 15:25:00 ubuntu dstat.sh[59597]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 09 15:25:00 ubuntu dstat.sh[59597]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 09 15:25:00 ubuntu dstat.sh[59597]: 09-03 15:25:00|                   |1006M 1591M  158M 4883M|           |           |           |           |1.11 0.86 0.51|1.0   0    |           |           | 10    5    1   17    1
Mar 09 15:25:01 ubuntu dstat.sh[59597]: 09-03 15:25:01| 18  22  58   1   0|1007M 1589M  158M 4884M|  38k   16k|   0  2205k|   0  72.9 |6048  5048 |1.11 0.86 0.51|2.0 0.5 372|   0     0 |           | 10    5    1   17    1
Mar 09 15:25:02 ubuntu dstat.sh[59597]: 09-03 15:25:02| 25  22  51   1   0|1018M 1578M  158M 4885M|  39k   13k|   0  1873k|   0  67.0 |6474  6052 |1.11 0.86 0.51|2.0   0 429|   0     0 |           | 10    5    1   17    1
Mar 09 15:25:03 ubuntu dstat.sh[59597]: 09-03 15:25:03| 29  17  51   0   0|1011M 1584M  158M 4885M|  22k   13k|   0  2439k|   0  50.9 |5828  5620 |1.11 0.86 0.51|1.0   0 237|   0     0 |           | 10    5    1   17    1
Mar 09 15:25:04 ubuntu dstat.sh[59597]: 09-03 15:25:04| 33  15  51   1   0|1152M 1415M  159M 5032M| 167k 5382B|  16k 2390k|1.00  81.9 |5666  6879 |1.18 0.88 0.52|3.0   0 155|   0     0 |           | 11    6    1   17    2
Mar 09 15:25:05 ubuntu dstat.sh[59597]: 09-03 15:25:05| 38  13  48   1   0|1169M 1379M  160M 5047M|4505B 1696B|   0  1602k|   0  42.1 |4590  3023 |1.18 0.88 0.52|3.0   0 180|   0     0 |           | 11    6    1   18    2
Mar 09 15:25:06 ubuntu dstat.sh[59597]: 09-03 15:25:06| 43   7  49   0   0|1230M 1296M  160M 5066M|4680B 1620B|  32k 3124k|2.00  79.0 |3472  2394 |1.18 0.88 0.52|2.0   0  30|   0     0 |           | 11    6    1   19    2
Mar 09 15:25:07 ubuntu dstat.sh[59597]: 09-03 15:25:07| 45   5  48   1   0|1258M 1248M  161M 5084M|4512B 1666B|   0  4448k|   0   146 |3431  2548 |1.18 0.88 0.52|2.0   0 1.0|   0     0 |           | 11    8    1   19    2
Mar 09 15:25:08 ubuntu dstat.sh[59597]: 09-03 15:25:08| 31   7  45  14   0|1270M 1200M  163M 5114M|4714B 1793B|   0    52M|   0  3753 |  15k   28k|1.18 0.88 0.52|  0 4.0  54|   0     0 |           | 11    8    1   19    2
Mar 09 15:25:09 ubuntu dstat.sh[59597]: 09-03 15:25:09| 36   9  47   5   0|1209M 1275M  164M 5099M|  11k 4655B|   0    35M|   0  2642 |9625    15k|1.40 0.93 0.54|2.0   0 104|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:10 ubuntu dstat.sh[59597]: 09-03 15:25:10| 41   9  49   0   0|1274M 1208M  164M 5100M|9860B 3524B|   0  1275k|   0  65.0 |3433  2337 |1.40 0.93 0.54|2.0   0 119|   0     0 |           | 11    5    1   19    0
Mar 09 15:25:11 ubuntu dstat.sh[59597]: 09-03 15:25:11| 44   7  48   1   0|1229M 1248M  164M 5105M|3760B  824B|   0  6502k|   0   366 |3662  2872 |1.40 0.93 0.54|3.0   0  29|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:12 ubuntu dstat.sh[59597]: 09-03 15:25:12| 40   7  51   1   0|1278M 1193M  165M 5110M|  11k 4570B|   0  3182k|   0   175 |6899    12k|1.40 0.93 0.54|2.0   0 6.0|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:13 ubuntu dstat.sh[59597]: 09-03 15:25:13| 44   9  45   0   0|1271M 1199M  165M 5110M|5241B 1756B|   0   188k|   0  12.0 |  13k   23k|1.40 0.93 0.54|2.0   0  71|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:14 ubuntu dstat.sh[59597]: 09-03 15:25:14| 28  25  46   1   0|1157M 1325M  165M 5100M|5061B 1459B|   0  2289k|   0  95.1 |6513  5413 |1.45 0.95 0.55|2.0   0 475|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:15 ubuntu dstat.sh[59597]: 09-03 15:25:15| 36  20  42   0   0|1131M 1351M  165M 5100M|4795B 1660B|   0    28k|   0  6.99 |7513  8533 |1.45 0.95 0.55|1.0   0 404|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:16 ubuntu dstat.sh[59597]: 09-03 15:25:16| 39  13  47   0   0|1188M 1294M  165M 5100M|4843B 1614B|   0     0 |   0     0 |3994  2824 |1.45 0.95 0.55|2.0   0 131|   0     0 |           | 11    5    1   19    0
Mar 09 15:25:17 ubuntu dstat.sh[59597]: 09-03 15:25:17| 47   3  49   0   0|1234M 1248M  165M 5101M|4687B 1457B|   0   180k|   0  1.00 |2704  1109 |1.45 0.95 0.55|2.0   0   0|   0     0 |           | 11    5    1   19    0
Mar 09 15:25:18 ubuntu dstat.sh[59597]: 09-03 15:25:18| 43  10  47   0   0|1245M 1234M  165M 5103M|5162B 1626B|   0    13M|   0   123 |4264  5125 |1.45 0.95 0.55|2.0   0  13|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:19 ubuntu dstat.sh[59597]: 09-03 15:25:19|  3   8  86   0   0|1256M 1223M  165M 5103M|5033B 1618B|   0  2852k|   0   137 |2719  2614 |1.34 0.93 0.54|  0   0 105|   0     0 |           | 11    4    1   19    0
Mar 09 15:25:20 ubuntu dstat.sh[59597]: 09-03 15:25:20| 16   5  78   0   0|1315M 1164M  165M 5103M|4499B 1620B|   0    76k|   0  9.00 |1867  1614 |1.34 0.93 0.54|1.0   0  22|   0     0 |           | 11    4    1   19    0
