May 06 17:29:33 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 06 17:29:33 ubuntu dstat.sh[65388]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 06 17:29:33 ubuntu dstat.sh[65388]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 06 17:29:33 ubuntu dstat.sh[65388]: 06-05 17:29:33|                   |1042M 1294M  163M 5127M|           |           |           |           |1.34 1.00 0.58|2.0   0    |           |           | 10    6    0   17    0
May 06 17:29:34 ubuntu dstat.sh[65388]: 06-05 17:29:34| 39  22  37   0   0|1048M 1287M  163M 5128M|  28k   14k|   0  3247k|   0   175 |6329  4999 |1.34 1.00 0.58|2.5   0 445|   0     0 |           | 10    6    0   17    0
May 06 17:29:35 ubuntu dstat.sh[65388]: 06-05 17:29:35| 23  22  54   1   0| 997M 1337M  163M 5128M|  38k   13k|   0  1982k|   0   120 |6002  4577 |1.34 1.00 0.58|1.0   0 403|   0     0 |           | 10    6    0   17    0
May 06 17:29:36 ubuntu dstat.sh[65388]: 06-05 17:29:36| 27  20  52   0   0|1001M 1333M  163M 5129M|  20k   11k|   0  1676k|   0  47.0 |5472  4641 |1.34 1.00 0.58|2.0   0 242|   0     0 |           | 10    5    0   17    1
May 06 17:29:37 ubuntu dstat.sh[65388]: 06-05 17:29:37| 33  17  47   1   0|1116M 1190M  164M 5275M| 165k 5981B|   0  2484k|   0  86.7 |5861  7608 |1.34 1.00 0.58|1.0   0 131|   0     0 |           | 11    4    0   17    2
May 06 17:29:38 ubuntu dstat.sh[65388]: 06-05 17:29:38| 32  11  55   0   0|1138M 1149M  164M 5291M|3588B 1082B|   0  4803k|   0  48.1 |3622  2460 |1.47 1.03 0.59|2.0   0  90|   0     0 |           | 11    6    0   17    2
May 06 17:29:39 ubuntu dstat.sh[65388]: 06-05 17:29:39| 36  15  47   0   0|1149M 1116M  165M 5310M|3631B 1077B|   0  3144k|   0   146 |4844  3502 |1.47 1.03 0.59|3.0   0 191|   0     0 |           | 11    6    0   19    2
May 06 17:29:40 ubuntu dstat.sh[65388]: 06-05 17:29:40| 41   8  49   1   0|1209M 1037M  166M 5327M|3820B 1080B|  36k 4604k|3.00   129 |3120  2263 |1.47 1.03 0.59|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 06 17:29:41 ubuntu dstat.sh[65388]: 06-05 17:29:41| 44   6  49   1   0|1242M  978M  167M 5349M|3899B 1081B|   0  3378k|   0  87.0 |3116  2116 |1.47 1.03 0.59|3.0 1.0   0|   0     0 |           | 11    6    0   19    2
May 06 17:29:42 ubuntu dstat.sh[65388]: 06-05 17:29:42| 32   7  48  10   0|1279M  947M  169M 5340M|9357B 3680B|   0    28M|   0  2647 |  12k   22k|1.47 1.03 0.59|4.0   0  46|   0     0 |           | 11    6    0   19    0
May 06 17:29:43 ubuntu dstat.sh[65388]: 06-05 17:29:43| 35  12  42  10   0|1292M  931M  169M 5343M|7970B 2217B|   0    98M|   0  3984 |  13k   24k|1.68 1.08 0.61|2.0   0  71|   0     0 |           | 11    5    0   19    0
May 06 17:29:44 ubuntu dstat.sh[65388]: 06-05 17:29:44| 37  11  48   2   0|1240M  976M  169M 5348M|4896B 2229B|   0    17M|   0   813 |5352  6097 |1.68 1.08 0.61|2.0   0  78|   0     0 |           | 11    4    0   19    0
May 06 17:29:45 ubuntu dstat.sh[65388]: 06-05 17:29:45| 40   6  53   0   0|1291M  919M  170M 5353M|  10k 4129B|   0  1860k|   0  41.0 |2817  1613 |1.68 1.08 0.61|3.0   0  18|   0     0 |           | 11    4    0   19    0
May 06 17:29:46 ubuntu dstat.sh[65388]: 06-05 17:29:46| 44  10  45   1   0|1263M  946M  170M 5354M|3334B  973B|   0  5988k|   0   379 |9410    17k|1.68 1.08 0.61|3.0   0  23|   0     0 |           | 11    4    0   19    0
May 06 17:29:47 ubuntu dstat.sh[65388]: 06-05 17:29:47| 43  10  45   0   0|1269M  940M  170M 5354M|3754B 1078B|   0  1837k|   0  41.9 |8022    15k|1.68 1.08 0.61|3.0   0  19|   0     0 |           | 11    4    0   19    0
May 06 17:29:48 ubuntu dstat.sh[65388]: 06-05 17:29:48| 38  14  46   0   0|1214M 1007M  170M 5343M|3528B 1082B|   0    95M|   0   478 |4928  3567 |1.78 1.11 0.62|4.0   0 203|   0     0 |           | 11    4    0   19    0
May 06 17:29:49 ubuntu dstat.sh[65388]: 06-05 17:29:49| 18  23  56   0   0|1169M 1052M  170M 5343M|3397B 1079B|   0    28k|   0  6.99 |5578  4059 |1.78 1.11 0.62|1.0   0 382|   0     0 |           | 11    4    0   19    0
May 06 17:29:50 ubuntu dstat.sh[65388]: 06-05 17:29:50| 11  21  65   0   0|1130M 1091M  170M 5344M|3069B  970B|   0    24k|   0  5.99 |5456  4636 |1.78 1.11 0.62|3.0   0 270|   0     0 |           | 11    4    0   19    0
May 06 17:29:51 ubuntu dstat.sh[65388]: 06-05 17:29:51| 37  17  45   0   0|1161M 1060M  170M 5344M|3243B 1082B|   0  8208B|   0  2.00 |5641    12k|1.78 1.11 0.62|2.0   0 228|   0     0 |           | 11    5    0   20    0
May 06 17:29:52 ubuntu dstat.sh[65388]: 06-05 17:29:52| 46   5  49   0   0|1237M  984M  170M 5344M|3281B 1080B|   0    28k|   0  2.00 |2737  1266 |1.78 1.11 0.62|2.0   0   0|   0     0 |           | 11    5    0   20    0
May 06 17:29:53 ubuntu dstat.sh[65388]: 06-05 17:29:53| 43   8  48   0   0|1266M  954M  170M 5345M|3885B 1076B|   0  2877k|   0  66.7 |2987  1909 |1.80 1.13 0.63|3.0   0   0|   0     0 |           | 11    5    0   20    0
May 06 17:29:54 ubuntu dstat.sh[65388]: 06-05 17:29:54| 22  12  65   0   0|1284M  934M  170M 5346M|3345B  974B|   0  1856k|   0  79.2 |3691  4232 |1.80 1.13 0.63|1.0   0 118|   0     0 |           | 11    4    0   13    0
May 06 17:29:55 ubuntu dstat.sh[65388]: 06-05 17:29:55|  7   3  88   0   0|1304M  915M  170M 5346M|3279B 1080B|   0  2248k|   0  49.0 |1299  1341 |1.80 1.13 0.63|3.0   0  23|   0     0 |           | 11    4    0   13    0
May 06 17:29:56 ubuntu dstat.sh[65388]: 06-05 17:29:56| 22   4  74   0   0|1371M  847M  170M 5346M|3895B 1080B|   0     0 |   0     0 |1729  1227 |1.80 1.13 0.63|1.0   0   0|   0     0 |           | 11    4    0   13    0
May 06 17:29:57 ubuntu dstat.sh[65388]: 06-05 17:29:57| 24   1  73   0   0|1390M  828M  170M 5347M|3559B 1080B|   0   312k|   0  18.0 |1821  1365 |1.80 1.13 0.63|2.0   0 1.0|   0     0 |           | 11    6    0   13    0
May 06 17:29:58 ubuntu dstat.sh[65388]: 06-05 17:29:58| 20   7  71   1   0|1340M  878M  170M 5347M|3520B 1080B|   0  4108k|   0   322 |4167  5269 |1.74 1.12 0.63|2.0   0  42|   0     0 |           | 11    4    0   15    0
May 06 17:29:59 ubuntu dstat.sh[65388]: 06-05 17:29:59| 22   2  75   0   0|1386M  832M  170M 5347M|6625B 3044B| 144k    0 |7.00     0 |1687  1075 |1.74 1.12 0.63|1.0   0 1.0|   0     0 |           | 11    5    0   15    0
