May 29 23:13:31 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 29 23:13:31 ubuntu dstat.sh[64921]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 29 23:13:31 ubuntu dstat.sh[64921]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 29 23:13:31 ubuntu dstat.sh[64921]: 29-05 23:13:31|                   | 990M 1328M  164M 5143M|           |           |           |           |1.20 0.97 0.52|4.0   0    |           |           | 10    5    0   17    0
May 29 23:13:32 ubuntu dstat.sh[64921]: 29-05 23:13:32| 19  21  58   0   0| 987M 1331M  164M 5143M|  39k   13k|   0  1703k|   0  58.8 |5927  4819 |1.19 0.98 0.52|2.5   0 426|   0     0 |           | 10    6    0   17    0
May 29 23:13:33 ubuntu dstat.sh[64921]: 29-05 23:13:33| 23  23  53   0   0| 985M 1331M  164M 5144M|  23k   13k|   0  1769k|   0  57.0 |5728  4376 |1.18 0.98 0.52|4.0   0 387|   0     0 |           | 10    6    0   17    0
May 29 23:13:34 ubuntu dstat.sh[64921]: 29-05 23:13:34| 27  18  53   1   0| 994M 1322M  164M 5145M|  42k   14k|   0  1856k|   0  59.0 |6215  7014 |1.18 0.98 0.52|3.0   0 270|   0     0 |           | 10    6    0   17    0
May 29 23:13:35 ubuntu dstat.sh[64921]: 29-05 23:13:35| 29  13  56   0   0|1095M 1204M  164M 5282M| 179k   13k|   0  5263k|   0  68.8 |5330  5898 |1.18 0.98 0.52|1.0   0 103|   0     0 |           | 11    5    0   17    1
May 29 23:13:36 ubuntu dstat.sh[64921]: 29-05 23:13:36| 38  12  49   1   0|1105M 1178M  165M 5295M|5158B 1754B|   0  1626k|   0  74.1 |4290  2854 |1.18 0.98 0.52|2.0   0 113|   0     0 |           | 11    6    0   17    2
May 29 23:13:37 ubuntu dstat.sh[64921]: 29-05 23:13:37| 37  14  48   1   0|1122M 1144M  166M 5310M|5039B 1663B|  16k 2172k|1.00  60.1 |4731  3337 |1.25 0.99 0.53|2.0   0 170|   0     0 |           | 11    6    0   19    2
May 29 23:13:38 ubuntu dstat.sh[64921]: 29-05 23:13:38| 43   7  49   1   0|1189M 1051M  167M 5332M|4847B 1616B|  16k 4967k|1.00   130 |3291  2353 |1.25 0.99 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 29 23:13:39 ubuntu dstat.sh[64921]: 29-05 23:13:39| 43   6  47   3   0|1210M  998M  168M 5360M|5114B 1624B|4107B 9541k|1.00   587 |5494  6766 |1.25 0.99 0.53|2.0   0  11|   0     0 |           | 11    8    0   19    2
May 29 23:13:40 ubuntu dstat.sh[64921]: 29-05 23:13:40| 37  10  40  10   0|1262M  943M  170M 5363M|5223B 2092B|   0    43M|   0  3132 |  15k   34k|1.25 0.99 0.53|4.0 1.0  87|   0     0 |           | 11    6    0   20    0
May 29 23:13:41 ubuntu dstat.sh[64921]: 29-05 23:13:41| 37  13  46   3   0|1250M  954M  170M 5360M|5189B 2699B|   0    30M|   0  1960 |8616    14k|1.25 0.99 0.53|1.0   0 131|   0     0 |           | 11    5    0   20    0
