Apr 01 17:40:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 17:40:08 ubuntu dstat.sh[65081]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 17:40:08 ubuntu dstat.sh[65081]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 17:40:08 ubuntu dstat.sh[65081]: 01-04 17:40:08|                   | 980M 1369M  166M 5110M|           |           |           |           |1.16 0.98 0.57|1.0   0    |           |           | 10    6    0   17    0
Apr 01 17:40:09 ubuntu dstat.sh[65081]: 01-04 17:40:09| 24  21  53   1   0| 988M 1361M  166M 5110M|  18k 9997B|   0  1612k|   0  50.0 |6257  5161 |1.16 0.98 0.57|1.5   0 514|   0     0 |           | 10    6    0   17    0
Apr 01 17:40:10 ubuntu dstat.sh[65081]: 01-04 17:40:10| 26  19  53   0   0|1011M 1337M  166M 5111M|  39k   12k|   0  1674k|   0  52.5 |6095  5338 |1.15 0.98 0.58|2.0   0 419|   0     0 |           | 10    5    0   17    1
Apr 01 17:40:11 ubuntu dstat.sh[65081]: 01-04 17:40:11| 30  17  51   0   0|1015M 1318M  166M 5126M| 141k   14k|   0  1779k|   0  50.0 |6364  7241 |1.15 0.98 0.58|2.0   0 289|   0     0 |           | 10    4    0   17    2
Apr 01 17:40:12 ubuntu dstat.sh[65081]: 01-04 17:40:12| 35  13  51   1   0|1151M 1165M  167M 5261M|  46k 2084B|   0  1710k|   0  70.1 |4557  4133 |1.15 0.98 0.58|3.0   0 111|   0     0 |           | 11    6    0   17    2
Apr 01 17:40:13 ubuntu dstat.sh[65081]: 01-04 17:40:13| 37  14  47   0   0|1159M 1140M  168M 5276M|4500B 1513B|   0  1785k|   0  48.0 |4776  3259 |1.15 0.98 0.58|3.0   0 190|   0     0 |           | 11    6    0   19    2
Apr 01 17:40:14 ubuntu dstat.sh[65081]: 01-04 17:40:14| 42   7  47   1   0|1233M 1040M  169M 5298M|4764B 1619B|  32k 8140k|2.00   166 |3440  2372 |1.15 0.98 0.58|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 01 17:40:15 ubuntu dstat.sh[65081]: 01-04 17:40:15| 44   5  49   1   0|1259M  982M  170M 5325M|4168B 1621B|4098B 5015k|1.00   180 |3670  2974 |1.22 1.00 0.58|1.0 2.0 1.0|   0     0 |           | 11    8    0   19    2
Apr 01 17:40:16 ubuntu dstat.sh[65081]: 01-04 17:40:16| 27   8  48  14   0|1284M  952M  172M 5326M|  10k 3958B|   0    51M|   0  4357 |  17k   31k|1.22 1.00 0.58|6.0 1.0  60|   0     0 |           | 11    6    0   19    3
Apr 01 17:40:17 ubuntu dstat.sh[65081]: 01-04 17:40:17| 40  10  45   3   0|1193M 1044M  172M 5326M|4580B 1709B|   0    27M|   0  1927 |7879    13k|1.22 1.00 0.58|2.0   0 115|   0     0 |           | 11    4    0   19    0
Apr 01 17:40:18 ubuntu dstat.sh[65081]: 01-04 17:40:18| 40   6  53   0   0|1221M 1010M  172M 5331M|9208B 2942B|   0  2195k|   0  81.3 |2912  1792 |1.22 1.00 0.58|2.0   0  17|   0     0 |           | 11    4    0   19    0
Apr 01 17:40:19 ubuntu dstat.sh[65081]: 01-04 17:40:19| 41   5  53   0   0|1190M 1039M  172M 5332M|  11k 4434B|   0    15M|   0   765 |3670  3284 |1.22 1.00 0.58|2.0   0  29|   0     0 |           | 11    5    0   19    0
Apr 01 17:40:20 ubuntu dstat.sh[65081]: 01-04 17:40:20| 48  12  39   0   0|1235M  988M  173M 5337M|5239B 1730B|   0  2803k|   0  24.0 |  12k   27k|1.28 1.02 0.59|2.0   0  50|   0     0 |           | 11    4    0   20    0
Apr 01 17:40:21 ubuntu dstat.sh[65081]: 01-04 17:40:21| 44   9  46   0   0|1237M  986M  173M 5337M|5375B 1458B|   0    88k|   0  2.00 |  10k   17k|1.28 1.02 0.59|3.0   0  43|   0     0 |           | 11    4    0   20    0
Apr 01 17:40:22 ubuntu dstat.sh[65081]: 01-04 17:40:22| 29  24  45   0   0|1169M 1066M  173M 5326M|4248B 1567B|   0  2421k|   0   194 |6366  4941 |1.28 1.02 0.59|2.0   0 457|   0     0 |           | 11    4    0   19    0
Apr 01 17:40:23 ubuntu dstat.sh[65081]: 01-04 17:40:23| 24  21  53   0   0|1157M 1079M  173M 5326M|4383B 1453B|   0    32k|   0  7.97 |5976  5925 |1.28 1.02 0.59|2.0   0 373|   0     0 |           | 11    4    0   19    0
Apr 01 17:40:24 ubuntu dstat.sh[65081]: 01-04 17:40:24| 36  14  49   0   0|1181M 1055M  173M 5327M|4348B 1461B|   0   116k|   0  2.00 |5460  5741 |1.28 1.02 0.59|2.0   0 192|   0     0 |           | 11    5    0   19    0
Apr 01 17:40:25 ubuntu dstat.sh[65081]: 01-04 17:40:25| 46   5  49   0   0|1229M 1006M  173M 5327M|4880B 1459B|   0   184k|   0  2.00 |2704  1182 |1.34 1.03 0.60|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 01 17:40:26 ubuntu dstat.sh[65081]: 01-04 17:40:26| 44   8  47   0   0|1254M  979M  173M 5329M|4177B 1459B|   0   644k|   0  49.0 |2946  2850 |1.34 1.03 0.60|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 01 17:40:27 ubuntu dstat.sh[65081]: 01-04 17:40:27| 12   7  79   0   0|1254M  978M  173M 5329M|4143B 1404B|   0  2475k|   0  73.0 |3232  3447 |1.34 1.03 0.60|1.0   0 118|   0     0 |           | 11    4    0   20    0
Apr 01 17:40:28 ubuntu dstat.sh[65081]: 01-04 17:40:28| 16   5  78   0   0|1268M  964M  173M 5329M|4417B 1514B|   0     0 |   0     0 |1926  1684 |1.34 1.03 0.60|1.0   0  22|   0     0 |           | 11    4    0   20    0
Apr 01 17:40:29 ubuntu dstat.sh[65081]: 01-04 17:40:29| 23   4  72   0   0|1308M  924M  173M 5329M|4283B 1509B|   0    23M|   0   144 |2140  1829 |1.34 1.03 0.60|1.0   0 1.0|   0     0 |           | 11    4    0   20    0
Apr 01 17:40:30 ubuntu dstat.sh[65081]: 01-04 17:40:30| 23   3  72   1   0|1337M  895M  173M 5330M|4518B 1623B|   0  3943k|   0   284 |3714  5038 |1.31 1.03 0.60|1.0   0 1.0|   0     0 |           | 11   10    0   14    0
Apr 01 17:40:31 ubuntu dstat.sh[65081]: 01-04 17:40:31| 20   5  73   0   0|1279M  952M  173M 5330M|4636B 1620B|   0    36k|   0  5.00 |2326  1733 |1.31 1.03 0.60|1.0   0  42|   0     0 |           | 11    4    0   16    0
Apr 01 17:40:32 ubuntu dstat.sh[65081]: 01-04 17:40:32| 19   2  78   0   0|1314M  917M  173M 5330M|7395B 4002B| 144k    0 |6.99     0 |1682  1197 |1.31 1.03 0.60|2.0   0   0|   0     0 |           | 11   11    0   16    0
Apr 01 17:40:33 ubuntu dstat.sh[65081]: 01-04 17:40:33| 20   3  75   1   0|1323M  908M  173M 5330M|  10k 7411B| 268k 3309k|66.0  95.0 |3006  3400 |1.31 1.03 0.60|  0   0 3.0|   0     0 |           | 11   29    0   16    0
Apr 01 17:40:34 ubuntu dstat.sh[65081]: 01-04 17:40:34| 21   6  72   0   0|1344M  887M  173M 5330M|7253B 1951B|   0    30M|   0   198 |2853  2167 |1.31 1.03 0.60|1.0   0  43|   0     0 |           | 11   28    0   17    0
